       6     141      40      56

     EOS file :  Prof_B0_1.6.dat                                             

  step        radius       baryon#       density        pressure       encl. mass            phi     encl. bar. mass 
                (m)        (#/fm3)       (g/cm3)        (dyn/cm2)      (sol. mass)                     (sol. mass)   

     0       0.000000   2.657173E+01   8.475512E+16    1.16587E+38   0.000000000E+00  -3.431190E+00   0.000000000E+00
     1     100.000001   2.633611E+01   8.392597E+16    1.15111E+38   1.771773505E-04  -3.423484E+00   9.323000291E-05
     2     116.572516   2.625589E+01   8.364385E+16    1.14609E+38   2.802405251E-04  -3.420849E+00   1.475714481E-04
     3     135.871038   2.614759E+01   8.326315E+16    1.13933E+38   4.426573371E-04  -3.417281E+00   2.333355206E-04
     4     158.324410   2.600185E+01   8.275106E+16    1.13026E+38   6.979215561E-04  -3.412458E+00   3.683993397E-04
     5     184.420020   2.580649E+01   8.206512E+16    1.11813E+38   1.097665311E-03  -3.405956E+00   5.804848591E-04
     6     214.706423   2.554604E+01   8.115145E+16    1.10202E+38   1.720656864E-03  -3.397221E+00   9.122259524E-04
     7     249.793153   2.520126E+01   7.994344E+16    1.08080E+38   2.685398314E-03  -3.385538E+00   1.428470583E-03
     8     290.346154   2.474907E+01   7.836169E+16    1.05316E+38   4.166889163E-03  -3.370003E+00   2.226427096E-03
     9     337.077039   2.416312E+01   7.631653E+16    1.01766E+38   6.417292095E-03  -3.349502E+00   3.449054322E-03
    10     390.724632   2.341548E+01   7.371447E+16    9.72907E+37   9.788430777E-03  -3.322707E+00   5.301455295E-03
    11     452.028309   2.247982E+01   7.047020E+16    9.17763E+37   1.475101496E-02  -3.288108E+00   8.068747590E-03
    12     521.694898   2.133635E+01   6.652442E+16    8.51704E+37   2.190163089E-02  -3.244088E+00   1.213190685E-02
    13     600.364370   1.997795E+01   6.186550E+16    7.75193E+37   3.194562506E-02  -3.189061E+00   1.797586760E-02
    14     688.583192   1.841616E+01   5.654964E+16    6.89963E+37   4.564536513E-02  -3.121653E+00   2.618293191E-02
    15     786.796191   1.668479E+01   5.071122E+16    5.99063E+37   6.373224821E-02  -3.040910E+00   3.740598083E-02
    16     895.365928   1.483898E+01   4.455596E+16    5.06543E+37   8.679673888E-02  -2.946484E+00   5.232108825E-02
    17    1014.622681   1.294884E+01   3.833493E+16    4.16819E+37   1.151864809E-01  -2.838740E+00   7.156664996E-02
    18    1144.940767   1.108914E+01   3.230558E+16    3.33889E+37   1.489471828E-01  -2.718758E+00   9.568249775E-02
    19    1286.832144   9.328107E+00   2.669212E+16    2.60698E+37   1.878286847E-01  -2.588230E+00   1.250640863E-01
    20    1441.048049   7.718651E+00   2.165705E+16    1.98813E+37   2.313550332E-01  -2.449288E+00   1.599428977E-01
    21    1608.682617   6.293993E+00   1.728990E+16    1.48473E+37   2.789357618E-01  -2.304292E+00   2.003969967E-01
    22    1791.275935   5.067780E+00   1.361202E+16    1.08891E+37   3.299863450E-01  -2.155638E+00   2.463884670E-01
    23    1990.915865   4.037409E+00   1.059176E+16    7.86577E+36   3.840303898E-01  -2.005589E+00   2.978194745E-01
    24    2210.338451   3.188823E+00   8.163319E+15    5.61198E+36   4.407687694E-01  -1.856164E+00   3.545966987E-01
    25    2453.026602   2.501353E+00   6.244146E+15    3.96482E+36   5.001141901E-01  -1.709067E+00   4.166946421E-01
    26    2723.306836   1.951707E+00   4.748266E+15    2.77991E+36   5.621987124E-01  -1.565668E+00   4.842111120E-01
    27    3026.443895   1.516782E+00   3.594899E+15    1.93804E+36   6.273651400E-01  -1.427012E+00   5.574117923E-01
    28    3368.732577   1.175371E+00   2.713006E+15    1.34554E+36   6.961521721E-01  -1.293852E+00   6.367640431E-01
    29    3757.584860   9.124306E-01   2.052092E+15    9.31321E+35   7.693364476E-01  -1.166694E+00   7.230192287E-01
    30    4200.075272   7.223726E-01   1.588157E+15    6.41120E+35   8.487448822E-01  -1.046118E+00   8.180762110E-01
    31    4694.625978   5.849244E-01   1.261247E+15    4.38253E+35   9.357400171E-01  -9.340893E-01   9.233446846E-01
    32    5232.293345   4.840869E-01   1.026597E+15    2.96811E+35   1.030550084E+00  -8.323489E-01   1.039050900E+00
    33    5796.921975   4.086945E-01   8.540640E+14    1.98494E+35   1.131805401E+00  -7.421404E-01   1.163646489E+00
    34    6366.254034   3.507508E-01   7.231811E+14    1.30529E+35   1.236158339E+00  -6.642043E-01   1.293228169E+00
    35    6914.723930   3.045598E-01   6.200184E+14    8.40286E+34   1.338408692E+00  -5.987777E-01   1.421489514E+00
    36    7417.461349   2.661182E-01   5.351003E+14    5.27503E+34   1.432417907E+00  -5.455861E-01   1.540678432E+00
    37    7854.718299   2.329624E-01   4.626900E+14    3.22142E+34   1.512711324E+00  -5.038298E-01   1.643565664E+00
    38    8215.014992   2.037932E-01   3.997687E+14    1.91318E+34   1.576071911E+00  -4.722489E-01   1.725585007E+00
    39    8496.288867   1.780300E-01   3.449340E+14    1.10624E+34   1.622314757E+00  -4.492548E-01   1.786015450E+00
    40    8704.647124   1.553315E-01   2.973106E+14    6.24686E+33   1.653658529E+00  -4.331293E-01   1.827343776E+00
    41    8851.793304   1.318107E-01   2.452141E+14    3.50653E+33   1.673217352E+00  -4.222039E-01   1.853522570E+00
    42    8957.380581   1.107160E-01   1.993868E+14    1.96183E+33   1.684996993E+00  -4.146061E-01   1.869744591E+00
    43    9032.874666   9.279305E-02   1.617019E+14    1.08960E+33   1.691979296E+00  -4.093021E-01   1.879650045E+00
    44    9086.033074   7.648972E-02   1.293051E+14    6.03172E+32   1.696012598E+00  -4.056335E-01   1.885546310E+00
    45    9123.565477   5.481091E-02   9.250527E+13    3.47759E+32   1.698183584E+00  -4.030774E-01   1.888766653E+00
    46    9154.224254   3.878028E-02   6.536509E+13    2.00582E+32   1.699458456E+00  -4.010111E-01   1.890657520E+00
    47    9179.529806   2.723951E-02   4.586533E+13    1.16142E+32   1.700201523E+00  -3.993207E-01   1.891759148E+00
    48    9200.605170   1.911028E-02   3.214521E+13    6.72114E+31   1.700637852E+00  -3.979236E-01   1.892405825E+00
    49    9218.141670   1.336307E-02   2.245859E+13    3.89222E+31   1.700892936E+00  -3.967685E-01   1.892783793E+00
    50    9232.770834   9.341910E-03   1.568696E+13    2.25312E+31   1.701042117E+00  -3.958101E-01   1.893004812E+00
    51    9244.960144   6.463333E-03   1.084962E+13    1.30783E+31   1.701128824E+00  -3.950152E-01   1.893133248E+00
    52    9255.235684   4.365473E-03   7.324614E+12    7.63593E+30   1.701179070E+00  -3.943476E-01   1.893207648E+00
    53    9264.155587   2.732700E-03   4.582675E+12    4.53534E+30   1.701207853E+00  -3.937700E-01   1.893250264E+00
    54    9272.649983   1.660347E-03   2.783026E+12    2.75382E+30   1.701224472E+00  -3.932216E-01   1.893274869E+00
    55    9281.167854   9.014693E-04   1.509705E+12    1.72847E+30   1.701234082E+00  -3.926733E-01   1.893289097E+00
    56    9291.050607   5.069095E-04   8.481584E+11    1.08272E+30   1.701240163E+00  -3.920391E-01   1.893298106E+00
    57    9302.105628   2.281332E-04   3.811904E+11    6.77455E+29   1.701244002E+00  -3.913323E-01   1.893303792E+00
    58    9317.546224   1.458541E-04   2.435568E+11    4.06686E+29   1.701246584E+00  -3.903495E-01   1.893307619E+00
    59    9332.132005   9.616706E-05   1.605049E+11    2.40856E+29   1.701248179E+00  -3.894258E-01   1.893309982E+00
    60    9345.307949   6.231125E-05   1.038648E+11    1.43287E+29   1.701249125E+00  -3.885954E-01   1.893311383E+00
    61    9357.476975   4.120828E-05   6.866798E+10    8.49819E+28   1.701249695E+00  -3.878318E-01   1.893312227E+00
    62    9368.440545   2.691661E-05   4.481983E+10    5.00333E+28   1.701250038E+00  -3.871464E-01   1.893312736E+00
    63    9378.368032   1.790027E-05   2.979998E+10    2.95479E+28   1.701250241E+00  -3.865281E-01   1.893313036E+00
    64    9387.216705   1.171206E-05   1.948587E+10    1.74481E+28   1.701250361E+00  -3.859786E-01   1.893313214E+00
    65    9395.232351   7.573721E-06   1.259821E+10    1.03352E+28   1.701250432E+00  -3.854823E-01   1.893313319E+00
    66    9402.596640   5.080757E-06   8.448150E+09    6.06319E+27   1.701250475E+00  -3.850276E-01   1.893313383E+00
    67    9409.055915   3.386696E-06   5.629387E+09    3.55935E+27   1.701250500E+00  -3.846296E-01   1.893313420E+00
    68    9414.759360   2.248183E-06   3.735265E+09    2.09768E+27   1.701250515E+00  -3.842789E-01   1.893313442E+00
    69    9419.835222   1.508843E-06   2.506562E+09    1.23011E+27   1.701250524E+00  -3.839674E-01   1.893313455E+00
    70    9424.278780   1.013210E-06   1.682677E+09    7.21195E+26   1.701250529E+00  -3.836951E-01   1.893313462E+00
    71    9428.165592   6.486911E-07   1.077121E+09    4.24945E+26   1.701250532E+00  -3.834572E-01   1.893313467E+00
    72    9431.748133   4.336634E-07   7.199285E+08    2.50050E+26   1.701250534E+00  -3.832383E-01   1.893313470E+00
    73    9434.906061   2.916681E-07   4.841610E+08    1.46494E+26   1.701250535E+00  -3.830455E-01   1.893313471E+00
    74    9437.660128   1.959497E-07   3.253277E+08    8.58151E+25   1.701250536E+00  -3.828775E-01   1.893313472E+00
    75    9440.063418   1.296436E-07   2.151634E+08    5.09394E+25   1.701250536E+00  -3.827311E-01   1.893313473E+00
    76    9442.222209   8.748602E-08   1.451868E+08    2.98017E+25   1.701250536E+00  -3.825997E-01   1.893313473E+00
