       6     141      40      56

     EOS file :  Prof_B30_1.7.dat                                            

  step        radius       baryon#       density        pressure       encl. mass            phi     encl. bar. mass 
                (m)        (#/fm3)       (g/cm3)        (dyn/cm2)      (sol. mass)                     (sol. mass)   

     0       0.000000   2.649278E+01   8.447721E+16    1.15710E+38   0.000000000E+00  -3.426868E+00   0.000000000E+00
     1     100.000001   2.625879E+01   8.365408E+16    1.14252E+38   1.766009346E-04  -3.419213E+00   9.295470702E-05
     2     116.572966   2.617914E+01   8.337403E+16    1.13756E+38   2.793341719E-04  -3.416595E+00   1.471381229E-04
     3     135.872243   2.607160E+01   8.299610E+16    1.13089E+38   4.412370702E-04  -3.413051E+00   2.326555375E-04
     4     158.326862   2.592686E+01   8.248770E+16    1.12193E+38   6.957063090E-04  -3.408260E+00   3.673367253E-04
     5     184.424494   2.573284E+01   8.180665E+16    1.10994E+38   1.094231699E-03  -3.401801E+00   5.788335981E-04
     6     214.714127   2.547414E+01   8.089940E+16    1.09403E+38   1.715379339E-03  -3.393122E+00   9.096792082E-04
     7     249.805939   2.513163E+01   7.969968E+16    1.07306E+38   2.677376946E-03  -3.381513E+00   1.424581984E-03
     8     290.366812   2.468233E+01   7.812849E+16    1.04574E+38   4.154876463E-03  -3.366075E+00   2.220568089E-03
     9     337.109681   2.409999E+01   7.609648E+16    1.01065E+38   6.399647344E-03  -3.345697E+00   3.440379343E-03
    10     390.775172   2.335672E+01   7.351034E+16    9.66385E+37   9.763156082E-03  -3.319058E+00   5.288899324E-03
    11     452.104974   2.242620E+01   7.028470E+16    9.11820E+37   1.471595519E-02  -3.284651E+00   8.051097129E-03
    12     521.808697   2.128851E+01   6.635980E+16    8.46420E+37   2.185492897E-02  -3.240861E+00   1.210799795E-02
    13     600.529360   1.993629E+01   6.172313E+16    7.70623E+37   3.188647846E-02  -3.186099E+00   1.794495722E-02
    14     688.816383   1.838076E+01   5.642966E+16    6.86128E+37   4.557499830E-02  -3.118987E+00   2.614524199E-02
    15     787.116984   1.665534E+01   5.061241E+16    5.95944E+37   6.365482075E-02  -3.038562E+00   3.736332325E-02
    16     895.795128   1.481483E+01   4.447593E+16    5.04083E+37   8.671976747E-02  -2.944464E+00   5.227737847E-02
    17    1015.181331   1.292914E+01   3.827057E+16    4.14931E+37   1.151204204E-01  -2.837045E+00   7.152807793E-02
    18    1145.649185   1.107299E+01   3.225367E+16    3.32475E+37   1.489041375E-01  -2.717374E+00   9.565720659E-02
    19    1287.709518   9.314700E+00   2.664978E+16    2.59659E+37   1.878206370E-01  -2.587135E+00   1.250613934E-01
    20    1442.112840   7.707345E+00   2.162204E+16    1.98062E+37   2.313922110E-01  -2.448453E+00   1.599722844E-01
    21    1609.953841   6.284331E+00   1.726061E+16    1.47937E+37   2.790256736E-01  -2.303688E+00   2.004671879E-01
    22    1792.775241   5.059462E+00   1.358736E+16    1.08511E+37   3.301336936E-01  -2.155236E+00   2.465068836E-01
    23    1992.670306   4.030239E+00   1.057100E+16    7.83920E+36   3.842377462E-01  -2.005360E+00   2.979922140E-01
    24    2212.383842   3.182668E+00   8.145930E+15    5.59351E+36   4.410377139E-01  -1.856081E+00   3.548290514E-01
    25    2455.411452   2.496108E+00   6.229695E+15    3.95207E+36   5.004466325E-01  -1.709105E+00   4.169920526E-01
    26    2726.096904   1.947276E+00   4.736370E+15    2.77119E+36   5.625982116E-01  -1.565802E+00   4.845804651E-01
    27    3029.727488   1.513075E+00   3.585203E+15    1.93211E+36   6.278381732E-01  -1.427219E+00   5.578629349E-01
    28    3372.626721   1.172298E+00   2.705179E+15    1.34154E+36   6.967093993E-01  -1.294110E+00   6.373115121E-01
    29    3762.242459   9.099952E-01   2.046067E+15    9.28632E+35   7.699984707E-01  -1.166983E+00   7.236887138E-01
    30    4205.641873   7.204829E-01   1.583611E+15    6.39312E+35   8.495453498E-01  -1.046427E+00   8.189079304E-01
    31    4701.194902   5.833734E-01   1.257605E+15    4.37056E+35   9.367050528E-01  -9.344191E-01   9.243716959E-01
    32    5239.974023   4.827441E-01   1.023503E+15    2.96034E+35   1.031705234E+00  -8.326894E-01   1.040307803E+00
    33    5805.852364   4.074525E-01   8.512427E+14    1.98005E+35   1.133172922E+00  -7.424753E-01   1.165166512E+00
    34    6376.645250   3.495187E-01   7.204151E+14    1.30238E+35   1.237756559E+00  -6.645092E-01   1.295042149E+00
    35    6926.908551   3.032459E-01   6.171014E+14    8.38754E+34   1.340249304E+00  -5.990195E-01   1.423621906E+00
    36    7431.956184   2.645726E-01   5.317059E+14    5.26911E+34   1.434522182E+00  -5.457211E-01   1.543165697E+00
    37    7872.324658   2.311167E-01   4.586844E+14    3.22161E+34   1.515110175E+00  -5.037973E-01   1.646458443E+00
    38    8236.622657   2.036051E-01   3.993655E+14    1.90614E+34   1.579369039E+00  -4.719816E-01   1.729619690E+00
    39    8518.185477   1.778608E-01   3.445765E+14    1.10220E+34   1.625852684E+00  -4.490466E-01   1.790351475E+00
    40    8726.706945   1.552059E-01   2.970491E+14    6.22341E+33   1.657352505E+00  -4.329619E-01   1.831879299E+00
    41    8873.899608   1.316713E-01   2.449064E+14    3.49419E+33   1.676991997E+00  -4.220669E-01   1.858166233E+00
    42    8979.566880   1.105984E-01   1.991356E+14    1.95490E+33   1.688824413E+00  -4.144859E-01   1.874461833E+00
    43    9055.110503   9.269414E-02   1.614975E+14    1.08573E+33   1.695836998E+00  -4.091938E-01   1.884411006E+00
    44    9108.299849   7.632982E-02   1.290334E+14    6.01089E+32   1.699886831E+00  -4.055335E-01   1.890331795E+00
    45    9145.887194   5.469624E-02   9.231078E+13    3.46557E+32   1.702067066E+00  -4.029808E-01   1.893565566E+00
    46    9176.590280   3.869531E-02   6.522145E+13    1.99903E+32   1.703347210E+00  -4.009173E-01   1.895464082E+00
    47    9201.936165   2.717979E-02   4.576447E+13    1.15749E+32   1.704093458E+00  -3.992289E-01   1.896570328E+00
    48    9223.044896   1.906786E-02   3.207367E+13    6.69837E+31   1.704531645E+00  -3.978334E-01   1.897219705E+00
    49    9240.609503   1.333339E-02   2.240859E+13    3.87903E+31   1.704787814E+00  -3.966797E-01   1.897599248E+00
    50    9255.262011   9.321150E-03   1.565202E+13    2.24548E+31   1.704937628E+00  -3.957224E-01   1.897821186E+00
    51    9267.470700   6.448582E-03   1.082484E+13    1.30345E+31   1.705024697E+00  -3.949284E-01   1.897950147E+00
    52    9277.763525   4.354851E-03   7.306767E+12    7.61121E+30   1.705075149E+00  -3.942615E-01   1.898024846E+00
    53    9286.700783   2.724818E-03   4.569442E+12    4.52224E+30   1.705104043E+00  -3.936844E-01   1.898067624E+00
    54    9295.218519   1.655558E-03   2.774990E+12    2.74587E+30   1.705120741E+00  -3.931360E-01   1.898092342E+00
    55    9303.759799   8.985128E-04   1.504744E+12    1.72407E+30   1.705130390E+00  -3.925877E-01   1.898106629E+00
    56    9313.677125   5.054661E-04   8.457420E+11    1.07993E+30   1.705136503E+00  -3.919530E-01   1.898115683E+00
    57    9324.765624   2.275281E-04   3.801793E+11    6.75613E+29   1.705140362E+00  -3.912460E-01   1.898121398E+00
    58    9340.247705   1.455060E-04   2.429757E+11    4.05513E+29   1.705142957E+00  -3.902633E-01   1.898125245E+00
    59    9354.866374   9.592611E-05   1.601018E+11    2.40143E+29   1.705144560E+00  -3.893401E-01   1.898127619E+00
    60    9368.072688   6.215680E-05   1.036071E+11    1.42860E+29   1.705145511E+00  -3.885101E-01   1.898129027E+00
    61    9380.269118   4.111261E-05   6.850846E+10    8.47191E+28   1.705146083E+00  -3.877468E-01   1.898129875E+00
    62    9391.254388   2.684143E-05   4.469429E+10    4.98808E+28   1.705146428E+00  -3.870620E-01   1.898130386E+00
    63    9401.206716   1.785621E-05   2.972640E+10    2.94507E+28   1.705146631E+00  -3.864438E-01   1.898130687E+00
    64    9410.072441   1.168284E-05   1.943715E+10    1.73930E+28   1.705146752E+00  -3.858948E-01   1.898130866E+00
    65    9418.104820   7.556218E-06   1.256912E+10    1.03034E+28   1.705146824E+00  -3.853988E-01   1.898130972E+00
    66    9425.483595   5.069020E-06   8.428577E+09    6.04448E+27   1.705146867E+00  -3.849444E-01   1.898131035E+00
    67    9431.955613   3.378532E-06   5.615798E+09    3.54839E+27   1.705146892E+00  -3.845467E-01   1.898131073E+00
    68    9437.670895   2.242991E-06   3.726636E+09    2.09120E+27   1.705146907E+00  -3.841963E-01   1.898131095E+00
    69    9442.756704   1.505364E-06   2.500779E+09    1.22631E+27   1.705146916E+00  -3.838850E-01   1.898131108E+00
    70    9447.208951   1.010874E-06   1.678794E+09    7.18966E+26   1.705146921E+00  -3.836129E-01   1.898131116E+00
    71    9451.103358   6.466415E-07   1.073709E+09    4.23666E+26   1.705146924E+00  -3.833752E-01   1.898131120E+00
    72    9454.696287   4.325524E-07   7.180833E+08    2.49187E+26   1.705146926E+00  -3.831562E-01   1.898131123E+00
    73    9457.860055   2.909230E-07   4.829249E+08    1.45988E+26   1.705146927E+00  -3.829636E-01   1.898131124E+00
    74    9460.619182   1.953778E-07   3.243768E+08    8.55222E+25   1.705146927E+00  -3.827958E-01   1.898131125E+00
    75    9463.027871   1.293003E-07   2.145937E+08    5.07557E+25   1.705146928E+00  -3.826495E-01   1.898131126E+00
    76    9465.190493   8.725440E-08   1.448024E+08    2.96942E+25   1.705146928E+00  -3.825181E-01   1.898131126E+00
