         5       653       401       557

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca        mstn        mstp  nSF   Acel   Aion   Zion

    0   0.000000E+00   0.000000E+00   8.572E+14   1.317E+35   4.694E-01      1.051E+00   9.045E-01   1.239E+00   2.289E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.839E+08   1.000E+00   1.000E+00   10000   3.971E-01   5.505E-01  3p2   N/A    N/A    N/A 
    1   1.562614E+03   6.877911E-03   8.456E+14   1.273E+35   4.639E-01      1.041E+00   8.930E-01   1.226E+00   2.283E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.937E+08   1.000E+00   1.000E+00   00000   4.013E-01   5.533E-01  3p2   N/A    N/A    N/A 
    2   1.968771E+03   1.382019E-02   8.387E+14   1.247E+35   4.607E-01      1.035E+00   8.862E-01   1.218E+00   2.279E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.997E+08   1.000E+00   1.000E+00   00000   4.038E-01   5.550E-01  3p2   N/A    N/A    N/A 
    3   2.253680E+03   2.060485E-02   8.330E+14   1.226E+35   4.580E-01      1.031E+00   8.805E-01   1.211E+00   2.276E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.047E+08   1.000E+00   1.000E+00   00000   4.059E-01   5.564E-01  3p2   N/A    N/A    N/A 
    4   2.480496E+03   2.707097E-02   8.280E+14   1.207E+35   4.556E-01      1.026E+00   8.756E-01   1.206E+00   2.273E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.091E+08   1.000E+00   1.000E+00   00000   4.078E-01   5.576E-01  3p2   N/A    N/A    N/A 
    5   2.672033E+03   3.414539E-02   8.232E+14   1.190E+35   4.534E-01      1.022E+00   8.708E-01   1.200E+00   2.270E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.135E+08   1.000E+00   1.000E+00   00000   4.096E-01   5.587E-01  3p2   N/A    N/A    N/A 
    6   2.839459E+03   4.050133E-02   8.190E+14   1.174E+35   4.513E-01      1.019E+00   8.665E-01   1.195E+00   2.267E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.174E+08   1.000E+00   1.000E+00   00000   4.113E-01   5.598E-01  3p2   N/A    N/A    N/A 
    7   2.989174E+03   4.727571E-02   8.149E+14   1.159E+35   4.494E-01      1.015E+00   8.623E-01   1.190E+00   2.265E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.212E+08   1.000E+00   1.000E+00   00000   4.129E-01   5.608E-01  3p2   N/A    N/A    N/A 
    8   3.125229E+03   5.410280E-02   8.109E+14   1.145E+35   4.475E-01      1.012E+00   8.584E-01   1.186E+00   2.263E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.250E+08   1.000E+00   1.000E+00   00000   4.144E-01   5.617E-01  3p2   N/A    N/A    N/A 
