         5       653       401       557

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca        mstn        mstp  nSF   Acel   Aion   Zion

    0   0.000000E+00   0.000000E+00   1.230E+15   3.013E+35   6.316E-01      1.332E+00   1.219E+00   1.610E+00   2.440E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      1.943E+08   1.000E+00   1.000E+00   20000   3.066E-01   4.643E-01  3p2   N/A    N/A    N/A 
    1   1.561491E+03   9.819839E-03   1.207E+15   2.894E+35   6.222E-01      1.317E+00   1.203E+00   1.590E+00   2.433E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.014E+08   1.000E+00   1.000E+00   20000   3.105E-01   4.693E-01  3p2   N/A    N/A    N/A 
    2   1.967356E+03   1.969217E-02   1.194E+15   2.826E+35   6.167E-01      1.308E+00   1.193E+00   1.579E+00   2.429E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.057E+08   1.000E+00   1.000E+00   20000   3.128E-01   4.722E-01  3p2   N/A    N/A    N/A 
    3   2.252060E+03   2.931627E-02   1.183E+15   2.770E+35   6.122E-01      1.300E+00   1.185E+00   1.569E+00   2.425E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.094E+08   1.000E+00   1.000E+00   20000   3.148E-01   4.747E-01  3p2   N/A    N/A    N/A 
    4   2.478713E+03   3.845477E-02   1.173E+15   2.721E+35   6.082E-01      1.294E+00   1.178E+00   1.560E+00   2.422E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.127E+08   1.000E+00   1.000E+00   20000   3.165E-01   4.768E-01  3p2   N/A    N/A    N/A 
    5   2.670112E+03   4.844427E-02   1.164E+15   2.675E+35   6.044E-01      1.287E+00   1.171E+00   1.552E+00   2.419E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.159E+08   1.000E+00   1.000E+00   20000   3.183E-01   4.789E-01  3p2   N/A    N/A    N/A 
    6   2.837418E+03   5.738265E-02   1.156E+15   2.634E+35   6.010E-01      1.282E+00   1.165E+00   1.545E+00   2.416E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.188E+08   1.000E+00   1.000E+00   20000   3.198E-01   4.807E-01  3p2   N/A    N/A    N/A 
    7   2.987025E+03   6.695201E-02   1.148E+15   2.595E+35   5.976E-01      1.276E+00   1.158E+00   1.537E+00   2.414E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.217E+08   1.000E+00   1.000E+00   20000   3.213E-01   4.825E-01  3p2   N/A    N/A    N/A 
    8   3.122982E+03   7.649074E-02   1.140E+15   2.558E+35   5.945E-01      1.271E+00   1.153E+00   1.530E+00   2.411E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.245E+08   1.000E+00   1.000E+00   20000   3.228E-01   4.842E-01  3p2   N/A    N/A    N/A 
