         5       377       111       281

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca        mstn        mstp  nSF   Acel   Aion   Zion

    0   0.000000E+00   0.000000E+00   5.182E+14   4.847E+34   2.584E-01      8.174E-01   5.559E-01   8.942E-01   1.838E+00   1.469E-01   0.000E+00   2.203E-01   0.000E+00      9.943E+08   1.000E+00   1.000E+00   01000   3.896E-01   3.896E-01  3p2   N/A    N/A    N/A 
    1   2.159210E+03   1.091589E-02   5.099E+14   4.595E+34   2.546E-01      8.112E-01   5.488E-01   8.863E-01   1.830E+00   1.461E-01   0.000E+00   2.193E-01   0.000E+00      9.963E+08   1.000E+00   1.000E+00   01000   3.941E-01   3.941E-01  3p2   N/A    N/A    N/A 
    2   2.720434E+03   2.198104E-02   5.048E+14   4.448E+34   2.523E-01      8.073E-01   5.444E-01   8.814E-01   1.826E+00   1.457E-01   0.000E+00   2.186E-01   0.000E+00      9.973E+08   1.000E+00   1.000E+00   01000   3.969E-01   3.969E-01  3p2   N/A    N/A    N/A 
    3   3.114119E+03   3.278118E-02   5.006E+14   4.328E+34   2.504E-01      8.041E-01   5.408E-01   8.774E-01   1.822E+00   1.453E-01   0.000E+00   2.180E-01   0.000E+00      9.980E+08   1.000E+00   1.000E+00   01000   3.992E-01   3.992E-01  3p2   N/A    N/A    N/A 
    4   3.427532E+03   4.302190E-02   4.970E+14   4.224E+34   2.487E-01      8.013E-01   5.377E-01   8.738E-01   1.819E+00   1.450E-01   0.000E+00   2.175E-01   0.000E+00      9.986E+08   1.000E+00   1.000E+00   01000   4.012E-01   4.012E-01  3p2   N/A    N/A    N/A 
    5   3.692196E+03   5.411043E-02   4.934E+14   4.125E+34   2.471E-01      7.985E-01   5.346E-01   8.703E-01   1.816E+00   1.447E-01   0.000E+00   2.171E-01   0.000E+00      9.990E+08   1.000E+00   1.000E+00   01000   4.032E-01   4.032E-01  3p2   N/A    N/A    N/A 
    6   3.923544E+03   6.380309E-02   4.903E+14   4.039E+34   2.457E-01      7.961E-01   5.318E-01   8.672E-01   1.813E+00   1.444E-01   0.000E+00   2.167E-01   0.000E+00      9.994E+08   1.000E+00   1.000E+00   01000   4.049E-01   4.049E-01  3p2   N/A    N/A    N/A 
    7   4.130420E+03   7.511251E-02   4.871E+14   3.952E+34   2.442E-01      7.935E-01   5.290E-01   8.640E-01   1.810E+00   1.441E-01   0.000E+00   2.162E-01   0.000E+00      9.996E+08   1.000E+00   1.000E+00   01000   4.068E-01   4.068E-01  3p2   N/A    N/A    N/A 
    8   4.318419E+03   8.540235E-02   4.841E+14   3.874E+34   2.428E-01      7.912E-01   5.264E-01   8.611E-01   1.807E+00   1.439E-01   0.000E+00   2.158E-01   0.000E+00      9.998E+08   1.000E+00   1.000E+00   01000   4.085E-01   4.085E-01  3p2   N/A    N/A    N/A 
