         5       363       111       267

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca        mstn        mstp  nSF   Acel   Aion   Zion

    0   0.000000E+00   0.000000E+00   3.147E+15   1.903E+36   1.057E+00      1.364E+00   1.255E+00   1.653E+00   2.992E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.404E+06   1.000E+00   1.000E+00   10000   5.386E-01   5.386E-01  3p2   N/A    N/A    N/A 
    1   2.387908E+03   8.264745E-02   2.680E+15   1.546E+36   9.592E-01      1.323E+00   1.210E+00   1.599E+00   2.897E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.115E+06   1.000E+00   1.000E+00   10000   5.690E-01   5.690E-01  3p2   N/A    N/A    N/A 
    2   3.008575E+03   1.568675E-01   2.451E+15   1.374E+36   9.081E-01      1.300E+00   1.185E+00   1.569E+00   2.845E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      1.269E+07   1.000E+00   1.000E+00   10000   5.859E-01   5.859E-01  3p2   N/A    N/A    N/A 
    3   3.443959E+03   2.248759E-01   2.280E+15   1.246E+36   8.686E-01      1.282E+00   1.165E+00   1.545E+00   2.803E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      1.785E+07   1.000E+00   1.000E+00   10000   5.995E-01   5.995E-01  3p2   N/A    N/A    N/A 
    4   3.790568E+03   2.869414E-01   2.143E+15   1.143E+36   8.355E-01      1.267E+00   1.148E+00   1.525E+00   2.767E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.369E+07   1.000E+00   1.000E+00   10000   6.112E-01   6.112E-01  3p2   N/A    N/A    N/A 
    5   4.083265E+03   3.482811E-01   2.027E+15   1.058E+36   8.067E-01      1.253E+00   1.132E+00   1.506E+00   2.735E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.019E+07   1.000E+00   1.000E+00   10000   6.216E-01   6.216E-01  3p2   N/A    N/A    N/A 
    6   4.339117E+03   4.035486E-01   1.927E+15   9.837E+35   7.811E-01      1.240E+00   1.118E+00   1.490E+00   2.706E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.740E+07   1.000E+00   1.000E+00   10000   6.311E-01   6.311E-01  3p2   N/A    N/A    N/A 
    7   4.567904E+03   4.590653E-01   1.840E+15   9.201E+35   7.584E-01      1.228E+00   1.105E+00   1.474E+00   2.680E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.513E+07   1.000E+00   1.000E+00   10000   6.396E-01   6.396E-01  3p2   N/A    N/A    N/A 
    8   4.775816E+03   5.095166E-01   1.761E+15   8.623E+35   7.373E-01      1.217E+00   1.093E+00   1.460E+00   2.655E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.364E+07   1.000E+00   1.000E+00   10000   6.477E-01   6.477E-01  3p2   N/A    N/A    N/A 
