       6     136      36      51

     EOS file :  /Users/tobyopferkuch/BSk24_test.dat                         

  step        radius       baryon#       density        pressure       encl. mass            phi     encl. bar. mass 
                (m)        (#/fm3)       (g/cm3)        (dyn/cm2)      (sol. mass)                     (sol. mass)   

     0       0.000000   3.494161E-01   6.157866E+14    5.50632E+34   0.000000000E+00  -3.070504E-01   0.000000000E+00
     1     100.000001   3.493980E-01   6.157516E+14    5.50541E+34   1.296752826E-06  -3.070355E-01   1.232321022E-06
     2     116.665048   3.493925E-01   6.157410E+14    5.50514E+34   2.059106812E-06  -3.070310E-01   1.956804823E-06
     3     136.106993   3.493851E-01   6.157266E+14    5.50476E+34   3.269597128E-06  -3.070248E-01   3.107175208E-06
     4     158.788204   3.493750E-01   6.157070E+14    5.50425E+34   5.191595712E-06  -3.070165E-01   4.933741269E-06
     5     185.247868   3.493612E-01   6.156803E+14    5.50356E+34   8.243193214E-06  -3.070051E-01   7.833872597E-06
     6     216.114651   3.493424E-01   6.156440E+14    5.50262E+34   1.308801205E-05  -3.069897E-01   1.243833543E-05
     7     252.121377   3.493168E-01   6.155945E+14    5.50133E+34   2.077923344E-05  -3.069686E-01   1.974824042E-05
     8     294.122021   3.492821E-01   6.155272E+14    5.49959E+34   3.298791662E-05  -3.069399E-01   3.135218493E-05
     9     343.111316   3.492348E-01   6.154356E+14    5.49722E+34   5.236471870E-05  -3.069010E-01   4.977036359E-05
    10     400.247295   3.491704E-01   6.153110E+14    5.49399E+34   8.311247436E-05  -3.068479E-01   7.899948533E-05
    11     466.877044   3.490828E-01   6.151415E+14    5.48960E+34   1.318915107E-04  -3.067758E-01   1.253748074E-04
    12     544.565895   3.489637E-01   6.149109E+14    5.48363E+34   2.092488072E-04  -3.066777E-01   1.989319561E-04
    13     635.130135   3.488017E-01   6.145974E+14    5.47552E+34   3.318692718E-04  -3.065443E-01   3.155542501E-04
    14     740.673039   3.485814E-01   6.141711E+14    5.46450E+34   5.261116278E-04  -3.063630E-01   5.003498891E-04
    15     863.623543   3.482821E-01   6.135918E+14    5.44956E+34   8.335395343E-04  -3.061169E-01   7.929446500E-04
    16    1006.776104   3.478755E-01   6.128052E+14    5.42931E+34   1.319525791E-03  -3.057829E-01   1.255736278E-03
    17    1173.328954   3.473238E-01   6.117377E+14    5.40191E+34   2.086534346E-03  -3.053302E-01   1.986681606E-03
    18    1366.915910   3.465758E-01   6.102908E+14    5.36492E+34   3.294404491E-03  -3.047175E-01   3.138921197E-03
    19    1591.623726   3.455632E-01   6.083325E+14    5.31512E+34   5.190864956E-03  -3.038899E-01   4.950505649E-03
    20    1851.982142   3.441949E-01   6.056874E+14    5.24834E+34   8.156459958E-03  -3.027752E-01   7.788593886E-03
    21    2152.906945   3.423573E-01   6.021454E+14    5.15925E+34   1.276871431E-02  -3.012793E-01   1.221345698E-02
    22    2499.556391   3.398923E-01   5.974012E+14    5.04125E+34   1.988934661E-02  -2.992820E-01   1.906731214E-02
    23    2897.092242   3.366009E-01   5.910763E+14    4.88644E+34   3.077429024E-02  -2.966332E-01   2.959047362E-02
    24    3350.249214   3.322445E-01   5.827348E+14    4.68590E+34   4.719567418E-02  -2.931522E-01   4.555784718E-02
    25    3862.652529   3.265265E-01   5.718294E+14    4.43050E+34   7.153824186E-02  -2.886329E-01   6.940575529E-02
    26    4435.866464   3.191096E-01   5.577525E+14    4.11238E+34   1.067986272E-01  -2.828596E-01   1.042834610E-01
    27    5068.112502   3.096479E-01   5.399174E+14    3.72739E+34   1.563596104E-01  -2.756388E-01   1.539019463E-01
    28    5752.710020   2.978052E-01   5.177678E+14    3.27843E+34   2.233776651E-01  -2.668528E-01   2.219943511E-01
    29    6476.649667   2.833500E-01   4.909901E+14    2.77858E+34   3.096913155E-01  -2.565310E-01   3.112301788E-01
    30    7219.675068   2.662253E-01   4.596158E+14    2.25278E+34   4.143828111E-01  -2.449241E-01   4.216082991E-01
    31    7954.824166   2.466267E-01   4.241416E+14    1.73562E+34   5.325737948E-01  -2.325450E-01   5.488486798E-01
    32    8651.133544   2.250359E-01   3.855519E+14    1.26441E+34   6.554008697E-01  -2.201313E-01   6.838578230E-01
    33    9278.614189   2.021676E-01   3.451776E+14    8.69290E+33   7.718742580E-01  -2.085046E-01   8.143515225E-01
    34    9814.366102   1.788440E-01   3.044565E+14    5.65098E+33   8.721658610E-01  -1.983638E-01   9.285332610E-01
    35   10247.455841   1.558372E-01   2.646650E+14    3.49443E+33   9.506257757E-01  -1.901088E-01   1.018960662E+00
    36   10580.228413   1.337824E-01   2.267990E+14    2.07467E+33   1.006771584E+00  -1.837867E-01   1.084221672E+00
    37   10825.380349   1.132771E-01   1.917789E+14    1.19515E+33   1.043996609E+00  -1.791721E-01   1.127721974E+00
    38   11000.394135   9.487740E-02   1.604656E+14    6.74122E+32   1.067256859E+00  -1.759157E-01   1.154987617E+00
    39   11122.506677   7.399410E-02   1.250147E+14    3.79622E+32   1.080945978E+00  -1.736698E-01   1.171061929E+00
    40   11212.954738   4.423334E-02   7.458512E+13    2.45854E+32   1.087356078E+00  -1.720256E-01   1.178602475E+00
    41   11312.877751   3.123264E-02   5.260998E+13    1.43512E+32   1.092419074E+00  -1.702347E-01   1.184561770E+00
    42   11397.297117   2.201105E-02   3.703860E+13    8.35251E+31   1.095483584E+00  -1.687444E-01   1.188169240E+00
    43   11468.327623   1.544450E-02   2.596575E+13    4.85512E+31   1.097320905E+00  -1.675076E-01   1.190332213E+00
    44   11528.107299   1.081938E-02   1.817433E+13    2.81942E+31   1.098416311E+00  -1.664791E-01   1.191621756E+00
    45   11578.331456   7.529077E-03   1.263995E+13    1.63659E+31   1.099065939E+00  -1.656241E-01   1.192386536E+00
    46   11620.694428   5.157712E-03   8.655902E+12    9.53424E+30   1.099447698E+00  -1.649094E-01   1.192835814E+00
    47   11657.053939   3.385317E-03   5.678270E+12    5.62001E+30   1.099669678E+00  -1.643007E-01   1.193097017E+00
    48   11689.972571   2.059014E-03   3.451976E+12    3.41600E+30   1.099796289E+00  -1.637534E-01   1.193245996E+00
    49   11723.107369   1.162671E-03   1.947851E+12    2.08807E+30   1.099873508E+00  -1.632062E-01   1.193336855E+00
    50   11759.240889   6.347042E-04   1.062193E+12    1.31714E+30   1.099918907E+00  -1.626136E-01   1.193390292E+00
    51   11801.337937   3.731970E-04   6.243028E+11    8.12932E+29   1.099949030E+00  -1.619286E-01   1.193425755E+00
    52   11845.918912   1.880457E-04   3.141658E+11    5.51507E+29   1.099964889E+00  -1.612095E-01   1.193444434E+00
    53   11906.531444   1.222529E-04   2.041528E+11    3.28471E+29   1.099978688E+00  -1.602420E-01   1.193460684E+00
    54   11962.772741   8.011186E-05   1.336451E+11    1.93934E+29   1.099987194E+00  -1.593548E-01   1.193470698E+00
    55   12014.077107   5.205179E-05   8.674924E+10    1.15412E+29   1.099992258E+00  -1.585540E-01   1.193476662E+00
    56   12061.600439   3.486350E-05   5.808513E+10    6.79882E+28   1.099995373E+00  -1.578194E-01   1.193480329E+00
    57   12103.812354   2.263836E-05   3.769365E+10    4.04193E+28   1.099997214E+00  -1.571727E-01   1.193482495E+00
    58   12142.809341   1.513033E-05   2.517867E+10    2.37668E+28   1.099998342E+00  -1.565799E-01   1.193483823E+00
    59   12177.404705   9.905588E-06   1.647465E+10    1.41255E+28   1.099999004E+00  -1.560578E-01   1.193484603E+00
    60   12209.044571   6.492042E-06   1.080002E+10    8.41253E+27   1.099999402E+00  -1.555834E-01   1.193485070E+00
    61   12237.968204   4.358836E-06   7.246736E+09    4.94043E+27   1.099999646E+00  -1.551522E-01   1.193485357E+00
    62   12263.427686   2.892213E-06   4.806457E+09    2.90934E+27   1.099999790E+00  -1.547747E-01   1.193485527E+00
    63   12286.145487   1.932846E-06   3.211205E+09    1.71358E+27   1.099999875E+00  -1.544394E-01   1.193485627E+00
    64   12306.262646   1.298164E-06   2.156323E+09    1.00547E+27   1.099999926E+00  -1.541437E-01   1.193485687E+00
    65   12323.910618   8.721518E-07   1.448631E+09    5.89786E+26   1.099999957E+00  -1.538852E-01   1.193485723E+00
    66   12339.372969   5.584794E-07   9.272174E+08    3.51527E+26   1.099999974E+00  -1.536594E-01   1.193485743E+00
    67   12353.814554   3.756414E-07   6.235711E+08    2.06061E+26   1.099999985E+00  -1.534492E-01   1.193485756E+00
    68   12366.437740   2.528211E-07   4.197073E+08    1.20759E+26   1.099999991E+00  -1.532659E-01   1.193485763E+00
    69   12377.455672   1.664678E-07   2.763103E+08    7.09120E+25   1.099999995E+00  -1.531063E-01   1.193485768E+00
    70   12387.304311   1.118341E-07   1.856012E+08    4.16469E+25   1.099999997E+00  -1.529639E-01   1.193485770E+00
    71   12395.931819   7.551708E-08   1.253183E+08    2.43703E+25   1.099999998E+00  -1.528393E-01   1.193485772E+00
    72   12403.421386   5.113317E-08   8.483509E+07    1.42448E+25   1.099999999E+00  -1.527314E-01   1.193485773E+00
    73   12409.897645   3.468099E-08   5.753394E+07    8.32417E+24   1.099999999E+00  -1.526382E-01   1.193485773E+00
    74   12415.484975   2.357876E-08   3.912163E+07    4.85724E+24   1.100000000E+00  -1.525579E-01   1.193485774E+00
    75   12420.284857   1.608949E-08   2.669568E+07    2.83270E+24   1.100000000E+00  -1.524889E-01   1.193485774E+00
    76   12424.390892   1.100207E-08   1.825272E+07    1.64947E+24   1.100000000E+00  -1.524300E-01   1.193485774E+00
