       6     137      38      52

     EOS file :  /Users/tobyopferkuch/BSk24_test.dat                         

  step        radius       baryon#       density        pressure       encl. mass            phi     encl. bar. mass 
                (m)        (#/fm3)       (g/cm3)        (dyn/cm2)      (sol. mass)                     (sol. mass)   

     0       0.000000   4.853997E-01   8.955992E+14    1.50493E+35   0.000000000E+00  -5.359796E-01   0.000000000E+00
     1     100.000001   4.853732E-01   8.955411E+14    1.50469E+35   1.885987223E-06  -5.359543E-01   1.711917367E-06
     2     116.665103   4.853649E-01   8.955230E+14    1.50462E+35   2.994747381E-06  -5.359464E-01   2.718361889E-06
     3     136.107138   4.853536E-01   8.954984E+14    1.50451E+35   4.755270757E-06  -5.359357E-01   4.316450507E-06
     4     158.788499   4.853383E-01   8.954649E+14    1.50437E+35   7.550599658E-06  -5.359211E-01   6.853922624E-06
     5     185.248411   4.853175E-01   8.954193E+14    1.50418E+35   1.198879334E-05  -5.359012E-01   1.088282992E-05
     6     216.115597   4.852892E-01   8.953573E+14    1.50392E+35   1.903500013E-05  -5.358741E-01   1.727949537E-05
     7     252.122977   4.852506E-01   8.952729E+14    1.50357E+35   3.022091685E-05  -5.358373E-01   2.743480762E-05
     8     294.124673   4.851981E-01   8.951580E+14    1.50309E+35   4.797682759E-05  -5.357872E-01   4.355597776E-05
     9     343.115658   4.851267E-01   8.950016E+14    1.50244E+35   7.615762816E-05  -5.357191E-01   6.914480337E-05
    10     400.254341   4.850295E-01   8.947889E+14    1.50156E+35   1.208754559E-04  -5.356264E-01   1.097551601E-04
    11     466.888409   4.848973E-01   8.944996E+14    1.50035E+35   1.918161022E-04  -5.355002E-01   1.741916123E-04
    12     544.584149   4.847175E-01   8.941061E+14    1.49871E+35   3.043169920E-04  -5.353287E-01   2.764035831E-04
    13     635.159367   4.844729E-01   8.935710E+14    1.49649E+35   4.826401819E-04  -5.350956E-01   4.384734595E-04
    14     740.719749   4.841406E-01   8.928438E+14    1.49347E+35   7.651122910E-04  -5.347787E-01   6.953190787E-04
    15     863.698071   4.836890E-01   8.918558E+14    1.48937E+35   1.212163351E-03  -5.343483E-01   1.102069831E-03
    16    1006.894893   4.830757E-01   8.905146E+14    1.48382E+35   1.918829043E-03  -5.337642E-01   1.745584171E-03
    17    1173.518160   4.822439E-01   8.886956E+14    1.47631E+35   3.034043862E-03  -5.329725E-01   2.762321769E-03
    18    1367.217158   4.811184E-01   8.862406E+14    1.46617E+35   4.790096914E-03  -5.319006E-01   4.365838478E-03
    19    1592.101195   4.795993E-01   8.829388E+14    1.45253E+35   7.546946736E-03  -5.304525E-01   6.888567241E-03
    20    1852.734385   4.775486E-01   8.784845E+14    1.43424E+35   1.185732143E-02  -5.285013E-01   1.084419803E-02
    21    2154.091593   4.747882E-01   8.724940E+14    1.40987E+35   1.855969079E-02  -5.258814E-01   1.701872635E-02
    22    2501.435572   4.710933E-01   8.645018E+14    1.37763E+35   2.890469659E-02  -5.223807E-01   2.659842468E-02
    23    2900.074723   4.661763E-01   8.539142E+14    1.33539E+35   4.471513888E-02  -5.177334E-01   4.133998854E-02
    24    3354.972437   4.596801E-01   8.399996E+14    1.28077E+35   6.856137275E-02  -5.116173E-01   6.377658823E-02
    25    3870.123978   4.511823E-01   8.219208E+14    1.21136E+35   1.039061585E-01  -5.036610E-01   9.742777701E-02
    26    4447.659589   4.402112E-01   7.987852E+14    1.12511E+35   1.551120378E-01  -4.934675E-01   1.469278011E-01
    27    5086.639542   4.262890E-01   7.697669E+14    1.02102E+35   2.271397340E-01  -4.806664E-01   2.179068240E-01
    28    5781.597832   4.089885E-01   7.342057E+14    8.99961E+34   3.247166566E-01  -4.650004E-01   3.163663974E-01
    29    6521.135946   3.880543E-01   6.919021E+14    7.65453E+34   4.508492426E-01  -4.464463E-01   4.472846099E-01
    30    7286.925042   3.635036E-01   6.432486E+14    6.24047E+34   6.048452259E-01  -4.253484E-01   6.123708292E-01
    31    8053.931087   3.357530E-01   5.894519E+14    4.84695E+34   7.805844274E-01  -4.025089E-01   8.074999346E-01
    32    8792.345664   3.056044E-01   5.323322E+14    3.57006E+34   9.662321821E-01  -3.791639E-01   1.021153166E+00
    33    9471.700713   2.741794E-01   4.741413E+14    2.48827E+34   1.146363254E+00  -3.567852E-01   1.235624587E+00
    34   10066.178852   2.427060E-01   4.170977E+14    1.64257E+34   1.306133699E+00  -3.367478E-01   1.431569192E+00
    35   10559.597830   2.122668E-01   3.629487E+14    1.03125E+34   1.435543094E+00  -3.199944E-01   1.594055536E+00
    36   10948.156048   1.836367E-01   3.127904E+14    6.20099E+33   1.531595636E+00  -3.068576E-01   1.716721442E+00
    37   11239.654947   1.572256E-01   2.670571E+14    3.60350E+33   1.597447845E+00  -2.971129E-01   1.801757609E+00
    38   11449.729173   1.331790E-01   2.257661E+14    2.04335E+33   1.639654852E+00  -2.901892E-01   1.856620831E+00
    39   11596.833945   1.116643E-01   1.890305E+14    1.14036E+33   1.665328003E+00  -2.854092E-01   1.890111586E+00
    40   11697.999215   9.281928E-02   1.569681E+14    6.30031E+32   1.680382821E+00  -2.821630E-01   1.909785230E+00
    41   11766.816513   5.601656E-02   9.455019E+13    3.60489E+32   1.688544998E+00  -2.799774E-01   1.920461943E+00
    42   11833.127215   3.976144E-02   6.702376E+13    2.08486E+32   1.693252045E+00  -2.778938E-01   1.926627401E+00
    43   11888.045639   2.797092E-02   4.710052E+13    1.21001E+32   1.696021531E+00  -2.761870E-01   1.930255000E+00
    44   11933.976413   1.965116E-02   3.305722E+13    7.01379E+31   1.697662515E+00  -2.747736E-01   1.932404307E+00
    45   11972.315972   1.375221E-02   2.311419E+13    4.06663E+31   1.698628863E+00  -2.736039E-01   1.933669898E+00
    46   12004.393019   9.619697E-03   1.615456E+13    2.35623E+31   1.699197442E+00  -2.726324E-01   1.934414504E+00
    47   12031.185749   6.663873E-03   1.118649E+13    1.36788E+31   1.699529820E+00  -2.718261E-01   1.934849736E+00
    48   12053.788794   4.511785E-03   7.570455E+12    7.97854E+30   1.699723397E+00  -2.711496E-01   1.935103123E+00
    49   12073.372457   2.842670E-03   4.767272E+12    4.71809E+30   1.699835039E+00  -2.705661E-01   1.935249251E+00
    50   12091.844961   1.727732E-03   2.896085E+12    2.86574E+30   1.699898936E+00  -2.700181E-01   1.935332880E+00
    51   12110.391054   9.460035E-04   1.584378E+12    1.79044E+30   1.699936290E+00  -2.694701E-01   1.935381776E+00
    52   12131.655979   5.280892E-04   8.836138E+11    1.12354E+30   1.699959632E+00  -2.688446E-01   1.935412341E+00
    53   12155.693298   2.370809E-04   3.961416E+11    7.04719E+29   1.699974415E+00  -2.681411E-01   1.935431700E+00
    54   12189.485003   1.510642E-04   2.522549E+11    4.24317E+29   1.699984421E+00  -2.671584E-01   1.935444809E+00
    55   12221.681305   9.982630E-05   1.666267E+11    2.51718E+29   1.699990660E+00  -2.662290E-01   1.935452979E+00
    56   12250.808906   6.468449E-05   1.078244E+11    1.49875E+29   1.699994385E+00  -2.653939E-01   1.935457858E+00
    57   12277.786147   4.263820E-05   7.105201E+10    8.89335E+28   1.699996639E+00  -2.646251E-01   1.935460810E+00
    58   12302.227209   2.805590E-05   4.672232E+10    5.23483E+28   1.699998006E+00  -2.639326E-01   1.935462600E+00
    59   12324.226113   1.857159E-05   3.092113E+10    3.10380E+28   1.699998809E+00  -2.633124E-01   1.935463651E+00
    60   12344.032648   1.216079E-05   2.023412E+10    1.82987E+28   1.699999294E+00  -2.627566E-01   1.935464285E+00
    61   12361.956460   7.873059E-06   1.309584E+10    1.08294E+28   1.699999580E+00  -2.622556E-01   1.935464659E+00
    62   12378.411568   5.269781E-06   8.763395E+09    6.36647E+27   1.699999752E+00  -2.617975E-01   1.935464885E+00
    63   12392.921183   3.519047E-06   5.849675E+09    3.73802E+27   1.699999853E+00  -2.613948E-01   1.935465018E+00
    64   12405.725294   2.332696E-06   3.875721E+09    2.20387E+27   1.699999913E+00  -2.610406E-01   1.935465096E+00
    65   12417.151742   1.565750E-06   2.601159E+09    1.29267E+27   1.699999949E+00  -2.607252E-01   1.935465143E+00
    66   12427.163447   1.051558E-06   1.746412E+09    7.58028E+26   1.699999970E+00  -2.604496E-01   1.935465170E+00
    67   12435.927283   6.826884E-07   1.133736E+09    4.46132E+26   1.699999982E+00  -2.602088E-01   1.935465186E+00
    68   12443.887927   4.520250E-07   7.504227E+08    2.64415E+26   1.699999989E+00  -2.599905E-01   1.935465196E+00
    69   12451.028658   3.040107E-07   5.046386E+08    1.54934E+26   1.699999994E+00  -2.597949E-01   1.935465202E+00
    70   12457.260528   2.046294E-07   3.397415E+08    9.07373E+25   1.699999996E+00  -2.596246E-01   1.935465205E+00
    71   12462.689171   1.349382E-07   2.239521E+08    5.37957E+25   1.699999998E+00  -2.594763E-01   1.935465207E+00
    72   12467.577569   9.106528E-08   1.511278E+08    3.14758E+25   1.699999999E+00  -2.593430E-01   1.935465208E+00
    73   12471.820614   6.159600E-08   1.022048E+08    1.84076E+25   1.699999999E+00  -2.592273E-01   1.935465209E+00
    74   12475.493273   4.170153E-08   6.917901E+07    1.07576E+25   1.700000000E+00  -2.591273E-01   1.935465209E+00
    75   12478.666853   2.833779E-08   4.701451E+07    6.27862E+24   1.700000000E+00  -2.590410E-01   1.935465209E+00
    76   12481.394251   1.927497E-08   3.198261E+07    3.66286E+24   1.700000000E+00  -2.589668E-01   1.935465209E+00
