       6     152      51      67

     EOS file :  /Users/jkopp/cernbox/ns-muons/packages/nscool/EOS/nl3wr_test

  step        radius       baryon#       density        pressure       encl. mass            phi     encl. bar. mass 
                (m)        (#/fm3)       (g/cm3)        (dyn/cm2)      (sol. mass)                     (sol. mass)   

     0       0.000000   2.985207E-01   5.269557E+14    6.06986E+34   0.000000000E+00  -3.714460E-01   0.000000000E+00
     1      10.000000   2.985206E-01   5.269555E+14    6.06985E+34   1.109756535E-09  -3.714459E-01   1.052870698E-09
     2      11.666665   2.985206E-01   5.269554E+14    6.06985E+34   1.762251733E-09  -3.714459E-01   1.671919224E-09
     3      13.611108   2.985205E-01   5.269553E+14    6.06985E+34   2.798389326E-09  -3.714458E-01   2.654944856E-09
     4      15.879623   2.985205E-01   5.269552E+14    6.06984E+34   4.443736122E-09  -3.714457E-01   4.215952072E-09
     5      18.526223   2.985204E-01   5.269551E+14    6.06984E+34   7.056483026E-09  -3.714456E-01   6.694771385E-09
     6      21.613921   2.985203E-01   5.269549E+14    6.06983E+34   1.120542214E-08  -3.714455E-01   1.063103960E-08
     7      25.216232   2.985202E-01   5.269547E+14    6.06982E+34   1.779377039E-08  -3.714453E-01   1.688167686E-08
     8      29.418923   2.985200E-01   5.269543E+14    6.06981E+34   2.825579442E-08  -3.714450E-01   2.680743376E-08
     9      34.322053   2.985198E-01   5.269538E+14    6.06979E+34   4.486903850E-08  -3.714447E-01   4.256911720E-08
    10      40.042358   2.985195E-01   5.269532E+14    6.06976E+34   7.125011947E-08  -3.714442E-01   6.759797674E-08
    11      46.716025   2.985190E-01   5.269523E+14    6.06973E+34   1.131420065E-07  -3.714435E-01   1.073426409E-07
    12      54.501935   2.985184E-01   5.269511E+14    6.06968E+34   1.796641394E-07  -3.714426E-01   1.704551817E-07
    13      63.585441   2.985176E-01   5.269495E+14    6.06961E+34   2.852974562E-07  -3.714414E-01   2.706744484E-07
    14      74.182777   2.985165E-01   5.269473E+14    6.06952E+34   4.530362980E-07  -3.714398E-01   4.298165313E-07
    15      86.546197   2.985150E-01   5.269442E+14    6.06940E+34   7.193929833E-07  -3.714375E-01   6.825230761E-07
    16     100.969964   2.985129E-01   5.269401E+14    6.06924E+34   1.142343740E-06  -3.714344E-01   1.083800495E-06
    17     117.797341   2.985101E-01   5.269345E+14    6.06901E+34   1.813944060E-06  -3.714302E-01   1.720989938E-06
    18     137.428722   2.985063E-01   5.269269E+14    6.06871E+34   2.880356057E-06  -3.714245E-01   2.732770787E-06
    19     160.331112   2.985011E-01   5.269165E+14    6.06829E+34   4.573639545E-06  -3.714167E-01   4.339328088E-06
    20     187.049158   2.984940E-01   5.269024E+14    6.06773E+34   7.262210039E-06  -3.714062E-01   6.890236898E-06
    21     218.217974   2.984844E-01   5.268831E+14    6.06696E+34   1.153090999E-05  -3.713918E-01   1.094045683E-05
    22     254.578040   2.984713E-01   5.268570E+14    6.06591E+34   1.830804190E-05  -3.713722E-01   1.737091336E-05
    23     296.992477   2.984535E-01   5.268213E+14    6.06448E+34   2.906683942E-05  -3.713455E-01   2.757977094E-05
    24     346.467032   2.984292E-01   5.267729E+14    6.06254E+34   4.614484995E-05  -3.713092E-01   4.378572342E-05
    25     404.173130   2.983962E-01   5.267069E+14    6.05990E+34   7.324992394E-05  -3.712599E-01   6.950864933E-05
    26     471.474345   2.983512E-01   5.266172E+14    6.05631E+34   1.162611641E-04  -3.711927E-01   1.103308050E-04
    27     549.956614   2.982901E-01   5.264951E+14    6.05143E+34   1.844953193E-04  -3.711014E-01   1.751011066E-04
    28     641.462428   2.982069E-01   5.263289E+14    6.04480E+34   2.927059547E-04  -3.709772E-01   2.778378601E-04
    29     748.129051   2.980938E-01   5.261030E+14    6.03578E+34   4.642326304E-04  -3.708083E-01   4.407294954E-04
    30     872.430461   2.979400E-01   5.257959E+14    6.02354E+34   7.359470310E-04  -3.705789E-01   6.988550273E-04
    31    1017.222129   2.977309E-01   5.253784E+14    6.00692E+34   1.165990048E-03  -3.702673E-01   1.107584212E-03
    32    1185.786717   2.974469E-01   5.248112E+14    5.98441E+34   1.845807393E-03  -3.698445E-01   1.754123572E-03
    33    1381.877178   2.970612E-01   5.240414E+14    5.95394E+34   2.918727981E-03  -3.692714E-01   2.775412978E-03
    34    1609.751130   2.965471E-01   5.230145E+14    5.91279E+34   4.608362722E-03  -3.684958E-01   4.385637824E-03
    35    1874.179257   2.958512E-01   5.216247E+14    5.85739E+34   7.261235402E-03  -3.674483E-01   6.917866483E-03
    36    2180.436427   2.948961E-01   5.197248E+14    5.78307E+34   1.140960836E-02  -3.660376E-01   1.088611879E-02
    37    2534.230410   2.935697E-01   5.171050E+14    5.68390E+34   1.786068242E-02  -3.641447E-01   1.707489892E-02
    38    2941.539906   2.917621E-01   5.135522E+14    5.55249E+34   2.781883386E-02  -3.616176E-01   2.666500395E-02
    39    3408.271963   2.893844E-01   5.088813E+14    5.38002E+34   4.303966386E-02  -3.582669E-01   4.139847320E-02
    40    3939.641674   2.862969E-01   5.028165E+14    5.15644E+34   6.599822292E-02  -3.538653E-01   6.377265776E-02
    41    4539.329131   2.822457E-01   4.948966E+14    4.87143E+34   1.000216679E-01  -3.481552E-01   9.722422984E-02
    42    5208.387222   2.768375E-01   4.844327E+14    4.51616E+34   1.492516008E-01  -3.408692E-01   1.461773046E-01
    43    5943.799436   2.699970E-01   4.712749E+14    4.08564E+34   2.183772715E-01  -3.317703E-01   2.159017005E-01
    44    6735.953937   2.613799E-01   4.548628E+14    3.58318E+34   3.116134261E-01  -3.207295E-01   3.116030973E-01
    45    7567.285487   2.506233E-01   4.346417E+14    3.02372E+34   4.311702056E-01  -3.078179E-01   4.368864793E-01
    46    8411.723140   2.376234E-01   4.105354E+14    2.43568E+34   5.752013129E-01  -2.933975E-01   5.913925099E-01
    47    9235.312575   2.223984E-01   3.827107E+14    1.85943E+34   7.359804095E-01  -2.781775E-01   7.682337297E-01
    48   10000.510773   2.050471E-01   3.514795E+14    1.33835E+34   9.002820176E-01  -2.631469E-01   9.535083187E-01
    49   10673.766098   1.860800E-01   3.178179E+14    9.06838E+33   1.052531810E+00  -2.493514E-01   1.129155353E+00
    50   11232.743026   1.658127E-01   2.823128E+14    5.80540E+33   1.179836221E+00  -2.376136E-01   1.278845199E+00
    51   11672.297972   1.448048E-01   2.458954E+14    3.54049E+33   1.276248985E+00  -2.282945E-01   1.393853689E+00
    52   12002.702692   1.233941E-01   2.090798E+14    2.08242E+33   1.343026262E+00  -2.212983E-01   1.474302659E+00
    53   12244.280590   1.018579E-01   1.722739E+14    1.19852E+33   1.385999288E+00  -2.162232E-01   1.526398716E+00
    54   12420.266871   8.133427E-02   1.375019E+14    6.85086E+32   1.412193534E+00  -2.125676E-01   1.558268188E+00
    55   12550.352050   5.940189E-02   1.002933E+14    3.97193E+32   1.427459869E+00  -2.098987E-01   1.576858896E+00
    56   12656.240423   4.247856E-02   7.161776E+13    2.30932E+32   1.436569721E+00  -2.077542E-01   1.587966987E+00
    57   12744.185101   2.995255E-02   5.044752E+13    1.34516E+32   1.442008016E+00  -2.059959E-01   1.594601615E+00
    58   12818.141750   2.108716E-02   3.547950E+13    7.81647E+31   1.445268678E+00  -2.045352E-01   1.598580263E+00
    59   12880.128276   1.477887E-02   2.484406E+13    4.53924E+31   1.447207583E+00  -2.033243E-01   1.600946284E+00
    60   12932.160931   1.034675E-02   1.737856E+13    2.63353E+31   1.448356773E+00  -2.023178E-01   1.602348641E+00
    61   12975.758877   7.186250E-03   1.206402E+13    1.52828E+31   1.449034173E+00  -2.014815E-01   1.603175286E+00
    62   13012.518026   4.898781E-03   8.220759E+12    8.90236E+30   1.449430645E+00  -2.007815E-01   1.603658936E+00
    63   13044.167670   3.164678E-03   5.307841E+12    5.25327E+30   1.449660067E+00  -2.001826E-01   1.603938777E+00
    64   13073.271063   1.924206E-03   3.225757E+12    3.19207E+30   1.449791001E+00  -1.996350E-01   1.604098481E+00
    65   13102.531001   1.073847E-03   1.798830E+12    1.96792E+30   1.449869530E+00  -1.990874E-01   1.604194267E+00
    66   13135.055593   5.884203E-04   9.846138E+11    1.23898E+30   1.449916775E+00  -1.984823E-01   1.604251917E+00
    67   13172.690185   3.505232E-04   5.863255E+11    7.61422E+29   1.449948096E+00  -1.977867E-01   1.604290139E+00
    68   13211.805259   1.782125E-04   2.976910E+11    5.17242E+29   1.449964310E+00  -1.970689E-01   1.604309931E+00
    69   13264.500521   1.164039E-04   1.943250E+11    3.07626E+29   1.449978449E+00  -1.961103E-01   1.604327193E+00
    70   13312.995941   7.600728E-05   1.267735E+11    1.82026E+29   1.449987069E+00  -1.952363E-01   1.604337713E+00
    71   13357.388686   4.941258E-05   8.234720E+10    1.08241E+29   1.449992214E+00  -1.944432E-01   1.604343993E+00
    72   13398.370163   3.316929E-05   5.525918E+10    6.36140E+28   1.449995371E+00  -1.937168E-01   1.604347846E+00
    73   13434.541362   2.159477E-05   3.595836E+10    3.79561E+28   1.449997210E+00  -1.930801E-01   1.604350090E+00
    74   13467.932932   1.434649E-05   2.387395E+10    2.23225E+28   1.449998344E+00  -1.924962E-01   1.604351474E+00
    75   13497.697155   9.370440E-06   1.558508E+10    1.32463E+28   1.449999009E+00  -1.919787E-01   1.604352285E+00
    76   13524.903599   6.178979E-06   1.027955E+10    7.87512E+27   1.449999407E+00  -1.915081E-01   1.604352770E+00
