       6     140      38      55

     EOS file :  Prof_nl3wr_2.4.dat                                          

  step        radius       baryon#       density        pressure       encl. mass            phi     encl. bar. mass 
                (m)        (#/fm3)       (g/cm3)        (dyn/cm2)      (sol. mass)                     (sol. mass)   

     0       0.000000   1.511513E+00   5.823691E+15    3.99153E+36   0.000000000E+00  -1.932444E+00   0.000000000E+00
     1     100.000001   1.510956E+00   5.819937E+15    3.98857E+36   1.225801695E-05  -1.932122E+00   5.329967247E-06
     2     116.660835   1.510770E+00   5.818680E+15    3.98757E+36   1.946076170E-05  -1.932015E+00   8.462478624E-06
     3     136.096874   1.510517E+00   5.816970E+15    3.98622E+36   3.089338345E-05  -1.931868E+00   1.343552017E-05
     4     158.769228   1.510173E+00   5.814644E+15    3.98438E+36   4.903701343E-05  -1.931668E+00   2.132978140E-05
     5     185.215151   1.509704E+00   5.811481E+15    3.98187E+36   7.782478446E-05  -1.931396E+00   3.385964827E-05
     6     216.060287   1.509068E+00   5.807181E+15    3.97847E+36   1.234876759E-04  -1.931027E+00   5.374381410E-05
     7     252.032697   1.508202E+00   5.801338E+15    3.97384E+36   1.958885986E-04  -1.930524E+00   8.529150869E-05
     8     293.978834   1.507027E+00   5.793402E+15    3.96756E+36   3.106213565E-04  -1.929841E+00   1.353284861E-04
     9     342.881544   1.505430E+00   5.782633E+15    3.95905E+36   4.923019000E-04  -1.928912E+00   2.146568821E-04
    10     399.880083   1.503263E+00   5.768035E+15    3.94750E+36   7.797053678E-04  -1.927650E+00   3.403507385E-04
    11     466.291921   1.500343E+00   5.748303E+15    3.93188E+36   1.233734507E-03  -1.925938E+00   5.393537639E-04
    12     543.635504   1.496391E+00   5.721650E+15    3.91080E+36   1.949667760E-03  -1.923617E+00   8.540875774E-04
    13     633.653902   1.491077E+00   5.685786E+15    3.88242E+36   3.075773494E-03  -1.920474E+00   1.351143802E-03
    14     738.335400   1.483950E+00   5.637694E+15    3.84437E+36   4.841106776E-03  -1.916227E+00   2.134627804E-03
    15     859.930320   1.474443E+00   5.573551E+15    3.79362E+36   7.596087970E-03  -1.910502E+00   3.366415030E-03
    16    1000.957251   1.461469E+00   5.488390E+15    3.72642E+36   1.186967551E-02  -1.902811E+00   5.296157797E-03
    17    1164.197623   1.444332E+00   5.376594E+15    3.63825E+36   1.844634305E-02  -1.892524E+00   8.305019158E-03
    18    1352.652280   1.422126E+00   5.231724E+15    3.52399E+36   2.846189080E-02  -1.878848E+00   1.296817414E-02
    19    1569.467828   1.392947E+00   5.046503E+15    3.37830E+36   4.350800164E-02  -1.860806E+00   2.013714540E-02
    20    1817.832846   1.355977E+00   4.814849E+15    3.19632E+36   6.572220762E-02  -1.837243E+00   3.104429214E-02
    21    2100.776941   1.309536E+00   4.532121E+15    2.97486E+36   9.781138576E-02  -1.806861E+00   4.742065139E-02
    22    2420.967518   1.252527E+00   4.197651E+15    2.71388E+36   1.429472299E-01  -1.768304E+00   7.160787321E-02
    23    2780.453533   1.184770E+00   3.816587E+15    2.41791E+36   2.044652488E-01  -1.720311E+00   1.066284751E-01
    24    3180.417112   1.106829E+00   3.400739E+15    2.09688E+36   2.853491256E-01  -1.661921E+00   1.561488355E-01
    25    3620.998153   1.020426E+00   2.968076E+15    1.76548E+36   3.876087846E-01  -1.592711E+00   2.243258362E-01
    26    4101.209499   9.284916E-01   2.540125E+15    1.44091E+36   5.117412044E-01  -1.513001E+00   3.154613916E-01
    27    4618.892431   8.342194E-01   2.137574E+15    1.13959E+36   6.564995890E-01  -1.423977E+00   4.334925023E-01
    28    5170.671535   7.416543E-01   1.776883E+15    8.73949E+35   8.190873081E-01  -1.327668E+00   5.814196280E-01
    29    5751.600886   6.539051E-01   1.467267E+15    6.50739E+35   9.955752603E-01  -1.226814E+00   7.606130586E-01
    30    6354.615454   5.734805E-01   1.210908E+15    4.71049E+35   1.181351434E+00  -1.124642E+00   9.701504838E-01
    31    6969.640760   5.019060E-01   1.004522E+15    3.31745E+35   1.371247253E+00  -1.024611E+00   1.205903078E+00
    32    7582.712500   4.393257E-01   8.410538E+14    2.27274E+35   1.559482455E+00  -9.301535E-01   1.460047358E+00
    33    8175.918665   3.855517E-01   7.125799E+14    1.51284E+35   1.739452105E+00  -8.443680E-01   1.720621815E+00
    34    8728.314805   3.392002E-01   6.105500E+14    9.76755E+34   1.903874624E+00  -7.697511E-01   1.972269080E+00
    35    9219.411628   2.989675E-01   5.278480E+14    6.10557E+34   2.045886591E+00  -7.078196E-01   2.198906230E+00
    36    9633.255454   2.633952E-01   4.586778E+14    3.69484E+34   2.160435318E+00  -6.589312E-01   2.387205044E+00
    37    9962.813391   2.309827E-01   3.983463E+14    2.16961E+34   2.246140582E+00  -6.222246E-01   2.530855625E+00
    38   10211.669486   2.013046E-01   3.447949E+14    1.24081E+34   2.305706750E+00  -5.958674E-01   2.631860628E+00
    39   10390.885279   1.738087E-01   2.962745E+14    6.95929E+33   2.344316570E+00  -5.776480E-01   2.697732529E+00
    40   10515.567439   1.474395E-01   2.505199E+14    3.85492E+33   2.367970350E+00  -5.653709E-01   2.738196333E+00
    41   10601.037000   1.203302E-01   2.041289E+14    2.14521E+33   2.381684141E+00  -5.571563E-01   2.761660494E+00
    42   10661.275052   9.799709E-02   1.659729E+14    1.18649E+33   2.389662990E+00  -5.514724E-01   2.775302082E+00
    43   10703.195127   7.969370E-02   1.347526E+14    6.53500E+32   2.394218995E+00  -5.475715E-01   2.783087248E+00
    44   10732.097484   5.736098E-02   9.683075E+13    3.74897E+32   2.396645374E+00  -5.449095E-01   2.787232637E+00
    45   10755.421067   4.066876E-02   6.855772E+13    2.15891E+32   2.398049625E+00  -5.427786E-01   2.789631741E+00
    46   10774.559199   2.855330E-02   4.808410E+13    1.24920E+32   2.398862399E+00  -5.410421E-01   2.791019855E+00
    47   10790.463786   2.003634E-02   3.370675E+13    7.22480E+31   2.399337614E+00  -5.396075E-01   2.791831219E+00
    48   10803.666388   1.400666E-02   2.354289E+13    4.18208E+31   2.399614391E+00  -5.384226E-01   2.792303679E+00
    49   10814.664082   9.789583E-03   1.644055E+13    2.42007E+31   2.399775778E+00  -5.374397E-01   2.792579126E+00
    50   10823.816488   6.780221E-03   1.138193E+13    1.40311E+31   2.399869460E+00  -5.366246E-01   2.792738996E+00
    51   10831.508538   4.593156E-03   7.707184E+12    8.17068E+30   2.399923706E+00  -5.359417E-01   2.792831531E+00
    52   10838.143093   2.901755E-03   4.866457E+12    4.81628E+30   2.399954881E+00  -5.353541E-01   2.792884706E+00
    53   10844.352055   1.762757E-03   2.954852E+12    2.92391E+30   2.399972530E+00  -5.348055E-01   2.792914808E+00
    54   10850.573893   9.680144E-04   1.621298E+12    1.82141E+30   2.399982846E+00  -5.342570E-01   2.792932405E+00
    55   10857.652443   5.382293E-04   9.005889E+11    1.14303E+30   2.399989216E+00  -5.336345E-01   2.792943274E+00
    56   10865.668572   2.411856E-04   4.030003E+11    7.17235E+29   2.399993229E+00  -5.329314E-01   2.792950122E+00
    57   10876.935253   1.532979E-04   2.559840E+11    4.31915E+29   2.399995931E+00  -5.319466E-01   2.792954736E+00
    58   10887.660954   1.012981E-04   1.690892E+11    2.56107E+29   2.399997607E+00  -5.310127E-01   2.792957595E+00
    59   10897.328044   6.558179E-05   1.093262E+11    1.52384E+29   2.399998601E+00  -5.301741E-01   2.792959291E+00
    60   10906.256201   4.315241E-05   7.190935E+10    9.03654E+28   2.399999198E+00  -5.294022E-01   2.792960311E+00
    61   10914.332491   2.844537E-05   4.737273E+10    5.31416E+28   2.399999559E+00  -5.287060E-01   2.792960925E+00
    62   10921.563751   1.878961E-05   3.128525E+10    3.15259E+28   2.399999769E+00  -5.280844E-01   2.792961284E+00
    63   10928.077118   1.230000E-05   2.046626E+10    1.85642E+28   2.399999895E+00  -5.275258E-01   2.792961500E+00
    64   10933.954289   7.965048E-06   1.324877E+10    1.09760E+28   2.399999969E+00  -5.270229E-01   2.792961626E+00
    65   10939.333748   5.324079E-06   8.853958E+09    6.45427E+27   2.400000014E+00  -5.265636E-01   2.792961702E+00
    66   10944.076768   3.555731E-06   5.910735E+09    3.78788E+27   2.400000040E+00  -5.261592E-01   2.792961747E+00
    67   10948.253822   2.355343E-06   3.913359E+09    2.23255E+27   2.400000056E+00  -5.258037E-01   2.792961773E+00
    68   10951.978091   1.580561E-06   2.625770E+09    1.30906E+27   2.400000065E+00  -5.254872E-01   2.792961789E+00
    69   10955.237198   1.061261E-06   1.762540E+09    7.67422E+26   2.400000070E+00  -5.252105E-01   2.792961798E+00
    70   10958.087028   6.911579E-07   1.147842E+09    4.51402E+26   2.400000073E+00  -5.249689E-01   2.792961803E+00
    71   10960.663716   4.564780E-07   7.578182E+08    2.67930E+26   2.400000075E+00  -5.247506E-01   2.792961806E+00
    72   10962.982443   3.069495E-07   5.095143E+08    1.56962E+26   2.400000076E+00  -5.245543E-01   2.792961808E+00
    73   10965.004561   2.065799E-07   3.429782E+08    9.19082E+25   2.400000077E+00  -5.243833E-01   2.792961809E+00
    74   10966.764855   1.361441E-07   2.259539E+08    5.44520E+25   2.400000077E+00  -5.242345E-01   2.792961810E+00
    75   10968.348920   9.186955E-08   1.524627E+08    3.18552E+25   2.400000077E+00  -5.241007E-01   2.792961810E+00
    76   10969.723130   6.213069E-08   1.030925E+08    1.86280E+25   2.400000077E+00  -5.239847E-01   2.792961811E+00
