       6     149      38      64

     EOS file :  /Users/jkopp/cernbox/ns-muons/packages/nscool/EOS/MF_B31.dat

  step        radius       baryon#       density        pressure       encl. mass            phi     encl. bar. mass 
                (m)        (#/fm3)       (g/cm3)        (dyn/cm2)      (sol. mass)                     (sol. mass)   

     0       0.000000   1.404948E-01   2.665841E+14    1.13438E+34   0.000000000E+00  -1.869550E-01   0.000000000E+00
     1      10.000000   1.404947E-01   2.665838E+14    1.13438E+34   5.614195612E-10  -1.869549E-01   4.955193773E-10
     2      11.666665   1.404947E-01   2.665838E+14    1.13438E+34   8.915131493E-10  -1.869549E-01   7.868661509E-10
     3      13.611108   1.404946E-01   2.665837E+14    1.13438E+34   1.415689195E-09  -1.869549E-01   1.249513759E-09
     4      15.879623   1.404946E-01   2.665835E+14    1.13438E+34   2.248060592E-09  -1.869549E-01   1.984180425E-09
     5      18.526224   1.404945E-01   2.665833E+14    1.13438E+34   3.569833923E-09  -1.869548E-01   3.150802584E-09
     6      21.613924   1.404944E-01   2.665831E+14    1.13438E+34   5.668757519E-09  -1.869548E-01   5.003352558E-09
     7      25.216238   1.404942E-01   2.665828E+14    1.13438E+34   9.001762887E-09  -1.869547E-01   7.945127241E-09
     8      29.418933   1.404940E-01   2.665823E+14    1.13437E+34   1.429443562E-08  -1.869546E-01   1.261654338E-08
     9      34.322071   1.404937E-01   2.665817E+14    1.13437E+34   2.269896855E-08  -1.869544E-01   2.003455087E-08
    10      40.042389   1.404933E-01   2.665808E+14    1.13437E+34   3.604497920E-08  -1.869542E-01   3.181401081E-08
    11      46.716077   1.404927E-01   2.665797E+14    1.13436E+34   5.723778474E-08  -1.869540E-01   5.051922460E-08
    12      54.502021   1.404919E-01   2.665781E+14    1.13435E+34   9.089081824E-08  -1.869536E-01   8.022212536E-08
    13      63.585582   1.404909E-01   2.665760E+14    1.13434E+34   1.443298179E-07  -1.869531E-01   1.273886136E-07
    14      74.183006   1.404895E-01   2.665731E+14    1.13432E+34   2.291873034E-07  -1.869524E-01   2.022859141E-07
    15      86.546565   1.404876E-01   2.665692E+14    1.13429E+34   3.639342452E-07  -1.869514E-01   3.212171660E-07
    16     100.970555   1.404850E-01   2.665638E+14    1.13426E+34   5.778996127E-07  -1.869501E-01   5.100693488E-07
    17     117.798286   1.404814E-01   2.665565E+14    1.13422E+34   9.176518650E-07  -1.869484E-01   8.099461337E-07
    18     137.430231   1.404766E-01   2.665466E+14    1.13416E+34   1.457129521E-06  -1.869460E-01   1.286110233E-06
    19     160.333515   1.404701E-01   2.665332E+14    1.13408E+34   2.313721560E-06  -1.869428E-01   2.042178231E-06
    20     187.052978   1.404612E-01   2.665149E+14    1.13397E+34   3.673788262E-06  -1.869383E-01   3.242650068E-06
    21     218.224042   1.404491E-01   2.664900E+14    1.13382E+34   5.833157032E-06  -1.869323E-01   5.148660690E-06
    22     254.587676   1.404327E-01   2.664561E+14    1.13361E+34   9.261362141E-06  -1.869242E-01   8.174699263E-06
    23     297.007775   1.404103E-01   2.664100E+14    1.13333E+34   1.470351262E-05  -1.869130E-01   1.297856295E-05
    24     346.491320   1.403798E-01   2.663473E+14    1.13295E+34   2.334174715E-05  -1.868979E-01   2.060395339E-05
    25     404.211693   1.403383E-01   2.662619E+14    1.13243E+34   3.705095486E-05  -1.868773E-01   3.270638211E-05
    26     471.535576   1.402819E-01   2.661459E+14    1.13173E+34   5.880341942E-05  -1.868493E-01   5.191075141E-05
    27     550.053841   1.402052E-01   2.659881E+14    1.13077E+34   9.330829548E-05  -1.868111E-01   8.237670416E-05
    28     641.616820   1.401010E-01   2.657736E+14    1.12948E+34   1.480204376E-04  -1.867593E-01   1.306910490E-04
    29     748.374230   1.399593E-01   2.654822E+14    1.12771E+34   2.347281226E-04  -1.866888E-01   2.072734407E-04
    30     872.819831   1.397670E-01   2.650866E+14    1.12532E+34   3.720437142E-04  -1.865931E-01   3.285839636E-04
    31    1017.840523   1.395060E-01   2.645499E+14    1.12207E+34   5.892933561E-04  -1.864631E-01   5.205760743E-04
    32    1186.768912   1.391524E-01   2.638228E+14    1.11768E+34   9.325543796E-04  -1.862867E-01   8.240675403E-04
    33    1383.437322   1.386741E-01   2.628394E+14    1.11175E+34   1.473947378E-03  -1.860477E-01   1.303031167E-03
    34    1612.229548   1.380318E-01   2.615189E+14    1.10376E+34   2.325780072E-03  -1.857242E-01   2.057266220E-03
    35    1878.118274   1.371684E-01   2.597445E+14    1.09304E+34   3.661693454E-03  -1.852875E-01   3.241452964E-03
    36    2186.696463   1.360143E-01   2.573750E+14    1.07872E+34   5.747608700E-03  -1.846996E-01   5.093266371E-03
    37    2544.155531   1.344804E-01   2.542299E+14    1.05972E+34   8.985582944E-03  -1.839110E-01   7.973667512E-03
    38    2957.217765   1.324608E-01   2.500963E+14    1.03473E+34   1.397286980E-02  -1.828586E-01   1.242214468E-02
    39    3432.955648   1.293355E-01   2.437098E+14    1.00228E+34   2.156955028E-02  -1.814637E-01   1.922264813E-02
    40    3980.613084   1.215170E-01   2.278150E+14    9.61556E+33   3.278590765E-02  -1.796291E-01   2.932714696E-02
    41    4625.771335   1.117459E-01   2.081097E+14    9.11538E+33   4.923336965E-02  -1.771939E-01   4.428163573E-02
    42    5386.580887   1.000767E-01   1.848277E+14    8.52442E+33   7.286994577E-02  -1.740069E-01   6.602325815E-02
    43    6287.739922   8.990109E-02   1.646657E+14    7.85188E+33   1.063142909E-01  -1.698905E-01   9.721420705E-02
    44    7326.934024   8.940204E-02   1.631937E+14    7.05331E+33   1.562811261E-01  -1.647383E-01   1.443405024E-01
    45    8396.752578   8.877892E-02   1.613627E+14    6.16403E+33   2.241754199E-01  -1.589136E-01   2.091234279E-01
    46    9481.637318   8.798978E-02   1.590552E+14    5.18979E+33   3.120304646E-01  -1.524137E-01   2.941522638E-01
    47   10547.904985   8.699031E-02   1.561509E+14    4.16442E+33   4.186235313E-01  -1.454173E-01   3.990739530E-01
    48   11547.619338   8.573860E-02   1.525423E+14    3.14972E+33   5.377178413E-01  -1.383029E-01   5.185924158E-01
    49   12427.574994   8.420480E-02   1.481644E+14    2.22443E+33   6.579473873E-01  -1.316024E-01   6.418428519E-01
    50   13144.219274   8.238428E-02   1.430312E+14    1.45988E+33   7.658315195E-01  -1.258543E-01   7.549373617E-01
    51   13679.160076   8.030778E-02   1.372606E+14    8.92681E+32   8.511427275E-01  -1.214050E-01   8.464166176E-01
    52   14045.085790   6.995367E-02   1.182039E+14    5.20403E+32   9.097916276E-01  -1.182914E-01   9.106565258E-01
    53   14305.241787   5.153972E-02   8.695806E+13    3.14136E+32   9.435392122E-01  -1.160605E-01   9.479410598E-01
    54   14526.302450   3.707464E-02   6.248196E+13    1.87101E+32   9.651535050E-01  -1.141740E-01   9.718902295E-01
    55   14715.226943   2.638344E-02   4.441974E+13    1.10545E+32   9.787127209E-01  -1.125800E-01   9.869370339E-01
    56   14876.496352   1.867072E-02   3.140406E+13    6.48650E+31   9.871214998E-01  -1.112384E-01   9.962768334E-01
    57   15013.495022   1.313811E-02   2.207961E+13    3.79261E+31   9.922593297E-01  -1.101156E-01   1.001986400E+00
    58   15129.724305   9.225979E-03   1.549183E+13    2.21056E+31   9.953736331E-01  -1.091766E-01   1.005448367E+00
    59   15227.939141   6.402495E-03   1.074742E+13    1.28978E+31   9.972370886E-01  -1.083934E-01   1.007519978E+00
    60   15311.742062   4.333431E-03   7.270777E+12    7.56141E+30   9.983432749E-01  -1.077330E-01   1.008749473E+00
    61   15385.262148   2.715961E-03   4.554577E+12    4.50752E+30   9.989896788E-01  -1.071597E-01   1.009467948E+00
    62   15455.977118   1.653765E-03   2.771982E+12    2.74289E+30   9.993704625E-01  -1.066137E-01   1.009891186E+00
    63   15527.405572   8.994637E-04   1.506340E+12    1.72549E+30   9.995941858E-01  -1.060676E-01   1.010139889E+00
    64   15610.933063   5.070647E-04   8.484182E+11    1.08302E+30   9.997384080E-01  -1.054360E-01   1.010300282E+00
    65   15705.122495   2.286981E-04   3.821343E+11    6.79176E+29   9.998312074E-01  -1.047327E-01   1.010403486E+00
    66   15837.962635   1.466180E-04   2.448321E+11    4.09263E+29   9.998951374E-01  -1.037566E-01   1.010474620E+00
    67   15965.285518   9.698888E-05   1.618797E+11    2.43289E+29   9.999358500E-01  -1.028380E-01   1.010519903E+00
    68   16081.841041   6.300459E-05   1.050216E+11    1.45206E+29   9.999607037E-01  -1.020112E-01   1.010547547E+00
    69   16190.834988   4.173227E-05   6.954159E+10    8.64247E+28   9.999760506E-01  -1.012500E-01   1.010564619E+00
    70   16290.302952   2.739777E-05   4.562328E+10    5.10099E+28   9.999855540E-01  -1.005652E-01   1.010575186E+00
    71   16381.028967   1.821604E-05   3.032732E+10    3.02465E+28   9.999912661E-01  -9.994866E-02   1.010581538E+00
    72   16462.973958   1.194253E-05   1.987017E+10    1.78839E+28   9.999947443E-01  -9.939826E-02   1.010585405E+00
    73   16537.756576   7.723332E-06   1.284691E+10    1.06088E+28   9.999968330E-01  -9.890125E-02   1.010587727E+00
    74   16607.069345   5.188569E-06   8.627949E+09    6.23571E+27   9.999981121E-01  -9.844502E-02   1.010589148E+00
    75   16668.304574   3.466318E-06   5.761911E+09    3.66661E+27   9.999988762E-01  -9.804546E-02   1.010589997E+00
    76   16722.668009   2.301345E-06   3.823616E+09    2.16432E+27   9.999993296E-01  -9.769345E-02   1.010590501E+00
