       6     141      39      56

     EOS file :  Prof_nl3wr_2.0.dat                                          

  step        radius       baryon#       density        pressure       encl. mass            phi     encl. bar. mass 
                (m)        (#/fm3)       (g/cm3)        (dyn/cm2)      (sol. mass)                     (sol. mass)   

     0       0.000000   3.811182E+00   3.095108E+16    2.56940E+37   0.000000000E+00  -2.705643E+00   0.000000000E+00
     1     100.000001   3.803522E+00   3.083835E+16    2.55903E+37   6.499096787E-05  -2.703701E+00   1.342741330E-05
     2     116.636417   3.800938E+00   3.080038E+16    2.55554E+37   1.030718804E-04  -2.703046E+00   2.130455813E-05
     3     136.037164   3.797430E+00   3.074883E+16    2.55079E+37   1.633956905E-04  -2.702155E+00   3.379602190E-05
     4     158.655594   3.792667E+00   3.067892E+16    2.54436E+37   2.588707794E-04  -2.700945E+00   5.359504997E-05
     5     185.016995   3.786209E+00   3.058425E+16    2.53566E+37   4.098009273E-04  -2.699301E+00   8.495564020E-05
     6     215.728336   3.777464E+00   3.045627E+16    2.52390E+37   6.480131798E-04  -2.697072E+00   1.345841849E-04
     7     251.488439   3.765646E+00   3.028369E+16    2.50804E+37   1.023166754E-03  -2.694052E+00   2.130259602E-04
     8     293.097998   3.749715E+00   3.005173E+16    2.48675E+37   1.612258176E-03  -2.689967E+00   3.368048022E-04
     9     341.468501   3.728311E+00   2.974136E+16    2.45829E+37   2.533658162E-03  -2.684455E+00   5.316911785E-04
    10     397.628548   3.699684E+00   2.932852E+16    2.42048E+37   3.967262585E-03  -2.677037E+00   8.376239002E-04
    11     462.725433   3.661629E+00   2.878371E+16    2.37067E+37   6.182264343E-03  -2.667097E+00   1.315981026E-03
    12     538.019065   3.611442E+00   2.807223E+16    2.30579E+37   9.573169535E-03  -2.653845E+00   2.060042265E-03
    13     624.864832   3.545943E+00   2.715571E+16    2.22246E+37   1.470220918E-02  -2.636299E+00   3.209508943E-03
    14     724.682164   3.461604E+00   2.599571E+16    2.11744E+37   2.234130953E-02  -2.613273E+00   4.969669442E-03
    15     838.907355   3.354849E+00   2.456007E+16    1.98818E+37   3.349889892E-02  -2.583396E+00   7.634968949E-03
    16     968.933653   3.222567E+00   2.283206E+16    1.83367E+37   4.940778749E-02  -2.545169E+00   1.161515060E-02
    17    1116.049404   3.062823E+00   2.082102E+16    1.65547E+37   7.144607091E-02  -2.497085E+00   1.745988865E-02
    18    1281.395101   2.875662E+00   1.857119E+16    1.45832E+37   1.009736259E-01  -2.437807E+00   2.587577994E-02
    19    1465.968685   2.663749E+00   1.616402E+16    1.25027E+37   1.391003098E-01  -2.366369E+00   3.772947729E-02
    20    1670.708741   2.432548E+00   1.371002E+16    1.04162E+37   1.864508444E-01  -2.282385E+00   5.403463442E-02
    21    1896.672459   2.189819E+00   1.133037E+16    8.43148E+36   2.430242306E-01  -2.186164E+00   7.592850013E-02
    22    2145.301724   1.944528E+00   9.134115E+15    6.63957E+36   3.082257330E-01  -2.078716E+00   1.046535829E-01
    23    2418.746915   1.705567E+00   7.215265E+15    5.09858E+36   3.811303671E-01  -1.961616E+00   1.415639949E-01
    24    2719.700395   1.481160E+00   5.618908E+15    3.82952E+36   4.608587778E-01  -1.836960E+00   1.881303075E-01
    25    3051.275384   1.276557E+00   4.337462E+15    2.82288E+36   5.467178907E-01  -1.707195E+00   2.459164798E-01
    26    3417.078154   1.094651E+00   3.337791E+15    2.04848E+36   6.383879231E-01  -1.574831E+00   3.166529282E-01
    27    3820.758557   9.361497E-01   2.574655E+15    1.46699E+36   7.359371136E-01  -1.442336E+00   4.022181329E-01
    28    4265.248062   8.002410E-01   2.001057E+15    1.03846E+36   8.397109529E-01  -1.312085E+00   5.044811877E-01
    29    4751.641723   6.852213E-01   1.574106E+15    7.27122E+35   9.501136488E-01  -1.186345E+00   6.250657557E-01
    30    5277.807371   5.888698E-01   1.257760E+15    5.03390E+35   1.067279791E+00  -1.067266E+00   7.648554005E-01
    31    5836.893728   5.086449E-01   1.023145E+15    3.44058E+35   1.190607585E+00  -9.568477E-01   9.232401380E-01
    32    6416.215088   4.421087E-01   8.479989E+14    2.31568E+35   1.318215368E+00  -8.568767E-01   1.097153546E+00
    33    6997.055934   3.868296E-01   7.155083E+14    1.52935E+35   1.446537624E+00  -7.688282E-01   1.280430015E+00
    34    7555.975097   3.402207E-01   6.127072E+14    9.87182E+34   1.570210931E+00  -6.937389E-01   1.463488915E+00
    35    8068.414656   3.002006E-01   5.303104E+14    6.20355E+34   1.682877096E+00  -6.320108E-01   1.634709851E+00
    36    8513.220301   2.649295E-01   4.616053E+14    3.78565E+34   1.778609859E+00  -5.833151E-01   1.782919265E+00
    37    8877.516842   2.329561E-01   4.019509E+14    2.24381E+34   1.853762445E+00  -5.465394E-01   1.900686667E+00
    38    9159.480605   2.033913E-01   3.485217E+14    1.29511E+34   1.908203484E+00  -5.199051E-01   1.986608608E+00
    39    9367.056146   1.760366E-01   3.001764E+14    7.31480E+33   1.944788315E+00  -5.013014E-01   2.044553582E+00
    40    9513.802842   1.502416E-01   2.553190E+14    4.07007E+33   1.967828837E+00  -4.886674E-01   2.081092371E+00
    41    9615.108596   1.227637E-01   2.082900E+14    2.27275E+33   1.981427786E+00  -4.802030E-01   2.102647036E+00
    42    9687.081330   1.000611E-01   1.694966E+14    1.26001E+33   1.989446294E+00  -4.743231E-01   2.115340912E+00
    43    9737.454230   8.141715E-02   1.376901E+14    6.95104E+32   1.994068660E+00  -4.702766E-01   2.122652183E+00
    44    9772.323146   5.927781E-02   1.000827E+14    3.95823E+32   1.996574643E+00  -4.675100E-01   2.126614493E+00
    45    9799.993660   4.213212E-02   7.103196E+13    2.28025E+32   1.998003841E+00  -4.653355E-01   2.128874060E+00
    46    9822.684715   2.958900E-02   4.983344E+13    1.31999E+32   1.998833268E+00  -4.635667E-01   2.130184927E+00
    47    9841.566607   2.077202E-02   3.494773E+13    7.63652E+31   1.999319479E+00  -4.621049E-01   2.130953101E+00
    48    9857.254005   1.452583E-02   2.441766E+13    4.42110E+31   1.999603281E+00  -4.608975E-01   2.131401381E+00
    49    9870.329688   1.015388E-02   1.705384E+13    2.55893E+31   1.999769005E+00  -4.598961E-01   2.131663110E+00
    50    9881.219433   7.040216E-03   1.181869E+13    1.48287E+31   1.999865435E+00  -4.590655E-01   2.131815384E+00
    51    9890.362589   4.784865E-03   8.029327E+12    8.62782E+30   1.999921326E+00  -4.583706E-01   2.131903605E+00
    52    9898.219808   3.066143E-03   5.142420E+12    5.08949E+30   1.999953373E+00  -4.577752E-01   2.131954184E+00
    53    9905.477468   1.862770E-03   3.122668E+12    3.09002E+30   1.999971559E+00  -4.572267E-01   2.131982885E+00
    54    9912.752508   1.032838E-03   1.730035E+12    1.91161E+30   1.999982319E+00  -4.566782E-01   2.131999868E+00
    55    9920.895804   5.687839E-04   9.517402E+11    1.20154E+30   1.999988829E+00  -4.560660E-01   2.132010146E+00
    56    9930.224967   3.399513E-04   5.686193E+11    7.37456E+29   1.999993104E+00  -4.553668E-01   2.132016896E+00
    57    9939.839877   1.732230E-04   2.893325E+11    4.99995E+29   1.999995302E+00  -4.546485E-01   2.132020367E+00
    58    9952.688472   1.133271E-04   1.891567E+11    2.96801E+29   1.999997194E+00  -4.536924E-01   2.132023357E+00
    59    9964.409326   7.379033E-05   1.230626E+11    1.75649E+29   1.999998331E+00  -4.528240E-01   2.132025151E+00
    60    9975.116636   4.805304E-05   8.008031E+10    1.04291E+29   1.999999004E+00  -4.520338E-01   2.132026215E+00
    61    9984.924219   3.222957E-05   5.369179E+10    6.12196E+28   1.999999413E+00  -4.513126E-01   2.132026860E+00
    62    9993.541717   2.103092E-05   3.502072E+10    3.66414E+28   1.999999647E+00  -4.506809E-01   2.132027231E+00
    63   10001.473831   1.391650E-05   2.315823E+10    2.15361E+28   1.999999792E+00  -4.501011E-01   2.132027459E+00
    64   10008.544359   9.072518E-06   1.508983E+10    1.27603E+28   1.999999877E+00  -4.495856E-01   2.132027593E+00
    65   10014.990040   5.996112E-06   9.975037E+09    7.56533E+27   1.999999927E+00  -4.491168E-01   2.132027672E+00
    66   10020.784515   4.023130E-06   6.688661E+09    4.43869E+27   1.999999957E+00  -4.486962E-01   2.132027720E+00
    67   10025.865287   2.661510E-06   4.422578E+09    2.61619E+27   1.999999975E+00  -4.483281E-01   2.132027748E+00
    68   10030.402639   1.781892E-06   2.960342E+09    1.53689E+27   1.999999986E+00  -4.479999E-01   2.132027764E+00
    69   10034.391264   1.196297E-06   1.986991E+09    9.01116E+26   1.999999992E+00  -4.477119E-01   2.132027774E+00
    70   10037.880529   8.033934E-07   1.334597E+09    5.28241E+26   1.999999995E+00  -4.474602E-01   2.132027780E+00
    71   10040.929684   5.189080E-07   8.615003E+08    3.18418E+26   1.999999998E+00  -4.472405E-01   2.132027783E+00
    72   10043.780094   3.489068E-07   5.791745E+08    1.86553E+26   1.999999999E+00  -4.470354E-01   2.132027785E+00
    73   10046.266691   2.347817E-07   3.897750E+08    1.09262E+26   2.000000000E+00  -4.468566E-01   2.132027786E+00
    74   10048.432689   1.537283E-07   2.551430E+08    6.42566E+25   2.000000000E+00  -4.467009E-01   2.132027787E+00
    75   10050.380171   1.037377E-07   1.721622E+08    3.75923E+25   2.000000000E+00  -4.465611E-01   2.132027787E+00
    76   10052.069857   7.008481E-08   1.162987E+08    2.19894E+25   2.000000000E+00  -4.464399E-01   2.132027788E+00
