       6     138      38      53

     EOS file :  Prof_BSk26_1.8.dat                                          

  step        radius       baryon#       density        pressure       encl. mass            phi     encl. bar. mass 
                (m)        (#/fm3)       (g/cm3)        (dyn/cm2)      (sol. mass)                     (sol. mass)   

     0       0.000000   6.564828E-01   1.254700E+15    2.81945E+35   0.000000000E+00  -6.776054E-01   0.000000000E+00
     1     100.000001   6.564411E-01   1.254600E+15    2.81890E+35   2.642163156E-06  -6.775662E-01   2.315295735E-06
     2     116.664782   6.564278E-01   1.254568E+15    2.81872E+35   4.195431719E-06  -6.775539E-01   3.676443376E-06
     3     136.106296   6.564099E-01   1.254525E+15    2.81848E+35   6.661710378E-06  -6.775370E-01   5.837721865E-06
     4     158.786803   6.563854E-01   1.254467E+15    2.81816E+35   1.057752001E-05  -6.775141E-01   9.269376990E-06
     5     185.245321   6.563521E-01   1.254387E+15    2.81772E+35   1.679449316E-05  -6.774829E-01   1.471790769E-05
     6     216.110245   6.563068E-01   1.254279E+15    2.81712E+35   2.666425033E-05  -6.774404E-01   2.336822115E-05
     7     252.113971   6.562452E-01   1.254131E+15    2.81631E+35   4.233151536E-05  -6.773826E-01   3.710081402E-05
     8     294.109792   6.561613E-01   1.253930E+15    2.81520E+35   6.719857605E-05  -6.773039E-01   5.889948645E-05
     9     343.091359   6.560472E-01   1.253657E+15    2.81369E+35   1.066606818E-04  -6.771969E-01   9.349730849E-05
    10     400.214989   6.558919E-01   1.253285E+15    2.81164E+35   1.692691940E-04  -6.770514E-01   1.483992226E-04
    11     466.825046   6.556807E-01   1.252780E+15    2.80885E+35   2.685686425E-04  -6.768534E-01   2.354990672E-04
    12     544.482553   6.553935E-01   1.252092E+15    2.80506E+35   4.259924139E-04  -6.765842E-01   3.736326339E-04
    13     634.996975   6.550031E-01   1.251158E+15    2.79991E+35   6.754148196E-04  -6.762183E-01   5.926001598E-04
    14     740.460814   6.544725E-01   1.249889E+15    2.79293E+35   1.070280580E-03  -6.757213E-01   9.394858651E-04
    15     863.286024   6.537520E-01   1.248165E+15    2.78346E+35   1.694714404E-03  -6.750467E-01   1.488547311E-03
    16    1006.240365   6.527743E-01   1.245827E+15    2.77065E+35   2.680711599E-03  -6.741317E-01   2.356607669E-03
    17    1172.480182   6.514499E-01   1.242684E+15    2.75335E+35   4.234495251E-03  -6.728925E-01   3.726835061E-03
    18    1365.571127   6.496574E-01   1.238432E+15    2.73005E+35   6.676309367E-03  -6.712172E-01   5.885061274E-03
    19    1589.497676   6.472360E-01   1.232693E+15    2.69879E+35   1.049949016E-02  -6.689575E-01   9.274575016E-03
    20    1848.632630   6.439739E-01   1.224969E+15    2.65706E+35   1.645561981E-02  -6.659197E-01   1.457692572E-02
    21    2147.654167   6.395956E-01   1.214632E+15    2.60173E+35   2.567242192E-02  -6.618534E-01   2.282766469E-02
    22    2491.373327   6.337502E-01   1.200932E+15    2.52903E+35   3.980731707E-02  -6.564424E-01   3.557470150E-02
    23    2884.426080   6.259932E-01   1.182836E+15    2.43467E+35   6.122493672E-02  -6.492986E-01   5.507940777E-02
    24    3330.820605   6.157897E-01   1.159232E+15    2.31414E+35   9.316652453E-02  -6.399646E-01   8.454403080E-02
    25    3833.211257   6.025195E-01   1.128885E+15    2.16336E+35   1.398203617E-01  -6.279361E-01   1.283025383E-01
    26    4391.929161   5.855089E-01   1.090506E+15    1.97979E+35   2.061448796E-01  -6.127122E-01   1.918463061E-01
    27    5003.813738   5.641044E-01   1.043037E+15    1.76384E+35   2.972403632E-01  -5.938868E-01   2.814645423E-01
    28    5660.941980   5.377859E-01   9.858756E+14    1.52040E+35   4.170697164E-01  -5.712852E-01   4.032011496E-01
    29    6349.633438   5.063241E-01   9.192134E+14    1.25984E+35   5.665901605E-01  -5.451292E-01   5.609206346E-01
    30    7050.229836   4.699441E-01   8.442372E+14    9.97481E+34   7.417998366E-01  -5.161804E-01   7.536713466E-01
    31    7738.261058   4.294428E-01   7.632189E+14    7.50983E+34   9.328066377E-01  -4.857764E-01   9.733423128E-01
    32    8387.251793   3.861783E-01   6.792660E+14    5.36207E+34   1.125030873E+00  -4.556778E-01   1.204324020E+00
    33    8972.818124   3.418747E-01   5.957410E+14    3.63135E+34   1.302724044E+00  -4.277181E-01   1.426567463E+00
    34    9476.937355   2.983058E-01   5.157068E+14    2.33981E+34   1.453387918E+00  -4.033716E-01   1.621426533E+00
    35    9890.804807   2.569473E-01   4.413717E+14    1.44257E+34   1.570815080E+00  -3.834438E-01   1.777233268E+00
    36   10215.437775   2.187565E-01   3.739170E+14    8.57461E+33   1.655425944E+00  -3.680119E-01   1.891509324E+00
    37   10459.923038   1.841250E-01   3.135560E+14    4.95603E+33   1.712281000E+00  -3.565961E-01   1.969166181E+00
    38   10638.192073   1.529803E-01   2.598017E+14    2.81015E+33   1.748309928E+00  -3.484296E-01   2.018698164E+00
    39   10765.542535   1.250580E-01   2.119469E+14    1.57635E+33   1.770116387E+00  -3.426988E-01   2.048780353E+00
    40   10855.941306   1.008066E-01   1.705862E+14    8.79968E+32   1.782912743E+00  -3.386930E-01   2.066461653E+00
    41   10920.116729   7.587075E-02   1.282092E+14    4.93645E+32   1.790220562E+00  -3.358851E-01   2.076565947E+00
    42   10968.822962   5.018995E-02   8.466964E+13    3.00658E+32   1.793950816E+00  -3.337767E-01   2.081727192E+00
    43   11014.300930   3.538876E-02   5.963259E+13    1.74106E+32   1.796445130E+00  -3.318279E-01   2.085178961E+00
    44   11052.150672   2.486891E-02   4.186259E+13    1.00884E+32   1.797914193E+00  -3.302213E-01   2.087211498E+00
    45   11083.713228   1.743372E-02   2.931862E+13    5.84182E+31   1.798779206E+00  -3.288927E-01   2.088408120E+00
    46   11110.034479   1.219370E-02   2.048880E+13    3.38427E+31   1.799286245E+00  -3.277925E-01   2.089109427E+00
    47   11132.011577   8.512341E-03   1.429188E+13    1.96001E+31   1.799583284E+00  -3.268794E-01   2.089520248E+00
    48   11150.368535   5.882803E-03   9.874473E+12    1.13894E+31   1.799756079E+00  -3.261206E-01   2.089759173E+00
    49   11165.885046   3.949218E-03   6.625266E+12    6.68223E+30   1.799855898E+00  -3.254820E-01   2.089897152E+00
    50   11179.510332   2.426326E-03   4.068425E+12    4.02624E+30   1.799912583E+00  -3.249233E-01   2.089975505E+00
    51   11192.927102   1.441897E-03   2.416415E+12    2.45159E+30   1.799946388E+00  -3.243751E-01   2.090022230E+00
    52   11206.729426   7.809344E-04   1.307463E+12    1.54659E+30   1.799965930E+00  -3.238131E-01   2.090049246E+00
    53   11222.876682   4.466650E-04   7.473111E+11    9.65690E+29   1.799978553E+00  -3.231582E-01   2.090066704E+00
    54   11240.588100   2.018951E-04   3.373738E+11    6.00356E+29   1.799986549E+00  -3.224430E-01   2.090077761E+00
    55   11265.077056   1.309989E-04   2.187562E+11    3.57150E+29   1.799991920E+00  -3.214594E-01   2.090085192E+00
    56   11287.691029   8.592643E-05   1.433757E+11    2.10863E+29   1.799995184E+00  -3.205567E-01   2.090089707E+00
    57   11308.184474   5.575346E-05   9.292430E+10    1.25351E+29   1.799997111E+00  -3.197431E-01   2.090092372E+00
    58   11327.083160   3.714170E-05   6.188544E+10    7.39829E+28   1.799998278E+00  -3.189966E-01   2.090093986E+00
    59   11343.915596   2.400644E-05   3.996836E+10    4.37060E+28   1.799998971E+00  -3.183347E-01   2.090094945E+00
    60   11359.380326   1.610480E-05   2.680213E+10    2.56557E+28   1.799999388E+00  -3.177292E-01   2.090095521E+00
    61   11372.973049   1.052792E-05   1.751167E+10    1.52456E+28   1.799999630E+00  -3.171988E-01   2.090095855E+00
    62   11385.379621   6.862258E-06   1.141549E+10    9.05936E+27   1.799999774E+00  -3.167164E-01   2.090096055E+00
    63   11396.725546   4.604388E-06   7.654937E+09    5.31581E+27   1.799999862E+00  -3.162765E-01   2.090096176E+00
    64   11406.683267   3.058314E-06   5.082866E+09    3.12449E+27   1.799999914E+00  -3.158915E-01   2.090096248E+00
    65   11415.520857   2.039623E-06   3.388655E+09    1.84143E+27   1.799999944E+00  -3.155506E-01   2.090096290E+00
    66   11423.351453   1.369194E-06   2.274400E+09    1.07991E+27   1.799999962E+00  -3.152492E-01   2.090096315E+00
    67   11430.207578   9.195150E-07   1.527173E+09    6.33166E+26   1.799999973E+00  -3.149858E-01   2.090096329E+00
    68   11436.205006   5.851029E-07   9.714324E+08    3.74268E+26   1.799999979E+00  -3.147557E-01   2.090096338E+00
    69   11441.786829   3.934257E-07   6.531050E+08    2.19310E+26   1.799999983E+00  -3.145419E-01   2.090096343E+00
    70   11446.658902   2.646925E-07   4.394044E+08    1.28486E+26   1.799999985E+00  -3.143556E-01   2.090096346E+00
    71   11450.906875   1.753872E-07   2.911386E+08    7.53769E+25   1.799999986E+00  -3.141933E-01   2.090096348E+00
    72   11454.672261   1.172395E-07   1.945736E+08    4.44143E+25   1.799999987E+00  -3.140495E-01   2.090096349E+00
    73   11457.995301   7.911796E-08   1.312974E+08    2.59848E+25   1.799999987E+00  -3.139228E-01   2.090096349E+00
    74   11460.878908   5.356348E-08   8.886958E+07    1.51855E+25   1.799999987E+00  -3.138129E-01   2.090096350E+00
    75   11463.370492   3.630349E-08   6.022454E+07    8.87286E+24   1.799999988E+00  -3.137180E-01   2.090096350E+00
    76   11465.520167   2.467917E-08   4.094672E+07    5.17662E+24   1.799999988E+00  -3.136362E-01   2.090096350E+00
