       6     150      50      65

     EOS file :  /Users/jkopp/cernbox/ns-muons/packages/nscool/EOS/BSk22_test

  step        radius       baryon#       density        pressure       encl. mass            phi     encl. bar. mass 
                (m)        (#/fm3)       (g/cm3)        (dyn/cm2)      (sol. mass)                     (sol. mass)   

     0       0.000000   3.149507E-01   5.539108E+14    4.39351E+34   0.000000000E+00  -2.800815E-01   0.000000000E+00
     1      10.000000   3.149505E-01   5.539104E+14    4.39350E+34   1.166523063E-09  -2.800814E-01   1.110818366E-09
     2      11.666665   3.149505E-01   5.539103E+14    4.39350E+34   1.852394635E-09  -2.800814E-01   1.763937749E-09
     3      13.611107   3.149504E-01   5.539102E+14    4.39349E+34   2.941532410E-09  -2.800813E-01   2.801066398E-09
     4      15.879621   3.149503E-01   5.539100E+14    4.39349E+34   4.671040960E-09  -2.800812E-01   4.447986677E-09
     5      18.526220   3.149502E-01   5.539098E+14    4.39348E+34   7.417432376E-09  -2.800811E-01   7.063231615E-09
     6      21.613916   3.149500E-01   5.539094E+14    4.39348E+34   1.177859135E-08  -2.800810E-01   1.121613622E-08
     7      25.216223   3.149498E-01   5.539090E+14    4.39347E+34   1.870393111E-08  -2.800808E-01   1.781077874E-08
     8      29.418908   3.149494E-01   5.539084E+14    4.39345E+34   2.970107271E-08  -2.800806E-01   2.828279180E-08
     9      34.322030   3.149490E-01   5.539075E+14    4.39343E+34   4.716403669E-08  -2.800802E-01   4.491188503E-08
    10      40.042320   3.149484E-01   5.539063E+14    4.39341E+34   7.489438309E-08  -2.800798E-01   7.131810566E-08
    11      46.715965   3.149476E-01   5.539048E+14    4.39337E+34   1.189287277E-07  -2.800791E-01   1.132498526E-07
    12      54.501840   3.149464E-01   5.539026E+14    4.39333E+34   1.888527315E-07  -2.800783E-01   1.798351498E-07
    13      63.585290   3.149449E-01   5.538997E+14    4.39326E+34   2.998875049E-07  -2.800771E-01   2.855684846E-07
    14      74.182537   3.149428E-01   5.538957E+14    4.39318E+34   4.762023875E-07  -2.800755E-01   4.534655358E-07
    15      86.545814   3.149400E-01   5.538903E+14    4.39306E+34   7.561747591E-07  -2.800733E-01   7.200721219E-07
    16     100.969357   3.149361E-01   5.538829E+14    4.39290E+34   1.200740779E-06  -2.800704E-01   1.143416837E-06
    17     117.796376   3.149309E-01   5.538728E+14    4.39268E+34   1.906652498E-06  -2.800663E-01   1.815636538E-06
    18     137.427188   3.149237E-01   5.538591E+14    4.39238E+34   3.027521974E-06  -2.800608E-01   2.883018663E-06
    19     160.328676   3.149140E-01   5.538405E+14    4.39198E+34   4.807221957E-06  -2.800534E-01   4.577813670E-06
    20     187.045289   3.149007E-01   5.538151E+14    4.39143E+34   7.632889070E-06  -2.800432E-01   7.268721715E-06
    21     218.211830   3.148827E-01   5.537806E+14    4.39068E+34   1.211901342E-05  -2.800294E-01   1.154099817E-05
    22     254.568284   3.148582E-01   5.537337E+14    4.38966E+34   1.924080244E-05  -2.800106E-01   1.832351685E-05
    23     296.976986   3.148248E-01   5.536698E+14    4.38827E+34   3.054559638E-05  -2.799850E-01   2.909023637E-05
    24     346.442437   3.147794E-01   5.535828E+14    4.38638E+34   4.848780825E-05  -2.799502E-01   4.617946198E-05
    25     404.134085   3.147175E-01   5.534645E+14    4.38381E+34   7.695911296E-05  -2.799028E-01   7.329939897E-05
    26     471.412367   3.146334E-01   5.533035E+14    4.38032E+34   1.221267390E-04  -2.798383E-01   1.163278839E-04
    27     549.858252   3.145191E-01   5.530846E+14    4.37557E+34   1.937568258E-04  -2.797507E-01   1.845757138E-04
    28     641.306357   3.143635E-01   5.527869E+14    4.36912E+34   3.072990410E-04  -2.796316E-01   2.927785248E-04
    29     747.881486   3.141520E-01   5.523822E+14    4.36037E+34   4.871607262E-04  -2.794697E-01   4.642291978E-04
    30     872.037924   3.138647E-01   5.518323E+14    4.34848E+34   7.718286198E-04  -2.792498E-01   7.356862786E-04
    31    1016.600065   3.134744E-01   5.510856E+14    4.33238E+34   1.221836307E-03  -2.789514E-01   1.165027669E-03
    32    1184.801646   3.129449E-01   5.500726E+14    4.31060E+34   1.932063561E-03  -2.785470E-01   1.843104261E-03
    33    1380.318829   3.122286E-01   5.487051E+14    4.28118E+34   3.050524779E-03  -2.779997E-01   2.911927739E-03
    34    1607.287279   3.112599E-01   5.468576E+14    4.24159E+34   4.806628676E-03  -2.772605E-01   4.592196270E-03
    35    1870.296495   3.099516E-01   5.443631E+14    4.18849E+34   7.552786637E-03  -2.762647E-01   7.224203289E-03
    36    2174.335810   3.081892E-01   5.410043E+14    4.11768E+34   1.182381645E-02  -2.749284E-01   1.132700065E-02
    37    2524.664573   3.058278E-01   5.365131E+14    4.02390E+34   1.841785339E-02  -2.731441E-01   1.768057145E-02
    38    2926.558100   3.026782E-01   5.305340E+14    3.90089E+34   2.849861305E-02  -2.707777E-01   2.743286383E-02
    39    3384.900722   2.985086E-01   5.226419E+14    3.74161E+34   4.370817345E-02  -2.676675E-01   4.222504274E-02
    40    3903.522028   2.930380E-01   5.123221E+14    3.53882E+34   6.625845533E-02  -2.636290E-01   6.430819714E-02
    41    4484.263848   2.859479E-01   4.990059E+14    3.28634E+34   9.893333197E-02  -2.584682E-01   9.658977246E-02
    42    5125.724757   2.769094E-01   4.821324E+14    2.98096E+34   1.448857244E-01  -2.520099E-01   1.424941715E-01
    43    5821.752651   2.656126E-01   4.611890E+14    2.62499E+34   2.070844575E-01  -2.441440E-01   2.054724878E-01
    44    6560.039395   2.518491E-01   4.358903E+14    2.22881E+34   2.873247795E-01  -2.348872E-01   2.880208599E-01
    45    7321.212407   2.355857E-01   4.062897E+14    1.81201E+34   3.849179806E-01  -2.244476E-01   3.902362162E-01
    46    8079.276128   2.170364E-01   3.728900E+14    1.40167E+34   4.955841832E-01  -2.132609E-01   5.083780082E-01
    47    8804.061089   1.966964E-01   3.366779E+14    1.02690E+34   6.113819187E-01  -2.019602E-01   6.343736641E-01
    48    9465.724570   1.752890E-01   2.989868E+14    7.11267E+33   7.222890089E-01  -1.912610E-01   7.571861725E-01
    49   10040.373334   1.536380E-01   2.612572E+14    4.66588E+33   8.190888618E-01  -1.817904E-01   8.659823413E-01
    50   10514.794423   1.325115E-01   2.247660E+14    2.91486E+33   8.961116938E-01  -1.739360E-01   9.535491161E-01
    51   10888.272970   1.125163E-01   1.904749E+14    1.74892E+33   9.523091452E-01  -1.677887E-01   1.017955942E+00
    52   11170.675116   9.416191E-02   1.591671E+14    1.01784E+33   9.903298456E-01  -1.631956E-01   1.061755339E+00
    53   11377.720144   7.487430E-02   1.265609E+14    5.82268E+32   1.014402411E+00  -1.598762E-01   1.089565354E+00
    54   11532.531619   5.426199E-02   9.157430E+13    3.42023E+32   1.028337763E+00  -1.574319E-01   1.105678813E+00
    55   11661.932583   3.868638E-02   6.520636E+13    1.99832E+32   1.036937323E+00  -1.554216E-01   1.115635096E+00
    56   11770.786683   2.732621E-02   4.601174E+13    1.16714E+32   1.042156094E+00  -1.537578E-01   1.121679763E+00
    57   11862.820219   1.924961E-02   3.238014E+13    6.79611E+31   1.045320363E+00  -1.523726E-01   1.125345547E+00
    58   11940.361371   1.350018E-02   2.268958E+13    3.95337E+31   1.047219430E+00  -1.512218E-01   1.127545775E+00
    59   12005.725363   9.458565E-03   1.588332E+13    2.29623E+31   1.048354309E+00  -1.502637E-01   1.128860689E+00
    60   12060.664668   6.557530E-03   1.100785E+13    1.33593E+31   1.049026036E+00  -1.494670E-01   1.129638925E+00
    61   12107.287742   4.439776E-03   7.449461E+12    7.80945E+30   1.049421299E+00  -1.487972E-01   1.130096715E+00
    62   12147.931505   2.791946E-03   4.682125E+12    4.63379E+30   1.049650990E+00  -1.482180E-01   1.130362731E+00
    63   12186.605101   1.698436E-03   2.846931E+12    2.81708E+30   1.049784240E+00  -1.476709E-01   1.130517048E+00
    64   12225.560555   9.281143E-04   1.554373E+12    1.76513E+30   1.049862446E+00  -1.471239E-01   1.130607629E+00
    65   12270.594247   5.200854E-04   8.702152E+11    1.10813E+30   1.049912008E+00  -1.464966E-01   1.130665056E+00
    66   12321.521368   2.339575E-04   3.909225E+11    6.95199E+29   1.049943675E+00  -1.457936E-01   1.130701749E+00
    67   12393.294911   1.494716E-04   2.495962E+11    4.18914E+29   1.049965318E+00  -1.448143E-01   1.130726841E+00
    68   12461.966123   9.885514E-05   1.650019E+11    2.48828E+29   1.049978977E+00  -1.438896E-01   1.130742668E+00
    69   12524.480680   6.413765E-05   1.069120E+11    1.48352E+29   1.049987234E+00  -1.430581E-01   1.130752236E+00
    70   12582.686285   4.235294E-05   7.057641E+10    8.81416E+28   1.049992287E+00  -1.422925E-01   1.130758093E+00
    71   12635.649840   2.786152E-05   4.639770E+10    5.19527E+28   1.049995384E+00  -1.416031E-01   1.130761681E+00
    72   12683.609535   1.847362E-05   3.075751E+10    3.08194E+28   1.049997224E+00  -1.409845E-01   1.130763812E+00
    73   12726.913007   1.210533E-05   2.014163E+10    1.81931E+28   1.049998341E+00  -1.404306E-01   1.130765106E+00
    74   12766.263476   7.841083E-06   1.304269E+10    1.07786E+28   1.049999006E+00  -1.399311E-01   1.130765877E+00
    75   12802.528257   5.253590E-06   8.736392E+09    6.34035E+27   1.049999409E+00  -1.394739E-01   1.130766344E+00
    76   12834.589555   3.509831E-06   5.834336E+09    3.72552E+27   1.049999650E+00  -1.390722E-01   1.130766622E+00
