       6     154      53      69

     EOS file :  /Users/jkopp/cernbox/ns-muons/packages/nscool/EOS/BSk22_test

  step        radius       baryon#       density        pressure       encl. mass            phi     encl. bar. mass 
                (m)        (#/fm3)       (g/cm3)        (dyn/cm2)      (sol. mass)                     (sol. mass)   

     0       0.000000   6.595821E-01   1.322677E+15    3.58372E+35   0.000000000E+00  -8.079959E-01   0.000000000E+00
     1      10.000000   6.595816E-01   1.322676E+15    3.58371E+35   2.785526789E-09  -8.079955E-01   2.326319350E-09
     2      11.666665   6.595815E-01   1.322676E+15    3.58371E+35   4.423310989E-09  -8.079953E-01   3.694107388E-09
     3      13.611106   6.595813E-01   1.322675E+15    3.58370E+35   7.024048958E-09  -8.079951E-01   5.866102452E-09
     4      15.879620   6.595810E-01   1.322675E+15    3.58370E+35   1.115391873E-08  -8.079949E-01   9.315146532E-09
     5      18.526218   6.595806E-01   1.322674E+15    3.58369E+35   1.771198643E-08  -8.079945E-01   1.479209293E-08
     6      21.613912   6.595801E-01   1.322672E+15    3.58369E+35   2.812592797E-08  -8.079940E-01   2.348926397E-08
     7      25.216217   6.595794E-01   1.322670E+15    3.58368E+35   4.466282287E-08  -8.079933E-01   3.730001276E-08
     8      29.418898   6.595785E-01   1.322668E+15    3.58366E+35   7.092267293E-08  -8.079924E-01   5.923089096E-08
     9      34.322014   6.595772E-01   1.322665E+15    3.58364E+35   1.126220687E-07  -8.079912E-01   9.405614177E-08
    10      40.042295   6.595754E-01   1.322660E+15    3.58362E+35   1.788385736E-07  -8.079895E-01   1.493569795E-07
    11      46.715924   6.595731E-01   1.322654E+15    3.58358E+35   2.839866530E-07  -8.079873E-01   2.371718604E-07
    12      54.501773   6.595699E-01   1.322645E+15    3.58353E+35   4.509551468E-07  -8.079842E-01   3.766169071E-07
    13      63.585183   6.595655E-01   1.322634E+15    3.58347E+35   7.160889618E-07  -8.079799E-01   5.980467335E-07
    14      74.182367   6.595595E-01   1.322618E+15    3.58338E+35   1.137098739E-06  -8.079742E-01   9.496610067E-07
    15      86.545543   6.595514E-01   1.322597E+15    3.58326E+35   1.805618787E-06  -8.079664E-01   1.507993965E-06
    16     100.968925   6.595403E-01   1.322568E+15    3.58309E+35   2.867143600E-06  -8.079557E-01   2.394568233E-06
    17     117.795689   6.595252E-01   1.322529E+15    3.58287E+35   4.552675443E-06  -8.079413E-01   3.802333661E-06
    18     137.426097   6.595047E-01   1.322475E+15    3.58256E+35   7.228956110E-06  -8.079216E-01   6.037636507E-06
    19     160.326941   6.594768E-01   1.322403E+15    3.58215E+35   1.147818241E-05  -8.078947E-01   9.586833172E-06
    20     187.042533   6.594389E-01   1.322304E+15    3.58158E+35   1.822448198E-05  -8.078582E-01   1.522200167E-05
    21     218.207452   6.593872E-01   1.322169E+15    3.58081E+35   2.893451572E-05  -8.078086E-01   2.416865919E-05
    22     254.561331   6.593169E-01   1.321985E+15    3.57977E+35   4.593551658E-05  -8.077410E-01   3.837177102E-05
    23     296.965946   6.592212E-01   1.321735E+15    3.57834E+35   7.291922142E-05  -8.076490E-01   6.091747107E-05
    24     346.424910   6.590910E-01   1.321395E+15    3.57641E+35   1.157397185E-04  -8.075238E-01   9.670124530E-05
    25     404.106267   6.589139E-01   1.320933E+15    3.57378E+35   1.836752730E-04  -8.073536E-01   1.534857608E-04
    26     471.368230   6.586730E-01   1.320305E+15    3.57020E+35   2.914210155E-04  -8.071221E-01   2.435737137E-04
    27     549.788246   6.583455E-01   1.319450E+15    3.56533E+35   4.622294911E-04  -8.068073E-01   3.864492892E-04
    28     641.195375   6.579003E-01   1.318289E+15    3.55873E+35   7.328466796E-04  -8.063794E-01   6.129405148E-04
    29     747.705654   6.572955E-01   1.316711E+15    3.54977E+35   1.161240768E-03  -8.057982E-01   9.717597913E-04
    30     871.759588   6.564744E-01   1.314570E+15    3.53763E+35   1.838641241E-03  -8.050091E-01   1.539741868E-03
    31    1016.159977   6.553606E-01   1.311667E+15    3.52121E+35   2.908158624E-03  -8.039390E-01   2.437784885E-03
    32    1184.106889   6.538523E-01   1.307750E+15    3.49904E+35   4.593301307E-03  -8.024896E-01   3.855491178E-03
    33    1379.222555   6.518133E-01   1.302475E+15    3.46919E+35   7.241063024E-03  -8.005299E-01   6.088852079E-03
    34    1605.561408   6.490618E-01   1.295364E+15    3.42917E+35   1.138566389E-02  -7.978865E-01   9.597098024E-03
    35    1867.591146   6.453599E-01   1.285812E+15    3.37580E+35   1.784045263E-02  -7.943323E-01   1.508680897E-02
    36    2170.118781   6.404021E-01   1.273082E+15    3.30511E+35   2.782487764E-02  -7.895738E-01   2.363270890E-02
    37    2518.127964   6.337980E-01   1.256220E+15    3.21238E+35   4.312934845E-02  -7.832399E-01   3.684359829E-02
    38    2916.515440   6.250665E-01   1.234097E+15    3.09225E+35   6.630641841E-02  -7.748734E-01   5.707626298E-02
    39    3369.639940   6.136325E-01   1.205398E+15    2.93918E+35   1.008510309E-01  -7.639343E-01   8.768017732E-02
    40    3880.680388   5.988471E-01   1.168741E+15    2.74829E+35   1.512817399E-01  -7.498215E-01   1.332191491E-01
    41    4450.746435   5.800395E-01   1.122884E+15    2.51668E+35   2.229668777E-01  -7.319274E-01   1.995457776E-01
    42    5077.751890   5.565952E-01   1.066837E+15    2.24525E+35   3.214838679E-01  -7.097378E-01   2.935095932E-01
    43    5755.290374   5.281043E-01   1.000402E+15    1.94040E+35   4.513488540E-01  -6.829792E-01   4.220253673E-01
    44    6471.605562   4.945140E-01   9.243212E+14    1.61505E+35   6.141350429E-01  -6.518018E-01   5.902420950E-01
    45    7209.274321   4.562793E-01   8.405169E+14    1.28777E+35   8.065141192E-01  -6.169439E-01   7.989436175E-01
    46    7945.939396   4.144456E-01   7.520755E+14    9.79570E+34   1.019199504E+00  -5.797954E-01   1.041957930E+00
    47    8656.289154   3.705507E-01   6.626516E+14    7.09185E+34   1.237792220E+00  -5.422821E-01   1.305056737E+00
    48    9315.286384   3.264019E-01   5.759190E+14    4.88591E+34   1.445820632E+00  -5.065354E-01   1.567900642E+00
    49    9901.704217   2.837352E-01   4.948671E+14    3.20983E+34   1.628845865E+00  -4.744513E-01   1.809035655E+00
    50   10401.167750   2.439216E-01   4.214235E+14    2.01881E+34   1.777798760E+00  -4.473052E-01   2.011882427E+00
    51   10807.914074   2.078102E-01   3.564132E+14    1.22224E+34   1.890230761E+00  -4.255804E-01   2.168695645E+00
    52   11124.862092   1.757249E-01   2.997499E+14    7.16936E+33   1.969318936E+00  -4.090414E-01   2.280747056E+00
    53   11361.988179   1.475779E-01   2.507591E+14    4.10336E+33   2.021538730E+00  -3.969696E-01   2.355425784E+00
    54   11533.438137   1.230275E-01   2.084745E+14    2.30790E+33   2.054212250E+00  -3.884396E-01   2.402385375E+00
    55   11654.360840   1.016913E-01   1.719933E+14    1.28385E+33   2.073804255E+00  -3.825403E-01   2.430609159E+00
    56   11738.410102   8.346252E-02   1.409761E+14    7.09537E+32   2.085204574E+00  -3.785041E-01   2.447046180E+00
    57   11796.322537   6.032049E-02   1.018519E+14    4.07394E+32   2.091361492E+00  -3.757569E-01   2.455917605E+00
    58   11843.027519   4.296745E-02   7.244444E+13    2.35056E+32   2.094944660E+00  -3.735638E-01   2.461081530E+00
    59   11881.375099   3.019767E-02   5.086159E+13    1.36222E+32   2.097034874E+00  -3.717794E-01   2.464093791E+00
    60   11913.349640   2.121036E-02   3.568739E+13    7.88723E+31   2.098265500E+00  -3.703034E-01   2.465866982E+00
    61   11939.959876   1.484082E-02   2.494844E+13    4.56833E+31   2.098986521E+00  -3.690834E-01   2.466905757E+00
    62   11962.164715   1.037707E-02   1.742960E+13    2.64532E+31   2.099408670E+00  -3.680714E-01   2.467513879E+00
    63   11980.679486   7.200788E-03   1.208844E+13    1.53282E+31   2.099655043E+00  -3.672318E-01   2.467868769E+00
    64   11996.225320   4.905569E-03   8.232164E+12    8.91878E+30   2.099798035E+00  -3.665298E-01   2.468074662E+00
    65   12009.563359   3.167730E-03   5.312966E+12    5.25834E+30   2.099880206E+00  -3.659297E-01   2.468192964E+00
    66   12021.790759   1.924782E-03   3.226723E+12    3.19302E+30   2.099926819E+00  -3.653814E-01   2.468260071E+00
    67   12034.054354   1.073389E-03   1.798061E+12    1.96730E+30   2.099954624E+00  -3.648331E-01   2.468300101E+00
    68   12047.654735   5.878100E-04   9.835921E+11    1.23781E+30   2.099971259E+00  -3.642271E-01   2.468324058E+00
    69   12063.349428   3.499488E-04   5.853636E+11    7.60119E+29   2.099982218E+00  -3.635303E-01   2.468339843E+00
    70   12079.608051   1.778568E-04   2.970951E+11    5.16010E+29   2.099987853E+00  -3.628114E-01   2.468347961E+00
    71   12101.433958   1.160898E-04   1.937974E+11    3.06516E+29   2.099992728E+00  -3.618510E-01   2.468354985E+00
    72   12121.423005   7.572023E-05   1.262930E+11    1.81199E+29   2.099995670E+00  -3.609761E-01   2.468359224E+00
    73   12139.650456   4.920555E-05   8.200199E+10    1.07637E+29   2.099997411E+00  -3.601821E-01   2.468361733E+00
    74   12156.405359   3.300711E-05   5.498867E+10    6.31991E+28   2.099998471E+00  -3.594555E-01   2.468363259E+00
    75   12171.140338   2.148248E-05   3.577162E+10    3.76933E+28   2.099999083E+00  -3.588189E-01   2.468364141E+00
    76   12184.701244   1.425369E-05   2.371949E+10    2.21524E+28   2.099999459E+00  -3.582352E-01   2.468364682E+00
