       6     156      55      71

     EOS file :  /Users/jkopp/cernbox/ns-muons/packages/nscool/EOS/nl3wr_test

  step        radius       baryon#       density        pressure       encl. mass            phi     encl. bar. mass 
                (m)        (#/fm3)       (g/cm3)        (dyn/cm2)      (sol. mass)                     (sol. mass)   

     0       0.000000   6.175244E+00   7.432258E+16    6.78878E+37   0.000000000E+00  -3.156346E+00   0.000000000E+00
     1      10.000000   6.174940E+00   7.431594E+16    6.78811E+37   1.565106243E-07  -3.156296E+00   2.177928195E-08
     2      11.666594   6.174837E+00   7.431368E+16    6.78788E+37   2.485252885E-07  -3.156279E+00   3.458399081E-08
     3      13.610932   6.174696E+00   7.431061E+16    6.78757E+37   3.946323793E-07  -3.156256E+00   5.491670183E-08
     4      15.879287   6.174505E+00   7.430643E+16    6.78714E+37   6.266260364E-07  -3.156224E+00   8.720279744E-08
     5      18.525635   6.174244E+00   7.430074E+16    6.78657E+37   9.949823291E-07  -3.156181E+00   1.384686875E-07
     6      21.612931   6.173890E+00   7.429300E+16    6.78578E+37   1.579829788E-06  -3.156123E+00   2.198700331E-07
     7      25.214600   6.173407E+00   7.428247E+16    6.78472E+37   2.508354252E-06  -3.156044E+00   3.491172523E-07
     8      29.416268   6.172750E+00   7.426813E+16    6.78327E+37   3.982402658E-06  -3.155936E+00   5.543244150E-07
     9      34.317766   6.171857E+00   7.424863E+16    6.78129E+37   6.322242474E-06  -3.155790E+00   8.801152796E-07
    10      40.035471   6.170641E+00   7.422210E+16    6.77860E+37   1.003588954E-05  -3.155590E+00   1.397306784E-06
    11      46.704999   6.168988E+00   7.418602E+16    6.77495E+37   1.592885202E-05  -3.155318E+00   2.218258737E-06
    12      54.484325   6.166739E+00   7.413696E+16    6.76998E+37   2.527765378E-05  -3.154949E+00   3.521189594E-06
    13      63.557366   6.163681E+00   7.407029E+16    6.76323E+37   4.010377769E-05  -3.154446E+00   5.588661959E-06
    14      74.138078   6.159526E+00   7.397973E+16    6.75406E+37   6.360522657E-05  -3.153763E+00   8.868422559E-06
    15      86.475106   6.153883E+00   7.385681E+16    6.74162E+37   1.008344241E-04  -3.152835E+00   1.406942581E-05
    16     100.857005   6.146224E+00   7.369012E+16    6.72475E+37   1.597588626E-04  -3.151573E+00   2.231305380E-05
    17     117.618006   6.135839E+00   7.346440E+16    6.70191E+37   2.529116293E-04  -3.149860E+00   3.537054773E-05
    18     137.144252   6.121779E+00   7.315928E+16    6.67105E+37   3.999408341E-04  -3.147537E+00   5.603428188E-05
    19     159.880307   6.102779E+00   7.274786E+16    6.62946E+37   6.315073535E-04  -3.144390E+00   8.869511359E-05
    20     186.335574   6.077168E+00   7.219493E+16    6.57360E+37   9.951600610E-04  -3.140134E+00   1.402334330E-04
    21     217.090050   6.042764E+00   7.145514E+16    6.49894E+37   1.564018365E-03  -3.134392E+00   2.213802911E-04
    22     252.798467   5.996757E+00   7.047123E+16    6.39978E+37   2.449250327E-03  -3.126666E+00   3.487677009E-04
    23     294.191494   5.935609E+00   6.917297E+16    6.26917E+37   3.817300366E-03  -3.116315E+00   5.479587404E-04
    24     342.072207   5.854986E+00   6.747781E+16    6.09902E+37   5.912299191E-03  -3.102519E+00   8.578107517E-04
    25     397.305724   5.749794E+00   6.529450E+16    5.88057E+37   9.082606088E-03  -3.084259E+00   1.336538549E-03
    26     460.800080   5.614390E+00   6.253166E+16    5.60528E+37   1.380742490E-02  -3.060306E+00   2.069737199E-03
    27     533.477531   5.443058E+00   5.911278E+16    5.26645E+37   2.071465852E-02  -3.029240E+00   3.180296237E-03
    28     616.238308   5.230828E+00   5.499778E+16    4.86147E+37   3.057564458E-02  -2.989514E+00   4.839506396E-03
    29     709.923579   4.974601E+00   5.020802E+16    4.39425E+37   4.425965048E-02  -2.939571E+00   7.277771971E-03
    30     815.290445   4.674415E+00   4.484696E+16    3.87705E+37   6.263702425E-02  -2.878026E+00   1.079253294E-02
    31     933.016633   4.334448E+00   3.910556E+16    3.33062E+37   8.643952993E-02  -2.803878E+00   1.575096305E-02
    32    1063.752422   3.963290E+00   3.324339E+16    2.78168E+37   1.161154202E-01  -2.716706E+00   2.258650263E-02
    33    1208.229498   3.573166E+00   2.754614E+16    2.25822E+37   1.517371881E-01  -2.616795E+00   3.179141863E-02
    34    1367.422713   3.178203E+00   2.227248E+16    1.78410E+37   1.930101364E-01  -2.505135E+00   4.391122462E-02
    35    1542.748030   2.792252E+00   1.761005E+16    1.37498E+37   2.393877709E-01  -2.383301E+00   5.954902199E-02
    36    1736.275484   2.426989E+00   1.365521E+16    1.03705E+37   2.902522644E-01  -2.253240E+00   7.938748069E-02
    37    1950.941807   2.090780E+00   1.041863E+16    7.68266E+36   3.450978722E-01  -2.117034E+00   1.042340249E-01
    38    2190.758417   1.788496E+00   7.855095E+15    5.61075E+36   4.036814261E-01  -1.976705E+00   1.350963841E-01
    39    2460.835759   1.522723E+00   5.899308E+15    4.05136E+36   4.662533135E-01  -1.834137E+00   1.732586105E-01
    40    2766.533162   1.293261E+00   4.436046E+15    2.89985E+36   5.334342268E-01  -1.691356E+00   2.202981339E-01
    41    3113.446504   1.097906E+00   3.354681E+15    2.06149E+36   6.061481052E-01  -1.550255E+00   2.781482337E-01
    42    3506.830520   9.332779E-01   2.561634E+15    1.45714E+36   6.855635767E-01  -1.412583E+00   3.491161289E-01
    43    3950.618138   7.954192E-01   1.982063E+15    1.02445E+36   7.729407335E-01  -1.279976E+00   4.357045197E-01
    44    4446.172222   6.807308E-01   1.558595E+15    7.15996E+35   8.694520235E-01  -1.153980E+00   5.404077504E-01
    45    4990.801033   5.857598E-01   1.248193E+15    4.96772E+35   9.758186455E-01  -1.036054E+00   6.651321813E-01
    46    5576.425650   5.071794E-01   1.019067E+15    3.41354E+35   1.091860047E+00  -9.275565E-01   8.104091256E-01
    47    6188.762676   4.420978E-01   8.479690E+14    2.31540E+35   1.215929314E+00  -8.297019E-01   9.743406985E-01
    48    6807.484593   3.879296E-01   7.180595E+14    1.54387E+35   1.344458597E+00  -7.435005E-01   1.151764209E+00
    49    7407.647675   3.422026E-01   6.168948E+14    1.00731E+35   1.471799811E+00  -6.696790E-01   1.333746915E+00
    50    7962.960846   3.027012E-01   5.353043E+14    6.40275E+34   1.590878074E+00  -6.085366E-01   1.508536859E+00
    51    8450.394102   2.677248E-01   4.669394E+14    3.95142E+34   1.694717728E+00  -5.597977E-01   1.664007751E+00
    52    8854.701289   2.359681E-01   4.074836E+14    2.36563E+34   1.778359790E+00  -5.225449E-01   1.790969847E+00
    53    9171.582307   2.065310E-01   3.541304E+14    1.37717E+34   1.840362980E+00  -4.952530E-01   1.885903662E+00
    54    9407.550045   1.792081E-01   3.057331E+14    7.82727E+33   1.882912421E+00  -4.759979E-01   1.951363409E+00
    55    9575.847984   1.536725E-01   2.612252E+14    4.37438E+33   1.910146658E+00  -4.628267E-01   1.993350923E+00
    56    9692.502156   1.294007E-01   2.193824E+14    2.42115E+33   1.926659365E+00  -4.539795E-01   2.018824392E+00
    57    9772.577145   1.061501E-01   1.795953E+14    1.33900E+33   1.936265079E+00  -4.480459E-01   2.033641343E+00
    58    9828.220217   8.413060E-02   1.422134E+14    7.45589E+32   1.941716563E+00  -4.439928E-01   2.042046599E+00
    59    9868.126332   6.166900E-02   1.041402E+14    4.22553E+32   1.944757938E+00  -4.411232E-01   2.046728977E+00
    60    9899.445303   4.395430E-02   7.411323E+13    2.43459E+32   1.946475671E+00  -4.388940E-01   2.049373080E+00
    61    9925.081203   3.087443E-02   5.200482E+13    1.40973E+32   1.947473659E+00  -4.370850E-01   2.050908849E+00
    62    9946.428460   2.167745E-02   3.647562E+13    8.15751E+31   1.948059482E+00  -4.355896E-01   2.051810045E+00
    63    9964.174505   1.516639E-02   2.549707E+13    4.72225E+31   1.948401940E+00  -4.343543E-01   2.052336744E+00
    64    9978.964118   1.060255E-02   1.780924E+13    2.73359E+31   1.948601978E+00  -4.333302E-01   2.052644348E+00
    65    9991.286241   7.360283E-03   1.235638E+13    1.58296E+31   1.948718595E+00  -4.324808E-01   2.052823660E+00
    66   10001.616008   5.024100E-03   8.431359E+12    9.20683E+30   1.948786140E+00  -4.317713E-01   2.052927476E+00
    67   10010.453268   3.267150E-03   5.479879E+12    5.42359E+30   1.948824929E+00  -4.311663E-01   2.052987085E+00
    68   10018.487729   1.984961E-03   3.327706E+12    3.29298E+30   1.948846874E+00  -4.306178E-01   2.053020805E+00
    69   10026.542541   1.112562E-03   1.863780E+12    2.02059E+30   1.948860034E+00  -4.300694E-01   2.053041029E+00
    70   10035.390039   6.059276E-04   1.013924E+12    1.27226E+30   1.948867808E+00  -4.294688E-01   2.053052978E+00
    71   10045.658651   3.593298E-04   6.010757E+11    7.81412E+29   1.948872932E+00  -4.287738E-01   2.053060857E+00
    72   10056.333507   1.817462E-04   3.036111E+11    5.29514E+29   1.948875575E+00  -4.280539E-01   2.053064922E+00
    73   10070.698478   1.183648E-04   1.976195E+11    3.14576E+29   1.948877846E+00  -4.270892E-01   2.053068414E+00
    74   10083.874709   7.728621E-05   1.289144E+11    1.85723E+29   1.948879217E+00  -4.262083E-01   2.053070522E+00
    75   10095.854058   5.012542E-05   8.353579E+10    1.10327E+29   1.948880025E+00  -4.254108E-01   2.053071765E+00
    76   10106.881084   3.361875E-05   5.600886E+10    6.47673E+28   1.948880516E+00  -4.246795E-01   2.053072520E+00
