         5       653       401       557

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca        mstn        mstp  nSF   Acel   Aion   Zion

    0   0.000000E+00   0.000000E+00   8.353E+14   1.263E+35   4.575E-01      1.047E+00   8.995E-01   1.233E+00   2.268E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.160E+08   1.000E+00   1.000E+00   10000   4.309E-01   4.587E-01  3p2   N/A    N/A    N/A 
    1   1.577387E+03   6.873132E-03   8.242E+14   1.220E+35   4.523E-01      1.039E+00   8.899E-01   1.222E+00   2.262E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.266E+08   1.000E+00   1.000E+00   00000   4.355E-01   4.618E-01  3p2   N/A    N/A    N/A 
    2   1.987384E+03   1.386021E-02   8.176E+14   1.195E+35   4.492E-01      1.034E+00   8.841E-01   1.215E+00   2.257E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.330E+08   1.000E+00   1.000E+00   00000   4.384E-01   4.637E-01  3p2   N/A    N/A    N/A 
    3   2.274986E+03   2.068411E-02   8.122E+14   1.175E+35   4.466E-01      1.029E+00   8.793E-01   1.210E+00   2.254E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.384E+08   1.000E+00   1.000E+00   00000   4.407E-01   4.653E-01  3p2   N/A    N/A    N/A 
    4   2.503947E+03   2.707426E-02   8.075E+14   1.157E+35   4.444E-01      1.026E+00   8.752E-01   1.205E+00   2.251E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.432E+08   1.000E+00   1.000E+00   00000   4.428E-01   4.666E-01  3p2   N/A    N/A    N/A 
    5   2.697295E+03   3.424102E-02   8.029E+14   1.140E+35   4.422E-01      1.022E+00   8.711E-01   1.200E+00   2.248E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.479E+08   1.000E+00   1.000E+00   00000   4.449E-01   4.680E-01  3p2   N/A    N/A    N/A 
    6   2.866303E+03   4.050559E-02   7.988E+14   1.125E+35   4.402E-01      1.019E+00   8.675E-01   1.196E+00   2.246E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.520E+08   1.000E+00   1.000E+00   00000   4.467E-01   4.691E-01  3p2   N/A    N/A    N/A 
    7   3.017433E+03   4.750537E-02   7.948E+14   1.111E+35   4.383E-01      1.016E+00   8.639E-01   1.192E+00   2.243E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.562E+08   1.000E+00   1.000E+00   00000   4.485E-01   4.703E-01  3p2   N/A    N/A    N/A 
    8   3.154775E+03   5.423861E-02   7.911E+14   1.097E+35   4.365E-01      1.014E+00   8.606E-01   1.188E+00   2.240E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.602E+08   1.000E+00   1.000E+00   00000   4.502E-01   4.714E-01  3p2   N/A    N/A    N/A 
    9   3.281098E+03   6.043170E-02   7.876E+14   1.084E+35   4.349E-01      1.011E+00   8.575E-01   1.185E+00   2.238E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.639E+08   1.000E+00   1.000E+00   00000   4.518E-01   4.724E-01  3p2   N/A    N/A    N/A 
   10   3.398378E+03   6.683028E-02   7.842E+14   1.072E+35   4.333E-01      1.008E+00   8.544E-01   1.181E+00   2.236E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.675E+08   1.000E+00   1.000E+00   00000   4.534E-01   4.734E-01  3p2   N/A    N/A    N/A 
   11   3.508078E+03   7.387548E-02   7.807E+14   1.060E+35   4.316E-01      1.006E+00   8.513E-01   1.178E+00   2.234E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.713E+08   1.000E+00   1.000E+00   00000   4.550E-01   4.745E-01  3p2   N/A    N/A    N/A 
   12   3.611316E+03   8.050567E-02   7.775E+14   1.048E+35   4.300E-01      1.003E+00   8.484E-01   1.175E+00   2.232E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.748E+08   1.000E+00   1.000E+00   00000   4.565E-01   4.755E-01  3p2   N/A    N/A    N/A 
   13   3.708966E+03   8.677700E-02   7.744E+14   1.038E+35   4.285E-01      1.001E+00   8.456E-01   1.171E+00   2.229E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.782E+08   1.000E+00   1.000E+00   00000   4.580E-01   4.764E-01  3p2   N/A    N/A    N/A 
   14   3.801728E+03   9.273443E-02   7.715E+14   1.027E+35   4.271E-01      9.987E-01   8.430E-01   1.168E+00   2.227E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.814E+08   1.000E+00   1.000E+00   00000   4.594E-01   4.773E-01  3p2   N/A    N/A    N/A 
   15   3.890172E+03   9.877287E-02   7.686E+14   1.017E+35   4.258E-01      9.965E-01   8.404E-01   1.165E+00   2.226E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.846E+08   1.000E+00   1.000E+00   00000   4.608E-01   4.781E-01  3p2   N/A    N/A    N/A 
   16   3.974767E+03   1.058015E-01   7.656E+14   1.007E+35   4.243E-01      9.941E-01   8.376E-01   1.162E+00   2.223E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.881E+08   1.000E+00   1.000E+00   00000   4.622E-01   4.791E-01  3p2   N/A    N/A    N/A 
   17   4.055907E+03   1.125430E-01   7.626E+14   9.965E+34   4.229E-01      9.919E-01   8.349E-01   1.159E+00   2.221E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.914E+08   1.000E+00   1.000E+00   00000   4.636E-01   4.800E-01  3p2   N/A    N/A    N/A 
   18   4.133925E+03   1.190250E-01   7.598E+14   9.868E+34   4.215E-01      9.897E-01   8.324E-01   1.156E+00   2.220E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.946E+08   1.000E+00   1.000E+00   00000   4.650E-01   4.808E-01  3p2   N/A    N/A    N/A 
   19   4.209103E+03   1.252712E-01   7.571E+14   9.775E+34   4.202E-01      9.876E-01   8.299E-01   1.154E+00   2.218E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.977E+08   1.000E+00   1.000E+00   00000   4.664E-01   4.817E-01  3p2   N/A    N/A    N/A 
   20   4.281688E+03   1.313019E-01   7.545E+14   9.685E+34   4.189E-01      9.856E-01   8.275E-01   1.151E+00   2.216E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.008E+08   1.000E+00   1.000E+00   00000   4.677E-01   4.825E-01  3p2   N/A    N/A    N/A 
   21   4.351892E+03   1.371348E-01   7.520E+14   9.597E+34   4.177E-01      9.837E-01   8.252E-01   1.148E+00   2.214E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.037E+08   1.000E+00   1.000E+00   00000   4.689E-01   4.833E-01  3p2   N/A    N/A    N/A 
   22   4.419901E+03   1.427854E-01   7.495E+14   9.513E+34   4.165E-01      9.818E-01   8.229E-01   1.146E+00   2.212E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.066E+08   1.000E+00   1.000E+00   00000   4.702E-01   4.840E-01  3p2   N/A    N/A    N/A 
   23   4.485880E+03   1.491001E-01   7.470E+14   9.427E+34   4.152E-01      9.798E-01   8.206E-01   1.143E+00   2.211E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.096E+08   1.000E+00   1.000E+00   00000   4.714E-01   4.848E-01  3p2   N/A    N/A    N/A 
   24   4.549973E+03   1.558795E-01   7.443E+14   9.340E+34   4.140E-01      9.778E-01   8.181E-01   1.140E+00   2.209E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.127E+08   1.000E+00   1.000E+00   00000   4.728E-01   4.857E-01  3p2   N/A    N/A    N/A 
   25   4.612309E+03   1.624732E-01   7.418E+14   9.255E+34   4.127E-01      9.758E-01   8.158E-01   1.138E+00   2.207E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.158E+08   1.000E+00   1.000E+00   00000   4.741E-01   4.865E-01  3p2   N/A    N/A    N/A 
   26   4.673004E+03   1.688933E-01   7.393E+14   9.173E+34   4.115E-01      9.739E-01   8.135E-01   1.135E+00   2.205E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.187E+08   1.000E+00   1.000E+00   00000   4.754E-01   4.873E-01  3p2   N/A    N/A    N/A 
   27   4.732162E+03   1.751508E-01   7.369E+14   9.093E+34   4.103E-01      9.720E-01   8.113E-01   1.132E+00   2.203E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.217E+08   1.000E+00   1.000E+00   00000   4.766E-01   4.880E-01  3p2   N/A    N/A    N/A 
   28   4.789877E+03   1.812557E-01   7.345E+14   9.014E+34   4.092E-01      9.702E-01   8.091E-01   1.130E+00   2.202E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.246E+08   1.000E+00   1.000E+00   00000   4.778E-01   4.888E-01  3p2   N/A    N/A    N/A 
   29   4.846234E+03   1.872168E-01   7.322E+14   8.938E+34   4.080E-01      9.684E-01   8.069E-01   1.128E+00   2.200E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.274E+08   1.000E+00   1.000E+00   00000   4.790E-01   4.895E-01  3p2   N/A    N/A    N/A 
   30   4.901309E+03   1.930425E-01   7.299E+14   8.863E+34   4.069E-01      9.666E-01   8.048E-01   1.125E+00   2.198E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.302E+08   1.000E+00   1.000E+00   00000   4.802E-01   4.902E-01  3p2   N/A    N/A    N/A 
   31   4.955174E+03   1.987401E-01   7.277E+14   8.790E+34   4.058E-01      9.649E-01   8.028E-01   1.123E+00   2.197E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.329E+08   1.000E+00   1.000E+00   00000   4.814E-01   4.910E-01  3p2   N/A    N/A    N/A 
   32   5.007893E+03   2.043165E-01   7.256E+14   8.719E+34   4.048E-01      9.633E-01   8.008E-01   1.121E+00   2.195E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.356E+08   1.000E+00   1.000E+00   00000   4.825E-01   4.917E-01  3p2   N/A    N/A    N/A 
