         5       363       111       267

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca        mstn        mstp  nSF   Acel   Aion   Zion

    0   0.000000E+00   0.000000E+00   6.976E+14   8.097E+34   3.879E-01      1.042E+00   8.936E-01   1.226E+00   2.128E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      6.497E+08   1.000E+00   1.000E+00   10000   5.070E-01   4.973E-01  3p2   N/A    N/A    N/A 
    1   2.438251E+03   2.113278E-02   6.761E+14   7.473E+34   3.773E-01      1.024E+00   8.724E-01   1.202E+00   2.113E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      6.757E+08   1.000E+00   1.000E+00   10000   5.194E-01   5.048E-01  3p2   N/A    N/A    N/A 
    2   3.072003E+03   4.191047E-02   6.636E+14   7.119E+34   3.710E-01      1.013E+00   8.597E-01   1.187E+00   2.104E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      6.913E+08   1.000E+00   1.000E+00   10000   5.269E-01   5.094E-01  3p2   N/A    N/A    N/A 
    3   3.516566E+03   6.213823E-02   6.531E+14   6.830E+34   3.658E-01      1.004E+00   8.490E-01   1.175E+00   2.096E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      7.045E+08   1.000E+00   1.000E+00   10000   5.333E-01   5.132E-01  3p2   N/A    N/A    N/A 
    4   3.870482E+03   8.151910E-02   6.439E+14   6.581E+34   3.612E-01      9.958E-01   8.395E-01   1.164E+00   2.089E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      7.162E+08   1.000E+00   1.000E+00   10000   5.390E-01   5.166E-01  3p2   N/A    N/A    N/A 
    5   4.169350E+03   1.020538E-01   6.352E+14   6.351E+34   3.568E-01      9.881E-01   8.305E-01   1.154E+00   2.082E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      7.274E+08   1.000E+00   1.000E+00   10000   5.447E-01   5.199E-01  3p2   N/A    N/A    N/A 
    6   4.430595E+03   1.205677E-01   6.274E+14   6.146E+34   3.528E-01      9.812E-01   8.223E-01   1.145E+00   2.076E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      7.375E+08   1.000E+00   1.000E+00   10000   5.497E-01   5.229E-01  3p2   N/A    N/A    N/A 
    7   4.664206E+03   1.403999E-01   6.198E+14   5.951E+34   3.489E-01      9.744E-01   8.141E-01   1.136E+00   2.070E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      7.475E+08   1.000E+00   1.000E+00   10000   5.548E-01   5.258E-01  3p2   N/A    N/A    N/A 
    8   4.876501E+03   1.595597E-01   6.126E+14   5.770E+34   3.453E-01      9.680E-01   8.064E-01   1.127E+00   2.064E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      7.569E+08   1.000E+00   1.000E+00   10000   5.597E-01   5.286E-01  3p2   N/A    N/A    N/A 
