         5       377       111       281

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca        mstn        mstp  nSF   Acel   Aion   Zion

    0   0.000000E+00   0.000000E+00   5.644E+14   6.376E+34   2.795E-01      8.491E-01   5.938E-01   9.354E-01   1.878E+00   1.507E-01   0.000E+00   2.262E-01   0.000E+00      9.760E+08   1.000E+00   1.000E+00   01000   3.666E-01   3.666E-01  3p2   N/A    N/A    N/A 
    1   2.282635E+03   1.419134E-02   5.542E+14   6.018E+34   2.748E-01      8.425E-01   5.857E-01   9.267E-01   1.869E+00   1.499E-01   0.000E+00   2.249E-01   0.000E+00      9.811E+08   1.000E+00   1.000E+00   01000   3.714E-01   3.714E-01  3p2   N/A    N/A    N/A 
    2   2.875940E+03   2.799010E-02   5.482E+14   5.813E+34   2.721E-01      8.386E-01   5.809E-01   9.216E-01   1.864E+00   1.494E-01   0.000E+00   2.242E-01   0.000E+00      9.837E+08   1.000E+00   1.000E+00   01000   3.744E-01   3.744E-01  3p2   N/A    N/A    N/A 
    3   3.292129E+03   4.187442E-02   5.432E+14   5.643E+34   2.698E-01      8.351E-01   5.767E-01   9.171E-01   1.860E+00   1.490E-01   0.000E+00   2.235E-01   0.000E+00      9.859E+08   1.000E+00   1.000E+00   01000   3.769E-01   3.769E-01  3p2   N/A    N/A    N/A 
    4   3.623457E+03   5.580819E-02   5.386E+14   5.493E+34   2.677E-01      8.320E-01   5.730E-01   9.130E-01   1.856E+00   1.486E-01   0.000E+00   2.229E-01   0.000E+00      9.877E+08   1.000E+00   1.000E+00   01000   3.791E-01   3.791E-01  3p2   N/A    N/A    N/A 
    5   3.903251E+03   6.861547E-02   5.345E+14   5.360E+34   2.659E-01      8.291E-01   5.696E-01   9.093E-01   1.852E+00   1.483E-01   0.000E+00   2.224E-01   0.000E+00      9.892E+08   1.000E+00   1.000E+00   01000   3.812E-01   3.812E-01  3p2   N/A    N/A    N/A 
    6   4.147823E+03   8.286406E-02   5.305E+14   5.232E+34   2.640E-01      8.263E-01   5.663E-01   9.057E-01   1.849E+00   1.479E-01   0.000E+00   2.219E-01   0.000E+00      9.906E+08   1.000E+00   1.000E+00   01000   3.833E-01   3.833E-01  3p2   N/A    N/A    N/A 
    7   4.366524E+03   9.595826E-02   5.268E+14   5.115E+34   2.624E-01      8.237E-01   5.632E-01   9.023E-01   1.845E+00   1.476E-01   0.000E+00   2.215E-01   0.000E+00      9.918E+08   1.000E+00   1.000E+00   01000   3.851E-01   3.851E-01  3p2   N/A    N/A    N/A 
    8   4.565270E+03   1.085331E-01   5.234E+14   5.007E+34   2.608E-01      8.212E-01   5.603E-01   8.991E-01   1.842E+00   1.473E-01   0.000E+00   2.210E-01   0.000E+00      9.928E+08   1.000E+00   1.000E+00   01000   3.869E-01   3.869E-01  3p2   N/A    N/A    N/A 
    9   4.748072E+03   1.226610E-01   5.199E+14   4.899E+34   2.592E-01      8.186E-01   5.573E-01   8.958E-01   1.839E+00   1.470E-01   0.000E+00   2.206E-01   0.000E+00      9.938E+08   1.000E+00   1.000E+00   01000   3.888E-01   3.888E-01  3p2   N/A    N/A    N/A 
   10   4.917788E+03   1.357774E-01   5.166E+14   4.798E+34   2.577E-01      8.162E-01   5.545E-01   8.927E-01   1.836E+00   1.467E-01   0.000E+00   2.201E-01   0.000E+00      9.947E+08   1.000E+00   1.000E+00   01000   3.905E-01   3.905E-01  3p2   N/A    N/A    N/A 
   11   5.076535E+03   1.480462E-01   5.135E+14   4.704E+34   2.563E-01      8.139E-01   5.519E-01   8.898E-01   1.834E+00   1.465E-01   0.000E+00   2.197E-01   0.000E+00      9.955E+08   1.000E+00   1.000E+00   01000   3.921E-01   3.921E-01  3p2   N/A    N/A    N/A 
   12   5.225930E+03   1.603588E-01   5.105E+14   4.614E+34   2.549E-01      8.116E-01   5.493E-01   8.869E-01   1.831E+00   1.462E-01   0.000E+00   2.193E-01   0.000E+00      9.962E+08   1.000E+00   1.000E+00   01000   3.938E-01   3.938E-01  3p2   N/A    N/A    N/A 
   13   5.367239E+03   1.742201E-01   5.073E+14   4.522E+34   2.535E-01      8.092E-01   5.466E-01   8.839E-01   1.828E+00   1.459E-01   0.000E+00   2.189E-01   0.000E+00      9.968E+08   1.000E+00   1.000E+00   01000   3.955E-01   3.955E-01  3p2   N/A    N/A    N/A 
   14   5.501475E+03   1.873876E-01   5.043E+14   4.436E+34   2.521E-01      8.069E-01   5.440E-01   8.810E-01   1.825E+00   1.457E-01   0.000E+00   2.185E-01   0.000E+00      9.974E+08   1.000E+00   1.000E+00   01000   3.971E-01   3.971E-01  3p2   N/A    N/A    N/A 
   15   5.629462E+03   1.999420E-01   5.014E+14   4.353E+34   2.508E-01      8.047E-01   5.415E-01   8.782E-01   1.823E+00   1.454E-01   0.000E+00   2.181E-01   0.000E+00      9.979E+08   1.000E+00   1.000E+00   01000   3.987E-01   3.987E-01  3p2   N/A    N/A    N/A 
