         5       363       111       267

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca        mstn        mstp  nSF   Acel   Aion   Zion

    0   0.000000E+00   0.000000E+00   6.018E+14   9.348E+34   3.351E-01      9.136E-01   7.402E-01   1.053E+00   2.061E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      7.616E+08   1.000E+00   1.000E+00   00000   8.257E-01   8.257E-01  3p2   N/A    N/A    N/A 
    1   2.673909E+03   2.427494E-02   5.883E+14   8.708E+34   3.287E-01      9.055E-01   7.302E-01   1.042E+00   2.049E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      7.808E+08   1.000E+00   1.000E+00   00000   8.289E-01   8.289E-01  3p2   N/A    N/A    N/A 
    2   3.368914E+03   4.764745E-02   5.804E+14   8.346E+34   3.248E-01      9.005E-01   7.241E-01   1.035E+00   2.041E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      7.921E+08   1.000E+00   1.000E+00   00000   8.308E-01   8.308E-01  3p2   N/A    N/A    N/A 
    3   3.856444E+03   7.118701E-02   5.738E+14   8.046E+34   3.216E-01      8.964E-01   7.189E-01   1.030E+00   2.035E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.014E+08   1.000E+00   1.000E+00   00000   8.324E-01   8.324E-01  3p2   N/A    N/A    N/A 
    4   4.244566E+03   9.495509E-02   5.678E+14   7.780E+34   3.187E-01      8.927E-01   7.142E-01   1.025E+00   2.030E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.097E+08   1.000E+00   1.000E+00   00000   8.339E-01   8.339E-01  3p2   N/A    N/A    N/A 
    5   4.572320E+03   1.166152E-01   5.626E+14   7.548E+34   3.162E-01      8.892E-01   7.099E-01   1.020E+00   2.025E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.171E+08   1.000E+00   1.000E+00   00000   8.351E-01   8.351E-01  3p2   N/A    N/A    N/A 
    6   4.858815E+03   1.407412E-01   5.573E+14   7.323E+34   3.136E-01      8.857E-01   7.055E-01   1.015E+00   2.020E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.244E+08   1.000E+00   1.000E+00   00000   8.364E-01   8.364E-01  3p2   N/A    N/A    N/A 
    7   5.115004E+03   1.623150E-01   5.526E+14   7.121E+34   3.113E-01      8.826E-01   7.015E-01   1.011E+00   2.015E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.309E+08   1.000E+00   1.000E+00   00000   8.376E-01   8.376E-01  3p2   N/A    N/A    N/A 
    8   5.347818E+03   1.847387E-01   5.480E+14   6.929E+34   3.090E-01      8.795E-01   6.977E-01   1.007E+00   2.011E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.372E+08   1.000E+00   1.000E+00   00000   8.387E-01   8.387E-01  3p2   N/A    N/A    N/A 
    9   5.561955E+03   2.078012E-01   5.435E+14   6.744E+34   3.068E-01      8.765E-01   6.939E-01   1.002E+00   2.006E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.433E+08   1.000E+00   1.000E+00   00000   8.398E-01   8.398E-01  3p2   N/A    N/A    N/A 
   10   5.760762E+03   2.292127E-01   5.394E+14   6.572E+34   3.047E-01      8.736E-01   6.902E-01   9.985E-01   2.002E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.490E+08   1.000E+00   1.000E+00   00000   8.408E-01   8.408E-01  3p2   N/A    N/A    N/A 
   11   5.946721E+03   2.492404E-01   5.355E+14   6.411E+34   3.028E-01      8.708E-01   6.867E-01   9.947E-01   1.998E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.543E+08   1.000E+00   1.000E+00   00000   8.418E-01   8.418E-01  3p2   N/A    N/A    N/A 
   12   6.121724E+03   2.721504E-01   5.314E+14   6.249E+34   3.008E-01      8.679E-01   6.830E-01   9.908E-01   1.994E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.598E+08   1.000E+00   1.000E+00   00000   8.428E-01   8.428E-01  3p2   N/A    N/A    N/A 
   13   6.287255E+03   2.945136E-01   5.275E+14   6.094E+34   2.988E-01      8.651E-01   6.795E-01   9.869E-01   1.990E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.650E+08   1.000E+00   1.000E+00   00000   8.438E-01   8.438E-01  3p2   N/A    N/A    N/A 
   14   6.444501E+03   3.157575E-01   5.237E+14   5.947E+34   2.969E-01      8.625E-01   6.761E-01   9.832E-01   1.987E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.700E+08   1.000E+00   1.000E+00   00000   8.448E-01   8.448E-01  3p2   N/A    N/A    N/A 
   15   6.594426E+03   3.360123E-01   5.202E+14   5.807E+34   2.951E-01      8.599E-01   6.728E-01   9.797E-01   1.983E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.746E+08   1.000E+00   1.000E+00   00000   8.457E-01   8.457E-01  3p2   N/A    N/A    N/A 
