         5       363       111       267

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca        mstn        mstp  nSF   Acel   Aion   Zion

    0   0.000000E+00   0.000000E+00   1.641E+15   5.564E+35   7.748E-01      1.585E+00   1.492E+00   1.940E+00   2.501E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      1.404E+08   1.000E+00   1.000E+00   20000   2.642E-01   3.018E-01  3p2   N/A    N/A    N/A 
    1   2.364861E+03   4.481356E-02   1.550E+15   4.967E+35   7.432E-01      1.549E+00   1.454E+00   1.894E+00   2.478E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      1.592E+08   1.000E+00   1.000E+00   20000   2.751E-01   3.133E-01  3p2   N/A    N/A    N/A 
    2   2.979538E+03   8.734811E-02   1.499E+15   4.643E+35   7.251E-01      1.528E+00   1.431E+00   1.866E+00   2.464E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      1.711E+08   1.000E+00   1.000E+00   20000   2.818E-01   3.202E-01  3p2   N/A    N/A    N/A 
    3   3.410720E+03   1.285159E-01   1.457E+15   4.384E+35   7.100E-01      1.510E+00   1.412E+00   1.843E+00   2.453E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      1.816E+08   1.000E+00   1.000E+00   20000   2.876E-01   3.261E-01  3p2   N/A    N/A    N/A 
    4   3.753983E+03   1.690385E-01   1.421E+15   4.161E+35   6.966E-01      1.494E+00   1.395E+00   1.822E+00   2.443E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      1.916E+08   1.000E+00   1.000E+00   20000   2.930E-01   3.315E-01  3p2   N/A    N/A    N/A 
    5   4.043856E+03   2.090598E-01   1.388E+15   3.965E+35   6.843E-01      1.479E+00   1.379E+00   1.802E+00   2.433E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.012E+08   1.000E+00   1.000E+00   20000   2.981E-01   3.365E-01  3p2   N/A    N/A    N/A 
    6   4.297238E+03   2.467772E-01   1.358E+15   3.788E+35   6.730E-01      1.465E+00   1.364E+00   1.784E+00   2.424E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.103E+08   1.000E+00   1.000E+00   20000   3.030E-01   3.412E-01  3p2   N/A    N/A    N/A 
    7   4.523817E+03   2.843408E-01   1.330E+15   3.627E+35   6.624E-01      1.452E+00   1.349E+00   1.767E+00   2.416E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.194E+08   1.000E+00   1.000E+00   20000   3.077E-01   3.458E-01  3p2   N/A    N/A    N/A 
    8   4.729722E+03   3.221568E-01   1.303E+15   3.477E+35   6.522E-01      1.438E+00   1.335E+00   1.750E+00   2.408E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.285E+08   1.000E+00   1.000E+00   20000   3.124E-01   3.502E-01  3p2   N/A    N/A    N/A 
    9   4.919109E+03   3.569391E-01   1.279E+15   3.339E+35   6.427E-01      1.426E+00   1.322E+00   1.734E+00   2.400E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.372E+08   1.000E+00   1.000E+00   20000   3.168E-01   3.544E-01  3p2   N/A    N/A    N/A 
   10   5.094939E+03   3.918629E-01   1.256E+15   3.210E+35   6.336E-01      1.414E+00   1.309E+00   1.718E+00   2.392E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.460E+08   1.000E+00   1.000E+00   20000   3.212E-01   3.585E-01  3p2   N/A    N/A    N/A 
   11   5.259404E+03   4.281721E-01   1.233E+15   3.088E+35   6.245E-01      1.402E+00   1.296E+00   1.702E+00   2.385E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.550E+08   1.000E+00   1.000E+00   20000   3.257E-01   3.626E-01  3p2   N/A    N/A    N/A 
   12   5.414180E+03   4.623421E-01   1.211E+15   2.974E+35   6.160E-01      1.391E+00   1.284E+00   1.687E+00   2.377E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.638E+08   1.000E+00   1.000E+00   20000   3.301E-01   3.666E-01  3p2   N/A    N/A    N/A 
   13   5.560580E+03   4.946628E-01   1.191E+15   2.865E+35   6.078E-01      1.380E+00   1.272E+00   1.673E+00   2.370E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.725E+08   1.000E+00   1.000E+00   20000   3.344E-01   3.704E-01  3p2   N/A    N/A    N/A 
   14   5.699652E+03   5.261029E-01   1.171E+15   2.762E+35   5.999E-01      1.369E+00   1.260E+00   1.659E+00   2.363E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.812E+08   1.000E+00   1.000E+00   20000   3.386E-01   3.742E-01  3p2   N/A    N/A    N/A 
   15   5.832249E+03   5.602473E-01   1.152E+15   2.665E+35   5.920E-01      1.358E+00   1.248E+00   1.645E+00   2.356E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.903E+08   1.000E+00   1.000E+00   20000   3.430E-01   3.780E-01  3p2   N/A    N/A    N/A 
   16   5.959077E+03   5.929061E-01   1.133E+15   2.572E+35   5.843E-01      1.347E+00   1.236E+00   1.631E+00   2.349E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.993E+08   1.000E+00   1.000E+00   20000   3.473E-01   3.818E-01  3p2   N/A    N/A    N/A 
