         5       377       111       281

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca        mstn        mstp  nSF   Acel   Aion   Zion

    0   0.000000E+00   0.000000E+00   6.156E+14   8.329E+34   3.026E-01      8.777E-01   6.313E-01   9.742E-01   1.921E+00   1.548E-01   0.000E+00   2.322E-01   0.000E+00      9.427E+08   1.000E+00   1.000E+00   01000   3.438E-01   3.438E-01  3p2   N/A    N/A    N/A 
    1   2.374763E+03   1.742732E-02   6.032E+14   7.833E+34   2.970E-01      8.715E-01   6.227E-01   9.655E-01   1.911E+00   1.538E-01   0.000E+00   2.308E-01   0.000E+00      9.520E+08   1.000E+00   1.000E+00   01000   3.491E-01   3.491E-01  3p2   N/A    N/A    N/A 
    2   2.992014E+03   3.430625E-02   5.960E+14   7.550E+34   2.937E-01      8.676E-01   6.175E-01   9.603E-01   1.905E+00   1.533E-01   0.000E+00   2.299E-01   0.000E+00      9.571E+08   1.000E+00   1.000E+00   01000   3.522E-01   3.522E-01  3p2   N/A    N/A    N/A 
    3   3.425001E+03   5.091145E-02   5.900E+14   7.318E+34   2.910E-01      8.643E-01   6.132E-01   9.558E-01   1.900E+00   1.528E-01   0.000E+00   2.292E-01   0.000E+00      9.611E+08   1.000E+00   1.000E+00   01000   3.549E-01   3.549E-01  3p2   N/A    N/A    N/A 
    4   3.769702E+03   6.813527E-02   5.844E+14   7.109E+34   2.885E-01      8.612E-01   6.091E-01   9.515E-01   1.895E+00   1.524E-01   0.000E+00   2.286E-01   0.000E+00      9.646E+08   1.000E+00   1.000E+00   01000   3.573E-01   3.573E-01  3p2   N/A    N/A    N/A 
    5   4.060788E+03   8.460686E-02   5.795E+14   6.923E+34   2.863E-01      8.583E-01   6.053E-01   9.476E-01   1.891E+00   1.520E-01   0.000E+00   2.280E-01   0.000E+00      9.677E+08   1.000E+00   1.000E+00   01000   3.596E-01   3.596E-01  3p2   N/A    N/A    N/A 
    6   4.315231E+03   1.012407E-01   5.747E+14   6.750E+34   2.841E-01      8.554E-01   6.017E-01   9.438E-01   1.887E+00   1.516E-01   0.000E+00   2.274E-01   0.000E+00      9.704E+08   1.000E+00   1.000E+00   01000   3.618E-01   3.618E-01  3p2   N/A    N/A    N/A 
    7   4.542758E+03   1.162934E-01   5.705E+14   6.594E+34   2.822E-01      8.529E-01   5.985E-01   9.404E-01   1.883E+00   1.512E-01   0.000E+00   2.269E-01   0.000E+00      9.728E+08   1.000E+00   1.000E+00   01000   3.637E-01   3.637E-01  3p2   N/A    N/A    N/A 
    8   4.749526E+03   1.337525E-01   5.661E+14   6.438E+34   2.802E-01      8.501E-01   5.951E-01   9.368E-01   1.879E+00   1.509E-01   0.000E+00   2.264E-01   0.000E+00      9.752E+08   1.000E+00   1.000E+00   01000   3.658E-01   3.658E-01  3p2   N/A    N/A    N/A 
    9   4.939706E+03   1.498111E-01   5.620E+14   6.294E+34   2.784E-01      8.476E-01   5.919E-01   9.334E-01   1.876E+00   1.505E-01   0.000E+00   2.259E-01   0.000E+00      9.773E+08   1.000E+00   1.000E+00   01000   3.677E-01   3.677E-01  3p2   N/A    N/A    N/A 
   10   5.116272E+03   1.647200E-01   5.583E+14   6.160E+34   2.767E-01      8.452E-01   5.889E-01   9.302E-01   1.873E+00   1.502E-01   0.000E+00   2.254E-01   0.000E+00      9.791E+08   1.000E+00   1.000E+00   01000   3.695E-01   3.695E-01  3p2   N/A    N/A    N/A 
   11   5.281426E+03   1.805304E-01   5.545E+14   6.029E+34   2.749E-01      8.427E-01   5.859E-01   9.270E-01   1.869E+00   1.499E-01   0.000E+00   2.249E-01   0.000E+00      9.809E+08   1.000E+00   1.000E+00   01000   3.713E-01   3.713E-01  3p2   N/A    N/A    N/A 
   12   5.436850E+03   1.972022E-01   5.507E+14   5.901E+34   2.732E-01      8.402E-01   5.828E-01   9.237E-01   1.866E+00   1.496E-01   0.000E+00   2.245E-01   0.000E+00      9.827E+08   1.000E+00   1.000E+00   01000   3.732E-01   3.732E-01  3p2   N/A    N/A    N/A 
   13   5.583863E+03   2.129718E-01   5.471E+14   5.779E+34   2.716E-01      8.378E-01   5.799E-01   9.205E-01   1.863E+00   1.493E-01   0.000E+00   2.240E-01   0.000E+00      9.842E+08   1.000E+00   1.000E+00   01000   3.749E-01   3.749E-01  3p2   N/A    N/A    N/A 
   14   5.723517E+03   2.279520E-01   5.436E+14   5.663E+34   2.700E-01      8.355E-01   5.771E-01   9.175E-01   1.860E+00   1.490E-01   0.000E+00   2.236E-01   0.000E+00      9.857E+08   1.000E+00   1.000E+00   01000   3.766E-01   3.766E-01  3p2   N/A    N/A    N/A 
   15   5.856669E+03   2.422347E-01   5.404E+14   5.553E+34   2.685E-01      8.332E-01   5.745E-01   9.146E-01   1.857E+00   1.488E-01   0.000E+00   2.232E-01   0.000E+00      9.870E+08   1.000E+00   1.000E+00   01000   3.782E-01   3.782E-01  3p2   N/A    N/A    N/A 
   16   5.984028E+03   2.572768E-01   5.371E+14   5.444E+34   2.670E-01      8.309E-01   5.717E-01   9.117E-01   1.854E+00   1.485E-01   0.000E+00   2.228E-01   0.000E+00      9.883E+08   1.000E+00   1.000E+00   01000   3.799E-01   3.799E-01  3p2   N/A    N/A    N/A 
   17   6.106184E+03   2.735780E-01   5.336E+14   5.336E+34   2.655E-01      8.285E-01   5.689E-01   9.085E-01   1.851E+00   1.482E-01   0.000E+00   2.223E-01   0.000E+00      9.895E+08   1.000E+00   1.000E+00   01000   3.816E-01   3.816E-01  3p2   N/A    N/A    N/A 
   18   6.223640E+03   2.892520E-01   5.303E+14   5.231E+34   2.639E-01      8.262E-01   5.661E-01   9.055E-01   1.848E+00   1.479E-01   0.000E+00   2.219E-01   0.000E+00      9.906E+08   1.000E+00   1.000E+00   01000   3.833E-01   3.833E-01  3p2   N/A    N/A    N/A 
   19   6.336822E+03   3.043557E-01   5.271E+14   5.131E+34   2.625E-01      8.239E-01   5.635E-01   9.026E-01   1.846E+00   1.476E-01   0.000E+00   2.215E-01   0.000E+00      9.917E+08   1.000E+00   1.000E+00   01000   3.850E-01   3.850E-01  3p2   N/A    N/A    N/A 
   20   6.446099E+03   3.189382E-01   5.241E+14   5.034E+34   2.611E-01      8.217E-01   5.609E-01   8.997E-01   1.843E+00   1.474E-01   0.000E+00   2.211E-01   0.000E+00      9.926E+08   1.000E+00   1.000E+00   01000   3.866E-01   3.866E-01  3p2   N/A    N/A    N/A 
