#   Time in years,  Te_inf includes ephi
#   Temp and Lum are local values, i.e. no ephi
#
#
#        Time= 1.000E-10      Te_inf 6.490E+06
#
# zone       Rad [m]       Rho [gm/cc]        exp(phi)           dvol         Temp [K]      Lum [Lsun]           Q_mUrca        lambda_e       lambda_mu         Q_dUrca  
#                                                                        no exp(phi)    no exp(2phi) 
#
  313   1.0314793E+004  6.8297726E+010  6.0577828E-001  3.3522586E+015    6.1003703E+009  3.7348714E+003    0.0000000E+000  4.4619241E+018  0.0000000E+000  0.0000000E+000
  311   1.0313211E+004  7.3753476E+010  6.0569820E-001  3.6050298E+015    6.1618008E+009  3.9043510E+003    0.0000000E+000  4.6144893E+018  0.0000000E+000  0.0000000E+000
  309   1.0311521E+004  7.9645042E+010  6.0561243E-001  3.6772942E+015    6.2281423E+009  4.0800194E+003    0.0000000E+000  4.7739428E+018  0.0000000E+000  0.0000000E+000
  307   1.0309831E+004  8.6007237E+010  6.0552668E-001  3.6765868E+015    6.2952090E+009  4.2628174E+003    0.0000000E+000  4.9354700E+018  0.0000000E+000  0.0000000E+000
  305   1.0308142E+004  9.2877656E+010  6.0544094E-001  3.6758797E+015    6.3630089E+009  5.6965434E+003    0.0000000E+000  5.1037859E+018  0.0000000E+000  0.0000000E+000
  303   1.0306452E+004  1.0029690E+011  6.0535522E-001  3.6751728E+015    6.4315501E+009  7.1499623E+003    0.0000000E+000  8.0678217E+018  0.0000000E+000  0.0000000E+000
  301   1.0304762E+004  1.0830880E+011  6.0526950E-001  3.7224776E+015    6.5008409E+009  7.2065647E+003    0.0000000E+000  8.4209195E+018  0.0000000E+000  0.0000000E+000
  299   1.0303015E+004  1.1696071E+011  6.0518068E-001  3.8235858E+015    6.5732496E+009  7.2986717E+003    0.0000000E+000  8.0529697E+018  0.0000000E+000  0.0000000E+000
  297   1.0301257E+004  1.2630375E+011  6.0509119E-001  3.8228208E+015    6.6469997E+009  7.7159627E+003    0.0000000E+000  8.4217250E+018  0.0000000E+000  0.0000000E+000
  295   1.0299498E+004  1.3639313E+011  6.0500171E-001  3.8220560E+015    6.7215900E+009  8.1539819E+003    0.0000000E+000  8.8070139E+018  0.0000000E+000  0.0000000E+000
  293   1.0297739E+004  1.4728847E+011  6.0491225E-001  3.8212915E+015    6.7970301E+009  8.6169677E+003    0.0000000E+000  9.2034990E+018  0.0000000E+000  0.0000000E+000
  291   1.0295980E+004  1.5905415E+011  6.0482279E-001  3.8205272E+015    6.8733298E+009  9.1066930E+003    0.0000000E+000  9.6240876E+018  0.0000000E+000  0.0000000E+000
  289   1.0294179E+004  1.7175969E+011  6.0473112E-001  4.2326903E+015    6.9523937E+009  9.6452321E+003    0.0000000E+000  1.0064882E+019  0.0000000E+000  0.0000000E+000
  287   1.0292125E+004  1.8548017E+011  6.0462633E-001  4.4582308E+015    7.0436265E+009  1.0221858E+004    0.0000000E+000  1.0532284E+019  0.0000000E+000  0.0000000E+000
  285   1.0290072E+004  2.0029668E+011  6.0452156E-001  4.4571903E+015    7.1360749E+009  1.0829987E+004    0.0000000E+000  1.1021596E+019  0.0000000E+000  0.0000000E+000
  283   1.0288019E+004  2.1629675E+011  6.0441681E-001  4.4561502E+015    7.2297552E+009  1.1474746E+004    0.0000000E+000  1.1526367E+019  0.0000000E+000  0.0000000E+000
  281   1.0285966E+004  2.3357494E+011  6.0431207E-001  4.4551105E+015    7.3246841E+009  1.2163098E+004    0.0000000E+000  1.2063365E+019  0.0000000E+000  0.0000000E+000
  279   1.0283912E+004  2.5223334E+011  6.0420736E-001  4.4060780E+015    7.4208785E+009  1.2887612E+004    0.0000000E+000  1.2626371E+019  0.0000000E+000  0.0000000E+000
  277   1.0281925E+004  2.7238221E+011  6.0410570E-001  4.2635361E+015    7.5152147E+009  1.3647252E+004    0.0000000E+000  1.3205479E+019  0.0000000E+000  0.0000000E+000
  275   1.0279959E+004  2.9414061E+011  6.0400504E-001  4.2625839E+015    7.6097262E+009  1.4459290E+004    0.0000000E+000  1.3821402E+019  0.0000000E+000  0.0000000E+000
  273   1.0277993E+004  3.1763711E+011  6.0390441E-001  4.2616322E+015    7.7054445E+009  1.5313426E+004    0.0000000E+000  1.4467797E+019  0.0000000E+000  0.0000000E+000
  271   1.0276027E+004  3.4301056E+011  6.0380379E-001  4.2606808E+015    7.8023850E+009  1.6220730E+004    0.0000000E+000  1.5130518E+019  0.0000000E+000  0.0000000E+000
  269   1.0274062E+004  3.7041089E+011  6.0370318E-001  4.2597298E+015    7.9005638E+009  1.7188397E+004    0.0000000E+000  1.5842647E+019  0.0000000E+000  0.0000000E+000
  267   1.0272096E+004  4.0000000E+011  6.0360260E-001  3.3854939E+015    7.9999982E+009 -1.9334549E+004    0.0000000E+000  1.6582031E+019  0.0000000E+000  0.0000000E+000
  265   1.0271122E+004  4.3193633E+011  6.0355264E-001  1.7087697E+015    7.9433509E+009 -1.7843588E+004    0.0000000E+000  1.4373924E+019  0.0000000E+000  0.0000000E+000
  263   1.0270333E+004  4.6642248E+011  6.0351214E-001  1.7086166E+015    7.8977720E+009 -1.7786012E+004    0.0000000E+000  1.4407943E+019  0.0000000E+000  0.0000000E+000
  261   1.0269544E+004  5.0366204E+011  6.0347164E-001  1.7084635E+015    7.8524512E+009 -1.7739680E+004    0.0000000E+000  1.4450369E+019  0.0000000E+000  0.0000000E+000
  259   1.0268755E+004  5.4387484E+011  6.0343115E-001  1.7083104E+015    7.8073869E+009 -1.7714788E+004    0.0000000E+000  1.4502553E+019  0.0000000E+000  0.0000000E+000
  257   1.0267966E+004  5.8729825E+011  6.0339066E-001  1.7081573E+015    7.7625778E+009 -1.7709460E+004    0.0000000E+000  1.4579804E+019  0.0000000E+000  0.0000000E+000
  255   1.0267177E+004  6.3418863E+011  6.0335018E-001  1.7080043E+015    7.7180223E+009 -1.7714000E+004    0.0000000E+000  1.4665451E+019  0.0000000E+000  0.0000000E+000
  253   1.0266388E+004  6.8482278E+011  6.0330969E-001  1.7078513E+015    7.6737192E+009 -1.7728618E+004    0.0000000E+000  1.4759909E+019  0.0000000E+000  0.0000000E+000
  251   1.0265600E+004  7.3949959E+011  6.0326921E-001  1.7076983E+015    7.6296670E+009 -1.7753421E+004    0.0000000E+000  1.4863693E+019  0.0000000E+000  0.0000000E+000
  249   1.0264811E+004  7.9854185E+011  6.0322874E-001  1.7075454E+015    7.5858643E+009 -1.7788180E+004    0.0000000E+000  1.4976527E+019  0.0000000E+000  0.0000000E+000
  247   1.0264022E+004  8.6229809E+011  6.0318826E-001  1.7073925E+015    7.5423096E+009 -1.7803481E+004    0.0000000E+000  1.5098682E+019  0.0000000E+000  0.0000000E+000
  245   1.0263173E+004  9.3114469E+011  6.0314467E-001  2.0118805E+015    7.4957259E+009 -1.7861765E+004    0.0000000E+000  1.5227763E+019  0.0000000E+000  0.0000000E+000
  243   1.0262222E+004  1.0054880E+012  6.0309575E-001  2.0572017E+015    7.4438843E+009 -1.7896998E+004    0.0000000E+000  1.5362093E+019  0.0000000E+000  0.0000000E+000
  241   1.0261272E+004  1.0857670E+012  6.0304685E-001  2.0569794E+015    7.3923965E+009 -1.7942709E+004    0.0000000E+000  1.5506481E+019  0.0000000E+000  0.0000000E+000
  239   1.0260321E+004  1.1724556E+012  6.0299794E-001  2.0567572E+015    7.3412601E+009 -1.7999200E+004    0.0000000E+000  1.5661433E+019  0.0000000E+000  0.0000000E+000
  237   1.0259370E+004  1.2660654E+012  6.0294905E-001  2.0565351E+015    7.2904726E+009 -1.8066763E+004    0.0000000E+000  1.5827395E+019  0.0000000E+000  0.0000000E+000
  235   1.0258420E+004  1.3671491E+012  6.0290015E-001  2.0563129E+015    7.2400318E+009 -1.8145724E+004    0.0000000E+000  1.6004860E+019  0.0000000E+000  0.0000000E+000
  233   1.0257469E+004  1.4763034E+012  6.0285126E-001  2.0560908E+015    7.1899352E+009 -1.8236338E+004    0.0000000E+000  1.6194365E+019  0.0000000E+000  0.0000000E+000
  231   1.0256518E+004  1.5941727E+012  6.0280237E-001  1.9988412E+015    7.1401807E+009 -1.8363290E+004    0.0000000E+000  1.6396285E+019  0.0000000E+000  0.0000000E+000
  229   1.0255658E+004  1.7214528E+012  6.0275808E-001  1.7774765E+015    7.0954666E+009 -1.8484596E+004    0.0000000E+000  1.6616007E+019  0.0000000E+000  0.0000000E+000
  227   1.0254836E+004  1.8588950E+012  6.0271571E-001  1.7773102E+015    7.0529845E+009 -1.8638561E+004    0.0000000E+000  1.6851790E+019  0.0000000E+000  0.0000000E+000
  225   1.0254014E+004  2.0073107E+012  6.0267334E-001  1.7771439E+015    7.0107534E+009 -1.8806815E+004    0.0000000E+000  1.7102586E+019  0.0000000E+000  0.0000000E+000
  223   1.0253192E+004  2.1675761E+012  6.0263097E-001  1.7769776E+015    6.9687718E+009 -1.8990091E+004    0.0000000E+000  1.7369288E+019  0.0000000E+000  0.0000000E+000
  221   1.0252370E+004  2.3406371E+012  6.0258861E-001  1.7768113E+015    6.9270382E+009 -1.9189204E+004    0.0000000E+000  1.7652879E+019  0.0000000E+000  0.0000000E+000
  219   1.0251548E+004  2.5275155E+012  6.0254625E-001  1.7766451E+015    6.8855511E+009 -1.9481514E+004    0.0000000E+000  1.7954442E+019  0.0000000E+000  0.0000000E+000
  217   1.0250726E+004  2.7293145E+012  6.0250389E-001  1.7764789E+015    6.8443092E+009 -1.9791304E+004    0.0000000E+000  1.8412753E+019  0.0000000E+000  0.0000000E+000
  215   1.0249904E+004  2.9472252E+012  6.0246154E-001  1.9183978E+015    6.8033110E+009 -2.0033318E+004    0.0000000E+000  1.8765230E+019  0.0000000E+000  0.0000000E+000
  213   1.0248935E+004  3.1825341E+012  6.0241149E-001  2.1290676E+015    6.7552720E+009 -2.0291137E+004    0.0000000E+000  1.9132153E+019  0.0000000E+000  0.0000000E+000
  211   1.0247950E+004  3.4366303E+012  6.0236062E-001  2.1288281E+015    6.7067872E+009 -2.0562317E+004    0.0000000E+000  1.9522235E+019  0.0000000E+000  0.0000000E+000
  209   1.0246964E+004  3.7110137E+012  6.0230975E-001  2.1285886E+015    6.6586456E+009 -2.0856258E+004    0.0000000E+000  1.9938197E+019  0.0000000E+000  0.0000000E+000
  207   1.0245979E+004  4.0073041E+012  6.0225889E-001  2.1283492E+015    6.6108450E+009 -2.1174627E+004    0.0000000E+000  2.0382086E+019  0.0000000E+000  0.0000000E+000
  205   1.0244993E+004  4.3272505E+012  6.0220803E-001  2.1281098E+015    6.5633830E+009 -2.1519272E+004    0.0000000E+000  2.0856173E+019  0.0000000E+000  0.0000000E+000
  203   1.0244008E+004  4.6727418E+012  6.0215717E-001  2.1278705E+015    6.5162571E+009 -2.1858916E+004    0.0000000E+000  2.1362979E+019  0.0000000E+000  0.0000000E+000
  201   1.0242957E+004  5.0458174E+012  6.0210289E-001  2.4420631E+015    6.4663712E+009 -2.2262372E+004    0.0000000E+000  2.1901322E+019  0.0000000E+000  0.0000000E+000
  199   1.0241811E+004  5.4486796E+012  6.0204361E-001  2.4737124E+015    6.4124042E+009 -2.2661347E+004    0.0000000E+000  2.2472289E+019  0.0000000E+000  0.0000000E+000
  197   1.0240666E+004  5.8837067E+012  6.0198434E-001  2.4733872E+015    6.3588815E+009 -2.3098844E+004    0.0000000E+000  2.3085008E+019  0.0000000E+000  0.0000000E+000
  195   1.0239520E+004  6.3534667E+012  6.0192508E-001  2.4730620E+015    6.3057995E+009 -2.3594728E+004    0.0000000E+000  2.3751079E+019  0.0000000E+000  0.0000000E+000
  193   1.0238374E+004  6.8607327E+012  6.0186583E-001  2.4727370E+015    6.2531547E+009 -2.4148739E+004    0.0000000E+000  2.4500490E+019  0.0000000E+000  0.0000000E+000
  191   1.0237228E+004  7.4084993E+012  6.0180657E-001  2.4724120E+015    6.2009436E+009 -2.4664140E+004    0.0000000E+000  2.5308670E+019  0.0000000E+000  0.0000000E+000
  189   1.0235901E+004  8.0000000E+012  6.0173785E-001  3.3162387E+015    6.1410051E+009 -2.5305912E+004    0.0000000E+000  2.6169393E+019  0.0000000E+000  0.0000000E+000
  187   1.0234335E+004  8.6387266E+012  6.0165668E-001  3.3771345E+015    6.0710354E+009 -2.5907870E+004    0.0000000E+000  2.7084830E+019  0.0000000E+000  0.0000000E+000
  185   1.0232770E+004  9.3284497E+012  6.0157553E-001  3.3765240E+015    6.0018523E+009 -2.6567911E+004    0.0000000E+000  2.8078185E+019  0.0000000E+000  0.0000000E+000
  183   1.0231204E+004  1.0073241E+013  6.0149438E-001  3.3759137E+015    5.9334470E+009 -2.7290870E+004    0.0000000E+000  2.9156245E+019  0.0000000E+000  0.0000000E+000
  181   1.0229639E+004  1.0877497E+013  6.0141324E-001  3.3753036E+015    5.8658109E+009 -2.8018013E+004    0.0000000E+000  3.0328201E+019  0.0000000E+000  0.0000000E+000
  179   1.0227926E+004  1.1745965E+013  6.0132438E-001  4.1323090E+015    5.7926880E+009 -2.8855623E+004    0.0000000E+000  3.1595361E+019  0.0000000E+000  0.0000000E+000
  177   1.0225951E+004  1.2683773E+013  6.0122179E-001  4.2544850E+015    5.7095199E+009 -2.9692504E+004    0.0000000E+000  3.2960653E+019  0.0000000E+000  0.0000000E+000
  175   1.0223977E+004  1.3696456E+013  6.0111922E-001  4.2535067E+015    5.6275299E+009 -3.0618218E+004    0.0000000E+000  3.4456224E+019  0.0000000E+000  0.0000000E+000
  173   1.0222003E+004  1.4789992E+013  6.0101667E-001  4.2525287E+015    5.5467017E+009 -3.1657257E+004    0.0000000E+000  3.6097167E+019  0.0000000E+000  0.0000000E+000
  171   1.0220029E+004  1.5970837E+013  6.0091414E-001  4.3245018E+015    5.4670190E+009 -3.2730811E+004    0.0000000E+000  3.7935840E+019  0.0000000E+000  0.0000000E+000
  169   1.0217793E+004  1.7245962E+013  6.0079779E-001  5.2281003E+015    5.3781697E+009 -3.3963521E+004    0.0000000E+000  3.9949220E+019  0.0000000E+000  0.0000000E+000
  167   1.0215365E+004  1.8622894E+013  6.0067123E-001  5.2266031E+015    5.2832572E+009 -3.5243665E+004    0.0000000E+000  4.2159374E+019  0.0000000E+000  0.0000000E+000
  165   1.0212937E+004  2.0109761E+013  6.0054470E-001  5.2251065E+015    5.1899976E+009 -3.6668209E+004    0.0000000E+000  4.4607565E+019  0.0000000E+000  0.0000000E+000
  163   1.0210508E+004  2.1715341E+013  6.0041820E-001  5.2236106E+015    5.0983623E+009 -3.8252485E+004    0.0000000E+000  4.7323378E+019  0.0000000E+000  0.0000000E+000
  161   1.0208080E+004  2.3449112E+013  6.0029172E-001  5.6421690E+015    5.0083234E+009 -3.9920125E+004    0.0000000E+000  5.0340076E+019  0.0000000E+000  0.0000000E+000
  159   1.0205212E+004  2.5321308E+013  6.0014180E-001  6.2689135E+015    4.9040212E+009 -4.1710161E+004    0.0000000E+000  5.3657481E+019  0.0000000E+000  0.0000000E+000
  157   1.0202296E+004  2.7342982E+013  5.9998932E-001  6.2667197E+015    4.8001523E+009 -4.3678521E+004    0.0000000E+000  5.7349312E+019  0.0000000E+000  0.0000000E+000
  155   1.0199380E+004  2.9526069E+013  5.9983688E-001  6.2645272E+015    4.6984542E+009 -4.5865587E+004    0.0000000E+000  6.1465747E+019  0.0000000E+000  0.0000000E+000
  153   1.0196464E+004  3.1883454E+013  5.9968448E-001  6.2623358E+015    4.5988823E+009 -4.7720455E+004    0.0000000E+000  6.6057594E+019  0.0000000E+000  0.0000000E+000
  151   1.0193403E+004  3.4429056E+013  5.9952433E-001  7.2493751E+015    4.4966055E+009 -4.9881095E+004    0.0000000E+000  6.9802804E+019  0.0000000E+000  0.0000000E+000
  149   1.0189855E+004  3.7177900E+013  5.9933802E-001  7.6137002E+015    4.3808577E+009 -5.2676787E+004    0.0000000E+000  7.5585172E+019  0.0000000E+000  0.0000000E+000
  147   1.0186306E+004  4.0146214E+013  5.9915176E-001  7.6103779E+015    4.2680501E+009 -5.5794733E+004    0.0000000E+000  8.2095391E+019  0.0000000E+000  0.0000000E+000
  145   1.0182758E+004  4.3351521E+013  5.9896556E-001  7.6070577E+015    4.1581091E+009 -5.9265946E+004    0.0000000E+000  8.9428067E+019  0.0000000E+000  0.0000000E+000
  143   1.0179210E+004  4.6812743E+013  5.9877942E-001  7.7678546E+015    4.0509628E+009 -6.2922594E+004    0.0000000E+000  9.7688517E+019  0.0000000E+000  0.0000000E+000
  141   1.0175222E+004  5.0550311E+013  5.9856944E-001  9.1543661E+015    3.9337997E+009 -6.6950821E+004    0.0000000E+000  1.0695133E+020  0.0000000E+000  0.0000000E+000
  139   1.0170948E+004  5.4586289E+013  5.9834398E-001  9.1493867E+015    3.8119393E+009 -7.1227756E+004    0.0000000E+000  1.1735821E+020  0.0000000E+000  0.0000000E+000
  137   1.0166674E+004  5.8944504E+013  5.9811861E-001  9.1444106E+015    3.6938045E+009 -7.5942547E+004    0.0000000E+000  1.2907662E+020  0.0000000E+000  0.0000000E+000
  135   1.0162400E+004  6.3650682E+013  5.9789332E-001  9.1394380E+015    3.5792828E+009 -8.1124199E+004    0.0000000E+000  1.4225919E+020  0.0000000E+000  0.0000000E+000
  133   1.0158126E+004  6.8732605E+013  5.9766812E-001  1.0260470E+016    3.4682652E+009 -8.6423088E+004    0.0000000E+000  1.5707053E+020  0.0000000E+000  0.0000000E+000
  131   1.0152785E+004  7.4220273E+013  5.9738480E-001  1.1432132E+016    3.3343210E+009 -9.0083073E+004    0.0000000E+000  1.7357878E+020  0.0000000E+000  0.0000000E+000
  129   1.0147432E+004  8.0146081E+013  5.9710094E-001  1.1423971E+016    3.2051892E+009 -9.4304400E+004    0.0000000E+000  1.8546512E+020  0.0000000E+000  0.0000000E+000
  127   1.0142079E+004  8.6545010E+013  5.9681721E-001  1.1415815E+016    3.0809934E+009 -1.0048428E+005    0.0000000E+000  2.0561844E+020  0.0000000E+000  0.0000000E+000
  125   1.0136726E+004  9.3454836E+013  5.9653362E-001  1.1407666E+016    2.9615475E+009 -1.0660970E+005    0.0000000E+000  2.2826135E+020  0.0000000E+000  0.0000000E+000
  123   1.0130576E+004  1.0091635E+014  5.9620639E-001  1.4802441E+016    2.8299540E+009 -1.1305156E+005    0.0000000E+000  2.5360969E+020  0.0000000E+000  0.0000000E+000
  121   1.0123620E+004  1.0897359E+014  5.9583507E-001  1.4797796E+016    2.6880545E+009 -1.1934887E+005    0.0000000E+000  2.8200541E+020  0.0000000E+000  0.0000000E+000
  119   1.0116663E+004  1.1767413E+014  5.9546398E-001  1.4783211E+016    2.5531787E+009 -1.2612732E+005    0.0000000E+000  3.1393243E+020  0.0000000E+000  0.0000000E+000
  117   1.0109707E+004  1.2706933E+014  5.9509312E-001  1.4768639E+016    2.4249836E+009 -1.3177899E+005    0.0000000E+000  3.4983385E+020  0.0000000E+000  0.0000000E+000
  115   1.0100868E+004  1.3721465E+014  5.9462028E-001  2.8256193E+016    2.2712334E+009 -1.3351916E+005    0.0000000E+000  3.8909249E+020  0.0000000E+000  0.0000000E+000
  113   1.0084931E+004  1.4816999E+014  5.9376280E-001  3.3710978E+016    2.0179418E+009 -7.3143796E+005    0.0000000E+000  4.2981997E+020  0.0000000E+000  0.0000000E+000
  111   1.0069686E+004  1.6000000E+014  5.9294377E-001  7.9218819E+016    1.8018210E+009 -4.1868194E-004    7.6686249E+022  4.4692069E+021  0.0000000E+000  0.0000000E+000
  109   1.0008841E+004  1.9841997E+014  5.8964389E-001  1.2794515E+017    1.8119047E+009 -2.6705813E-004    9.2035122E+022  6.0599341E+021  1.4048952E+020  0.0000000E+000
  107   9.9472465E+003  2.3185491E+014  5.8625855E-001  1.2820407E+017    1.8223675E+009 -2.9904580E-004    1.3641434E+023  5.4103802E+021  1.2413718E+021  0.0000000E+000
  105   9.8848791E+003  2.6032521E+014  5.8280070E-001  1.2841633E+017    1.8331799E+009 -3.0494545E-004    1.9739750E+023  4.6131190E+021  1.6400896E+021  0.0000000E+000
  103   9.8217153E+003  2.8291779E+014  5.7926588E-001  1.2858735E+017    1.8443664E+009 -8.8776409E-004    2.7769080E+023  3.7461224E+021  1.6635289E+021  0.0000000E+000
  101   9.7577285E+003  3.0341458E+014  5.7565454E-001  1.2872956E+017    1.8559369E+009 -1.2180427E-004    3.4410868E+023  3.3520936E+021  1.7156271E+021  0.0000000E+000
   99   9.6928913E+003  3.2062804E+014  5.7194084E-001  1.2883230E+017    1.8679878E+009 -1.3016962E-004    3.7679329E+023  3.5343284E+021  1.9326380E+021  0.0000000E+000
   97   9.6271748E+003  3.3807495E+014  5.6820122E-001  1.2893617E+017    1.8802820E+009 -1.3631685E-004    4.1153543E+023  3.7209157E+021  2.1493414E+021  0.0000000E+000
   95   9.5605484E+003  3.5360689E+014  5.6432530E-001  1.2899886E+017    1.8931962E+009 -1.4399377E-004    4.4748270E+023  3.8884947E+021  2.3405318E+021  0.0000000E+000
   93   9.4929803E+003  3.6795828E+014  5.6035102E-001  1.2903375E+017    1.9066237E+009 -1.5293888E-004    4.8530019E+023  4.0439961E+021  2.5154803E+021  0.0000000E+000
   91   9.4244368E+003  3.8251684E+014  5.5634797E-001  1.2906705E+017    1.9203422E+009 -1.6193763E-004    5.2588182E+023  4.2026040E+021  2.6914749E+021  0.0000000E+000
   89   9.3548814E+003  3.9729032E+014  5.5231505E-001  1.2909664E+017    1.9343643E+009 -1.7579910E-004    5.6940715E+023  4.3640128E+021  2.8689775E+021  0.0000000E+000
   87   9.2842757E+003  4.1032417E+014  5.4802460E-001  1.2907603E+017    1.9495083E+009 -1.8651823E-004    6.1658730E+023  4.5055756E+021  3.0233944E+021  0.0000000E+000
   85   9.2125794E+003  4.2339465E+014  5.4368312E-001  1.2904349E+017    1.9650757E+009 -1.9693571E-004    6.6759596E+023  4.6469999E+021  3.1765034E+021  0.0000000E+000
   83   9.1397493E+003  4.3667183E+014  5.3930820E-001  1.2900976E+017    1.9810166E+009 -2.0741890E-004    7.2268926E+023  4.7897775E+021  3.3303550E+021  0.0000000E+000
   81   9.0657405E+003  4.5016390E+014  5.3489854E-001  1.2897289E+017    1.9973480E+009 -2.2389818E-004    7.8215681E+023  4.9328242E+021  3.4834341E+021  0.0000000E+000
   79   8.9905024E+003  4.6348626E+014  5.3032920E-001  1.2891330E+017    2.0145572E+009 -2.4626066E-004    8.4775026E+023  5.0722028E+021  3.6320837E+021  0.0000000E+000
   77   8.9139841E+003  4.7637889E+014  5.2551834E-001  1.2881565E+017    2.0329995E+009 -2.5934245E-004    9.2136445E+023  5.2052670E+021  3.7736876E+021  0.0000000E+000
   75   8.8361285E+003  4.8949684E+014  5.2066819E-001  1.2871349E+017    2.0519373E+009 -2.7384699E-004    1.0014331E+024  5.3369585E+021  3.9128777E+021  0.0000000E+000
