         5       653       401       557

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca        mstn        mstp  nSF   Acel   Aion   Zion

    0   0.000000E+00   0.000000E+00   1.164E+15   2.792E+35   6.014E-01      1.270E+00   1.152E+00   1.529E+00   2.423E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.114E+08   1.000E+00   1.000E+00   20000   3.307E-01   3.825E-01  3p2   N/A    N/A    N/A 
    1   1.580542E+03   9.603301E-03   1.144E+15   2.685E+35   5.931E-01      1.258E+00   1.138E+00   1.513E+00   2.416E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.194E+08   1.000E+00   1.000E+00   20000   3.352E-01   3.864E-01  3p2   N/A    N/A    N/A 
    2   1.991358E+03   1.935251E-02   1.132E+15   2.623E+35   5.882E-01      1.250E+00   1.130E+00   1.503E+00   2.411E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.243E+08   1.000E+00   1.000E+00   20000   3.380E-01   3.888E-01  3p2   N/A    N/A    N/A 
    3   2.279536E+03   2.885291E-02   1.122E+15   2.572E+35   5.842E-01      1.244E+00   1.123E+00   1.495E+00   2.407E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.285E+08   1.000E+00   1.000E+00   20000   3.403E-01   3.907E-01  3p2   N/A    N/A    N/A 
    4   2.508954E+03   3.778538E-02   1.114E+15   2.528E+35   5.806E-01      1.239E+00   1.117E+00   1.488E+00   2.404E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.322E+08   1.000E+00   1.000E+00   20000   3.423E-01   3.924E-01  3p2   N/A    N/A    N/A 
    5   2.702689E+03   4.764272E-02   1.106E+15   2.486E+35   5.773E-01      1.234E+00   1.112E+00   1.481E+00   2.401E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.359E+08   1.000E+00   1.000E+00   20000   3.443E-01   3.941E-01  3p2   N/A    N/A    N/A 
    6   2.872035E+03   5.625918E-02   1.099E+15   2.449E+35   5.743E-01      1.229E+00   1.107E+00   1.476E+00   2.398E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.391E+08   1.000E+00   1.000E+00   20000   3.460E-01   3.956E-01  3p2   N/A    N/A    N/A 
    7   3.023468E+03   6.603450E-02   1.091E+15   2.413E+35   5.713E-01      1.225E+00   1.101E+00   1.469E+00   2.395E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.425E+08   1.000E+00   1.000E+00   20000   3.478E-01   3.971E-01  3p2   N/A    N/A    N/A 
    8   3.161084E+03   7.524966E-02   1.085E+15   2.379E+35   5.685E-01      1.220E+00   1.097E+00   1.464E+00   2.392E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.456E+08   1.000E+00   1.000E+00   20000   3.495E-01   3.985E-01  3p2   N/A    N/A    N/A 
