         5       363       111       267

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca        mstn        mstp  nSF   Acel   Aion   Zion

    0   0.000000E+00   0.000000E+00   1.152E+15   2.662E+35   5.920E-01      1.358E+00   1.248E+00   1.645E+00   2.356E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.902E+08   1.000E+00   1.000E+00   20000   3.429E-01   3.780E-01  3p2   N/A    N/A    N/A 
    1   2.463535E+03   3.560985E-02   1.103E+15   2.418E+35   5.717E-01      1.330E+00   1.217E+00   1.607E+00   2.338E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.147E+08   1.000E+00   1.000E+00   20000   3.546E-01   3.880E-01  3p2   N/A    N/A    N/A 
    2   3.103859E+03   7.058764E-02   1.074E+15   2.281E+35   5.598E-01      1.313E+00   1.198E+00   1.585E+00   2.326E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.300E+08   1.000E+00   1.000E+00   20000   3.618E-01   3.941E-01  3p2   N/A    N/A    N/A 
    3   3.553032E+03   1.043539E-01   1.051E+15   2.171E+35   5.499E-01      1.298E+00   1.183E+00   1.566E+00   2.317E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.433E+08   1.000E+00   1.000E+00   20000   3.680E-01   3.992E-01  3p2   N/A    N/A    N/A 
    4   3.910618E+03   1.360720E-01   1.031E+15   2.078E+35   5.412E-01      1.286E+00   1.169E+00   1.550E+00   2.309E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.554E+08   1.000E+00   1.000E+00   20000   3.736E-01   4.038E-01  3p2   N/A    N/A    N/A 
    5   4.212585E+03   1.699117E-01   1.012E+15   1.991E+35   5.330E-01      1.274E+00   1.155E+00   1.534E+00   2.300E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.673E+08   1.000E+00   1.000E+00   20000   3.791E-01   4.082E-01  3p2   N/A    N/A    N/A 
    6   4.476540E+03   1.997143E-01   9.948E+14   1.916E+35   5.257E-01      1.263E+00   1.144E+00   1.520E+00   2.293E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.782E+08   1.000E+00   1.000E+00   20000   3.841E-01   4.121E-01  3p2   N/A    N/A    N/A 
    7   4.712573E+03   2.329792E-01   9.781E+14   1.843E+35   5.184E-01      1.252E+00   1.131E+00   1.505E+00   2.286E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.894E+08   1.000E+00   1.000E+00   20000   3.892E-01   4.162E-01  3p2   N/A    N/A    N/A 
    8   4.927070E+03   2.632090E-01   9.629E+14   1.778E+35   5.117E-01      1.242E+00   1.120E+00   1.492E+00   2.279E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.000E+08   1.000E+00   1.000E+00   20000   3.940E-01   4.199E-01  3p2   N/A    N/A    N/A 
    9   5.124359E+03   2.916674E-01   9.487E+14   1.717E+35   5.054E-01      1.232E+00   1.110E+00   1.479E+00   2.272E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.101E+08   1.000E+00   1.000E+00   20000   3.986E-01   4.234E-01  3p2   N/A    N/A    N/A 
   10   5.307525E+03   3.233999E-01   9.343E+14   1.658E+35   4.990E-01      1.222E+00   1.099E+00   1.466E+00   2.265E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.208E+08   1.000E+00   1.000E+00   20000   4.034E-01   4.270E-01  3p2   N/A    N/A    N/A 
   11   5.478853E+03   3.530815E-01   9.208E+14   1.602E+35   4.930E-01      1.213E+00   1.088E+00   1.454E+00   2.259E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.311E+08   1.000E+00   1.000E+00   20000   4.080E-01   4.305E-01  3p2   N/A    N/A    N/A 
   12   5.640087E+03   3.810145E-01   9.081E+14   1.550E+35   4.872E-01      1.204E+00   1.078E+00   1.442E+00   2.252E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.410E+08   1.000E+00   1.000E+00   20000   4.125E-01   4.338E-01  3p2   N/A    N/A    N/A 
   13   5.792595E+03   4.074356E-01   8.961E+14   1.501E+35   4.818E-01      1.195E+00   1.069E+00   1.431E+00   2.246E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.507E+08   1.000E+00   1.000E+00   20000   4.168E-01   4.370E-01  3p2   N/A    N/A    N/A 
   14   5.937470E+03   4.374472E-01   8.836E+14   1.454E+35   4.761E-01      1.187E+00   1.059E+00   1.419E+00   2.240E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.609E+08   1.000E+00   1.000E+00   20000   4.215E-01   4.404E-01  3p2   N/A    N/A    N/A 
   15   6.075599E+03   4.660684E-01   8.717E+14   1.408E+35   4.707E-01      1.178E+00   1.049E+00   1.408E+00   2.234E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.710E+08   1.000E+00   1.000E+00   20000   4.260E-01   4.436E-01  3p2   N/A    N/A    N/A 
   16   6.207719E+03   4.934444E-01   8.604E+14   1.365E+35   4.655E-01      1.170E+00   1.040E+00   1.397E+00   2.228E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.809E+08   1.000E+00   1.000E+00   20000   4.304E-01   4.468E-01  3p2   N/A    N/A    N/A 
   17   6.334442E+03   5.197020E-01   8.494E+14   1.323E+35   4.604E-01      1.162E+00   1.031E+00   1.386E+00   2.222E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.906E+08   1.000E+00   1.000E+00   20000   4.347E-01   4.498E-01  3p2   N/A    N/A    N/A 
   18   6.456288E+03   5.449492E-01   8.389E+14   1.283E+35   4.555E-01      1.154E+00   1.022E+00   1.376E+00   2.216E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.002E+08   1.000E+00   1.000E+00   20000   4.390E-01   4.528E-01  3p2   N/A    N/A    N/A 
   19   6.573700E+03   5.709284E-01   8.285E+14   1.244E+35   4.507E-01      1.146E+00   1.013E+00   1.365E+00   2.210E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.099E+08   1.000E+00   1.000E+00   20000   4.434E-01   4.558E-01  3p2   N/A    N/A    N/A 
   20   6.687062E+03   5.981412E-01   8.179E+14   1.207E+35   4.457E-01      1.138E+00   1.004E+00   1.355E+00   2.204E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.199E+08   1.000E+00   1.000E+00   20000   4.479E-01   4.589E-01  3p2   N/A    N/A    N/A 
   21   6.796706E+03   6.244614E-01   8.076E+14   1.171E+35   4.409E-01      1.130E+00   9.952E-01   1.344E+00   2.198E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.299E+08   1.000E+00   1.000E+00   20000   4.523E-01   4.620E-01  3p2   N/A    N/A    N/A 
   22   6.902922E+03   6.499588E-01   7.977E+14   1.137E+35   4.362E-01      1.123E+00   9.866E-01   1.334E+00   2.193E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.397E+08   1.000E+00   1.000E+00   20000   4.567E-01   4.649E-01  3p2   N/A    N/A    N/A 
   23   7.005966E+03   6.746948E-01   7.881E+14   1.103E+35   4.317E-01      1.115E+00   9.781E-01   1.324E+00   2.187E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.494E+08   1.000E+00   1.000E+00   20000   4.611E-01   4.679E-01  3p2   N/A    N/A    N/A 
   24   7.106064E+03   6.987237E-01   7.788E+14   1.071E+35   4.272E-01      1.108E+00   9.697E-01   1.314E+00   2.181E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.590E+08   1.000E+00   1.000E+00   20000   4.654E-01   4.707E-01  3p2   N/A    N/A    N/A 
   25   7.203420E+03   7.220941E-01   7.697E+14   1.039E+35   4.229E-01      1.101E+00   9.615E-01   1.305E+00   2.176E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.685E+08   1.000E+00   1.000E+00   20000   4.697E-01   4.736E-01  3p2   N/A    N/A    N/A 
   26   7.298213E+03   7.454080E-01   7.607E+14   1.008E+35   4.186E-01      1.093E+00   9.533E-01   1.295E+00   2.170E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.781E+08   1.000E+00   1.000E+00   20000   4.740E-01   4.764E-01  3p2   N/A    N/A    N/A 
   27   7.390605E+03   7.702027E-01   7.514E+14   9.794E+34   4.142E-01      1.086E+00   9.448E-01   1.286E+00   2.164E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.881E+08   1.000E+00   1.000E+00   20000   4.786E-01   4.794E-01  3p2   N/A    N/A    N/A 
   28   7.480743E+03   7.943924E-01   7.424E+14   9.513E+34   4.098E-01      1.079E+00   9.364E-01   1.276E+00   2.159E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.980E+08   1.000E+00   1.000E+00   20000   4.831E-01   4.823E-01  3p2   N/A    N/A    N/A 
   29   7.568760E+03   8.180129E-01   7.336E+14   9.239E+34   4.055E-01      1.072E+00   9.282E-01   1.266E+00   2.153E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      6.078E+08   1.000E+00   1.000E+00   20000   4.876E-01   4.852E-01  3p2   N/A    N/A    N/A 
