         5       377       111       281

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca        mstn        mstp  nSF   Acel   Aion   Zion

    0   0.000000E+00   0.000000E+00   7.574E+14   1.475E+35   3.660E-01      8.881E-01   6.924E-01   1.015E+00   2.029E+00   7.253E-01   2.348E-01   2.474E-01   0.000E+00      8.113E+08   1.000E+00   1.000E+00   02020   2.930E-01   2.930E-01  3p2   N/A    N/A    N/A 
    1   2.506699E+03   2.482338E-02   7.375E+14   1.375E+35   3.571E-01      8.886E-01   6.879E-01   1.013E+00   2.021E+00   6.085E-01   2.328E-01   2.454E-01   0.000E+00      8.226E+08   1.000E+00   1.000E+00   02000   2.992E-01   2.992E-01  3p2   N/A    N/A    N/A 
    2   3.158243E+03   4.974367E-02   7.258E+14   1.318E+35   3.519E-01      8.884E-01   6.847E-01   1.011E+00   2.018E+00   4.956E-01   2.317E-01   2.442E-01   0.000E+00      8.272E+08   1.000E+00   1.000E+00   02000   3.030E-01   3.030E-01  3p2   N/A    N/A    N/A 
    3   3.615286E+03   7.395553E-02   7.162E+14   1.272E+35   3.477E-01      8.879E-01   6.817E-01   1.010E+00   2.016E+00   3.044E-01   2.308E-01   2.432E-01   0.000E+00      8.298E+08   1.000E+00   1.000E+00   01000   3.062E-01   3.062E-01  3p2   N/A    N/A    N/A 
    4   3.979137E+03   9.692482E-02   7.079E+14   1.232E+35   3.439E-01      8.873E-01   6.788E-01   1.008E+00   2.009E+00   2.002E-01   2.299E-01   2.424E-01   0.000E+00      8.390E+08   1.000E+00   1.000E+00   01000   3.090E-01   3.090E-01  3p2   N/A    N/A    N/A 
    5   4.286395E+03   1.213987E-01   7.000E+14   1.194E+35   3.404E-01      8.865E-01   6.759E-01   1.006E+00   2.002E+00   1.610E-01   2.292E-01   2.415E-01   0.000E+00      8.492E+08   1.000E+00   1.000E+00   01000   3.117E-01   3.117E-01  3p2   N/A    N/A    N/A 
    6   4.554975E+03   1.432100E-01   6.930E+14   1.161E+35   3.373E-01      8.857E-01   6.732E-01   1.004E+00   1.995E+00   1.605E-01   2.285E-01   2.408E-01   0.000E+00      8.584E+08   1.000E+00   1.000E+00   01000   3.142E-01   3.142E-01  3p2   N/A    N/A    N/A 
    7   4.795143E+03   1.678559E-01   6.860E+14   1.129E+35   3.342E-01      8.847E-01   6.703E-01   1.002E+00   1.989E+00   1.600E-01   2.277E-01   2.401E-01   0.000E+00      8.673E+08   1.000E+00   1.000E+00   01000   3.166E-01   3.166E-01  3p2   N/A    N/A    N/A 
    8   5.013398E+03   1.902532E-01   6.796E+14   1.100E+35   3.313E-01      8.837E-01   6.675E-01   9.998E-01   1.983E+00   1.595E-01   2.271E-01   2.394E-01   0.000E+00      8.751E+08   1.000E+00   1.000E+00   01000   3.189E-01   3.189E-01  3p2   N/A    N/A    N/A 
    9   5.214144E+03   2.110993E-01   6.737E+14   1.073E+35   3.287E-01      8.827E-01   6.649E-01   9.978E-01   1.977E+00   1.591E-01   2.265E-01   2.387E-01   0.000E+00      8.822E+08   1.000E+00   1.000E+00   01000   3.211E-01   3.211E-01  3p2   N/A    N/A    N/A 
