         5       363       111       267

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca        mstn        mstp  nSF   Acel   Aion   Zion

    0   0.000000E+00   0.000000E+00   9.413E+14   1.685E+35   5.021E-01      1.227E+00   1.104E+00   1.472E+00   2.269E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.156E+08   1.000E+00   1.000E+00   20000   4.011E-01   4.253E-01  3p2   N/A    N/A    N/A 
    1   2.484234E+03   2.988041E-02   9.063E+14   1.542E+35   4.864E-01      1.203E+00   1.077E+00   1.440E+00   2.252E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.424E+08   1.000E+00   1.000E+00   20000   4.132E-01   4.343E-01  3p2   N/A    N/A    N/A 
    2   3.129938E+03   5.949484E-02   8.859E+14   1.461E+35   4.772E-01      1.188E+00   1.061E+00   1.421E+00   2.241E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.591E+08   1.000E+00   1.000E+00   20000   4.206E-01   4.398E-01  3p2   N/A    N/A    N/A 
    3   3.582885E+03   8.812734E-02   8.690E+14   1.396E+35   4.694E-01      1.176E+00   1.047E+00   1.405E+00   2.232E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.734E+08   1.000E+00   1.000E+00   20000   4.270E-01   4.444E-01  3p2   N/A    N/A    N/A 
    4   3.943475E+03   1.152041E-01   8.543E+14   1.340E+35   4.627E-01      1.165E+00   1.035E+00   1.391E+00   2.225E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.862E+08   1.000E+00   1.000E+00   20000   4.328E-01   4.484E-01  3p2   N/A    N/A    N/A 
    5   4.247980E+03   1.437864E-01   8.404E+14   1.288E+35   4.562E-01      1.155E+00   1.023E+00   1.377E+00   2.217E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.988E+08   1.000E+00   1.000E+00   20000   4.384E-01   4.524E-01  3p2   N/A    N/A    N/A 
    6   4.514152E+03   1.694493E-01   8.281E+14   1.242E+35   4.505E-01      1.146E+00   1.013E+00   1.365E+00   2.210E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.102E+08   1.000E+00   1.000E+00   20000   4.435E-01   4.559E-01  3p2   N/A    N/A    N/A 
    7   4.752168E+03   1.977473E-01   8.159E+14   1.199E+35   4.448E-01      1.136E+00   1.002E+00   1.353E+00   2.203E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.219E+08   1.000E+00   1.000E+00   20000   4.487E-01   4.595E-01  3p2   N/A    N/A    N/A 
    8   4.968467E+03   2.234633E-01   8.047E+14   1.159E+35   4.395E-01      1.128E+00   9.927E-01   1.341E+00   2.197E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.328E+08   1.000E+00   1.000E+00   20000   4.536E-01   4.628E-01  3p2   N/A    N/A    N/A 
    9   5.167414E+03   2.481610E-01   7.942E+14   1.122E+35   4.346E-01      1.120E+00   9.835E-01   1.331E+00   2.191E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.432E+08   1.000E+00   1.000E+00   20000   4.583E-01   4.660E-01  3p2   N/A    N/A    N/A 
   10   5.352119E+03   2.753865E-01   7.836E+14   1.086E+35   4.295E-01      1.111E+00   9.740E-01   1.319E+00   2.184E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.540E+08   1.000E+00   1.000E+00   20000   4.632E-01   4.693E-01  3p2   N/A    N/A    N/A 
   11   5.524886E+03   3.008524E-01   7.736E+14   1.052E+35   4.248E-01      1.104E+00   9.650E-01   1.309E+00   2.178E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.644E+08   1.000E+00   1.000E+00   20000   4.678E-01   4.724E-01  3p2   N/A    N/A    N/A 
   12   5.687476E+03   3.248181E-01   7.642E+14   1.020E+35   4.203E-01      1.096E+00   9.565E-01   1.299E+00   2.172E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.743E+08   1.000E+00   1.000E+00   20000   4.724E-01   4.753E-01  3p2   N/A    N/A    N/A 
   13   5.841265E+03   3.478048E-01   7.552E+14   9.899E+34   4.160E-01      1.089E+00   9.483E-01   1.290E+00   2.167E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.840E+08   1.000E+00   1.000E+00   20000   4.767E-01   4.782E-01  3p2   N/A    N/A    N/A 
