         5       653       401       557

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca        mstn        mstp  nSF   Acel   Aion   Zion

    0   0.000000E+00   0.000000E+00   7.353E+14   9.037E+34   4.096E-01      9.709E-01   8.099E-01   1.131E+00   2.202E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.235E+08   1.000E+00   1.000E+00   00000   4.774E-01   4.885E-01  3p2   N/A    N/A    N/A 
    1   1.553368E+03   5.811713E-03   7.264E+14   8.745E+34   4.052E-01      9.640E-01   8.016E-01   1.122E+00   2.196E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.345E+08   1.000E+00   1.000E+00   00000   4.821E-01   4.914E-01  3p2   N/A    N/A    N/A 
    2   1.957121E+03   1.165795E-02   7.212E+14   8.575E+34   4.026E-01      9.599E-01   7.967E-01   1.116E+00   2.192E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.410E+08   1.000E+00   1.000E+00   00000   4.849E-01   4.931E-01  3p2   N/A    N/A    N/A 
    3   2.240344E+03   1.737903E-02   7.168E+14   8.435E+34   4.004E-01      9.565E-01   7.926E-01   1.111E+00   2.189E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.465E+08   1.000E+00   1.000E+00   00000   4.872E-01   4.945E-01  3p2   N/A    N/A    N/A 
    4   2.465818E+03   2.291073E-02   7.130E+14   8.312E+34   3.985E-01      9.535E-01   7.890E-01   1.107E+00   2.186E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.514E+08   1.000E+00   1.000E+00   00000   4.893E-01   4.958E-01  3p2   N/A    N/A    N/A 
    5   2.656222E+03   2.884586E-02   7.093E+14   8.196E+34   3.967E-01      9.507E-01   7.855E-01   1.104E+00   2.183E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.561E+08   1.000E+00   1.000E+00   00000   4.913E-01   4.970E-01  3p2   N/A    N/A    N/A 
    6   2.822657E+03   3.428930E-02   7.060E+14   8.093E+34   3.951E-01      9.481E-01   7.824E-01   1.100E+00   2.181E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.604E+08   1.000E+00   1.000E+00   00000   4.932E-01   4.981E-01  3p2   N/A    N/A    N/A 
    7   2.971486E+03   3.991065E-02   7.029E+14   7.994E+34   3.935E-01      9.456E-01   7.794E-01   1.097E+00   2.178E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.645E+08   1.000E+00   1.000E+00   00000   4.949E-01   4.991E-01  3p2   N/A    N/A    N/A 
    8   3.106736E+03   4.576562E-02   6.998E+14   7.898E+34   3.920E-01      9.432E-01   7.765E-01   1.093E+00   2.176E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.686E+08   1.000E+00   1.000E+00   00000   4.966E-01   5.001E-01  3p2   N/A    N/A    N/A 
    9   3.231135E+03   5.115090E-02   6.970E+14   7.810E+34   3.906E-01      9.410E-01   7.738E-01   1.090E+00   2.174E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.723E+08   1.000E+00   1.000E+00   00000   4.982E-01   5.011E-01  3p2   N/A    N/A    N/A 
