#   Time in years,  Te_inf includes ephi
#   Temp and Lum are local values, i.e. no ephi
#
#
#        Time= 1.000E-10      Te_inf 6.688E+06
#
# zone       Rad [m]       Rho [gm/cc]        exp(phi)           dvol         Temp [K]      Lum [Lsun]           Q_mUrca        lambda_e       lambda_mu         Q_dUrca  
#                                                                        no exp(phi)    no exp(2phi) 
#
  297   9.9637005E+003  1.2630375E+011  6.3579664E-001  4.0067852E+015    6.7608468E+009  7.2162268E+003    0.0000000E+000  8.4708109E+018  0.0000000E+000  0.0000000E+000
  295   9.9616051E+003  1.3639313E+011  6.3569794E-001  4.0622093E+015    6.8449954E+009  7.6386645E+003    0.0000000E+000  8.8627938E+018  0.0000000E+000  0.0000000E+000
  293   9.9595098E+003  1.4728847E+011  6.3559926E-001  4.0611056E+015    6.9302092E+009  8.0859836E+003    0.0000000E+000  9.2666110E+018  0.0000000E+000  0.0000000E+000
  291   9.9574144E+003  1.5905415E+011  6.3550059E-001  4.0600023E+015    7.0165018E+009  8.5622000E+003    0.0000000E+000  9.6950837E+018  0.0000000E+000  0.0000000E+000
  289   9.9553190E+003  1.7175969E+011  6.3540194E-001  4.0588994E+015    7.1038872E+009  9.0665881E+003    0.0000000E+000  1.0143411E+019  0.0000000E+000  0.0000000E+000
  287   9.9532236E+003  1.8548017E+011  6.3530330E-001  4.1657790E+015    7.1923794E+009  9.6026995E+003    0.0000000E+000  1.0612746E+019  0.0000000E+000  0.0000000E+000
  285   9.9509585E+003  2.0029668E+011  6.3519634E-001  4.4979982E+015    7.2893067E+009  1.0186619E+004    0.0000000E+000  1.1107975E+019  0.0000000E+000  0.0000000E+000
  283   9.9486351E+003  2.1629675E+011  6.3508653E-001  4.4966435E+015    7.3901072E+009  1.0803700E+004    0.0000000E+000  1.1620567E+019  0.0000000E+000  0.0000000E+000
  281   9.9463117E+003  2.3357494E+011  6.3497674E-001  4.4952892E+015    7.4923254E+009  1.1463003E+004    0.0000000E+000  1.2165848E+019  0.0000000E+000  0.0000000E+000
  279   9.9439884E+003  2.5223334E+011  6.3486697E-001  4.4939355E+015    7.5959815E+009  1.2158787E+004    0.0000000E+000  1.2737703E+019  0.0000000E+000  0.0000000E+000
  277   9.9416650E+003  2.7238221E+011  6.3475722E-001  4.4925823E+015    7.7010961E+009  1.2916568E+004    0.0000000E+000  1.3328449E+019  0.0000000E+000  0.0000000E+000
  275   9.9396053E+003  2.9414061E+011  6.3465989E-001  2.7930565E+015    7.7955163E+009  1.3593284E+004    0.0000000E+000  1.3949243E+019  0.0000000E+000  0.0000000E+000
  273   9.9385117E+003  3.1763711E+011  6.3460804E-001  2.1139074E+015    7.8461329E+009  1.4279621E+004    0.0000000E+000  1.4568732E+019  0.0000000E+000  0.0000000E+000
  271   9.9374180E+003  3.4301056E+011  6.3455619E-001  2.1136077E+015    7.8970836E+009  1.5002579E+004    0.0000000E+000  1.5201377E+019  0.0000000E+000  0.0000000E+000
  269   9.9363243E+003  3.7041089E+011  6.3450435E-001  2.1133081E+015    7.9483708E+009  1.5767874E+004    0.0000000E+000  1.5879894E+019  0.0000000E+000  0.0000000E+000
  267   9.9352306E+003  4.0000000E+011  6.3445251E-001  2.1124860E+015    7.9999981E+009 -2.1986913E+004    0.0000000E+000  1.6582031E+019  0.0000000E+000  0.0000000E+000
  265   9.9341375E+003  4.3193633E+011  6.3440070E-001  2.1116643E+015    7.9258278E+009 -2.0282006E+004    0.0000000E+000  1.4361637E+019  0.0000000E+000  0.0000000E+000
  263   9.9330444E+003  4.6642248E+011  6.3434889E-001  2.1113651E+015    7.8523371E+009 -2.0115356E+004    0.0000000E+000  1.4375515E+019  0.0000000E+000  0.0000000E+000
  261   9.9319513E+003  5.0366204E+011  6.3429709E-001  2.1110660E+015    7.7795197E+009 -1.9962097E+004    0.0000000E+000  1.4397386E+019  0.0000000E+000  0.0000000E+000
  259   9.9308581E+003  5.4387484E+011  6.3424530E-001  2.1107670E+015    7.7073695E+009 -1.9779791E+004    0.0000000E+000  1.4428600E+019  0.0000000E+000  0.0000000E+000
  257   9.9296396E+003  5.8729825E+011  6.3418747E-001  2.6403968E+015    7.6277199E+009 -1.9661728E+004    0.0000000E+000  1.4478346E+019  0.0000000E+000  0.0000000E+000
  255   9.9282483E+003  6.3418863E+011  6.3412135E-001  2.6855125E+015    7.5377789E+009 -1.9496578E+004    0.0000000E+000  1.4527372E+019  0.0000000E+000  0.0000000E+000
  253   9.9268571E+003  6.8482278E+011  6.3405523E-001  2.6850281E+015    7.4488859E+009 -1.9343470E+004    0.0000000E+000  1.4584507E+019  0.0000000E+000  0.0000000E+000
  251   9.9254658E+003  7.3949959E+011  6.3398912E-001  2.6845438E+015    7.3610289E+009 -1.9202291E+004    0.0000000E+000  1.4650247E+019  0.0000000E+000  0.0000000E+000
  249   9.9240746E+003  7.9854185E+011  6.3392301E-001  2.6840596E+015    7.2741959E+009 -1.9072559E+004    0.0000000E+000  1.4724288E+019  0.0000000E+000  0.0000000E+000
  247   9.9226833E+003  8.6229809E+011  6.3385692E-001  2.6835755E+015    7.1883751E+009 -1.8954218E+004    0.0000000E+000  1.4806872E+019  0.0000000E+000  0.0000000E+000
  245   9.9212920E+003  9.3114469E+011  6.3379083E-001  2.5401170E+015    7.1035549E+009 -1.8906684E+004    0.0000000E+000  1.4898273E+019  0.0000000E+000  0.0000000E+000
  243   9.9201472E+003  1.0054880E+012  6.3373634E-001  2.0183196E+015    7.0345014E+009 -1.8848062E+004    0.0000000E+000  1.5011715E+019  0.0000000E+000  0.0000000E+000
  241   9.9191005E+003  1.0857670E+012  6.3368647E-001  2.0180455E+015    6.9719481E+009 -1.8842473E+004    0.0000000E+000  1.5139952E+019  0.0000000E+000  0.0000000E+000
  239   9.9180538E+003  1.1724556E+012  6.3363661E-001  2.0177714E+015    6.9099445E+009 -1.8848200E+004    0.0000000E+000  1.5278381E+019  0.0000000E+000  0.0000000E+000
  237   9.9170071E+003  1.2660654E+012  6.3358675E-001  2.0174974E+015    6.8484858E+009 -1.8865475E+004    0.0000000E+000  1.5427432E+019  0.0000000E+000  0.0000000E+000
  235   9.9159604E+003  1.3671491E+012  6.3353690E-001  2.0172235E+015    6.7875672E+009 -1.8894567E+004    0.0000000E+000  1.5587584E+019  0.0000000E+000  0.0000000E+000
  233   9.9149137E+003  1.4763034E+012  6.3348705E-001  2.0169496E+015    6.7271841E+009 -1.8935664E+004    0.0000000E+000  1.5759357E+019  0.0000000E+000  0.0000000E+000
  231   9.9138670E+003  1.5941727E+012  6.3343720E-001  2.0166757E+015    6.6673319E+009 -1.8989154E+004    0.0000000E+000  1.5943108E+019  0.0000000E+000  0.0000000E+000
  229   9.9128203E+003  1.7214528E+012  6.3338736E-001  1.9322018E+015    6.6080059E+009 -1.9069125E+004    0.0000000E+000  1.6139715E+019  0.0000000E+000  0.0000000E+000
  227   9.9118675E+003  1.8588950E+012  6.3334187E-001  1.8227150E+015    6.5544582E+009 -1.9169302E+004    0.0000000E+000  1.6355237E+019  0.0000000E+000  0.0000000E+000
  225   9.9109212E+003  2.0073107E+012  6.3329668E-001  1.8224908E+015    6.5017005E+009 -1.9286930E+004    0.0000000E+000  1.6585605E+019  0.0000000E+000  0.0000000E+000
  223   9.9099749E+003  2.1675761E+012  6.3325150E-001  1.8222667E+015    6.4493623E+009 -1.9419454E+004    0.0000000E+000  1.6831320E+019  0.0000000E+000  0.0000000E+000
  221   9.9090286E+003  2.3406371E+012  6.3320633E-001  1.8220427E+015    6.3974406E+009 -1.9567617E+004    0.0000000E+000  1.7093343E+019  0.0000000E+000  0.0000000E+000
  219   9.9080824E+003  2.5275155E+012  6.3316115E-001  1.8218186E+015    6.3459318E+009 -1.9812617E+004    0.0000000E+000  1.7372728E+019  0.0000000E+000  0.0000000E+000
  217   9.9071361E+003  2.7293145E+012  6.3311598E-001  1.8215946E+015    6.2948329E+009 -2.0074358E+004    0.0000000E+000  1.7808211E+019  0.0000000E+000  0.0000000E+000
  215   9.9061898E+003  2.9472252E+012  6.3307081E-001  1.8213707E+015    6.2441406E+009 -2.0264518E+004    0.0000000E+000  1.8137130E+019  0.0000000E+000  0.0000000E+000
  213   9.9052012E+003  3.1825341E+012  6.3302360E-001  2.0674613E+015    6.1916109E+009 -2.0486457E+004    0.0000000E+000  1.8485338E+019  0.0000000E+000  0.0000000E+000
  211   9.9040836E+003  3.4366303E+012  6.3297013E-001  2.1504855E+015    6.1327562E+009 -2.0696984E+004    0.0000000E+000  1.8848941E+019  0.0000000E+000  0.0000000E+000
  209   9.9029660E+003  3.7110137E+012  6.3291667E-001  2.1501724E+015    6.0744543E+009 -2.0929616E+004    0.0000000E+000  1.9237654E+019  0.0000000E+000  0.0000000E+000
  207   9.9018484E+003  4.0073041E+012  6.3286322E-001  2.1498593E+015    6.0167001E+009 -2.1185896E+004    0.0000000E+000  1.9653487E+019  0.0000000E+000  0.0000000E+000
  205   9.9007309E+003  4.3272505E+012  6.3280977E-001  2.1495463E+015    5.9594886E+009 -2.1467537E+004    0.0000000E+000  2.0098673E+019  0.0000000E+000  0.0000000E+000
  203   9.8996133E+003  4.6727418E+012  6.3275632E-001  2.1492334E+015    5.9028147E+009 -2.1776443E+004    0.0000000E+000  2.0575687E+019  0.0000000E+000  0.0000000E+000
  201   9.8984957E+003  5.0458174E+012  6.3270288E-001  2.2642306E+015    5.8466733E+009 -2.2072145E+004    0.0000000E+000  2.1087279E+019  0.0000000E+000  0.0000000E+000
  199   9.8971997E+003  5.4486796E+012  6.3264078E-001  2.6040788E+015    5.7822295E+009 -2.2405492E+004    0.0000000E+000  2.1624373E+019  0.0000000E+000  0.0000000E+000
  197   9.8958452E+003  5.8837067E+012  6.3257585E-001  2.6036174E+015    5.7156273E+009 -2.2748963E+004    0.0000000E+000  2.2198141E+019  0.0000000E+000  0.0000000E+000
  195   9.8944907E+003  6.3534667E+012  6.3251093E-001  2.6031561E+015    5.6497833E+009 -2.3148788E+004    0.0000000E+000  2.2823989E+019  0.0000000E+000  0.0000000E+000
  193   9.8931361E+003  6.8607327E+012  6.3244601E-001  2.6026948E+015    5.5846888E+009 -2.3604111E+004    0.0000000E+000  2.3531618E+019  0.0000000E+000  0.0000000E+000
  191   9.8917816E+003  7.4084993E+012  6.3238109E-001  2.6022337E+015    5.5203355E+009 -2.4104361E+004    0.0000000E+000  2.4296585E+019  0.0000000E+000  0.0000000E+000
  189   9.8904271E+003  8.0000000E+012  6.3231619E-001  3.0033609E+015    5.4567150E+009 -2.4584608E+004    0.0000000E+000  2.5124765E+019  0.0000000E+000  0.0000000E+000
  187   9.8886324E+003  8.6387266E+012  6.3222995E-001  3.4887977E+015    5.3735351E+009 -2.5061487E+004    0.0000000E+000  2.5990230E+019  0.0000000E+000  0.0000000E+000
  185   9.8868156E+003  9.3284497E+012  6.3214266E-001  3.4879642E+015    5.2906110E+009 -2.5583035E+004    0.0000000E+000  2.6930368E+019  0.0000000E+000  0.0000000E+000
  183   9.8849989E+003  1.0073241E+013  6.3205539E-001  3.4871309E+015    5.2089515E+009 -2.6162182E+004    0.0000000E+000  2.7953499E+019  0.0000000E+000  0.0000000E+000
  181   9.8831822E+003  1.0877497E+013  6.3196812E-001  3.4862978E+015    5.1285376E+009 -2.6805437E+004    0.0000000E+000  2.9068729E+019  0.0000000E+000  0.0000000E+000
  179   9.8813654E+003  1.1745965E+013  6.3188087E-001  3.8593051E+015    5.0493506E+009 -2.7444497E+004    0.0000000E+000  3.0287983E+019  0.0000000E+000  0.0000000E+000
  177   9.8791216E+003  1.2683773E+013  6.3177276E-001  4.3751345E+015    4.9532166E+009 -2.8103462E+004    0.0000000E+000  3.1589393E+019  0.0000000E+000  0.0000000E+000
  175   9.8768404E+003  1.3696456E+013  6.3166284E-001  4.3738125E+015    4.8573381E+009 -2.8827714E+004    0.0000000E+000  3.3016117E+019  0.0000000E+000  0.0000000E+000
  173   9.8745593E+003  1.4789992E+013  6.3155295E-001  4.3724910E+015    4.7632938E+009 -2.9653975E+004    0.0000000E+000  3.4586045E+019  0.0000000E+000  0.0000000E+000
  171   9.8722781E+003  1.5970837E+013  6.3144307E-001  4.3711700E+015    4.6710490E+009 -3.0564387E+004    0.0000000E+000  3.6350894E+019  0.0000000E+000  0.0000000E+000
  169   9.8699216E+003  1.7245962E+013  6.3132951E-001  5.0095329E+015    4.5776087E+009 -3.1534690E+004    0.0000000E+000  3.8302199E+019  0.0000000E+000  0.0000000E+000
  167   9.8671233E+003  1.8622894E+013  6.3119422E-001  5.3584297E+015    4.4690533E+009 -3.2526399E+004    0.0000000E+000  4.0426505E+019  0.0000000E+000  0.0000000E+000
  165   9.8643250E+003  2.0109761E+013  6.3105897E-001  5.3564235E+015    4.3630423E+009 -3.3642417E+004    0.0000000E+000  4.2786106E+019  0.0000000E+000  0.0000000E+000
  163   9.8615267E+003  2.1715341E+013  6.3092374E-001  5.3544181E+015    4.2595167E+009 -3.4894760E+004    0.0000000E+000  4.5410413E+019  0.0000000E+000  0.0000000E+000
  161   9.8587285E+003  2.3449112E+013  6.3078855E-001  5.3524137E+015    4.1584189E+009 -3.6187037E+004    0.0000000E+000  4.8332509E+019  0.0000000E+000  0.0000000E+000
  159   9.8556640E+003  2.5321308E+013  6.3064014E-001  6.3967733E+015    4.0504276E+009 -3.7646527E+004    0.0000000E+000  5.1565915E+019  0.0000000E+000  0.0000000E+000
  157   9.8523032E+003  2.7342982E+013  6.3047704E-001  6.4227933E+015    3.9351778E+009 -3.9154905E+004    0.0000000E+000  5.5148273E+019  0.0000000E+000  0.0000000E+000
  155   9.8489424E+003  2.9526069E+013  6.3031398E-001  6.4198637E+015    3.8231693E+009 -4.0840425E+004    0.0000000E+000  5.9151178E+019  0.0000000E+000  0.0000000E+000
  153   9.8455816E+003  3.1883454E+013  6.3015095E-001  6.4169355E+015    3.7143120E+009 -4.2264509E+004    0.0000000E+000  6.3624968E+019  0.0000000E+000  0.0000000E+000
  151   9.8422208E+003  3.4429056E+013  6.2998797E-001  6.8373802E+015    3.6085183E+009 -4.3833664E+004    0.0000000E+000  6.7274161E+019  0.0000000E+000  0.0000000E+000
  149   9.8382748E+003  3.7177900E+013  6.2979573E-001  7.7966820E+015    3.4881022E+009 -4.5975918E+004    0.0000000E+000  7.2928234E+019  0.0000000E+000  0.0000000E+000
  147   9.8341872E+003  4.0146214E+013  6.2959647E-001  7.7922687E+015    3.3675566E+009 -4.8302690E+004    0.0000000E+000  7.9288361E+019  0.0000000E+000  0.0000000E+000
  145   9.8300997E+003  4.3351521E+013  6.2939726E-001  7.7878580E+015    3.2511291E+009 -5.0893858E+004    0.0000000E+000  8.6460701E+019  0.0000000E+000  0.0000000E+000
  143   9.8260122E+003  4.6812743E+013  6.2919812E-001  7.7834499E+015    3.1386805E+009 -5.3692994E+004    0.0000000E+000  9.4548751E+019  0.0000000E+000  0.0000000E+000
  141   9.8217703E+003  5.0550311E+013  6.2899122E-001  8.8621453E+015    3.0260510E+009 -5.6635917E+004    0.0000000E+000  1.0365076E+020  0.0000000E+000  0.0000000E+000
  139   9.8168528E+003  5.4586289E+013  6.2875016E-001  9.3518334E+015    2.9004783E+009 -5.9644080E+004    0.0000000E+000  1.1383312E+020  0.0000000E+000  0.0000000E+000
  137   9.8119353E+003  5.8944504E+013  6.2850919E-001  9.3452838E+015    2.7800569E+009 -6.2945527E+004    0.0000000E+000  1.2530178E+020  0.0000000E+000  0.0000000E+000
  135   9.8070178E+003  6.3650682E+013  6.2826831E-001  9.3387385E+015    2.6645780E+009 -6.6553256E+004    0.0000000E+000  1.3820561E+020  0.0000000E+000  0.0000000E+000
  133   9.8021003E+003  6.8732605E+013  6.2802752E-001  9.5062954E+015    2.5538411E+009 -7.0106857E+004    0.0000000E+000  1.5270624E+020  0.0000000E+000  0.0000000E+000
  131   9.7964502E+003  7.4220273E+013  6.2774957E-001  1.1754656E+016    2.4322180E+009 -7.2364816E+004    0.0000000E+000  1.6887352E+020  0.0000000E+000  0.0000000E+000
  129   9.7902511E+003  8.0146081E+013  6.2744383E-001  1.1743872E+016    2.3053581E+009 -7.4695887E+004    0.0000000E+000  1.8042706E+020  0.0000000E+000  0.0000000E+000
  127   9.7840519E+003  8.6545010E+013  6.2713824E-001  1.1733096E+016    2.1850401E+009 -7.8486225E+004    0.0000000E+000  2.0007917E+020  0.0000000E+000  0.0000000E+000
  125   9.7778528E+003  9.3454836E+013  6.2683280E-001  1.1722329E+016    2.0709305E+009 -8.2420551E+004    0.0000000E+000  2.2216189E+020  0.0000000E+000  0.0000000E+000
  123   9.7714165E+003  1.0091635E+014  6.2651539E-001  1.4233416E+016    1.9586855E+009 -8.5855523E+004    0.0000000E+000  2.4693254E+020  0.0000000E+000  0.0000000E+000
  121   9.7630204E+003  1.0897359E+014  6.2609817E-001  1.5840678E+016    1.8212672E+009 -8.8630740E+004    0.0000000E+000  2.7433257E+020  0.0000000E+000  0.0000000E+000
  119   9.7546244E+003  1.1767413E+014  6.2568122E-001  1.5819984E+016    1.6933831E+009 -9.1510275E+004    0.0000000E+000  3.0512587E+020  0.0000000E+000  0.0000000E+000
  117   9.7462283E+003  1.2706933E+014  6.2526455E-001  1.5799311E+016    1.5743789E+009 -9.4099220E+004    0.0000000E+000  3.3918825E+020  0.0000000E+000  0.0000000E+000
  115   9.7378323E+003  1.3721465E+014  6.2484816E-001  2.4509248E+016    1.4636452E+009 -9.1417468E+004    0.0000000E+000  3.7443266E+020  0.0000000E+000  0.0000000E+000
  113   9.7196746E+003  1.4816999E+014  6.2393764E-001  3.4885240E+016    1.2498287E+009 -1.1981184E+006    0.0000000E+000  4.0518524E+020  0.0000000E+000  0.0000000E+000
  111   9.7021214E+003  1.6000000E+014  6.2305847E-001  6.9880557E+016    1.0725693E+009 -3.2816968E-003    4.6612375E+020  1.1150948E+022  0.0000000E+000  0.0000000E+000
  109   9.6434971E+003  1.9298857E+014  6.2009427E-001  1.0911126E+017    1.0776965E+009 -1.1148164E-005    5.0012312E+020  1.4388911E+022  0.0000000E+000  0.0000000E+000
  107   9.5841511E+003  2.2266136E+014  6.1705964E-001  1.0931475E+017    1.0829964E+009 -1.6445665E-005    7.6000130E+020  1.3315281E+022  2.9979651E+021  0.0000000E+000
  105   9.5240602E+003  2.5055723E+014  6.1396929E-001  1.0949374E+017    1.0884476E+009 -1.5132179E-005    1.1810385E+021  1.1683590E+022  4.2830662E+021  0.0000000E+000
  103   9.4632020E+003  2.7078663E+014  6.1077672E-001  1.0963744E+017    1.0941370E+009 -1.4497210E-005    1.6916924E+021  9.9966783E+021  4.3419061E+021  0.0000000E+000
  101   9.4015509E+003  2.8963207E+014  6.0754343E-001  1.0977098E+017    1.0999599E+009 -1.3074130E-005    2.4033291E+021  8.2475737E+021  3.9839866E+021  0.0000000E+000
   99   9.3390804E+003  3.0669208E+014  6.0422496E-001  1.0988352E+017    1.1060010E+009 -1.2357601E-005    3.3904561E+021  6.6163525E+021  3.4506040E+021  0.0000000E+000
   97   9.2757627E+003  3.2143907E+014  6.0080584E-001  1.0997303E+017    1.1122951E+009 -3.7199686E-005    4.7978499E+021  5.0827710E+021  2.8312903E+021  0.0000000E+000
   95   9.2115683E+003  3.3639024E+014  5.9735912E-001  1.1006241E+017    1.1187130E+009 -3.4392181E-006    6.4407925E+021  3.8631220E+021  2.3111336E+021  0.0000000E+000
   93   9.1464665E+003  3.5098773E+014  5.9384650E-001  1.1014287E+017    1.1253302E+009 -3.5851055E-006    6.9407305E+021  4.0260915E+021  2.4956075E+021  0.0000000E+000
   91   9.0804251E+003  3.6350190E+014  5.9015345E-001  1.1019092E+017    1.1323723E+009 -3.7691051E-006    7.4572942E+021  4.1664072E+021  2.6523194E+021  0.0000000E+000
   89   9.0134086E+003  3.7620083E+014  5.8642936E-001  1.1023882E+017    1.1395633E+009 -3.9608275E-006    8.0083803E+021  4.3094059E+021  2.8104074E+021  0.0000000E+000
   87   8.9453801E+003  3.8909152E+014  5.8267306E-001  1.1028675E+017    1.1469097E+009 -4.1509257E-006    8.5965500E+021  4.4552956E+021  2.9698908E+021  0.0000000E+000
   85   8.8763009E+003  4.0215002E+014  5.7887880E-001  1.1033158E+017    1.1544271E+009 -4.5113019E-006    9.2240074E+021  4.6031720E+021  3.1307644E+021  0.0000000E+000
   83   8.8061293E+003  4.1364078E+014  5.7479262E-001  1.1034550E+017    1.1626339E+009 -4.7302281E-006    9.9069632E+021  4.7323194E+021  3.2699970E+021  0.0000000E+000
   81   8.7348219E+003  4.2531753E+014  5.7066984E-001  1.1035281E+017    1.1710333E+009 -4.9548734E-006    1.0641063E+022  4.8632796E+021  3.4105271E+021  0.0000000E+000
   79   8.6623301E+003  4.3718822E+014  5.6650891E-001  1.1036283E+017    1.1796344E+009 -5.1731487E-006    1.1430435E+022  4.9958963E+021  3.5523149E+021  0.0000000E+000
   77   8.5886049E+003  4.4926090E+014  5.6230828E-001  1.1037132E+017    1.1884467E+009 -5.4078527E-006    1.2278016E+022  5.1287946E+021  3.6935193E+021  0.0000000E+000
   75   8.5135912E+003  4.6154456E+014  5.5806622E-001  1.1037653E+017    1.1974805E+009 -6.0976921E-006    1.3190784E+022  5.2629429E+021  3.8356672E+021  0.0000000E+000
