         5       363       111       267

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca        mstn        mstp  nSF   Acel   Aion   Zion

    0   0.000000E+00   0.000000E+00   3.095E+16   2.569E+37   3.261E+00      1.945E+00   1.886E+00   2.414E+00   4.353E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      1.000E+00   1.000E+00   1.000E+00   10000   1.600E-01   1.600E-01  no    N/A    N/A    N/A 
    1   2.018796E+03   2.750503E-01   1.025E+16   7.551E+36   2.069E+00      1.687E+00   1.600E+00   2.072E+00   3.741E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.845E+02   1.000E+00   1.000E+00   10000   3.324E-01   3.324E-01  1s0   N/A    N/A    N/A 
    2   2.543523E+03   4.141860E-01   6.553E+15   4.572E+36   1.616E+00      1.560E+00   1.465E+00   1.907E+00   3.446E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      1.977E+04   1.000E+00   1.000E+00   10000   4.050E-01   4.050E-01  1s0   N/A    N/A    N/A 
    3   2.911607E+03   5.105518E-01   4.877E+15   3.247E+36   1.366E+00      1.479E+00   1.379E+00   1.802E+00   3.258E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.020E+05   1.000E+00   1.000E+00   10000   4.571E-01   4.571E-01  1s0   N/A    N/A    N/A 
    4   3.204638E+03   5.851506E-01   3.918E+15   2.498E+36   1.203E+00      1.421E+00   1.316E+00   1.727E+00   3.124E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.049E+05   1.000E+00   1.000E+00   10000   4.974E-01   4.974E-01  1s0   N/A    N/A    N/A 
    5   3.452092E+03   6.468490E-01   3.272E+15   1.998E+36   1.082E+00      1.374E+00   1.266E+00   1.666E+00   3.015E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.724E+06   1.000E+00   1.000E+00   10000   5.312E-01   5.312E-01  1s0   N/A    N/A    N/A 
    6   3.668395E+03   6.991186E-01   2.863E+15   1.686E+36   9.985E-01      1.340E+00   1.228E+00   1.621E+00   2.936E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.736E+06   1.000E+00   1.000E+00   10000   5.565E-01   5.565E-01  1s0   N/A    N/A    N/A 
    7   3.861817E+03   7.455230E-01   2.522E+15   1.427E+36   9.243E-01      1.308E+00   1.193E+00   1.579E+00   2.862E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      1.102E+07   1.000E+00   1.000E+00   10000   5.805E-01   5.805E-01  1s0   N/A    N/A    N/A 
    8   4.037591E+03   7.865605E-01   2.295E+15   1.258E+36   8.720E-01      1.284E+00   1.167E+00   1.547E+00   2.807E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      1.734E+07   1.000E+00   1.000E+00   10000   5.983E-01   5.983E-01  1s0   N/A    N/A    N/A 
    9   4.199264E+03   8.243059E-01   2.086E+15   1.102E+36   8.216E-01      1.260E+00   1.140E+00   1.516E+00   2.752E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.665E+07   1.000E+00   1.000E+00   10000   6.162E-01   6.162E-01  1s0   N/A    N/A    N/A 
   10   4.349363E+03   8.588036E-01   1.927E+15   9.846E+35   7.813E-01      1.240E+00   1.118E+00   1.490E+00   2.707E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.735E+07   1.000E+00   1.000E+00   10000   6.310E-01   6.310E-01  1s0   N/A    N/A    N/A 
   11   4.489762E+03   8.906715E-01   1.804E+15   8.948E+35   7.489E-01      1.223E+00   1.100E+00   1.468E+00   2.669E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.879E+07   1.000E+00   1.000E+00   10000   6.432E-01   6.432E-01  1s0   N/A    N/A    N/A 
   12   4.621888E+03   9.206620E-01   1.688E+15   8.102E+35   7.173E-01      1.207E+00   1.081E+00   1.446E+00   2.631E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      6.304E+07   1.000E+00   1.000E+00   10000   6.555E-01   6.555E-01  1s0   N/A    N/A    N/A 
   13   4.746864E+03   9.490293E-01   1.578E+15   7.302E+35   6.864E-01      1.190E+00   1.062E+00   1.423E+00   2.593E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.066E+07   1.000E+00   1.000E+00   10000   6.677E-01   6.677E-01  1s0   N/A    N/A    N/A 
   14   4.865585E+03   9.754865E-01   1.506E+15   6.787E+35   6.652E-01      1.178E+00   1.049E+00   1.407E+00   2.567E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.524E+07   1.000E+00   1.000E+00   10000   6.763E-01   6.763E-01  1s0   N/A    N/A    N/A 
   15   4.978778E+03   1.000692E+00   1.438E+15   6.305E+35   6.450E-01      1.166E+00   1.036E+00   1.392E+00   2.541E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      1.114E+08   1.000E+00   1.000E+00   10000   6.846E-01   6.846E-01  1s0   N/A    N/A    N/A 
   16   5.087046E+03   1.024801E+00   1.372E+15   5.845E+35   6.251E-01      1.154E+00   1.022E+00   1.376E+00   2.515E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      1.296E+08   1.000E+00   1.000E+00   10000   6.928E-01   6.928E-01  1s0   N/A    N/A    N/A 
   17   5.190892E+03   1.047926E+00   1.310E+15   5.403E+35   6.056E-01      1.142E+00   1.009E+00   1.360E+00   2.489E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      1.500E+08   1.000E+00   1.000E+00   10000   7.011E-01   7.011E-01  1s0   N/A    N/A    N/A 
   18   5.290741E+03   1.070133E+00   1.252E+15   4.997E+35   5.871E-01      1.131E+00   9.957E-01   1.345E+00   2.464E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      1.718E+08   1.000E+00   1.000E+00   10000   7.089E-01   7.089E-01  1s0   N/A    N/A    N/A 
   19   5.386958E+03   1.091357E+00   1.212E+15   4.723E+35   5.738E-01      1.122E+00   9.858E-01   1.333E+00   2.445E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      1.892E+08   1.000E+00   1.000E+00   10000   7.147E-01   7.147E-01  1s0   N/A    N/A    N/A 
   20   5.479854E+03   1.111849E+00   1.173E+15   4.458E+35   5.609E-01      1.113E+00   9.761E-01   1.322E+00   2.427E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.075E+08   1.000E+00   1.000E+00   10000   7.203E-01   7.203E-01  1s0   N/A    N/A    N/A 
   21   5.569704E+03   1.131669E+00   1.135E+15   4.202E+35   5.481E-01      1.105E+00   9.662E-01   1.310E+00   2.409E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.270E+08   1.000E+00   1.000E+00   10000   7.259E-01   7.259E-01  1s0   N/A    N/A    N/A 
   22   5.656745E+03   1.150869E+00   1.099E+15   3.954E+35   5.355E-01      1.096E+00   9.562E-01   1.299E+00   2.391E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.477E+08   1.000E+00   1.000E+00   10000   7.315E-01   7.315E-01  1s0   N/A    N/A    N/A 
   23   5.741187E+03   1.169496E+00   1.063E+15   3.713E+35   5.231E-01      1.087E+00   9.462E-01   1.287E+00   2.373E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.695E+08   1.000E+00   1.000E+00   10000   7.370E-01   7.370E-01  1s0   N/A    N/A    N/A 
   24   5.823214E+03   1.187590E+00   1.029E+15   3.480E+35   5.107E-01      1.078E+00   9.359E-01   1.275E+00   2.354E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.927E+08   1.000E+00   1.000E+00   00000   7.426E-01   7.426E-01  1s0   N/A    N/A    N/A 
   25   5.902994E+03   1.205168E+00   1.003E+15   3.312E+35   5.014E-01      1.071E+00   9.280E-01   1.266E+00   2.340E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.112E+08   1.000E+00   1.000E+00   00000   7.468E-01   7.468E-01  1s0   N/A    N/A    N/A 
   26   5.980674E+03   1.222278E+00   9.797E+14   3.161E+35   4.927E-01      1.065E+00   9.204E-01   1.257E+00   2.327E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.291E+08   1.000E+00   1.000E+00   00000   7.507E-01   7.507E-01  1s0   N/A    N/A    N/A 
   27   6.056387E+03   1.238956E+00   9.568E+14   3.014E+35   4.842E-01      1.058E+00   9.129E-01   1.248E+00   2.314E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.475E+08   1.000E+00   1.000E+00   00000   7.546E-01   7.546E-01  1s0   N/A    N/A    N/A 
   28   6.130252E+03   1.255226E+00   9.345E+14   2.871E+35   4.758E-01      1.052E+00   9.051E-01   1.240E+00   2.301E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.664E+08   1.000E+00   1.000E+00   00000   7.585E-01   7.585E-01  1s0   N/A    N/A    N/A 
   29   6.202380E+03   1.271114E+00   9.126E+14   2.731E+35   4.675E-01      1.045E+00   8.974E-01   1.231E+00   2.288E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.857E+08   1.000E+00   1.000E+00   00000   7.623E-01   7.623E-01  1s0   N/A    N/A    N/A 
   30   6.272867E+03   1.286640E+00   8.913E+14   2.594E+35   4.592E-01      1.038E+00   8.895E-01   1.222E+00   2.275E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.057E+08   1.000E+00   1.000E+00   00000   7.662E-01   7.662E-01  1s0   N/A    N/A    N/A 
   31   6.341806E+03   1.301825E+00   8.705E+14   2.460E+35   4.511E-01      1.031E+00   8.816E-01   1.213E+00   2.262E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.259E+08   1.000E+00   1.000E+00   00000   7.700E-01   7.700E-01  1s0   N/A    N/A    N/A 
   32   6.409277E+03   1.316687E+00   8.501E+14   2.329E+35   4.430E-01      1.025E+00   8.735E-01   1.203E+00   2.249E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.467E+08   1.000E+00   1.000E+00   00000   7.737E-01   7.737E-01  1s0   N/A    N/A    N/A 
   33   6.475357E+03   1.331281E+00   8.345E+14   2.236E+35   4.367E-01      1.019E+00   8.671E-01   1.196E+00   2.239E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.631E+08   1.000E+00   1.000E+00   00000   7.767E-01   7.767E-01  1s0   N/A    N/A    N/A 
   34   6.540114E+03   1.345588E+00   8.197E+14   2.148E+35   4.307E-01      1.014E+00   8.610E-01   1.189E+00   2.229E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.791E+08   1.000E+00   1.000E+00   00000   7.795E-01   7.795E-01  1s0   N/A    N/A    N/A 
