#   Time in years,  Te_inf includes ephi
#   Temp and Lum are local values, i.e. no ephi
#
#
#        Time= 1.000E-10      Te_inf 6.323E+06
#
# zone       Rad [m]       Rho [gm/cc]        exp(phi)           dvol         Temp [K]      Lum [Lsun]           Q_mUrca        lambda_e       lambda_mu         Q_dUrca  
#                                                                        no exp(phi)    no exp(2phi) 
#
  305   1.2501527E+004  9.2877656E+010  8.7326294E-001  2.5596298E+016    6.4053000E+009  1.8293970E+003    0.0000000E+000  5.1346194E+018  0.0000000E+000  0.0000000E+000
  303   1.2490082E+004  1.0029690E+011  8.7313871E-001  2.5841121E+016    6.4761242E+009  2.2928418E+003    0.0000000E+000  8.0900277E+018  0.0000000E+000  0.0000000E+000
  301   1.2478485E+004  1.0830880E+011  8.7301167E-001  2.5926611E+016    6.5487593E+009  2.3098410E+003    0.0000000E+000  8.4459810E+018  0.0000000E+000  0.0000000E+000
  299   1.2466889E+004  1.1696071E+011  8.7288465E-001  2.5882117E+016    6.6222767E+009  2.3369189E+003    0.0000000E+000  8.0732389E+018  0.0000000E+000  0.0000000E+000
  297   1.2455292E+004  1.2630375E+011  8.7275764E-001  2.5837662E+016    6.6966881E+009  2.4688110E+003    0.0000000E+000  8.4432965E+018  0.0000000E+000  0.0000000E+000
  295   1.2443696E+004  1.3639313E+011  8.7263066E-001  2.5793248E+016    6.7720052E+009  2.6071746E+003    0.0000000E+000  8.8299733E+018  0.0000000E+000  0.0000000E+000
  293   1.2432099E+004  1.4728847E+011  8.7250369E-001  2.5947055E+016    6.8482399E+009  2.7521941E+003    0.0000000E+000  9.2279629E+018  0.0000000E+000  0.0000000E+000
  291   1.2419625E+004  1.5905415E+011  8.7236610E-001  2.9194108E+016    6.9312885E+009  2.9146458E+003    0.0000000E+000  9.6530596E+018  0.0000000E+000  0.0000000E+000
  289   1.2406453E+004  1.7175969E+011  8.7222006E-001  2.9136957E+016    7.0201797E+009  3.0850931E+003    0.0000000E+000  1.0100287E+019  0.0000000E+000  0.0000000E+000
  287   1.2393280E+004  1.8548017E+011  8.7207405E-001  2.9079864E+016    7.1103058E+009  3.2655931E+003    0.0000000E+000  1.0568609E+019  0.0000000E+000  0.0000000E+000
  285   1.2380108E+004  2.0029668E+011  8.7192806E-001  2.9022829E+016    7.2016854E+009  3.4557492E+003    0.0000000E+000  1.1058853E+019  0.0000000E+000  0.0000000E+000
  283   1.2366935E+004  2.1629675E+011  8.7178209E-001  2.8965852E+016    7.2943372E+009  3.6571351E+003    0.0000000E+000  1.1564598E+019  0.0000000E+000  0.0000000E+000
  281   1.2353754E+004  2.3357494E+011  8.7163581E-001  2.9001457E+016    7.3883416E+009  3.8722029E+003    0.0000000E+000  1.2102593E+019  0.0000000E+000  0.0000000E+000
  279   1.2340514E+004  2.5223334E+011  8.7148711E-001  2.9000525E+016    7.4841084E+009  4.0987929E+003    0.0000000E+000  1.2666907E+019  0.0000000E+000  0.0000000E+000
  277   1.2327274E+004  2.7238221E+011  8.7133843E-001  2.8943129E+016    7.5812199E+009  4.3395322E+003    0.0000000E+000  1.3249519E+019  0.0000000E+000  0.0000000E+000
  275   1.2314033E+004  2.9414061E+011  8.7118978E-001  2.8885792E+016    7.6796965E+009  4.5963646E+003    0.0000000E+000  1.3869932E+019  0.0000000E+000  0.0000000E+000
  273   1.2300793E+004  3.1763711E+011  8.7104116E-001  2.8828514E+016    7.7795588E+009  4.8665063E+003    0.0000000E+000  1.4521203E+019  0.0000000E+000  0.0000000E+000
  271   1.2287552E+004  3.4301056E+011  8.7089255E-001  2.8771295E+016    7.8808276E+009  5.1715209E+003    0.0000000E+000  1.5189274E+019  0.0000000E+000  0.0000000E+000
  269   1.2277468E+004  3.7041089E+011  8.7077910E-001  1.3224651E+016    7.9589168E+009  5.4099206E+003    0.0000000E+000  1.5888081E+019  0.0000000E+000  0.0000000E+000
  267   1.2272207E+004  4.0000000E+011  8.7071935E-001  1.1403588E+016    7.9999974E+009  3.9797566E+002    0.0000000E+000  1.6582030E+019  0.0000000E+000  0.0000000E+000
  265   1.2266948E+004  4.3193633E+011  8.7065962E-001  1.1391755E+016    8.0036819E+009  3.7207304E+002    0.0000000E+000  1.4416017E+019  0.0000000E+000  0.0000000E+000
  263   1.2261689E+004  4.6642248E+011  8.7059990E-001  1.1382748E+016    8.0073694E+009  3.7396892E+002    0.0000000E+000  1.4485410E+019  0.0000000E+000  0.0000000E+000
  261   1.2256430E+004  5.0366204E+011  8.7054019E-001  1.1373744E+016    8.0110600E+009  3.7611987E+002    0.0000000E+000  1.4563973E+019  0.0000000E+000  0.0000000E+000
  259   1.2251172E+004  5.4387484E+011  8.7048048E-001  1.1364743E+016    8.0147536E+009  3.7874360E+002    0.0000000E+000  1.4653089E+019  0.0000000E+000  0.0000000E+000
  257   1.2245913E+004  5.8729825E+011  8.7042077E-001  1.1355746E+016    8.0184503E+009  3.8181044E+002    0.0000000E+000  1.4767944E+019  0.0000000E+000  0.0000000E+000
  255   1.2240654E+004  6.3418863E+011  8.7036106E-001  1.1346753E+016    8.0221500E+009  3.8512232E+002    0.0000000E+000  1.4892039E+019  0.0000000E+000  0.0000000E+000
  253   1.2235396E+004  6.8482278E+011  8.7030136E-001  1.1337764E+016    8.0258528E+009  3.8868879E+002    0.0000000E+000  1.5025835E+019  0.0000000E+000  0.0000000E+000
  251   1.2230137E+004  7.3949959E+011  8.7024167E-001  1.1328779E+016    8.0295587E+009  3.9240219E+002    0.0000000E+000  1.5169902E+019  0.0000000E+000  0.0000000E+000
  249   1.2224792E+004  7.9854185E+011  8.7018095E-001  1.3010966E+016    8.0333288E+009  3.9661958E+002    0.0000000E+000  1.5324072E+019  0.0000000E+000  0.0000000E+000
  247   1.2218134E+004  8.6229809E+011  8.7010464E-001  1.4318375E+016    8.0380363E+009  4.0099997E+002    0.0000000E+000  1.5489348E+019  0.0000000E+000  0.0000000E+000
  245   1.2211475E+004  9.3114469E+011  8.7002833E-001  1.4303983E+016    8.0427487E+009  4.0566214E+002    0.0000000E+000  1.5665396E+019  0.0000000E+000  0.0000000E+000
  243   1.2204817E+004  1.0054880E+012  8.6995203E-001  1.4289599E+016    8.0474661E+009  4.1061602E+002    0.0000000E+000  1.5852614E+019  0.0000000E+000  0.0000000E+000
  241   1.2198158E+004  1.0857670E+012  8.6987573E-001  1.4275222E+016    8.0521885E+009  4.1587362E+002    0.0000000E+000  1.6051344E+019  0.0000000E+000  0.0000000E+000
  239   1.2191500E+004  1.1724556E+012  8.6979944E-001  1.4260852E+016    8.0569158E+009  4.2144894E+002    0.0000000E+000  1.6262167E+019  0.0000000E+000  0.0000000E+000
  237   1.2184841E+004  1.2660654E+012  8.6972316E-001  1.4246490E+016    8.0616481E+009  4.2735612E+002    0.0000000E+000  1.6485611E+019  0.0000000E+000  0.0000000E+000
  235   1.2178183E+004  1.3671491E+012  8.6964689E-001  1.3523717E+016    8.0663854E+009  4.3418189E+002    0.0000000E+000  1.6722250E+019  0.0000000E+000  0.0000000E+000
  233   1.2172595E+004  1.4763034E+012  8.6958251E-001  1.1064170E+016    8.0703683E+009  4.4020281E+002    0.0000000E+000  1.6972063E+019  0.0000000E+000  0.0000000E+000
  231   1.2167414E+004  1.5941727E+012  8.6952266E-001  1.1055480E+016    8.0740657E+009  4.4717956E+002    0.0000000E+000  1.7235891E+019  0.0000000E+000  0.0000000E+000
  229   1.2162233E+004  1.7214528E+012  8.6946282E-001  1.1046795E+016    8.0777661E+009  4.5455878E+002    0.0000000E+000  1.7514955E+019  0.0000000E+000  0.0000000E+000
  227   1.2157052E+004  1.8588950E+012  8.6940298E-001  1.1038112E+016    8.0814695E+009  4.6236268E+002    0.0000000E+000  1.7810078E+019  0.0000000E+000  0.0000000E+000
  225   1.2151872E+004  2.0073107E+012  8.6934314E-001  1.1029433E+016    8.0851760E+009  4.7061561E+002    0.0000000E+000  1.8122163E+019  0.0000000E+000  0.0000000E+000
  223   1.2146691E+004  2.1675761E+012  8.6928331E-001  1.1020758E+016    8.0888855E+009  4.7934424E+002    0.0000000E+000  1.8452201E+019  0.0000000E+000  0.0000000E+000
  221   1.2141510E+004  2.3406371E+012  8.6922349E-001  1.1012086E+016    8.0925981E+009  4.8857783E+002    0.0000000E+000  1.8801274E+019  0.0000000E+000  0.0000000E+000
  219   1.2136329E+004  2.5275155E+012  8.6916366E-001  1.1481364E+016    8.0963137E+009  4.9970064E+002    0.0000000E+000  1.9170574E+019  0.0000000E+000  0.0000000E+000
  217   1.2130402E+004  2.7293145E+012  8.6909481E-001  1.3207948E+016    8.1005725E+009  5.1234701E+002    0.0000000E+000  1.9697463E+019  0.0000000E+000  0.0000000E+000
  215   1.2124177E+004  2.9472252E+012  8.6902238E-001  1.3195430E+016    8.1050502E+009  5.2361384E+002    0.0000000E+000  2.0123161E+019  0.0000000E+000  0.0000000E+000
  213   1.2117953E+004  3.1825341E+012  8.6894995E-001  1.3182918E+016    8.1095323E+009  5.3555357E+002    0.0000000E+000  2.0574114E+019  0.0000000E+000  0.0000000E+000
  211   1.2111729E+004  3.4366303E+012  8.6887752E-001  1.3170412E+016    8.1140188E+009  5.4821538E+002    0.0000000E+000  2.1052140E+019  0.0000000E+000  0.0000000E+000
  209   1.2105504E+004  3.7110137E+012  8.6880511E-001  1.3157912E+016    8.1185097E+009  5.6165353E+002    0.0000000E+000  2.1559244E+019  0.0000000E+000  0.0000000E+000
  207   1.2099280E+004  4.0073041E+012  8.6873270E-001  1.3145419E+016    8.1230052E+009  5.7580318E+002    0.0000000E+000  2.2097640E+019  0.0000000E+000  0.0000000E+000
  205   1.2092980E+004  4.3272505E+012  8.6865932E-001  1.3812849E+016    8.1275605E+009  5.9111205E+002    0.0000000E+000  2.2669835E+019  0.0000000E+000  0.0000000E+000
  203   1.2086262E+004  4.6727418E+012  8.6858059E-001  1.4159975E+016    8.1324279E+009  6.0727553E+002    0.0000000E+000  2.3278823E+019  0.0000000E+000  0.0000000E+000
  201   1.2079544E+004  5.0458174E+012  8.6850187E-001  1.4145413E+016    8.1373005E+009  6.2449674E+002    0.0000000E+000  2.3927272E+019  0.0000000E+000  0.0000000E+000
  199   1.2072826E+004  5.4486796E+012  8.6842316E-001  1.4130858E+016    8.1421783E+009  6.4286589E+002    0.0000000E+000  2.4618508E+019  0.0000000E+000  0.0000000E+000
  197   1.2066108E+004  5.8837067E+012  8.6834445E-001  1.4116312E+016    8.1470614E+009  6.6258255E+002    0.0000000E+000  2.5356218E+019  0.0000000E+000  0.0000000E+000
  195   1.2059390E+004  6.3534667E+012  8.6826575E-001  1.4101773E+016    8.1519497E+009  6.8420123E+002    0.0000000E+000  2.6152196E+019  0.0000000E+000  0.0000000E+000
  193   1.2052672E+004  6.8607327E+012  8.6818706E-001  1.6331516E+016    8.1568432E+009  7.0752251E+002    0.0000000E+000  2.7036497E+019  0.0000000E+000  0.0000000E+000
  191   1.2043616E+004  7.4084993E+012  8.6808013E-001  1.9374943E+016    8.1634563E+009  7.3314844E+002    0.0000000E+000  2.7987306E+019  0.0000000E+000  0.0000000E+000
  189   1.2034363E+004  8.0000000E+012  8.6797085E-001  1.9347340E+016    8.1702231E+009  7.6041165E+002    0.0000000E+000  2.9008972E+019  0.0000000E+000  0.0000000E+000
  187   1.2025110E+004  8.6387266E+012  8.6786158E-001  1.9319757E+016    8.1770000E+009  7.8977313E+002    0.0000000E+000  3.0108311E+019  0.0000000E+000  0.0000000E+000
  185   1.2015858E+004  9.3284497E+012  8.6775232E-001  1.9292195E+016    8.1837870E+009  8.2142737E+002    0.0000000E+000  3.1293161E+019  0.0000000E+000  0.0000000E+000
  183   1.2006605E+004  1.0073241E+013  8.6764308E-001  2.0660704E+016    8.1905840E+009  8.5488932E+002    0.0000000E+000  3.2570694E+019  0.0000000E+000  0.0000000E+000
  181   1.1995471E+004  1.0877497E+013  8.6751063E-001  2.4262478E+016    8.1987860E+009  8.9261648E+002    0.0000000E+000  3.3952508E+019  0.0000000E+000  0.0000000E+000
  179   1.1983798E+004  1.1745965E+013  8.6737155E-001  2.4218557E+016    8.2074032E+009  9.3274012E+002    0.0000000E+000  3.5449723E+019  0.0000000E+000  0.0000000E+000
  177   1.1972125E+004  1.2683773E+013  8.6723250E-001  2.4174677E+016    8.2160366E+009  9.7631199E+002    0.0000000E+000  3.7074122E+019  0.0000000E+000  0.0000000E+000
  175   1.1960452E+004  1.3696456E+013  8.6709346E-001  2.4130838E+016    8.2246862E+009  1.0237099E+003    0.0000000E+000  3.8839557E+019  0.0000000E+000  0.0000000E+000
  173   1.1948779E+004  1.4789992E+013  8.6695445E-001  2.6726704E+016    8.2333521E+009  1.0758053E+003    0.0000000E+000  4.0761564E+019  0.0000000E+000  0.0000000E+000
  171   1.1934504E+004  1.5970837E+013  8.6678265E-001  2.9473213E+016    8.2439891E+009  1.1334051E+003    0.0000000E+000  4.2895878E+019  0.0000000E+000  0.0000000E+000
  169   1.1920189E+004  1.7245962E+013  8.6661036E-001  2.9407162E+016    8.2546813E+009  1.1965015E+003    0.0000000E+000  4.5237507E+019  0.0000000E+000  0.0000000E+000
  167   1.1905873E+004  1.8622894E+013  8.6643811E-001  2.9341188E+016    8.2653982E+009  1.2657254E+003    0.0000000E+000  4.7804275E+019  0.0000000E+000  0.0000000E+000
  165   1.1891558E+004  2.0109761E+013  8.6626590E-001  2.9275289E+016    8.2761399E+009  1.3404605E+003    0.0000000E+000  5.0622557E+019  0.0000000E+000  0.0000000E+000
  163   1.1876321E+004  2.1715341E+013  8.6608176E-001  3.3863730E+016    8.2876086E+009  1.4256158E+003    0.0000000E+000  5.3723196E+019  0.0000000E+000  0.0000000E+000
  161   1.1859280E+004  2.3449112E+013  8.6587422E-001  3.4673040E+016    8.3004853E+009  1.5180034E+003    0.0000000E+000  5.7140609E+019  0.0000000E+000  0.0000000E+000
  159   1.1842238E+004  2.5321308E+013  8.6566674E-001  3.4579379E+016    8.3133977E+009  1.6199438E+003    0.0000000E+000  6.0909175E+019  0.0000000E+000  0.0000000E+000
  157   1.1825197E+004  2.7342982E+013  8.6545930E-001  3.4485848E+016    8.3263460E+009  1.7325395E+003    0.0000000E+000  6.5069719E+019  0.0000000E+000  0.0000000E+000
  155   1.1808155E+004  2.9526069E+013  8.6525191E-001  3.5803276E+016    8.3393303E+009  1.8555665E+003    0.0000000E+000  6.9667259E+019  0.0000000E+000  0.0000000E+000
  153   1.1788733E+004  3.1883454E+013  8.6501308E-001  4.1048168E+016    8.3541971E+009  1.9777010E+003    0.0000000E+000  7.4754889E+019  0.0000000E+000  0.0000000E+000
  151   1.1768330E+004  3.4429056E+013  8.6476135E-001  4.0913443E+016    8.3698743E+009  2.1159133E+003    0.0000000E+000  7.9094784E+019  0.0000000E+000  0.0000000E+000
  149   1.1747927E+004  3.7177900E+013  8.6450969E-001  4.0778943E+016    8.3856040E+009  2.2886817E+003    0.0000000E+000  8.5448216E+019  0.0000000E+000  0.0000000E+000
  147   1.1727524E+004  4.0146214E+013  8.6425810E-001  4.0644668E+016    8.4013864E+009  2.4803488E+003    0.0000000E+000  9.2528306E+019  0.0000000E+000  0.0000000E+000
  145   1.1706630E+004  4.3351521E+013  8.6399994E-001  4.5409916E+016    8.4176095E+009  2.6961531E+003    0.0000000E+000  1.0042254E+020  0.0000000E+000  0.0000000E+000
  143   1.1682264E+004  4.6812743E+013  8.6369492E-001  4.8180250E+016    8.4366379E+009  2.9358385E+003    0.0000000E+000  1.0923088E+020  0.0000000E+000  0.0000000E+000
  141   1.1657899E+004  5.0550311E+013  8.6339000E-001  4.7987389E+016    8.4557431E+009  3.2029198E+003    0.0000000E+000  1.1904939E+020  0.0000000E+000  0.0000000E+000
  139   1.1633534E+004  5.4586289E+013  8.6308519E-001  4.7794917E+016    8.4749253E+009  3.5002712E+003    0.0000000E+000  1.2998713E+020  0.0000000E+000  0.0000000E+000
  137   1.1609169E+004  5.8944504E+013  8.6278049E-001  4.8423719E+016    8.4941851E+009  3.8268024E+003    0.0000000E+000  1.4215869E+020  0.0000000E+000  0.0000000E+000
  135   1.1581907E+004  6.3650682E+013  8.6243606E-001  5.7015774E+016    8.5158631E+009  4.1984660E+003    0.0000000E+000  1.5568723E+020  0.0000000E+000  0.0000000E+000
  133   1.1552590E+004  6.8732605E+013  8.6206353E-001  5.6734172E+016    8.5393077E+009  4.6053220E+003    0.0000000E+000  1.7068926E+020  0.0000000E+000  0.0000000E+000
  131   1.1523273E+004  7.4220273E+013  8.6169117E-001  5.6453269E+016    8.5628672E+009  4.9786080E+003    0.0000000E+000  1.8727518E+020  0.0000000E+000  0.0000000E+000
  129   1.1493957E+004  8.0146081E+013  8.6131896E-001  5.6173065E+016    8.5865427E+009  5.3943929E+003    0.0000000E+000  1.9986988E+020  0.0000000E+000  0.0000000E+000
  127   1.1463668E+004  8.6545010E+013  8.6093359E-001  6.5151131E+016    8.6111352E+009  5.9289340E+003    0.0000000E+000  2.1952896E+020  0.0000000E+000  0.0000000E+000
  125   1.1426553E+004  9.3454836E+013  8.6045485E-001  7.0292251E+016    8.6415097E+009  6.5125509E+003    0.0000000E+000  2.4112821E+020  0.0000000E+000  0.0000000E+000
  123   1.1389438E+004  1.0091635E+014  8.5997638E-001  6.9837296E+016    8.6720750E+009  7.1490464E+003    0.0000000E+000  2.6474351E+020  0.0000000E+000  0.0000000E+000
  121   1.1352323E+004  1.0897359E+014  8.5949818E-001  6.9383818E+016    8.7028329E+009  7.8392913E+003    0.0000000E+000  2.9043074E+020  0.0000000E+000  0.0000000E+000
  119   1.1315208E+004  1.1767413E+014  8.5902024E-001  8.6626034E+016    8.7337853E+009  8.5978459E+003    0.0000000E+000  3.1820038E+020  0.0000000E+000  0.0000000E+000
  117   1.1256880E+004  1.2706933E+014  8.5825850E-001  1.1100923E+017    8.7829405E+009  9.4683934E+003    0.0000000E+000  3.4919706E+020  0.0000000E+000  0.0000000E+000
  115   1.1196474E+004  1.3721465E+014  8.5746965E-001  1.0979237E+017    8.8343738E+009  1.0393077E+004    0.0000000E+000  3.8492260E+020  0.0000000E+000  0.0000000E+000
  113   1.1136068E+004  1.4816999E+014  8.5668152E-001  1.1391555E+017    8.8863448E+009  2.0020419E+004    0.0000000E+000  4.2047380E+020  0.0000000E+000  0.0000000E+000
  111   1.1048403E+004  1.6000000E+014  8.5552770E-001  1.5549016E+017    8.9627624E+009 -1.2566430E+000    5.4690966E+028  1.1095017E+021  0.0000000E+000  0.0000000E+000
  109   1.0981644E+004  1.6731724E+014  8.5464621E-001  1.1728015E+017    8.9720044E+009 -1.0885946E+000    5.6809741E+028  1.1740691E+021  0.0000000E+000  0.0000000E+000
  107   1.0914063E+004  1.7472457E+014  8.5375480E-001  1.1721715E+017    8.9813703E+009 -9.1896887E-001    5.8716774E+028  1.2396222E+021  0.0000000E+000  0.0000000E+000
  105   1.0845634E+004  1.8222486E+014  8.5285315E-001  1.1715317E+017    8.9908641E+009 -7.0807324E-001    6.0415598E+028  1.3060756E+021  0.0000000E+000  0.0000000E+000
  103   1.0776331E+004  1.8877945E+014  8.5193211E-001  1.1707168E+017    9.0005832E+009 -5.7855820E-001    6.1795886E+028  1.3641816E+021  0.0000000E+000  0.0000000E+000
  101   1.0706125E+004  1.9516232E+014  8.5099791E-001  1.1698276E+017    9.0104628E+009 -4.6465502E-001    6.3011014E+028  1.4208097E+021  0.0000000E+000  0.0000000E+000
   99   1.0634986E+004  2.0163002E+014  8.5005234E-001  1.1689082E+017    9.0204851E+009 -2.0372901E-001    6.4098311E+028  1.4782327E+021  0.0000000E+000  0.0000000E+000
   97   1.0562882E+004  2.0818544E+014  8.4909501E-001  1.1679838E+017    9.0306551E+009 -1.1034740E-001    6.5069134E+028  1.5160721E+021  0.0000000E+000  0.0000000E+000
   95   1.0489780E+004  2.1483162E+014  8.4812553E-001  1.1670055E+017    9.0409777E+009 -2.3742427E-001    6.6071151E+028  1.5874724E+021  1.8256654E+019  0.0000000E+000
   93   1.0415645E+004  2.2082838E+014  8.4713949E-001  1.1659134E+017    9.0515008E+009 -2.5227350E-001    6.7037536E+028  1.6475783E+021  5.3942132E+019  0.0000000E+000
   91   1.0340440E+004  2.2654151E+014  8.4613840E-001  1.1646990E+017    9.0622095E+009 -2.2759600E-001    6.7951627E+028  1.7032443E+021  9.6386139E+019  0.0000000E+000
   89   1.0264124E+004  2.3233898E+014  8.4512374E-001  1.1634753E+017    9.0730893E+009 -1.8874475E-001    6.8823136E+028  1.7589845E+021  1.4506780E+020  0.0000000E+000
   87   1.0186656E+004  2.3822401E+014  8.4409501E-001  1.1622027E+017    9.0841468E+009 -1.3975262E-001    6.9645145E+028  1.8151711E+021  1.9869664E+020  0.0000000E+000
   85   1.0107991E+004  2.4419993E+014  8.4305166E-001  1.1609083E+017    9.0953890E+009 -8.3310671E-002    7.0410186E+028  1.8718325E+021  2.5571223E+020  0.0000000E+000
   83   1.0028082E+004  2.5027035E+014  8.4199314E-001  1.1595720E+017    9.1068233E+009 -7.5679064E-002    7.1116624E+028  1.9292543E+021  3.1593937E+020  0.0000000E+000
   81   9.9468799E+003  2.5585088E+014  8.4092168E-001  1.1581157E+017    9.1184266E+009 -5.8489396E-002    7.1770988E+028  1.9818656E+021  3.7266561E+020  0.0000000E+000
   79   9.8643291E+003  2.6118471E+014  8.3983546E-001  1.1565980E+017    9.1302201E+009 -1.1302053E-002    7.2385580E+028  2.0320142E+021  4.2769029E+020  0.0000000E+000
   77   9.7803736E+003  2.6660929E+014  8.3873219E-001  1.1550149E+017    9.1422300E+009  3.7463071E-002    7.2958089E+028  2.0829653E+021  4.8429227E+020  0.0000000E+000
   75   9.6949509E+003  2.7212867E+014  8.3761113E-001  1.1533879E+017    9.1544660E+009  8.7258180E-002    7.3487818E+028  2.1347775E+021  5.4237997E+020  0.0000000E+000
   73   9.6079965E+003  2.7774703E+014  8.3647151E-001  1.1517139E+017    9.1669383E+009  1.3769216E-001    7.3974321E+028  2.1875075E+021  6.0188759E+020  0.0000000E+000
