         5       363       111       267

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca        mstn        mstp  nSF   Acel   Aion   Zion

    0   0.000000E+00   0.000000E+00   5.358E+14   4.010E+34   3.055E-01      8.974E-01   7.202E-01   1.031E+00   1.996E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.580E+08   1.000E+00   1.000E+00   00000   6.171E-01   5.607E-01  3p2   N/A    N/A    N/A 
    1   2.298927E+03   1.370657E-02   5.218E+14   3.725E+34   2.981E-01      8.841E-01   7.035E-01   1.013E+00   1.982E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.759E+08   1.000E+00   1.000E+00   00000   6.287E-01   5.670E-01  3p2   N/A    N/A    N/A 
    2   2.896467E+03   2.683595E-02   5.137E+14   3.565E+34   2.938E-01      8.763E-01   6.937E-01   1.002E+00   1.974E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.861E+08   1.000E+00   1.000E+00   00000   6.357E-01   5.707E-01  3p2   N/A    N/A    N/A 
    3   3.315627E+03   4.005367E-02   5.067E+14   3.432E+34   2.901E-01      8.697E-01   6.853E-01   9.931E-01   1.967E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.946E+08   1.000E+00   1.000E+00   00000   6.416E-01   5.739E-01  3p2   N/A    N/A    N/A 
    4   3.649319E+03   5.340123E-02   5.005E+14   3.314E+34   2.867E-01      8.636E-01   6.776E-01   9.849E-01   1.960E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.021E+08   1.000E+00   1.000E+00   00000   6.471E-01   5.769E-01  3p2   N/A    N/A    N/A 
    5   3.931110E+03   6.560831E-02   4.950E+14   3.212E+34   2.838E-01      8.583E-01   6.708E-01   9.775E-01   1.955E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.087E+08   1.000E+00   1.000E+00   00000   6.521E-01   5.795E-01  3p2   N/A    N/A    N/A 
    6   4.177428E+03   7.899991E-02   4.895E+14   3.113E+34   2.809E-01      8.529E-01   6.639E-01   9.702E-01   1.949E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.151E+08   1.000E+00   1.000E+00   00000   6.570E-01   5.821E-01  3p2   N/A    N/A    N/A 
    7   4.397689E+03   9.097491E-02   4.846E+14   3.025E+34   2.783E-01      8.482E-01   6.578E-01   9.637E-01   1.944E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.207E+08   1.000E+00   1.000E+00   00000   6.615E-01   5.845E-01  3p2   N/A    N/A    N/A 
    8   4.597854E+03   1.035856E-01   4.798E+14   2.941E+34   2.756E-01      8.434E-01   6.517E-01   9.571E-01   1.939E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.261E+08   1.000E+00   1.000E+00   00000   6.659E-01   5.868E-01  3p2   N/A    N/A    N/A 
    9   4.781961E+03   1.163252E-01   4.751E+14   2.860E+34   2.731E-01      8.388E-01   6.457E-01   9.508E-01   1.933E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.313E+08   1.000E+00   1.000E+00   00000   6.703E-01   5.892E-01  3p2   N/A    N/A    N/A 
   10   4.952888E+03   1.281529E-01   4.707E+14   2.785E+34   2.708E-01      8.345E-01   6.401E-01   9.448E-01   1.929E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.360E+08   1.000E+00   1.000E+00   00000   6.744E-01   5.913E-01  3p2   N/A    N/A    N/A 
   11   5.112768E+03   1.392161E-01   4.667E+14   2.715E+34   2.686E-01      8.305E-01   6.349E-01   9.393E-01   1.924E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.402E+08   1.000E+00   1.000E+00   00000   6.783E-01   5.934E-01  3p2   N/A    N/A    N/A 
   12   5.263229E+03   1.520527E-01   4.623E+14   2.645E+34   2.662E-01      8.262E-01   6.292E-01   9.333E-01   1.919E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.447E+08   1.000E+00   1.000E+00   00000   6.825E-01   5.956E-01  3p2   N/A    N/A    N/A 
   13   5.405547E+03   1.643315E-01   4.581E+14   2.578E+34   2.640E-01      8.220E-01   6.238E-01   9.276E-01   1.915E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.489E+08   1.000E+00   1.000E+00   00000   6.865E-01   5.977E-01  3p2   N/A    N/A    N/A 
   14   5.540741E+03   1.759957E-01   4.542E+14   2.514E+34   2.618E-01      8.181E-01   6.185E-01   9.222E-01   1.910E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.527E+08   1.000E+00   1.000E+00   00000   6.903E-01   5.997E-01  3p2   N/A    N/A    N/A 
   15   5.669641E+03   1.871168E-01   4.504E+14   2.454E+34   2.598E-01      8.143E-01   6.136E-01   9.170E-01   1.906E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.563E+08   1.000E+00   1.000E+00   00000   6.940E-01   6.016E-01  3p2   N/A    N/A    N/A 
   16   5.792933E+03   1.977541E-01   4.468E+14   2.396E+34   2.578E-01      8.107E-01   6.088E-01   9.120E-01   1.902E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.596E+08   1.000E+00   1.000E+00   00000   6.976E-01   6.035E-01  3p2   N/A    N/A    N/A 
   17   5.911189E+03   2.097439E-01   4.430E+14   2.338E+34   2.557E-01      8.069E-01   6.036E-01   9.066E-01   1.897E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.631E+08   1.000E+00   1.000E+00   00000   7.015E-01   6.055E-01  3p2   N/A    N/A    N/A 
   18   6.024893E+03   2.216678E-01   4.392E+14   2.282E+34   2.537E-01      8.030E-01   5.985E-01   9.013E-01   1.893E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.663E+08   1.000E+00   1.000E+00   00000   7.053E-01   6.075E-01  3p2   N/A    N/A    N/A 
   19   6.134461E+03   2.331579E-01   4.355E+14   2.228E+34   2.517E-01      7.993E-01   5.935E-01   8.962E-01   1.888E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.694E+08   1.000E+00   1.000E+00   00000   7.090E-01   6.095E-01  3p2   N/A    N/A    N/A 
