         5       653       401       557

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca        mstn        mstp  nSF   Acel   Aion   Zion

    0   0.000000E+00   0.000000E+00   7.128E+14   6.171E+34   4.036E-01      8.122E-01   6.107E-01   9.140E-01   2.237E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.666E+08   1.000E+00   1.000E+00   00000   6.741E-01   4.025E-01  3p2   N/A    N/A    N/A 
    1   1.390753E+03   4.043544E-03   7.050E+14   5.977E+34   3.996E-01      8.098E-01   6.075E-01   9.106E-01   2.229E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.788E+08   1.000E+00   1.000E+00   00000   6.787E-01   4.053E-01  3p2   N/A    N/A    N/A 
    2   1.752239E+03   8.110231E-03   7.004E+14   5.863E+34   3.972E-01      8.083E-01   6.055E-01   9.086E-01   2.225E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.861E+08   1.000E+00   1.000E+00   00000   6.814E-01   4.070E-01  3p2   N/A    N/A    N/A 
    3   2.005813E+03   1.214076E-02   6.965E+14   5.770E+34   3.952E-01      8.071E-01   6.039E-01   9.069E-01   2.221E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.922E+08   1.000E+00   1.000E+00   00000   6.838E-01   4.085E-01  3p2   N/A    N/A    N/A 
    4   2.207683E+03   1.605012E-02   6.931E+14   5.687E+34   3.934E-01      8.060E-01   6.024E-01   9.054E-01   2.218E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.978E+08   1.000E+00   1.000E+00   00000   6.858E-01   4.097E-01  3p2   N/A    N/A    N/A 
    5   2.378154E+03   2.006061E-02   6.899E+14   5.611E+34   3.917E-01      8.050E-01   6.011E-01   9.040E-01   2.214E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.030E+08   1.000E+00   1.000E+00   00000   6.878E-01   4.109E-01  3p2   N/A    N/A    N/A 
    6   2.527166E+03   2.384352E-02   6.870E+14   5.542E+34   3.902E-01      8.040E-01   5.998E-01   9.027E-01   2.212E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.077E+08   1.000E+00   1.000E+00   00000   6.895E-01   4.120E-01  3p2   N/A    N/A    N/A 
    7   2.660415E+03   2.800669E-02   6.841E+14   5.474E+34   3.887E-01      8.031E-01   5.986E-01   9.014E-01   2.209E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.125E+08   1.000E+00   1.000E+00   00000   6.913E-01   4.131E-01  3p2   N/A    N/A    N/A 
    8   2.781506E+03   3.179002E-02   6.814E+14   5.413E+34   3.873E-01      8.023E-01   5.974E-01   9.002E-01   2.206E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.168E+08   1.000E+00   1.000E+00   00000   6.929E-01   4.141E-01  3p2   N/A    N/A    N/A 
    9   2.892883E+03   3.535657E-02   6.790E+14   5.355E+34   3.860E-01      8.015E-01   5.964E-01   8.991E-01   2.204E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.209E+08   1.000E+00   1.000E+00   00000   6.944E-01   4.151E-01  3p2   N/A    N/A    N/A 
   10   2.996287E+03   3.961121E-02   6.764E+14   5.296E+34   3.847E-01      8.006E-01   5.952E-01   8.980E-01   2.201E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.253E+08   1.000E+00   1.000E+00   00000   6.960E-01   4.161E-01  3p2   N/A    N/A    N/A 
   11   3.093007E+03   4.359085E-02   6.739E+14   5.240E+34   3.834E-01      7.998E-01   5.941E-01   8.968E-01   2.199E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.294E+08   1.000E+00   1.000E+00   00000   6.975E-01   4.170E-01  3p2   N/A    N/A    N/A 
   12   3.184030E+03   4.733606E-02   6.716E+14   5.188E+34   3.822E-01      7.991E-01   5.931E-01   8.958E-01   2.196E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.332E+08   1.000E+00   1.000E+00   00000   6.990E-01   4.179E-01  3p2   N/A    N/A    N/A 
   13   3.270126E+03   5.087856E-02   6.694E+14   5.138E+34   3.810E-01      7.984E-01   5.922E-01   8.948E-01   2.194E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.369E+08   1.000E+00   1.000E+00   00000   7.003E-01   4.188E-01  3p2   N/A    N/A    N/A 
   14   3.351913E+03   5.451456E-02   6.673E+14   5.089E+34   3.799E-01      7.976E-01   5.912E-01   8.938E-01   2.192E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.405E+08   1.000E+00   1.000E+00   00000   7.017E-01   4.196E-01  3p2   N/A    N/A    N/A 
   15   3.429892E+03   5.869358E-02   6.650E+14   5.039E+34   3.787E-01      7.969E-01   5.902E-01   8.928E-01   2.190E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.444E+08   1.000E+00   1.000E+00   00000   7.031E-01   4.205E-01  3p2   N/A    N/A    N/A 
   16   3.504478E+03   6.269074E-02   6.628E+14   4.991E+34   3.776E-01      7.962E-01   5.892E-01   8.918E-01   2.188E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.482E+08   1.000E+00   1.000E+00   00000   7.045E-01   4.214E-01  3p2   N/A    N/A    N/A 
   17   3.576018E+03   6.652465E-02   6.607E+14   4.945E+34   3.765E-01      7.955E-01   5.883E-01   8.908E-01   2.186E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.518E+08   1.000E+00   1.000E+00   00000   7.058E-01   4.222E-01  3p2   N/A    N/A    N/A 
   18   3.644804E+03   7.021100E-02   6.587E+14   4.900E+34   3.754E-01      7.948E-01   5.874E-01   8.899E-01   2.184E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.553E+08   1.000E+00   1.000E+00   00000   7.071E-01   4.230E-01  3p2   N/A    N/A    N/A 
   19   3.711088E+03   7.376322E-02   6.568E+14   4.858E+34   3.744E-01      7.942E-01   5.865E-01   8.890E-01   2.182E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.586E+08   1.000E+00   1.000E+00   00000   7.083E-01   4.238E-01  3p2   N/A    N/A    N/A 
   20   3.775085E+03   7.719289E-02   6.549E+14   4.816E+34   3.734E-01      7.935E-01   5.856E-01   8.881E-01   2.180E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.618E+08   1.000E+00   1.000E+00   00000   7.095E-01   4.246E-01  3p2   N/A    N/A    N/A 
   21   3.836982E+03   8.058917E-02   6.531E+14   4.776E+34   3.724E-01      7.929E-01   5.848E-01   8.873E-01   2.178E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.650E+08   1.000E+00   1.000E+00   00000   7.107E-01   4.253E-01  3p2   N/A    N/A    N/A 
   22   3.896945E+03   8.471491E-02   6.510E+14   4.733E+34   3.714E-01      7.922E-01   5.839E-01   8.863E-01   2.176E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.686E+08   1.000E+00   1.000E+00   00000   7.119E-01   4.261E-01  3p2   N/A    N/A    N/A 
   23   3.955117E+03   8.871748E-02   6.491E+14   4.692E+34   3.703E-01      7.916E-01   5.830E-01   8.854E-01   2.174E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.721E+08   1.000E+00   1.000E+00   00000   7.132E-01   4.269E-01  3p2   N/A    N/A    N/A 
