         5       377       111       281

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca        mstn        mstp  nSF   Acel   Aion   Zion

    0   0.000000E+00   0.000000E+00   4.524E+14   3.563E+34   2.282E-01      7.870E-01   4.969E-01   8.426E-01   1.771E+00   1.506E-01   0.000E+00   1.234E-01   0.000E+00      9.966E+08   1.000E+00   1.000E+00   01000   4.276E-01   4.276E-01  3p2   N/A    N/A    N/A 
    1   2.007337E+03   7.813604E-03   4.501E+14   3.403E+34   2.272E-01      7.849E-01   4.950E-01   8.402E-01   1.769E+00   1.503E-01   0.000E+00   1.232E-01   0.000E+00      9.961E+08   1.000E+00   1.000E+00   01000   4.290E-01   4.290E-01  3p2   N/A    N/A    N/A 
    2   2.529087E+03   1.535073E-02   4.488E+14   3.312E+34   2.266E-01      7.837E-01   4.938E-01   8.388E-01   1.768E+00   1.502E-01   0.000E+00   1.231E-01   0.000E+00      9.958E+08   1.000E+00   1.000E+00   01000   4.298E-01   4.298E-01  3p2   N/A    N/A    N/A 
    3   2.895081E+03   2.306690E-02   4.477E+14   3.234E+34   2.260E-01      7.827E-01   4.928E-01   8.375E-01   1.767E+00   1.501E-01   0.000E+00   1.230E-01   0.000E+00      9.955E+08   1.000E+00   1.000E+00   01000   4.305E-01   4.305E-01  3p2   N/A    N/A    N/A 
    4   3.186449E+03   3.104672E-02   4.467E+14   3.164E+34   2.256E-01      7.817E-01   4.919E-01   8.364E-01   1.766E+00   1.500E-01   0.000E+00   1.229E-01   0.000E+00      9.953E+08   1.000E+00   1.000E+00   01000   4.312E-01   4.312E-01  3p2   N/A    N/A    N/A 
    5   3.432498E+03   3.841113E-02   4.458E+14   3.102E+34   2.252E-01      7.809E-01   4.912E-01   8.354E-01   1.765E+00   1.499E-01   0.000E+00   1.229E-01   0.000E+00      9.950E+08   1.000E+00   1.000E+00   01000   4.318E-01   4.318E-01  3p2   N/A    N/A    N/A 
    6   3.647574E+03   4.645502E-02   4.449E+14   3.042E+34   2.248E-01      7.801E-01   4.904E-01   8.345E-01   1.764E+00   1.498E-01   0.000E+00   1.228E-01   0.000E+00      9.948E+08   1.000E+00   1.000E+00   01000   4.323E-01   4.323E-01  3p2   N/A    N/A    N/A 
    7   3.839898E+03   5.364800E-02   4.442E+14   2.988E+34   2.244E-01      7.794E-01   4.898E-01   8.336E-01   1.763E+00   1.497E-01   0.000E+00   1.227E-01   0.000E+00      9.946E+08   1.000E+00   1.000E+00   01000   4.328E-01   4.328E-01  3p2   N/A    N/A    N/A 
    8   4.014675E+03   6.149810E-02   4.434E+14   2.935E+34   2.241E-01      7.787E-01   4.891E-01   8.328E-01   1.762E+00   1.496E-01   0.000E+00   1.227E-01   0.000E+00      9.943E+08   1.000E+00   1.000E+00   01000   4.333E-01   4.333E-01  3p2   N/A    N/A    N/A 
    9   4.175430E+03   6.941336E-02   4.426E+14   2.883E+34   2.237E-01      7.780E-01   4.885E-01   8.319E-01   1.762E+00   1.496E-01   0.000E+00   1.226E-01   0.000E+00      9.941E+08   1.000E+00   1.000E+00   01000   4.338E-01   4.338E-01  3p2   N/A    N/A    N/A 
   10   4.324677E+03   7.676198E-02   4.419E+14   2.836E+34   2.234E-01      7.773E-01   4.879E-01   8.311E-01   1.761E+00   1.495E-01   0.000E+00   1.225E-01   0.000E+00      9.939E+08   1.000E+00   1.000E+00   01000   4.342E-01   4.342E-01  3p2   N/A    N/A    N/A 
   11   4.464278E+03   8.363566E-02   4.412E+14   2.791E+34   2.231E-01      7.767E-01   4.873E-01   8.304E-01   1.760E+00   1.494E-01   0.000E+00   1.225E-01   0.000E+00      9.937E+08   1.000E+00   1.000E+00   01000   4.347E-01   4.347E-01  3p2   N/A    N/A    N/A 
   12   4.595655E+03   9.175899E-02   4.397E+14   2.745E+34   2.224E-01      7.752E-01   4.860E-01   8.287E-01   1.759E+00   1.493E-01   0.000E+00   1.223E-01   0.000E+00      9.932E+08   1.000E+00   1.000E+00   01000   4.356E-01   4.356E-01  3p2   N/A    N/A    N/A 
   13   4.719922E+03   9.970104E-02   4.382E+14   2.700E+34   2.216E-01      7.737E-01   4.846E-01   8.270E-01   1.757E+00   1.491E-01   0.000E+00   1.222E-01   0.000E+00      9.927E+08   1.000E+00   1.000E+00   01000   4.367E-01   4.367E-01  3p2   N/A    N/A    N/A 
   14   4.837969E+03   1.072456E-01   4.367E+14   2.657E+34   2.210E-01      7.723E-01   4.834E-01   8.253E-01   1.756E+00   1.489E-01   0.000E+00   1.221E-01   0.000E+00      9.922E+08   1.000E+00   1.000E+00   01000   4.376E-01   4.376E-01  3p2   N/A    N/A    N/A 
   15   4.950519E+03   1.144388E-01   4.353E+14   2.617E+34   2.203E-01      7.710E-01   4.822E-01   8.237E-01   1.754E+00   1.488E-01   0.000E+00   1.220E-01   0.000E+00      9.917E+08   1.000E+00   1.000E+00   01000   4.386E-01   4.386E-01  3p2   N/A    N/A    N/A 
   16   5.058173E+03   1.213191E-01   4.339E+14   2.578E+34   2.197E-01      7.697E-01   4.810E-01   8.222E-01   1.753E+00   1.487E-01   0.000E+00   1.219E-01   0.000E+00      9.912E+08   1.000E+00   1.000E+00   01000   4.394E-01   4.394E-01  3p2   N/A    N/A    N/A 
   17   5.161429E+03   1.286044E-01   4.323E+14   2.539E+34   2.189E-01      7.681E-01   4.796E-01   8.204E-01   1.751E+00   1.485E-01   0.000E+00   1.217E-01   0.000E+00      9.906E+08   1.000E+00   1.000E+00   01000   4.405E-01   4.405E-01  3p2   N/A    N/A    N/A 
   18   5.260712E+03   1.366073E-01   4.304E+14   2.500E+34   2.181E-01      7.663E-01   4.780E-01   8.183E-01   1.750E+00   1.483E-01   0.000E+00   1.216E-01   0.000E+00      9.899E+08   1.000E+00   1.000E+00   01000   4.418E-01   4.418E-01  3p2   N/A    N/A    N/A 
   19   5.356382E+03   1.443190E-01   4.286E+14   2.462E+34   2.172E-01      7.645E-01   4.764E-01   8.162E-01   1.748E+00   1.481E-01   0.000E+00   1.214E-01   0.000E+00      9.891E+08   1.000E+00   1.000E+00   01000   4.430E-01   4.430E-01  3p2   N/A    N/A    N/A 
   20   5.448752E+03   1.517647E-01   4.268E+14   2.425E+34   2.164E-01      7.627E-01   4.749E-01   8.141E-01   1.746E+00   1.479E-01   0.000E+00   1.212E-01   0.000E+00      9.884E+08   1.000E+00   1.000E+00   01000   4.442E-01   4.442E-01  3p2   N/A    N/A    N/A 
   21   5.538091E+03   1.589661E-01   4.251E+14   2.390E+34   2.156E-01      7.610E-01   4.735E-01   8.122E-01   1.744E+00   1.477E-01   0.000E+00   1.211E-01   0.000E+00      9.876E+08   1.000E+00   1.000E+00   01000   4.453E-01   4.453E-01  3p2   N/A    N/A    N/A 
   22   5.624638E+03   1.659424E-01   4.234E+14   2.356E+34   2.148E-01      7.594E-01   4.721E-01   8.103E-01   1.743E+00   1.476E-01   0.000E+00   1.209E-01   0.000E+00      9.869E+08   1.000E+00   1.000E+00   01000   4.465E-01   4.465E-01  3p2   N/A    N/A    N/A 
   23   5.708600E+03   1.727103E-01   4.218E+14   2.323E+34   2.141E-01      7.578E-01   4.707E-01   8.084E-01   1.741E+00   1.474E-01   0.000E+00   1.208E-01   0.000E+00      9.861E+08   1.000E+00   1.000E+00   01000   4.476E-01   4.476E-01  3p2   N/A    N/A    N/A 
   24   5.790163E+03   1.792848E-01   4.202E+14   2.290E+34   2.133E-01      7.562E-01   4.693E-01   8.066E-01   1.739E+00   1.472E-01   0.000E+00   1.207E-01   0.000E+00      9.854E+08   1.000E+00   1.000E+00   01000   4.486E-01   4.486E-01  3p2   N/A    N/A    N/A 
   25   5.869490E+03   1.867234E-01   4.185E+14   2.257E+34   2.125E-01      7.545E-01   4.679E-01   8.046E-01   1.738E+00   1.470E-01   0.000E+00   1.205E-01   0.000E+00      9.845E+08   1.000E+00   1.000E+00   01000   4.498E-01   4.498E-01  3p2   N/A    N/A    N/A 
   26   5.946729E+03   1.944028E-01   4.167E+14   2.224E+34   2.117E-01      7.527E-01   4.663E-01   8.025E-01   1.736E+00   1.468E-01   0.000E+00   1.204E-01   0.000E+00      9.836E+08   9.463E+06   1.000E+00   01000   4.511E-01   4.511E-01  3p2   N/A    N/A    N/A 
   27   6.022012E+03   2.018877E-01   4.150E+14   2.192E+34   2.109E-01      7.509E-01   4.648E-01   8.005E-01   1.734E+00   1.466E-01   0.000E+00   1.202E-01   0.000E+00      9.827E+08   2.791E+07   1.000E+00   01000   4.523E-01   4.523E-01  3p2   N/A    N/A    N/A 
   28   6.095458E+03   2.091899E-01   4.133E+14   2.161E+34   2.101E-01      7.492E-01   4.634E-01   7.985E-01   1.732E+00   1.465E-01   0.000E+00   1.201E-01   0.000E+00      9.818E+08   4.953E+07   1.000E+00   01000   4.534E-01   4.534E-01  3p2   N/A    N/A    N/A 
   29   6.167176E+03   2.163203E-01   4.116E+14   2.130E+34   2.093E-01      7.475E-01   4.620E-01   7.966E-01   1.730E+00   1.463E-01   0.000E+00   1.199E-01   0.000E+00      9.809E+08   7.389E+07   1.000E+00   01000   4.546E-01   4.546E-01  3p2   N/A    N/A    N/A 
   30   6.237263E+03   2.232887E-01   4.100E+14   2.101E+34   2.086E-01      7.459E-01   4.606E-01   7.947E-01   1.729E+00   1.461E-01   0.000E+00   1.198E-01   0.000E+00      9.799E+08   1.008E+08   1.000E+00   01000   4.557E-01   4.557E-01  3p2   N/A    N/A    N/A 
   31   6.305811E+03   2.301039E-01   4.084E+14   2.071E+34   2.078E-01      7.442E-01   4.592E-01   7.928E-01   1.727E+00   1.459E-01   0.000E+00   1.196E-01   0.000E+00      9.790E+08   1.298E+08   1.000E+00   01000   4.568E-01   4.568E-01  3p2   N/A    N/A    N/A 
   32   6.372899E+03   2.367740E-01   4.069E+14   2.043E+34   2.071E-01      7.427E-01   4.579E-01   7.910E-01   1.726E+00   1.458E-01   0.000E+00   1.195E-01   0.000E+00      9.781E+08   1.607E+08   1.000E+00   01000   4.579E-01   4.579E-01  3p2   N/A    N/A    N/A 
   33   6.438603E+03   2.433065E-01   4.054E+14   2.015E+34   2.064E-01      7.411E-01   4.566E-01   7.892E-01   1.724E+00   1.456E-01   0.000E+00   1.193E-01   0.000E+00      9.771E+08   1.929E+08   1.000E+00   01000   4.590E-01   4.590E-01  3p2   N/A    N/A    N/A 
   34   6.502994E+03   2.497084E-01   4.039E+14   1.987E+34   2.057E-01      7.396E-01   4.553E-01   7.874E-01   1.722E+00   1.454E-01   0.000E+00   1.192E-01   0.000E+00      9.762E+08   2.264E+08   1.000E+00   01000   4.601E-01   4.601E-01  3p2   N/A    N/A    N/A 
   35   6.566134E+03   2.562237E-01   4.024E+14   1.960E+34   2.050E-01      7.380E-01   4.540E-01   7.856E-01   1.721E+00   1.453E-01   0.000E+00   1.191E-01   0.000E+00      9.752E+08   2.622E+08   1.000E+00   01000   4.612E-01   4.612E-01  3p2   N/A    N/A    N/A 
   36   6.628082E+03   2.636205E-01   4.007E+14   1.933E+34   2.042E-01      7.363E-01   4.525E-01   7.836E-01   1.719E+00   1.451E-01   0.000E+00   1.189E-01   0.000E+00      9.741E+08   3.035E+08   1.000E+00   01000   4.624E-01   4.624E-01  3p2   N/A    N/A    N/A 
   37   6.688893E+03   2.708817E-01   3.991E+14   1.905E+34   2.035E-01      7.346E-01   4.511E-01   7.817E-01   1.717E+00   1.449E-01   0.000E+00   1.188E-01   0.000E+00      9.730E+08   3.455E+08   1.000E+00   01000   4.636E-01   4.636E-01  3p2   N/A    N/A    N/A 
