# list of all "regular" pulsars from the ATNF catalogue
# https://www.atnf.csiro.au/research/pulsar/psrcat
#
# We define a regular pulsar as one with a spin period > 30 ms
#
# P0 = spin period in sec
# P1 = \dot{P}/P [dimensionless]
# d  = distance estimate in kpc
#
# citation: Manchester, R. N., Hobbs, G.B., Teoh, A. & Hobbs, M.,
#           AJ, 129, 1993-2006 (2005)

id    name          P0       dP0     P1       dP1        d     age
2374  J1929+16      0.529681 2.0e-06      NaN       0    0.762    NaN
2375  J1929+1615g   0.044600       0      NaN       0    6.109    NaN

2376  J1929+1731g   3.995400       0      NaN       0    9.222    NaN
2377  B1926+18      1.220470 8.0e-11 2.36e-15 1.0e-17    3.324 8.19e+06
2378  J1929+19      0.339216 2.1e-07      NaN       0   11.736    NaN
2379  J1929+1937g   0.563730       0      NaN       0   10.042    NaN
2380  J1929+1955    0.257832 3.0e-13 2.56e-15 3.0e-20    6.603 1.60e+06

2381  J1929+2121    0.723599 2.0e-12 2.14e-15 2.0e-19    2.653 5.36e+06
2382  J1929+3817    0.814215 1.0e-11 6.10e-16 9.0e-19    9.321 2.12e+07
2383  J1929+62      1.456004 6.6e-05      NaN       0   11.972    NaN
2384  J1929+66      0.806000 0.0e+00      NaN       0    7.973    NaN
2385  B1927+13      0.760032 9.0e-11 3.66e-15 2.0e-18    6.339 3.29e+06

2386  J1930+1357g   0.323540       0      NaN       0    5.601    NaN
2387  J1930+1408    0.425720 5.0e-12 1.90e-18 1.0e-20    5.891 3.55e+09
2388  J1930+1722    1.609706 2.0e-11 8.81e-16 7.0e-19    4.741 2.90e+07
2389  J1930+1852    0.136855 9.0e-12 7.51e-13 1.0e-17    7.000 2.89e+03
2390  J1930-1852    0.185520 8.0e-14 1.80e-17 6.0e-21    2.004 1.63e+08

2391  J1931-0144    0.593661 1.1e-11 2.93e-17 1.1e-18    1.387 3.22e+08
2392  J1931+1439    1.779226 7.0e-11 6.33e-15 2.0e-18    6.123 4.45e+06
2393  B1929+15      0.314355 6.0e-12 5.01e-15 9.0e-19    4.011 9.93e+05
2394  J1931+1817    0.234131 1.7e-11 1.07e-13 5.0e-19    9.573 3.46e+04
2395  J1931+1952    0.501123 4.0e-12 1.01e-16 6.0e-19    9.625 7.88e+07

2396  J1931+30      0.582126 3.0e-06      NaN       0    3.722    NaN
2397  B1929+10      0.226519 1.1e-12 1.16e-15 1.6e-20    0.310 3.10e+06
2398  J1932+1500    1.864332 1.1e-10 4.59e-16 7.0e-18    2.849 6.44e+07
2399  J1932+1756    0.041831 1.8e-14 4.32e-19 6.0e-22    2.116 1.53e+09
2400  J1932+1916    0.208215 1.4e-11 9.32e-14 5.0e-19      NaN 3.54e+04

2401  B1929+20      0.268217 6.0e-12 4.22e-15 4.0e-20    5.000 1.01e+06
2402  B1930+22      0.144470 3.0e-11 5.76e-14 3.0e-19   10.900 3.98e+04
2403  J1932-3655    0.571421 3.0e-11 2.86e-16 1.0e-19    6.724 3.16e+07
2404  J1933+0758    0.437454 2.0e-12 2.18e-16 2.0e-19   11.157 3.18e+07
2405  B1930+13      0.928324 5.0e-12 3.18e-16 7.0e-19    6.084 4.62e+07

2406  J1933+1923g   0.371730       0      NaN       0    3.142    NaN
2407  J1933+2038g   0.040750       0      NaN       0    8.474    NaN
2408  B1931+24      0.813690 7.0e-11 8.11e-15 7.0e-19    4.639 1.59e+06
2409  J1933+5335    2.052574 4.0e-09 1.26e-15 2.0e-17    2.515 2.58e+07
2410  J1934+1926    0.230984 1.6e-11 2.68e-18 8.0e-20    3.176 1.37e+09

2411  J1934+2352    0.178432 2.0e-11 1.31e-13 2.0e-18   12.207 2.16e+04
2412  J1934+5219    0.568442 3.0e-11 8.40e-17 1.3e-17    7.564 1.07e+08
2413  J1935+1159    1.939758 1.6e-10 9.48e-16 6.0e-19    8.421 3.24e+07
2414  B1933+16      0.358738 6.0e-13 6.00e-15 1.5e-21    3.700 9.47e+05
2415  B1933+17      0.654408 1.0e-12 3.78e-16 2.0e-18    4.850 2.74e+07

2416  J1935+1829    0.843548 9.0e-12 2.32e-15 4.0e-19    8.616 5.76e+06
2417  J1935+2025    0.080118 6.0e-12 6.08e-14 1.0e-19    4.598 2.09e+04
2418  J1935+2154    3.244980 1.0e-05      NaN       0      NaN    NaN
2419  B1933+15      0.967338 3.0e-11 4.04e-15 6.0e-18    4.624 3.79e+06
2420  J1936+18      0.058345 1.8e-07      NaN       0    3.596    NaN

2421  J1936+2036g   0.032920       0      NaN       0    4.996    NaN
2422  J1936+2042    1.390723 1.5e-10 4.94e-14 1.4e-18    4.999 4.46e+05
2423  J1936+21      0.642960 2.2e-06      NaN       0    8.072    NaN
2424  J1936+217     0.031582 3.0e-08      NaN       0    2.968    NaN
2425  J1937-00      0.240100       0      NaN       0    3.510    NaN

2426  J1937+1505    2.872774 7.0e-10 5.61e-15 3.0e-16    6.450 8.11e+06
2427  B1935+25      0.200980 1.7e-13 6.43e-16 1.3e-21    3.125 4.95e+06
2428  J1937+2950    1.657429 3.0e-11 3.48e-15 1.7e-18    7.477 7.54e+06
2429  J1938+0650    1.121562 5.0e-09 5.68e-15 1.0e-17    2.832 3.13e+06
2430  J1938+14      2.902504 5.1e-05      NaN       0    2.575    NaN

2431  J1938+2010    0.687082 2.0e-11 3.40e-15 1.0e-18    8.812 3.20e+06
2432  J1938+2213    0.166116 6.0e-13 4.24e-14 5.0e-19    3.463 6.20e+04
2433  J1938+2659    0.883332 9.0e-12 3.23e-15 5.0e-19    8.576 4.34e+06
2434  J1939+10      2.310000 3.0e-02      NaN       0    3.552    NaN
2435  J1939+2352g   2.145340       0      NaN       0   12.266    NaN

2436  B1937+24      0.645302 3.0e-10 1.83e-14 3.0e-18    7.115 5.60e+05
2437  J1939+2609    0.466963 7.0e-12 5.20e-18 4.0e-19    2.683 1.42e+09
2438  J1940+0239    1.232240       0      NaN       0    5.292    NaN
2439  J1940-0902    0.978468 9.0e-11 1.88e-15 1.5e-18    1.859 8.25e+06
2440  J1940+2245    0.258912 5.0e-12 1.27e-14 1.9e-19    8.081 3.23e+05

2441  J1940+2337    0.546824 7.0e-12 7.68e-14 2.0e-19    8.468 1.13e+05
2442  J1940-24      0.098200       0      NaN       0    3.905    NaN
2443  J1940-2403    1.855276 3.0e-06      NaN       0    6.306    NaN
2444  J1941+0121    0.217317 1.0e-11 1.91e-16 5.0e-19    2.097 1.80e+07
2445  J1941+1026    0.905394 2.0e-11 9.96e-16 8.0e-19    7.971 1.44e+07

2446  J1941+1341    0.559084 1.3e-11 1.24e-15 1.3e-18    5.459 7.15e+06
2447  J1941+2525    2.306153 2.0e-11 1.61e-13 5.0e-19   11.168 2.27e+05
2448  B1937-26      0.402858 3.0e-13 9.56e-16 1.8e-21    3.564 6.68e+06
2449  J1941+4320    0.840906 6.0e-12 1.15e-15 5.0e-19    6.514 1.16e+07
2450  J1942+0147    1.405040       0      NaN       0   25.000    NaN

2451  B1939+17      0.696262 2.0e-11 1.01e-16 3.0e-18    4.915 1.09e+08
2452  J1942-2019    0.275133 9.0e-12 1.23e-17 1.6e-19    4.965 3.53e+08
2453  J1942+3941    1.353291 1.0e-10 7.14e-17 1.3e-17    8.665 3.00e+08
2454  J1942+8106    0.203558 1.3e-12 3.69e-17 5.0e-19    3.478 8.75e+07
2455  J1943+0609    0.446226 3.0e-12 4.66e-16 6.0e-19    3.269 1.52e+07

2456  B1940-12      0.972429 1.8e-12 1.66e-15 8.0e-21    1.204 9.31e+06
2457  J1944-10      0.409135 1.0e-06      NaN       0    1.282    NaN
2458  B1941-17      0.841158 6.0e-12 9.86e-16 5.0e-20    4.121 1.35e+07
2459  B1942+17      1.996899 1.0e-10 7.30e-16 2.0e-17    4.877 4.33e+07
2460  B1942-00      1.045632 7.0e-12 5.35e-16 4.0e-20    3.164 3.10e+07

2461  J1945+07      1.073900       0      NaN       0    2.575    NaN
2462  J1945+1211    4.756796 5.0e-10 3.78e-15 5.0e-17    3.771 1.99e+07
2463  B1943+18      1.068708 4.0e-11 2.42e-16 5.0e-18    7.351 7.00e+07
2464  J1946-09      0.091200 0.0e+00      NaN       0    2.865    NaN
2465  J1946-1312    0.491865 6.0e-12 1.99e-15 3.0e-19    5.000 3.92e+06

2466  J1946+14      2.282440       0      NaN       0    2.092    NaN
2467  B1944+17      0.440618 8.0e-13 2.41e-17 4.0e-21    0.300 2.90e+08
2468  B1944+22      1.334450 5.0e-11 8.89e-16 9.0e-18    6.060 2.38e+07
2469  J1946+24      4.729000       0      NaN       0    4.296    NaN
2470  J1946+2535    0.515167 6.0e-11 5.64e-15 5.0e-18    8.305 1.45e+06

2471  J1946+2611    0.435060 3.0e-10 2.20e-14 2.0e-17    7.555 3.14e+05
2472  B1943-29      0.959448 3.0e-12 1.49e-15 1.2e-20    3.125 1.02e+07
2473  J1947+0915    1.480744 9.0e-11 4.78e-16 1.6e-17    5.154 4.91e+07
2474  J1947+10      1.110944 3.0e-06      NaN       0   10.851    NaN
2475  J1947+1957    0.157509 4.0e-12 5.23e-16 1.0e-19    6.767 4.78e+06

2476  J1947-4215    1.798069 1.0e-06      NaN       0    2.202    NaN
2477  J1947-43      0.180940       0      NaN       0    1.625    NaN
2478  J1948+1808    0.394354 4.0e-12 2.27e-16 2.0e-19   11.335 2.75e+07
2479  J1948+2333    0.528352 1.6e-12 1.36e-14 4.0e-20    8.048 6.17e+05
2480  J1948+2551    0.196627 4.0e-13 9.02e-15 2.0e-20    8.698 3.45e+05

2481  J1948-27      0.332000 0.0e+00      NaN       0    6.425    NaN
2482  J1948+2819    0.932693 1.6e-11 6.13e-14 1.3e-19   11.042 2.41e+05
2483  B1946+35      0.717311 4.0e-12 7.06e-15 3.0e-20    7.650 1.61e+06
2484  J1949+2306    1.319373 1.0e-11 1.23e-16 3.0e-19    8.106 1.70e+08
2485  J1949+2516g   0.410340       0      NaN       0   15.085    NaN

2486  B1946-25      0.957617 4.0e-12 3.27e-15 1.6e-20    1.046 4.64e+06
2487  J1949+3426    0.388539 1.4e-12 2.02e-16 8.0e-20   12.347 3.04e+07
2488  J1950+05      0.455934 3.0e-06      NaN       0    3.939    NaN
2489  J1950+2352g   0.319760       0      NaN       0   13.339    NaN
2490  J1950+2556g   2.038640       0      NaN       0   14.546    NaN

2491  J1950+3001    2.788918 6.0e-11 1.49e-13 1.0e-18    8.759 2.97e+05
2492  J1951+1123    5.094083 2.0e-10 3.03e-15 8.0e-18    1.513 2.66e+07
2493  J1951+4724    0.181928 1.0e-11 3.01e-14 1.0e-18    9.442 9.57e+04
2494  B1949+14      0.275026 4.0e-12 1.28e-16 4.0e-20    1.586 3.40e+07
2495  J1952+2513    1.077647 8.0e-11 1.06e-15 1.7e-18    8.418 1.60e+07

2496  J1952+3021    1.665665 1.6e-10 1.08e-14 9.0e-19    7.485 2.44e+06
2497  B1951+32      0.039531 1.1e-12 5.84e-15 8.0e-21    3.000 1.07e+05
2498  J1953+1149    0.851890 2.0e-10 2.86e-15 1.5e-17   10.520 4.71e+06
2499  J1953+1846B   0.079900 0.0e+00      NaN       0    4.000    NaN
2500  J1953+1846D   0.100670 0.0e+00      NaN       0    4.000    NaN

2501  J1953+2732    1.333965 2.0e-11 1.77e-15 1.0e-18    7.585 1.19e+07
2502  J1953+2819    1.011002 5.0e-11 2.14e-15 1.7e-19    7.552 7.48e+06
2503  J1953+30      1.271200       0      NaN       0    2.968    NaN
2504  J1954+1021    2.099440 5.0e-11 1.73e-15 3.0e-18    4.280 1.92e+07
2505  J1954+2407    0.193405 1.5e-12 1.06e-15 7.0e-20    4.176 2.90e+06

2506  J1954+2529    0.931210 4.0e-12 1.26e-15 7.0e-20    7.803 1.17e+07
2507  J1954+2836    0.092709 3.0e-10 2.12e-14 4.0e-18    1.960 6.94e+04
2508  B1952+29      0.426677 4.0e-13 1.71e-18 3.0e-21    0.536 3.95e+09
2509  J1954+3852    0.352933 1.0e-12 6.60e-15 1.0e-19    4.663 8.47e+05
2510  J1954+4357    1.387041 2.0e-11 2.20e-15 4.0e-18   10.092 9.98e+06

2511  J1955-0907    0.484000 0.0e+00      NaN       0    8.226    NaN
2512  J1955+2912g   0.279510       0      NaN       0    7.383    NaN
2513  J1955+2930    1.073878 7.0e-11 3.36e-15 4.0e-19    7.540 5.07e+06
2514  B1953+50      0.518938 5.0e-13 1.37e-15 4.0e-21    2.186 5.99e+06
2515  J1956+07      5.012480       0      NaN       0    3.163    NaN

2516  J1956+0838    0.303911 7.0e-12 2.20e-16 1.3e-18    3.538 2.19e+07
2517  J1956-2752    0.260014 6.0e-07      NaN       0    3.756    NaN
2518  J1956+2826g   0.071790       0      NaN       0    6.481    NaN
2519  J1957-0002    0.965096 4.0e-11 8.05e-16 1.0e-18    1.789 1.90e+07
2520  J1957+2831    0.307683 1.7e-12 3.11e-15 3.0e-20    6.891 1.57e+06

2521  J1957+5033    0.374806 3.0e-10 7.08e-15 5.0e-17    1.365 8.39e+05
2522  J1958+2846    0.290389 5.0e-11 2.12e-13 1.7e-17    1.950 2.17e+04
2523  J1958+3033    1.098581 1.0e-11 6.46e-15 6.0e-19    7.266 2.70e+06
2524  J1958+56      0.311800       0      NaN       0    4.342    NaN
2525  J1959+3620    0.406081 1.0e-11 3.60e-17 1.0e-18   10.888 1.79e+08

2526  J2000+2920    3.073783 3.0e-11 3.74e-14 4.0e-19    6.684 1.30e+06
2527  J2001-0349    1.344724 1.3e-10 1.12e-16 3.0e-18    5.961 1.90e+08
2528  J2001+4258    0.719166 5.0e-12 1.73e-14 3.0e-18    3.757 6.58e+05
2529  J2002+1637    0.276497 1.8e-10 2.25e-16 1.2e-17    4.897 1.95e+07
2530  J2002+30      0.421794 3.0e-06      NaN       0    7.020    NaN

2531  B2000+32      0.696761 3.0e-10 1.05e-13 3.0e-18    6.458 1.05e+05
2532  B2000+40      0.905067 1.0e-12 1.74e-15 8.0e-21    6.391 8.25e+06
2533  J2003+2916    1.009877 5.0e-10 3.41e-16 2.0e-19    7.455 4.69e+07
2534  J2004+2653    0.665879 4.0e-11 5.67e-17 1.2e-18    7.665 1.86e+08
2535  B2002+31      2.111265 4.0e-11 7.46e-14 3.0e-19    8.000 4.49e+05

2536  J2004+3429    0.240953 1.0e-11 2.07e-13 4.0e-18   10.783 1.85e+04
2537  J2005-0020    2.279661 4.0e-11 2.57e-14 6.0e-19    1.835 1.41e+06
2538  J2005+3411g   0.651050       0      NaN       0   17.294    NaN
2539  J2005+3547    0.615034 4.0e-12 2.81e-16 3.0e-19   13.558 3.47e+07
2540  J2005+3552    0.307943 2.0e-11 2.99e-15 1.0e-17   14.652 1.63e+06

2541  B2003-08      0.580871 3.0e-12 4.60e-17 3.0e-20    2.632 2.00e+08
2542  J2006+22      1.741900       0      NaN       0    9.140    NaN
2543  J2006+3102    0.163695 9.0e-11 2.49e-14 9.0e-18    6.035 1.04e+05
2544  J2006+4058    0.499695 2.0e-12 2.84e-16 3.0e-19   12.650 2.79e+07
2545  J2007+0809    0.325724 5.0e-11 1.37e-16 7.0e-18    3.040 3.77e+07

2546  J2007+0910    0.458735 6.0e-13 3.32e-16 1.2e-19    2.634 2.19e+07
2547  J2007+20      4.634000 7.0e-03      NaN       0    3.806    NaN
2548  J2007+3120    0.608205 1.0e-11 1.56e-14 1.0e-18    6.906 6.18e+05
2549  J2008+2513    0.589196 6.0e-11 5.40e-15 4.0e-18    4.030 1.73e+06
2550  J2008+2755g   1.519260       0      NaN       0    7.445    NaN

2551  J2008+3139    0.226119 2.0e-12 8.28e-17 1.1e-20    7.155 4.33e+07
2552  J2009+3122g   0.076540       0      NaN       0    6.465    NaN
2553  J2009+3326    1.438369 2.0e-11 1.47e-15 2.0e-18    7.303 1.55e+07
2554  J2010+2845    0.565369 6.0e-13 9.07e-17 2.0e-20    6.585 9.87e+07
2555  J2010+31      1.551535 2.4e-05      NaN       0    7.574    NaN

2556  J2010+3230    1.442448 1.0e-11 3.62e-15 1.0e-18   13.034 6.32e+06
2557  J2011+3006g   2.505660       0      NaN       0    0.944    NaN
2558  J2011+3331    0.931733 4.0e-12 1.79e-15 1.0e-19    8.603 8.27e+06
2559  J2012-2029    0.544002 3.0e-11 5.48e-16 1.8e-18    2.809 1.57e+07
2560  J2013-0649    0.580187 3.4e-12 6.01e-16 2.4e-18    9.576 1.53e+07

2561  J2013+3058    0.276028 5.0e-13 1.52e-16 4.0e-20    6.641 2.88e+07
2562  J2013+3100g   0.368550       0      NaN       0    6.760    NaN
2563  B2011+38      0.230194 1.0e-12 8.85e-15 8.0e-21    7.123 4.12e+05
2564  J2015+2524    2.303299 9.0e-10 5.10e-16 5.0e-17    0.744 7.16e+07
2565  J2016+1948    0.064940 6.0e-15 4.01e-19 6.0e-23    2.162 2.57e+09

2566  J2017-0414    0.040600 0.0e+00      NaN       0    1.771    NaN
2567  J2017+2043    0.537143 2.0e-12 9.96e-16 5.0e-20    4.205 8.55e+06
2568  J2017-2737    0.224000 0.0e+00      NaN       0    1.500    NaN
2569  J2017+2819g   1.832460       0      NaN       0    4.873    NaN
2570  J2017+3625    0.166749 9.0e-13 1.36e-15 3.0e-20      NaN 1.94e+06

2571  J2017+5906    0.403478 1.7e-11 2.22e-16 1.4e-18    3.907 2.89e+07
2572  B2016+28      0.557953 7.0e-13 1.48e-16 1.6e-21    0.980 5.97e+07
2573  J2018+3418g   2.191600       0      NaN       0   10.394    NaN
2574  J2018+3431    0.387664 8.0e-13 1.84e-15 2.0e-20    6.636 3.34e+06
2575  J2019+72      0.219000 0.0e+00      NaN       0    2.494    NaN

2576  J2021+3651    0.103741 4.0e-12 9.57e-14 7.0e-19    1.800 1.72e+04
2577  J2021+4024g   0.370540       0      NaN       0   25.000    NaN
2578  J2021+4026    0.265318 5.0e-11 5.47e-14 3.0e-18    2.150 7.69e+04
2579  J2022+21      0.803500       0      NaN       0    6.002    NaN
2580  B2020+28      0.343402 1.3e-12 1.89e-15 1.3e-20    2.100 2.87e+06

2581  J2022+3842    0.048579 2.4e-11 8.61e-14 2.0e-16   10.000 8.94e+03
2582  J2022+3845g   1.008900       0      NaN       0   17.188    NaN
2583  B2021+51      0.529197 1.7e-11 3.06e-15 5.0e-20    1.800 2.74e+06
2584  B2022+50      0.372619 3.0e-12 2.51e-15 1.7e-20    2.058 2.35e+06
2585  J2024+48      1.262000       0      NaN       0    4.552    NaN

2586  B2025+21      0.398173 2.0e-12 2.03e-16 2.0e-19   10.295 3.11e+07
2587  J2027+4557    1.099651 7.0e-12 3.09e-16 4.0e-19    9.005 5.63e+07
2588  J2027+7502    0.515219 8.0e-12 8.89e-16 6.0e-18    0.743 9.18e+06
2589  J2028+3332    0.176707 7.0e-13 4.86e-15 7.0e-20      NaN 5.76e+05
2590  B2027+37      1.216805 1.2e-11 1.23e-14 9.0e-20    5.771 1.56e+06

2591  B2028+22      0.630513 4.0e-12 8.85e-16 3.0e-20    6.386 1.13e+07
2592  J2030+3641    0.200129 1.7e-12 6.50e-15 3.0e-19    6.947 4.88e+05
2593  J2030+3818g   0.133720       0      NaN       0   25.000    NaN
2594  J2030+3929g   1.718420       0      NaN       0   25.000    NaN
2595  J2030+3944g   0.306180       0      NaN       0   25.000    NaN

2596  J2030+4415    0.227070 3.0e-11 6.48e-15 1.1e-18    0.720 5.55e+05
2597  J2030+55      0.579000       0      NaN       0    3.423    NaN
2598  J2032+4127    0.143246 1.9e-07 1.13e-14 3.0e-16    1.330 2.01e+05
2599  J2033+0042    5.013400 8.0e-11 9.69e-15 1.8e-18    2.934 8.20e+06
2600  J2033-1938    1.281719 1.2e-10 4.55e-16 6.0e-18    1.525 4.46e+07

2601  J2036+2835    1.358727 2.0e-11 2.09e-15 2.0e-18    6.741 1.03e+07
2602  J2036+6646    0.501927 2.0e-10 9.40e-16 4.0e-17    3.230 8.46e+06
2603  B2034+19      2.074377 5.0e-10 2.04e-15 1.0e-17    2.794 1.61e+07
2604  B2035+36      0.618715 5.0e-11 4.50e-15 4.0e-19    4.851 2.18e+06
2605  J2038+35      0.160000       0      NaN       0    3.814    NaN

2606  J2038-3816    1.577289 3.0e-11 4.16e-15 8.0e-19    3.588 6.00e+06
2607  B2036+53      1.424568 1.1e-11 9.44e-16 9.0e-20    8.192 2.39e+07
2608  J2040+1657    0.865606 4.0e-12 5.95e-16 6.0e-19    4.450 2.31e+07
2609  J2040-21      0.563000 0.0e+00      NaN       0    1.660    NaN
2610  J2043+2740    0.096131 5.0e-11 1.27e-15 1.0e-17    1.480 1.20e+06

2611  J2043+7045    0.588000       0      NaN       0    3.999    NaN
2612  J2044+28      1.618000       0      NaN       0    8.598    NaN
2613  J2044+4614    1.392715 2.0e-10 6.30e-16 4.0e-17    8.952 3.50e+07
2614  J2045+0912    0.395555 5.0e-13 1.95e-16 7.0e-20    2.460 3.21e+07
2615  J2045+3633    0.031682 4.0e-15 5.88e-19 4.0e-23    5.629 8.53e+08

2616  B2043-04      1.546938 1.7e-12 1.47e-15 1.7e-20    6.250 1.67e+07
2617  B2044+15      1.138286 1.2e-12 1.82e-16 1.2e-20    3.226 9.89e+07
2618  B2045+56      0.476735 7.0e-12 1.11e-14 4.0e-20    4.341 6.79e+05
2619  J2047+5029    0.445945 4.0e-12 4.18e-15 1.6e-19    3.973 1.69e+06
2620  B2045-16      1.961572 1.2e-11 1.10e-14 4.0e-20    0.950 2.84e+06

2621  J2048+2255    0.283901 1.0e-12 1.52e-17 2.0e-20    7.648 2.97e+08
2622  J2048+4951    0.568301 6.0e-12 5.29e-15 1.7e-19    6.776 1.70e+06
2623  J2050+1259    1.221020 9.0e-10 5.04e-16 3.0e-17    5.829 3.84e+07
2624  J2051+1248    0.553167 2.0e-11 1.90e-17 6.0e-18    4.077 4.61e+08
2625  J2051+4434g   1.303160       0      NaN       0   25.000    NaN

2626  J2052+4421g   0.375310       0      NaN       0   25.000    NaN
2627  J2053+1718    0.119268 1.2e-13 2.86e-19 1.0e-21    2.087 6.60e+09
2628  J2053+4718    4.910379 3.0e-10 1.48e-14 3.0e-17    8.901 5.26e+06
2629  B2048-72      0.341336 4.0e-11 1.98e-16 1.1e-20    1.029 2.74e+07
2630  J2054-39      0.977000 0.0e+00      NaN       0    2.046    NaN

2631  B2053+21      0.815181 8.0e-13 1.34e-15 8.0e-21    2.998 9.64e+06
2632  J2055+2539    0.319561 1.1e-09 4.08e-15 1.1e-16    0.620 1.24e+06
2633  B2053+36      0.221508 3.0e-13 3.69e-16 2.0e-21    5.000 9.51e+06
2634  J2057+21      1.166700       0      NaN       0   25.000    NaN
2635  J2102+38      1.190000       0      NaN       0    4.658    NaN

2636  J2105+07      3.746630       0      NaN       0   25.000    NaN
2637  J2105+28      0.405737 1.1e-05      NaN       0    5.848    NaN
2638  J2105+6223    2.304879 4.0e-11 5.22e-15 6.0e-19    2.723 7.00e+06
2639  J2108-3429    1.423102 2.0e-10 3.50e-15 3.0e-18    3.884 6.44e+06
2640  B2106+44      0.414871 6.0e-13 8.62e-17 6.0e-21    4.346 7.62e+07

2641  J2108+4516    0.577231 1.7e-12 4.37e-15 7.0e-20    3.268 2.09e+06
2642  J2111+2106    3.953853 6.0e-10 3.24e-15 2.0e-17    8.408 1.93e+07
2643  J2111+40      4.061000       0      NaN       0    5.279    NaN
2644  J2111+4606    0.157830 1.0e-11 1.43e-13 8.0e-19      NaN 1.75e+04
2645  J2112+4058    4.060755 5.0e-10 6.99e-15 1.4e-16    5.221 9.20e+06

2646  B2110+27      1.202852 1.2e-12 2.62e-15 9.0e-21    1.429 7.27e+06
2647  B2111+46      1.014685 5.0e-12 7.15e-16 1.2e-20    2.174 2.25e+07
2648  J2113+67      0.552170 8.8e-06      NaN       0    2.890    NaN
2649  B2113+14      0.440153 1.4e-12 2.89e-16 1.0e-20   25.000 2.41e+07
2650  J2122+2426    0.541421 4.0e-11 1.27e-16 6.0e-18    0.585 6.75e+07

2651  J2123+36      1.294000       0      NaN       0   13.192    NaN
2652  J2123+5434    0.138868 2.0e-13 1.74e-19 1.0e-20    1.811 1.27e+10
2653  B2122+13      0.694053 3.0e-12 7.68e-16 3.0e-20    2.807 1.43e+07
2654  B2123-67      0.325771 1.1e-10 2.26e-16 5.0e-18    5.992 2.28e+07
2655  B2127+11A     0.110665 5.0e-14 -2.10e-17 2.0e-22   10.710    NaN

2656  B2127+11B     0.056133 9.0e-14 9.54e-18 6.0e-22   10.710 9.32e+07
2657  B2127+11C     0.030529 1.0e-14 4.99e-18 2.0e-23   10.710 9.70e+07
2658  B2127+11G     0.037660 8.0e-12 2.00e-18 5.0e-19   10.710 2.98e+08
2659  J2129+4119    1.687418 1.2e-10 8.54e-17 6.0e-18    1.967 3.13e+08
2660  J2131-31      3.325000 0.0e+00      NaN       0   25.000    NaN

2661  J2136-1606    1.227235 6.0e-11 1.60e-17 3.0e-18    1.633 1.22e+09
2662  J2136-5046    0.267322 1.1e-11 8.69e-17 4.0e-19    2.248 4.87e+07
2663  J2137+6428    1.750989 7.0e-11 3.43e-15 4.0e-17    3.764 8.08e+06
2664  J2138+4911    0.696171 3.0e-06      NaN       0    4.207    NaN
2665  J2139+00      0.312470 3.0e-06      NaN       0    4.210    NaN

2666  J2139+2242    1.083514 2.0e-11 1.42e-15 2.0e-18    4.933 1.21e+07
2667  J2139+4716    0.282849 1.6e-11 1.79e-15 1.6e-18      NaN 2.51e+06
2668  J2139+4738g   0.557040       0      NaN       0    4.117    NaN
2669  J2143+0654    9.428229 1.0e-07 4.09e-14 1.8e-14      NaN 3.65e+06
2670  J2144-3933    8.509827 3.0e-09 4.96e-16 5.0e-18    0.160 2.72e+08

2671  J2145+21      1.419000 0.0e+00      NaN       0    5.632    NaN
2672  J2148-34      0.927000 0.0e+00      NaN       0    1.160    NaN
2673  B2148+63      0.380140 2.0e-11 1.68e-16 7.0e-19    2.778 3.58e+07
2674  B2148+52      0.332206 1.8e-12 1.01e-14 1.5e-20    3.610 5.21e+05
2675  J2151+2315    0.593534 3.0e-09 7.08e-16 3.0e-18    1.911 1.33e+07

2676  J2154-2812    1.343361 1.0e-10 6.13e-16 8.0e-18   25.000 3.47e+07
2677  J2155+2813    1.609020 6.0e-10 9.16e-16 9.0e-19   25.000 2.78e+07
2678  B2152-31      1.030002 7.0e-12 1.24e-15 5.0e-20    1.298 1.32e+07
2679  B2151-56      1.373654 2.0e-09 4.23e-15 1.0e-16    1.043 5.15e+06
2680  J2156+2618    0.498149 2.0e-11 1.42e-17 1.0e-18    6.103 5.56e+08

2681  B2154+40      1.525266 1.2e-11 3.43e-15 7.0e-20    2.900 7.04e+06
