         5       653       401       557

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca        mstn        mstp  nSF   Acel   Aion   Zion

    0   0.000000E+00   0.000000E+00   5.806E+14   4.636E+34   3.311E-01      8.495E-01   6.595E-01   9.655E-01   2.073E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      7.427E+08   1.000E+00   1.000E+00   00000   5.739E-01   5.442E-01  3p2   N/A    N/A    N/A 
    1   1.463381E+03   3.873996E-03   5.747E+14   4.496E+34   3.280E-01      8.448E-01   6.535E-01   9.590E-01   2.067E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      7.520E+08   1.000E+00   1.000E+00   00000   5.784E-01   5.466E-01  3p2   N/A    N/A    N/A 
    2   1.843744E+03   7.601759E-03   5.712E+14   4.416E+34   3.262E-01      8.421E-01   6.499E-01   9.553E-01   2.064E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      7.574E+08   1.000E+00   1.000E+00   00000   5.810E-01   5.481E-01  3p2   N/A    N/A    N/A 
    3   2.110560E+03   1.142681E-02   5.683E+14   4.349E+34   3.247E-01      8.398E-01   6.469E-01   9.520E-01   2.061E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      7.621E+08   1.000E+00   1.000E+00   00000   5.832E-01   5.493E-01  3p2   N/A    N/A    N/A 
    4   2.322972E+03   1.533358E-02   5.656E+14   4.288E+34   3.233E-01      8.377E-01   6.442E-01   9.492E-01   2.058E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      7.663E+08   1.000E+00   1.000E+00   00000   5.853E-01   5.504E-01  3p2   N/A    N/A    N/A 
    5   2.502346E+03   1.883077E-02   5.633E+14   4.236E+34   3.220E-01      8.358E-01   6.418E-01   9.467E-01   2.056E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      7.699E+08   1.000E+00   1.000E+00   00000   5.871E-01   5.514E-01  3p2   N/A    N/A    N/A 
    6   2.659139E+03   2.287462E-02   5.609E+14   4.183E+34   3.208E-01      8.340E-01   6.394E-01   9.441E-01   2.053E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      7.736E+08   1.000E+00   1.000E+00   00000   5.889E-01   5.524E-01  3p2   N/A    N/A    N/A 
    7   2.799346E+03   2.649069E-02   5.588E+14   4.136E+34   3.197E-01      8.323E-01   6.372E-01   9.418E-01   2.051E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      7.769E+08   1.000E+00   1.000E+00   00000   5.905E-01   5.533E-01  3p2   N/A    N/A    N/A 
    8   2.926761E+03   3.003961E-02   5.568E+14   4.092E+34   3.186E-01      8.307E-01   6.352E-01   9.396E-01   2.049E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      7.801E+08   1.000E+00   1.000E+00   00000   5.921E-01   5.541E-01  3p2   N/A    N/A    N/A 
    9   3.043955E+03   3.403833E-02   5.548E+14   4.048E+34   3.176E-01      8.291E-01   6.331E-01   9.374E-01   2.047E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      7.833E+08   1.000E+00   1.000E+00   00000   5.937E-01   5.550E-01  3p2   N/A    N/A    N/A 
