         5       377       111       281

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca        mstn        mstp  nSF   Acel   Aion   Zion

    0   0.000000E+00   0.000000E+00   5.895E+14   8.019E+34   2.908E-01      8.669E-01   6.111E-01   9.526E-01   1.901E+00   1.528E-01   0.000E+00   2.292E-01   0.000E+00      9.604E+08   1.000E+00   1.000E+00   01000   3.551E-01   3.551E-01  3p2   N/A    N/A    N/A 
    1   2.275096E+03   1.465641E-02   5.783E+14   7.600E+34   2.857E-01      8.598E-01   6.030E-01   9.436E-01   1.891E+00   1.519E-01   0.000E+00   2.278E-01   0.000E+00      9.673E+08   1.000E+00   1.000E+00   01000   3.601E-01   3.601E-01  3p2   N/A    N/A    N/A 
    2   2.866441E+03   2.896004E-02   5.717E+14   7.361E+34   2.827E-01      8.555E-01   5.981E-01   9.381E-01   1.886E+00   1.513E-01   0.000E+00   2.270E-01   0.000E+00      9.711E+08   1.000E+00   1.000E+00   01000   3.632E-01   3.632E-01  3p2   N/A    N/A    N/A 
    3   3.281256E+03   4.330601E-02   5.661E+14   7.162E+34   2.802E-01      8.518E-01   5.940E-01   9.333E-01   1.881E+00   1.509E-01   0.000E+00   2.264E-01   0.000E+00      9.741E+08   1.000E+00   1.000E+00   01000   3.658E-01   3.658E-01  3p2   N/A    N/A    N/A 
    4   3.611489E+03   5.761784E-02   5.612E+14   6.987E+34   2.780E-01      8.484E-01   5.902E-01   9.290E-01   1.877E+00   1.505E-01   0.000E+00   2.258E-01   0.000E+00      9.766E+08   1.000E+00   1.000E+00   01000   3.681E-01   3.681E-01  3p2   N/A    N/A    N/A 
    5   3.890359E+03   7.099133E-02   5.567E+14   6.831E+34   2.759E-01      8.453E-01   5.868E-01   9.251E-01   1.873E+00   1.501E-01   0.000E+00   2.252E-01   0.000E+00      9.788E+08   1.000E+00   1.000E+00   01000   3.702E-01   3.702E-01  3p2   N/A    N/A    N/A 
    6   4.134123E+03   8.548466E-02   5.524E+14   6.683E+34   2.740E-01      8.422E-01   5.835E-01   9.213E-01   1.869E+00   1.498E-01   0.000E+00   2.247E-01   0.000E+00      9.809E+08   1.000E+00   1.000E+00   01000   3.723E-01   3.723E-01  3p2   N/A    N/A    N/A 
    7   4.352102E+03   9.916981E-02   5.483E+14   6.546E+34   2.721E-01      8.394E-01   5.804E-01   9.177E-01   1.866E+00   1.494E-01   0.000E+00   2.242E-01   0.000E+00      9.827E+08   1.000E+00   1.000E+00   01000   3.743E-01   3.743E-01  3p2   N/A    N/A    N/A 
    8   4.550191E+03   1.116467E-01   5.447E+14   6.422E+34   2.705E-01      8.368E-01   5.775E-01   9.144E-01   1.863E+00   1.491E-01   0.000E+00   2.237E-01   0.000E+00      9.843E+08   1.000E+00   1.000E+00   01000   3.761E-01   3.761E-01  3p2   N/A    N/A    N/A 
    9   4.732390E+03   1.264310E-01   5.408E+14   6.295E+34   2.687E-01      8.339E-01   5.745E-01   9.108E-01   1.860E+00   1.488E-01   0.000E+00   2.232E-01   0.000E+00      9.859E+08   1.000E+00   1.000E+00   01000   3.780E-01   3.780E-01  3p2   N/A    N/A    N/A 
   10   4.901545E+03   1.401569E-01   5.372E+14   6.178E+34   2.671E-01      8.312E-01   5.716E-01   9.075E-01   1.856E+00   1.485E-01   0.000E+00   2.228E-01   0.000E+00      9.873E+08   1.000E+00   1.000E+00   01000   3.799E-01   3.799E-01  3p2   N/A    N/A    N/A 
   11   5.059768E+03   1.529957E-01   5.338E+14   6.068E+34   2.655E-01      8.287E-01   5.689E-01   9.043E-01   1.854E+00   1.482E-01   0.000E+00   2.223E-01   0.000E+00      9.886E+08   1.000E+00   1.000E+00   01000   3.816E-01   3.816E-01  3p2   N/A    N/A    N/A 
   12   5.208669E+03   1.650782E-01   5.306E+14   5.964E+34   2.641E-01      8.263E-01   5.664E-01   9.013E-01   1.851E+00   1.479E-01   0.000E+00   2.219E-01   0.000E+00      9.897E+08   1.000E+00   1.000E+00   01000   3.832E-01   3.832E-01  3p2   N/A    N/A    N/A 
   13   5.349511E+03   1.793046E-01   5.272E+14   5.858E+34   2.625E-01      8.238E-01   5.636E-01   8.981E-01   1.848E+00   1.476E-01   0.000E+00   2.215E-01   0.000E+00      9.909E+08   1.000E+00   1.000E+00   01000   3.850E-01   3.850E-01  3p2   N/A    N/A    N/A 
   14   5.483304E+03   1.931056E-01   5.239E+14   5.756E+34   2.610E-01      8.213E-01   5.610E-01   8.950E-01   1.845E+00   1.474E-01   0.000E+00   2.211E-01   0.000E+00      9.919E+08   1.000E+00   1.000E+00   01000   3.866E-01   3.866E-01  3p2   N/A    N/A    N/A 
   15   5.610868E+03   2.062640E-01   5.208E+14   5.660E+34   2.596E-01      8.189E-01   5.585E-01   8.921E-01   1.842E+00   1.471E-01   0.000E+00   2.207E-01   0.000E+00      9.929E+08   1.000E+00   1.000E+00   01000   3.883E-01   3.883E-01  3p2   N/A    N/A    N/A 
   16   5.732882E+03   2.188499E-01   5.179E+14   5.567E+34   2.583E-01      8.166E-01   5.561E-01   8.892E-01   1.840E+00   1.468E-01   0.000E+00   2.203E-01   0.000E+00      9.937E+08   1.000E+00   1.000E+00   01000   3.898E-01   3.898E-01  3p2   N/A    N/A    N/A 
   17   5.849911E+03   2.309217E-01   5.150E+14   5.478E+34   2.570E-01      8.144E-01   5.537E-01   8.865E-01   1.837E+00   1.466E-01   0.000E+00   2.199E-01   0.000E+00      9.945E+08   1.000E+00   1.000E+00   01000   3.913E-01   3.913E-01  3p2   N/A    N/A    N/A 
   18   5.962437E+03   2.425290E-01   5.123E+14   5.392E+34   2.557E-01      8.122E-01   5.515E-01   8.838E-01   1.835E+00   1.463E-01   0.000E+00   2.196E-01   0.000E+00      9.952E+08   1.000E+00   1.000E+00   01000   3.928E-01   3.928E-01  3p2   N/A    N/A    N/A 
   19   6.070869E+03   2.564284E-01   5.098E+14   5.304E+34   2.546E-01      8.104E-01   5.495E-01   8.815E-01   1.833E+00   1.461E-01   0.000E+00   2.193E-01   0.000E+00      9.957E+08   1.000E+00   1.000E+00   01000   3.941E-01   3.941E-01  3p2   N/A    N/A    N/A 
   20   6.175560E+03   2.699463E-01   5.075E+14   5.218E+34   2.535E-01      8.085E-01   5.476E-01   8.792E-01   1.831E+00   1.459E-01   0.000E+00   2.189E-01   0.000E+00      9.963E+08   1.000E+00   1.000E+00   01000   3.954E-01   3.954E-01  3p2   N/A    N/A    N/A 
   21   6.276816E+03   2.830208E-01   5.053E+14   5.135E+34   2.525E-01      8.067E-01   5.457E-01   8.770E-01   1.829E+00   1.457E-01   0.000E+00   2.186E-01   0.000E+00      9.967E+08   1.000E+00   1.000E+00   01000   3.966E-01   3.966E-01  3p2   N/A    N/A    N/A 
   22   6.374908E+03   2.956865E-01   5.031E+14   5.055E+34   2.515E-01      8.050E-01   5.439E-01   8.748E-01   1.827E+00   1.455E-01   0.000E+00   2.184E-01   0.000E+00      9.972E+08   1.000E+00   1.000E+00   01000   3.978E-01   3.978E-01  3p2   N/A    N/A    N/A 
   23   6.470070E+03   3.079741E-01   5.010E+14   4.977E+34   2.506E-01      8.033E-01   5.421E-01   8.728E-01   1.825E+00   1.454E-01   0.000E+00   2.181E-01   0.000E+00      9.976E+08   1.000E+00   1.000E+00   01000   3.990E-01   3.990E-01  3p2   N/A    N/A    N/A 
   24   6.562511E+03   3.199103E-01   4.989E+14   4.901E+34   2.496E-01      8.017E-01   5.404E-01   8.707E-01   1.823E+00   1.452E-01   0.000E+00   2.178E-01   0.000E+00      9.979E+08   1.000E+00   1.000E+00   01000   4.001E-01   4.001E-01  3p2   N/A    N/A    N/A 
   25   6.652420E+03   3.315195E-01   4.969E+14   4.828E+34   2.487E-01      8.001E-01   5.387E-01   8.687E-01   1.821E+00   1.450E-01   0.000E+00   2.175E-01   0.000E+00      9.982E+08   1.000E+00   1.000E+00   01000   4.012E-01   4.012E-01  3p2   N/A    N/A    N/A 
