         5       377       111       281

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca        mstn        mstp  nSF   Acel   Aion   Zion

    0   0.000000E+00   0.000000E+00   5.212E+14   5.823E+34   2.598E-01      8.425E-01   5.601E-01   9.127E-01   1.834E+00   1.572E-01   0.000E+00   1.289E-01   0.000E+00      9.955E+08   1.000E+00   1.000E+00   01000   3.881E-01   3.881E-01  3p2   N/A    N/A    N/A 
    1   2.298014E+03   1.336888E-02   5.110E+14   5.514E+34   2.551E-01      8.352E-01   5.504E-01   9.029E-01   1.825E+00   1.563E-01   0.000E+00   1.281E-01   0.000E+00      9.976E+08   1.000E+00   1.000E+00   01000   3.935E-01   3.935E-01  3p2   N/A    N/A    N/A 
    2   2.895317E+03   2.629610E-02   5.049E+14   5.339E+34   2.523E-01      8.306E-01   5.446E-01   8.969E-01   1.819E+00   1.557E-01   0.000E+00   1.276E-01   0.000E+00      9.985E+08   1.000E+00   1.000E+00   01000   3.968E-01   3.968E-01  3p2   N/A    N/A    N/A 
    3   3.314310E+03   3.933865E-02   4.998E+14   5.193E+34   2.500E-01      8.268E-01   5.399E-01   8.919E-01   1.815E+00   1.552E-01   0.000E+00   1.272E-01   0.000E+00      9.991E+08   1.000E+00   1.000E+00   01000   3.996E-01   3.996E-01  3p2   N/A    N/A    N/A 
    4   3.647870E+03   5.246114E-02   4.952E+14   5.064E+34   2.479E-01      8.232E-01   5.355E-01   8.873E-01   1.811E+00   1.548E-01   0.000E+00   1.269E-01   0.000E+00      9.995E+08   1.000E+00   1.000E+00   01000   4.022E-01   4.022E-01  3p2   N/A    N/A    N/A 
    5   3.929549E+03   6.440162E-02   4.910E+14   4.951E+34   2.460E-01      8.199E-01   5.317E-01   8.831E-01   1.807E+00   1.544E-01   0.000E+00   1.265E-01   0.000E+00      9.998E+08   1.000E+00   1.000E+00   01000   4.045E-01   4.045E-01  3p2   N/A    N/A    N/A 
    6   4.175769E+03   7.783468E-02   4.869E+14   4.840E+34   2.441E-01      8.166E-01   5.279E-01   8.790E-01   1.803E+00   1.540E-01   0.000E+00   1.262E-01   0.000E+00      1.000E+09   1.000E+00   1.000E+00   01000   4.069E-01   4.069E-01  3p2   N/A    N/A    N/A 
    7   4.395943E+03   9.004852E-02   4.832E+14   4.741E+34   2.424E-01      8.136E-01   5.245E-01   8.752E-01   1.800E+00   1.536E-01   0.000E+00   1.259E-01   0.000E+00      1.000E+09   1.000E+00   1.000E+00   01000   4.090E-01   4.090E-01  3p2   N/A    N/A    N/A 
    8   4.596028E+03   1.018775E-01   4.797E+14   4.649E+34   2.408E-01      8.107E-01   5.213E-01   8.716E-01   1.797E+00   1.533E-01   0.000E+00   1.256E-01   0.000E+00      1.000E+09   1.000E+00   1.000E+00   01000   4.111E-01   4.111E-01  3p2   N/A    N/A    N/A 
    9   4.780062E+03   1.150642E-01   4.760E+14   4.557E+34   2.391E-01      8.077E-01   5.179E-01   8.678E-01   1.793E+00   1.529E-01   0.000E+00   1.253E-01   0.000E+00      9.998E+08   1.000E+00   1.000E+00   01000   4.132E-01   4.132E-01  3p2   N/A    N/A    N/A 
   10   4.950921E+03   1.273069E-01   4.726E+14   4.471E+34   2.375E-01      8.048E-01   5.149E-01   8.643E-01   1.790E+00   1.526E-01   0.000E+00   1.251E-01   0.000E+00      9.996E+08   1.000E+00   1.000E+00   01000   4.152E-01   4.152E-01  3p2   N/A    N/A    N/A 
   11   5.110738E+03   1.387584E-01   4.695E+14   4.391E+34   2.361E-01      8.021E-01   5.120E-01   8.609E-01   1.787E+00   1.523E-01   0.000E+00   1.248E-01   0.000E+00      9.993E+08   1.000E+00   1.000E+00   01000   4.171E-01   4.171E-01  3p2   N/A    N/A    N/A 
   12   5.261139E+03   1.502070E-01   4.667E+14   4.314E+34   2.348E-01      7.998E-01   5.095E-01   8.580E-01   1.785E+00   1.520E-01   0.000E+00   1.246E-01   0.000E+00      9.991E+08   1.000E+00   1.000E+00   01000   4.187E-01   4.187E-01  3p2   N/A    N/A    N/A 
   13   5.403401E+03   1.632254E-01   4.649E+14   4.236E+34   2.340E-01      7.982E-01   5.079E-01   8.561E-01   1.783E+00   1.518E-01   0.000E+00   1.244E-01   0.000E+00      9.988E+08   1.000E+00   1.000E+00   01000   4.199E-01   4.199E-01  3p2   N/A    N/A    N/A 
   14   5.538541E+03   1.755922E-01   4.631E+14   4.162E+34   2.332E-01      7.966E-01   5.064E-01   8.542E-01   1.781E+00   1.516E-01   0.000E+00   1.243E-01   0.000E+00      9.986E+08   1.000E+00   1.000E+00   01000   4.209E-01   4.209E-01  3p2   N/A    N/A    N/A 
   15   5.667390E+03   1.873831E-01   4.615E+14   4.091E+34   2.324E-01      7.952E-01   5.049E-01   8.525E-01   1.780E+00   1.515E-01   0.000E+00   1.242E-01   0.000E+00      9.984E+08   1.000E+00   1.000E+00   01000   4.219E-01   4.219E-01  3p2   N/A    N/A    N/A 
   16   5.790633E+03   1.986611E-01   4.599E+14   4.024E+34   2.317E-01      7.938E-01   5.035E-01   8.508E-01   1.778E+00   1.513E-01   0.000E+00   1.240E-01   0.000E+00      9.981E+08   1.000E+00   1.000E+00   01000   4.229E-01   4.229E-01  3p2   N/A    N/A    N/A 
   17   5.908841E+03   2.094784E-01   4.584E+14   3.959E+34   2.310E-01      7.924E-01   5.022E-01   8.491E-01   1.777E+00   1.512E-01   0.000E+00   1.239E-01   0.000E+00      9.978E+08   1.000E+00   1.000E+00   01000   4.238E-01   4.238E-01  3p2   N/A    N/A    N/A 
   18   6.022501E+03   2.210849E-01   4.571E+14   3.894E+34   2.304E-01      7.913E-01   5.011E-01   8.478E-01   1.776E+00   1.510E-01   0.000E+00   1.238E-01   0.000E+00      9.976E+08   1.000E+00   1.000E+00   01000   4.246E-01   4.246E-01  3p2   N/A    N/A    N/A 
   19   6.132025E+03   2.338647E-01   4.562E+14   3.828E+34   2.300E-01      7.904E-01   5.002E-01   8.468E-01   1.775E+00   1.509E-01   0.000E+00   1.237E-01   0.000E+00      9.974E+08   1.000E+00   1.000E+00   01000   4.252E-01   4.252E-01  3p2   N/A    N/A    N/A 
   20   6.237770E+03   2.462035E-01   4.553E+14   3.764E+34   2.295E-01      7.896E-01   4.994E-01   8.458E-01   1.774E+00   1.508E-01   0.000E+00   1.237E-01   0.000E+00      9.973E+08   1.000E+00   1.000E+00   01000   4.258E-01   4.258E-01  3p2   N/A    N/A    N/A 
