         5       653       401       557

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca        mstn        mstp  nSF   Acel   Aion   Zion

    0   0.000000E+00   0.000000E+00   1.580E+15   4.869E+35   7.843E-01      1.019E+00   8.672E-01   1.196E+00   2.781E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.127E+07   1.000E+00   1.000E+00   00000   3.787E-01   2.376E-01  3p2   N/A    N/A    N/A 
    1   1.449330E+03   1.018576E-02   1.551E+15   4.670E+35   7.737E-01      1.013E+00   8.601E-01   1.188E+00   2.769E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.338E+07   1.000E+00   1.000E+00   00000   3.841E-01   2.405E-01  3p2   N/A    N/A    N/A 
    2   1.826042E+03   1.999204E-02   1.535E+15   4.557E+35   7.675E-01      1.010E+00   8.560E-01   1.183E+00   2.762E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.469E+07   1.000E+00   1.000E+00   00000   3.873E-01   2.422E-01  3p2   N/A    N/A    N/A 
    3   2.090296E+03   2.995474E-02   1.521E+15   4.463E+35   7.623E-01      1.007E+00   8.525E-01   1.179E+00   2.756E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.587E+07   1.000E+00   1.000E+00   00000   3.900E-01   2.436E-01  3p2   N/A    N/A    N/A 
    4   2.300668E+03   4.002974E-02   1.509E+15   4.379E+35   7.576E-01      1.004E+00   8.494E-01   1.176E+00   2.750E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.697E+07   1.000E+00   1.000E+00   00000   3.925E-01   2.449E-01  3p2   N/A    N/A    N/A 
    5   2.478320E+03   4.911187E-02   1.498E+15   4.306E+35   7.535E-01      1.002E+00   8.467E-01   1.173E+00   2.746E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.797E+07   1.000E+00   1.000E+00   00000   3.947E-01   2.461E-01  3p2   N/A    N/A    N/A 
    6   2.633608E+03   5.946834E-02   1.487E+15   4.235E+35   7.494E-01      9.995E-01   8.440E-01   1.170E+00   2.741E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.901E+07   1.000E+00   1.000E+00   00000   3.969E-01   2.472E-01  3p2   N/A    N/A    N/A 
    7   2.772469E+03   6.883538E-02   1.477E+15   4.171E+35   7.456E-01      9.974E-01   8.415E-01   1.167E+00   2.736E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.998E+07   1.000E+00   1.000E+00   00000   3.989E-01   2.483E-01  3p2   N/A    N/A    N/A 
    8   2.898660E+03   7.782530E-02   1.468E+15   4.111E+35   7.422E-01      9.955E-01   8.392E-01   1.164E+00   2.732E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.092E+07   1.000E+00   1.000E+00   00000   4.008E-01   2.493E-01  3p2   N/A    N/A    N/A 
    9   3.014728E+03   8.805103E-02   1.459E+15   4.051E+35   7.386E-01      9.935E-01   8.369E-01   1.161E+00   2.728E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.191E+07   1.000E+00   1.000E+00   00000   4.028E-01   2.503E-01  3p2   N/A    N/A    N/A 
   10   3.122487E+03   9.754470E-02   1.450E+15   3.996E+35   7.353E-01      9.917E-01   8.347E-01   1.159E+00   2.724E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.286E+07   1.000E+00   1.000E+00   00000   4.046E-01   2.513E-01  3p2   N/A    N/A    N/A 
   11   3.223281E+03   1.064248E-01   1.442E+15   3.944E+35   7.321E-01      9.900E-01   8.326E-01   1.157E+00   2.720E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.378E+07   1.000E+00   1.000E+00   00000   4.064E-01   2.522E-01  3p2   N/A    N/A    N/A 
   12   3.318138E+03   1.148030E-01   1.435E+15   3.895E+35   7.292E-01      9.883E-01   8.307E-01   1.154E+00   2.717E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.467E+07   1.000E+00   1.000E+00   00000   4.080E-01   2.531E-01  3p2   N/A    N/A    N/A 
   13   3.407860E+03   1.249915E-01   1.427E+15   3.844E+35   7.260E-01      9.866E-01   8.287E-01   1.152E+00   2.713E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.565E+07   1.000E+00   1.000E+00   00000   4.098E-01   2.541E-01  3p2   N/A    N/A    N/A 
   14   3.493092E+03   1.346700E-01   1.419E+15   3.795E+35   7.230E-01      9.850E-01   8.267E-01   1.150E+00   2.709E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.661E+07   1.000E+00   1.000E+00   00000   4.115E-01   2.550E-01  3p2   N/A    N/A    N/A 
   15   3.574356E+03   1.438980E-01   1.412E+15   3.749E+35   7.201E-01      9.834E-01   8.248E-01   1.148E+00   2.706E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.755E+07   1.000E+00   1.000E+00   00000   4.132E-01   2.558E-01  3p2   N/A    N/A    N/A 
   16   3.652083E+03   1.527245E-01   1.405E+15   3.705E+35   7.174E-01      9.818E-01   8.230E-01   1.146E+00   2.702E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.848E+07   1.000E+00   1.000E+00   00000   4.148E-01   2.567E-01  3p2   N/A    N/A    N/A 
   17   3.726636E+03   1.611904E-01   1.398E+15   3.663E+35   7.147E-01      9.804E-01   8.213E-01   1.144E+00   2.699E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.938E+07   1.000E+00   1.000E+00   00000   4.163E-01   2.575E-01  3p2   N/A    N/A    N/A 
   18   3.798320E+03   1.693305E-01   1.391E+15   3.622E+35   7.122E-01      9.790E-01   8.196E-01   1.142E+00   2.696E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.028E+07   1.000E+00   1.000E+00   00000   4.178E-01   2.583E-01  3p2   N/A    N/A    N/A 
   19   3.867395E+03   1.788283E-01   1.385E+15   3.580E+35   7.095E-01      9.775E-01   8.179E-01   1.140E+00   2.693E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.125E+07   1.000E+00   1.000E+00   00000   4.194E-01   2.591E-01  3p2   N/A    N/A    N/A 
   20   3.934087E+03   1.884278E-01   1.378E+15   3.539E+35   7.068E-01      9.761E-01   8.161E-01   1.138E+00   2.689E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.224E+07   1.000E+00   1.000E+00   00000   4.210E-01   2.600E-01  3p2   N/A    N/A    N/A 
   21   3.998592E+03   1.977125E-01   1.371E+15   3.500E+35   7.041E-01      9.746E-01   8.144E-01   1.136E+00   2.686E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.322E+07   1.000E+00   1.000E+00   00000   4.225E-01   2.608E-01  3p2   N/A    N/A    N/A 
   22   4.061080E+03   2.067068E-01   1.365E+15   3.461E+35   7.016E-01      9.733E-01   8.128E-01   1.134E+00   2.683E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.419E+07   1.000E+00   1.000E+00   00000   4.240E-01   2.616E-01  3p2   N/A    N/A    N/A 
