         5       377       111       281

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca        mstn        mstp  nSF   Acel   Aion   Zion

    0   0.000000E+00   0.000000E+00   6.757E+14   1.092E+35   3.295E-01      9.013E-01   6.674E-01   1.009E+00   1.974E+00   1.593E-01   0.000E+00   2.389E-01   0.000E+00      8.864E+08   1.000E+00   1.000E+00   01000   3.204E-01   3.204E-01  3p2   N/A    N/A    N/A 
    1   2.453317E+03   2.093871E-02   6.602E+14   1.023E+35   3.226E-01      8.963E-01   6.590E-01   1.001E+00   1.960E+00   1.581E-01   0.000E+00   2.373E-01   0.000E+00      9.026E+08   1.000E+00   1.000E+00   01000   3.261E-01   3.261E-01  3p2   N/A    N/A    N/A 
    2   3.090986E+03   4.170244E-02   6.512E+14   9.830E+34   3.186E-01      8.930E-01   6.538E-01   9.961E-01   1.952E+00   1.575E-01   0.000E+00   2.363E-01   0.000E+00      9.115E+08   1.000E+00   1.000E+00   01000   3.295E-01   3.295E-01  3p2   N/A    N/A    N/A 
    3   3.538296E+03   6.197971E-02   6.438E+14   9.506E+34   3.152E-01      8.901E-01   6.494E-01   9.918E-01   1.946E+00   1.569E-01   0.000E+00   2.354E-01   0.000E+00      9.186E+08   1.000E+00   1.000E+00   01000   3.324E-01   3.324E-01  3p2   N/A    N/A    N/A 
    4   3.894399E+03   8.147310E-02   6.372E+14   9.225E+34   3.123E-01      8.874E-01   6.453E-01   9.879E-01   1.940E+00   1.564E-01   0.000E+00   2.347E-01   0.000E+00      9.246E+08   1.000E+00   1.000E+00   01000   3.350E-01   3.350E-01  3p2   N/A    N/A    N/A 
    5   4.195114E+03   1.022615E-01   6.309E+14   8.963E+34   3.095E-01      8.848E-01   6.413E-01   9.841E-01   1.935E+00   1.560E-01   0.000E+00   2.340E-01   0.000E+00      9.301E+08   1.000E+00   1.000E+00   01000   3.375E-01   3.375E-01  3p2   N/A    N/A    N/A 
    6   4.457974E+03   1.210793E-01   6.254E+14   8.730E+34   3.070E-01      8.823E-01   6.377E-01   9.806E-01   1.930E+00   1.555E-01   0.000E+00   2.334E-01   0.000E+00      9.348E+08   1.000E+00   1.000E+00   01000   3.398E-01   3.398E-01  3p2   N/A    N/A    N/A 
    7   4.693028E+03   1.411484E-01   6.199E+14   8.506E+34   3.045E-01      8.797E-01   6.341E-01   9.770E-01   1.925E+00   1.551E-01   0.000E+00   2.327E-01   0.000E+00      9.393E+08   1.000E+00   1.000E+00   01000   3.420E-01   3.420E-01  3p2   N/A    N/A    N/A 
    8   4.906635E+03   1.608901E-01   6.147E+14   8.296E+34   3.022E-01      8.773E-01   6.307E-01   9.735E-01   1.921E+00   1.547E-01   0.000E+00   2.321E-01   0.000E+00      9.434E+08   1.000E+00   1.000E+00   01000   3.442E-01   3.442E-01  3p2   N/A    N/A    N/A 
    9   5.103106E+03   1.790481E-01   6.100E+14   8.103E+34   3.000E-01      8.749E-01   6.274E-01   9.703E-01   1.917E+00   1.544E-01   0.000E+00   2.316E-01   0.000E+00      9.470E+08   1.000E+00   1.000E+00   01000   3.462E-01   3.462E-01  3p2   N/A    N/A    N/A 
   10   5.285512E+03   1.978897E-01   6.053E+14   7.916E+34   2.979E-01      8.726E-01   6.241E-01   9.670E-01   1.913E+00   1.540E-01   0.000E+00   2.310E-01   0.000E+00      9.505E+08   1.000E+00   1.000E+00   01000   3.482E-01   3.482E-01  3p2   N/A    N/A    N/A 
   11   5.456129E+03   2.179119E-01   6.006E+14   7.733E+34   2.958E-01      8.701E-01   6.208E-01   9.636E-01   1.909E+00   1.536E-01   0.000E+00   2.305E-01   0.000E+00      9.539E+08   1.000E+00   1.000E+00   01000   3.502E-01   3.502E-01  3p2   N/A    N/A    N/A 
   12   5.616695E+03   2.367545E-01   5.962E+14   7.560E+34   2.938E-01      8.677E-01   6.177E-01   9.604E-01   1.905E+00   1.533E-01   0.000E+00   2.300E-01   0.000E+00      9.570E+08   1.000E+00   1.000E+00   01000   3.521E-01   3.521E-01  3p2   N/A    N/A    N/A 
   13   5.768571E+03   2.545773E-01   5.920E+14   7.397E+34   2.919E-01      8.654E-01   6.146E-01   9.573E-01   1.901E+00   1.530E-01   0.000E+00   2.295E-01   0.000E+00      9.598E+08   1.000E+00   1.000E+00   01000   3.540E-01   3.540E-01  3p2   N/A    N/A    N/A 
   14   5.912844E+03   2.715081E-01   5.880E+14   7.242E+34   2.901E-01      8.632E-01   6.117E-01   9.542E-01   1.898E+00   1.526E-01   0.000E+00   2.290E-01   0.000E+00      9.624E+08   1.000E+00   1.000E+00   01000   3.558E-01   3.558E-01  3p2   N/A    N/A    N/A 
   15   6.050401E+03   2.907827E-01   5.838E+14   7.086E+34   2.882E-01      8.608E-01   6.086E-01   9.510E-01   1.894E+00   1.523E-01   0.000E+00   2.285E-01   0.000E+00      9.650E+08   1.000E+00   1.000E+00   01000   3.576E-01   3.576E-01  3p2   N/A    N/A    N/A 
   16   6.181973E+03   3.099841E-01   5.796E+14   6.935E+34   2.863E-01      8.584E-01   6.055E-01   9.477E-01   1.891E+00   1.520E-01   0.000E+00   2.280E-01   0.000E+00      9.675E+08   1.000E+00   1.000E+00   01000   3.595E-01   3.595E-01  3p2   N/A    N/A    N/A 
   17   6.308170E+03   3.284012E-01   5.757E+14   6.789E+34   2.845E-01      8.560E-01   6.024E-01   9.446E-01   1.887E+00   1.517E-01   0.000E+00   2.275E-01   0.000E+00      9.699E+08   1.000E+00   1.000E+00   01000   3.613E-01   3.613E-01  3p2   N/A    N/A    N/A 
   18   6.429511E+03   3.461096E-01   5.718E+14   6.650E+34   2.828E-01      8.537E-01   5.995E-01   9.415E-01   1.884E+00   1.513E-01   0.000E+00   2.271E-01   0.000E+00      9.720E+08   1.000E+00   1.000E+00   01000   3.631E-01   3.631E-01  3p2   N/A    N/A    N/A 
   19   6.546436E+03   3.631735E-01   5.682E+14   6.515E+34   2.811E-01      8.514E-01   5.967E-01   9.385E-01   1.881E+00   1.510E-01   0.000E+00   2.266E-01   0.000E+00      9.741E+08   1.000E+00   1.000E+00   01000   3.648E-01   3.648E-01  3p2   N/A    N/A    N/A 
   20   6.659328E+03   3.796488E-01   5.646E+14   6.385E+34   2.795E-01      8.492E-01   5.939E-01   9.356E-01   1.878E+00   1.508E-01   0.000E+00   2.262E-01   0.000E+00      9.759E+08   1.000E+00   1.000E+00   01000   3.665E-01   3.665E-01  3p2   N/A    N/A    N/A 
   21   6.768517E+03   3.966810E-01   5.610E+14   6.258E+34   2.779E-01      8.469E-01   5.911E-01   9.326E-01   1.875E+00   1.505E-01   0.000E+00   2.257E-01   0.000E+00      9.778E+08   1.000E+00   1.000E+00   01000   3.682E-01   3.682E-01  3p2   N/A    N/A    N/A 
   22   6.874292E+03   4.153937E-01   5.573E+14   6.130E+34   2.762E-01      8.445E-01   5.881E-01   9.294E-01   1.872E+00   1.502E-01   0.000E+00   2.253E-01   0.000E+00      9.796E+08   1.000E+00   1.000E+00   01000   3.700E-01   3.700E-01  3p2   N/A    N/A    N/A 
   23   6.976909E+03   4.335476E-01   5.536E+14   6.007E+34   2.745E-01      8.421E-01   5.852E-01   9.262E-01   1.869E+00   1.499E-01   0.000E+00   2.248E-01   0.000E+00      9.813E+08   1.000E+00   1.000E+00   01000   3.717E-01   3.717E-01  3p2   N/A    N/A    N/A 
   24   7.076592E+03   4.511826E-01   5.500E+14   5.886E+34   2.729E-01      8.398E-01   5.823E-01   9.231E-01   1.866E+00   1.496E-01   0.000E+00   2.244E-01   0.000E+00      9.830E+08   1.000E+00   1.000E+00   01000   3.735E-01   3.735E-01  3p2   N/A    N/A    N/A 
   25   7.173544E+03   4.683343E-01   5.466E+14   5.770E+34   2.713E-01      8.374E-01   5.795E-01   9.201E-01   1.863E+00   1.493E-01   0.000E+00   2.240E-01   0.000E+00      9.845E+08   1.000E+00   1.000E+00   01000   3.752E-01   3.752E-01  3p2   N/A    N/A    N/A 
   26   7.267944E+03   4.850346E-01   5.432E+14   5.656E+34   2.698E-01      8.352E-01   5.768E-01   9.171E-01   1.860E+00   1.490E-01   0.000E+00   2.235E-01   0.000E+00      9.859E+08   1.000E+00   1.000E+00   01000   3.768E-01   3.768E-01  3p2   N/A    N/A    N/A 
   27   7.359953E+03   5.013119E-01   5.399E+14   5.545E+34   2.683E-01      8.329E-01   5.741E-01   9.142E-01   1.857E+00   1.487E-01   0.000E+00   2.231E-01   0.000E+00      9.872E+08   1.000E+00   1.000E+00   01000   3.785E-01   3.785E-01  3p2   N/A    N/A    N/A 
   28   7.449716E+03   5.171920E-01   5.367E+14   5.437E+34   2.669E-01      8.307E-01   5.714E-01   9.113E-01   1.854E+00   1.484E-01   0.000E+00   2.227E-01   0.000E+00      9.884E+08   1.000E+00   1.000E+00   01000   3.801E-01   3.801E-01  3p2   N/A    N/A    N/A 
   29   7.537368E+03   5.326985E-01   5.336E+14   5.331E+34   2.654E-01      8.285E-01   5.689E-01   9.085E-01   1.851E+00   1.482E-01   0.000E+00   2.223E-01   0.000E+00      9.895E+08   1.000E+00   1.000E+00   01000   3.817E-01   3.817E-01  3p2   N/A    N/A    N/A 
   30   7.623027E+03   5.496183E-01   5.303E+14   5.227E+34   2.639E-01      8.261E-01   5.661E-01   9.055E-01   1.848E+00   1.479E-01   0.000E+00   2.219E-01   0.000E+00      9.907E+08   1.000E+00   1.000E+00   01000   3.834E-01   3.834E-01  3p2   N/A    N/A    N/A 
   31   7.706804E+03   5.670425E-01   5.269E+14   5.124E+34   2.624E-01      8.237E-01   5.632E-01   9.023E-01   1.845E+00   1.476E-01   0.000E+00   2.215E-01   0.000E+00      9.918E+08   1.000E+00   1.000E+00   01000   3.851E-01   3.851E-01  3p2   N/A    N/A    N/A 
   32   7.788798E+03   5.840957E-01   5.235E+14   5.023E+34   2.608E-01      8.213E-01   5.604E-01   8.992E-01   1.843E+00   1.473E-01   0.000E+00   2.210E-01   0.000E+00      9.928E+08   1.000E+00   1.000E+00   01000   3.869E-01   3.869E-01  3p2   N/A    N/A    N/A 
   33   7.869100E+03   6.007973E-01   5.203E+14   4.925E+34   2.594E-01      8.189E-01   5.577E-01   8.962E-01   1.840E+00   1.470E-01   0.000E+00   2.206E-01   0.000E+00      9.937E+08   1.000E+00   1.000E+00   01000   3.886E-01   3.886E-01  3p2   N/A    N/A    N/A 
   34   7.947796E+03   6.171647E-01   5.171E+14   4.828E+34   2.579E-01      8.165E-01   5.549E-01   8.932E-01   1.837E+00   1.468E-01   0.000E+00   2.202E-01   0.000E+00      9.946E+08   1.000E+00   1.000E+00   01000   3.903E-01   3.903E-01  3p2   N/A    N/A    N/A 
   35   8.024964E+03   6.332144E-01   5.139E+14   4.733E+34   2.565E-01      8.142E-01   5.523E-01   8.902E-01   1.834E+00   1.465E-01   0.000E+00   2.198E-01   0.000E+00      9.954E+08   1.000E+00   1.000E+00   01000   3.919E-01   3.919E-01  3p2   N/A    N/A    N/A 
   36   8.100676E+03   6.489610E-01   5.109E+14   4.640E+34   2.551E-01      8.119E-01   5.496E-01   8.873E-01   1.831E+00   1.462E-01   0.000E+00   2.194E-01   0.000E+00      9.961E+08   1.000E+00   1.000E+00   01000   3.936E-01   3.936E-01  3p2   N/A    N/A    N/A 
   37   8.174998E+03   6.644189E-01   5.078E+14   4.549E+34   2.537E-01      8.096E-01   5.471E-01   8.844E-01   1.829E+00   1.460E-01   0.000E+00   2.190E-01   0.000E+00      9.967E+08   1.000E+00   1.000E+00   01000   3.952E-01   3.952E-01  3p2   N/A    N/A    N/A 
   38   8.247993E+03   6.796005E-01   5.049E+14   4.459E+34   2.523E-01      8.074E-01   5.445E-01   8.815E-01   1.826E+00   1.457E-01   0.000E+00   2.186E-01   0.000E+00      9.973E+08   1.000E+00   1.000E+00   01000   3.968E-01   3.968E-01  3p2   N/A    N/A    N/A 
   39   8.319718E+03   6.945181E-01   5.020E+14   4.371E+34   2.510E-01      8.051E-01   5.420E-01   8.787E-01   1.823E+00   1.454E-01   0.000E+00   2.182E-01   0.000E+00      9.978E+08   1.000E+00   1.000E+00   01000   3.984E-01   3.984E-01  3p2   N/A    N/A    N/A 
   40   8.390228E+03   7.091829E-01   4.991E+14   4.285E+34   2.497E-01      8.029E-01   5.395E-01   8.759E-01   1.821E+00   1.452E-01   0.000E+00   2.178E-01   0.000E+00      9.983E+08   1.000E+00   1.000E+00   01000   4.000E-01   4.000E-01  3p2   N/A    N/A    N/A 
   41   8.459572E+03   7.248471E-01   4.960E+14   4.200E+34   2.483E-01      8.005E-01   5.368E-01   8.729E-01   1.818E+00   1.449E-01   0.000E+00   2.174E-01   0.000E+00      9.987E+08   1.000E+00   1.000E+00   01000   4.017E-01   4.017E-01  3p2   N/A    N/A    N/A 
   42   8.527797E+03   7.409480E-01   4.929E+14   4.118E+34   2.468E-01      7.981E-01   5.341E-01   8.698E-01   1.815E+00   1.446E-01   0.000E+00   2.170E-01   0.000E+00      9.991E+08   1.000E+00   1.000E+00   01000   4.035E-01   4.035E-01  3p2   N/A    N/A    N/A 
   43   8.594948E+03   7.567954E-01   4.897E+14   4.036E+34   2.454E-01      7.956E-01   5.313E-01   8.667E-01   1.812E+00   1.444E-01   0.000E+00   2.166E-01   0.000E+00      9.994E+08   1.000E+00   1.000E+00   01000   4.053E-01   4.053E-01  3p2   N/A    N/A    N/A 
   44   8.661066E+03   7.723991E-01   4.867E+14   3.956E+34   2.440E-01      7.932E-01   5.287E-01   8.636E-01   1.809E+00   1.441E-01   0.000E+00   2.162E-01   0.000E+00      9.997E+08   1.000E+00   1.000E+00   01000   4.070E-01   4.070E-01  3p2   N/A    N/A    N/A 
   45   8.726189E+03   7.877679E-01   4.837E+14   3.877E+34   2.426E-01      7.908E-01   5.260E-01   8.606E-01   1.807E+00   1.438E-01   0.000E+00   2.158E-01   0.000E+00      9.998E+08   1.000E+00   1.000E+00   01000   4.087E-01   4.087E-01  3p2   N/A    N/A    N/A 
   46   8.790354E+03   8.029108E-01   4.807E+14   3.799E+34   2.412E-01      7.884E-01   5.234E-01   8.577E-01   1.804E+00   1.435E-01   0.000E+00   2.153E-01   0.000E+00      9.999E+08   1.000E+00   1.000E+00   01000   4.105E-01   4.105E-01  3p2   N/A    N/A    N/A 
   47   8.853596E+03   8.178356E-01   4.778E+14   3.722E+34   2.399E-01      7.861E-01   5.208E-01   8.547E-01   1.801E+00   1.433E-01   0.000E+00   2.149E-01   0.000E+00      1.000E+09   1.000E+00   1.000E+00   01000   4.122E-01   4.122E-01  3p2   N/A    N/A    N/A 
