         5       377       111       281

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca        mstn        mstp  nSF   Acel   Aion   Zion

    0   0.000000E+00   0.000000E+00   4.763E+14   4.562E+34   2.392E-01      8.079E-01   5.182E-01   8.681E-01   1.794E+00   1.529E-01   0.000E+00   1.254E-01   0.000E+00      9.998E+08   1.000E+00   1.000E+00   01000   4.130E-01   4.130E-01  3p2   N/A    N/A    N/A 
    1   2.165365E+03   1.010183E-02   4.676E+14   4.346E+34   2.352E-01      8.006E-01   5.104E-01   8.590E-01   1.786E+00   1.521E-01   0.000E+00   1.247E-01   0.000E+00      9.992E+08   1.000E+00   1.000E+00   01000   4.182E-01   4.182E-01  3p2   N/A    N/A    N/A 
    2   2.728189E+03   2.035146E-02   4.635E+14   4.221E+34   2.334E-01      7.970E-01   5.067E-01   8.547E-01   1.782E+00   1.517E-01   0.000E+00   1.243E-01   0.000E+00      9.987E+08   1.000E+00   1.000E+00   01000   4.207E-01   4.207E-01  3p2   N/A    N/A    N/A 
    3   3.122997E+03   3.036720E-02   4.608E+14   4.118E+34   2.321E-01      7.945E-01   5.043E-01   8.517E-01   1.779E+00   1.514E-01   0.000E+00   1.241E-01   0.000E+00      9.982E+08   1.000E+00   1.000E+00   01000   4.224E-01   4.224E-01  3p2   N/A    N/A    N/A 
    4   3.437303E+03   3.986326E-02   4.590E+14   4.028E+34   2.313E-01      7.929E-01   5.027E-01   8.498E-01   1.777E+00   1.512E-01   0.000E+00   1.240E-01   0.000E+00      9.979E+08   1.000E+00   1.000E+00   01000   4.235E-01   4.235E-01  3p2   N/A    N/A    N/A 
    5   3.702722E+03   5.025914E-02   4.578E+14   3.943E+34   2.307E-01      7.919E-01   5.017E-01   8.485E-01   1.776E+00   1.511E-01   0.000E+00   1.239E-01   0.000E+00      9.977E+08   1.000E+00   1.000E+00   01000   4.242E-01   4.242E-01  3p2   N/A    N/A    N/A 
    6   3.934730E+03   5.934635E-02   4.567E+14   3.868E+34   2.302E-01      7.909E-01   5.008E-01   8.474E-01   1.775E+00   1.510E-01   0.000E+00   1.238E-01   0.000E+00      9.975E+08   1.000E+00   1.000E+00   01000   4.248E-01   4.248E-01  3p2   N/A    N/A    N/A 
    7   4.142195E+03   6.999740E-02   4.556E+14   3.793E+34   2.297E-01      7.900E-01   4.998E-01   8.462E-01   1.774E+00   1.509E-01   0.000E+00   1.237E-01   0.000E+00      9.973E+08   1.000E+00   1.000E+00   01000   4.255E-01   4.255E-01  3p2   N/A    N/A    N/A 
    8   4.330730E+03   7.975348E-02   4.546E+14   3.724E+34   2.293E-01      7.890E-01   4.989E-01   8.451E-01   1.773E+00   1.508E-01   0.000E+00   1.236E-01   0.000E+00      9.971E+08   1.000E+00   1.000E+00   01000   4.262E-01   4.262E-01  3p2   N/A    N/A    N/A 
    9   4.504141E+03   8.872689E-02   4.537E+14   3.660E+34   2.288E-01      7.882E-01   4.981E-01   8.441E-01   1.772E+00   1.507E-01   0.000E+00   1.235E-01   0.000E+00      9.969E+08   1.000E+00   1.000E+00   01000   4.267E-01   4.267E-01  3p2   N/A    N/A    N/A 
   10   4.665138E+03   9.910801E-02   4.528E+14   3.595E+34   2.284E-01      7.874E-01   4.973E-01   8.431E-01   1.771E+00   1.506E-01   0.000E+00   1.234E-01   0.000E+00      9.967E+08   1.000E+00   1.000E+00   01000   4.273E-01   4.273E-01  3p2   N/A    N/A    N/A 
   11   4.815729E+03   1.092951E-01   4.519E+14   3.532E+34   2.280E-01      7.866E-01   4.965E-01   8.421E-01   1.771E+00   1.505E-01   0.000E+00   1.234E-01   0.000E+00      9.966E+08   1.000E+00   1.000E+00   01000   4.279E-01   4.279E-01  3p2   N/A    N/A    N/A 
   12   4.957449E+03   1.188820E-01   4.511E+14   3.474E+34   2.276E-01      7.858E-01   4.958E-01   8.413E-01   1.770E+00   1.504E-01   0.000E+00   1.233E-01   0.000E+00      9.964E+08   1.000E+00   1.000E+00   01000   4.284E-01   4.284E-01  3p2   N/A    N/A    N/A 
   13   5.091498E+03   1.279501E-01   4.503E+14   3.418E+34   2.273E-01      7.851E-01   4.951E-01   8.404E-01   1.769E+00   1.503E-01   0.000E+00   1.232E-01   0.000E+00      9.962E+08   1.000E+00   1.000E+00   01000   4.289E-01   4.289E-01  3p2   N/A    N/A    N/A 
   14   5.218838E+03   1.370340E-01   4.496E+14   3.364E+34   2.269E-01      7.844E-01   4.945E-01   8.396E-01   1.768E+00   1.503E-01   0.000E+00   1.232E-01   0.000E+00      9.960E+08   1.000E+00   1.000E+00   01000   4.293E-01   4.293E-01  3p2   N/A    N/A    N/A 
