         5       377       111       281

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca        mstn        mstp  nSF   Acel   Aion   Zion

    0   0.000000E+00   0.000000E+00   5.710E+14   7.484E+34   2.824E-01      8.748E-01   6.081E-01   9.581E-01   1.875E+00   1.616E-01   0.000E+00   1.325E-01   0.000E+00      9.775E+08   1.000E+00   1.000E+00   01000   3.635E-01   3.635E-01  3p2   N/A    N/A    N/A 
    1   2.397654E+03   1.661011E-02   5.589E+14   7.055E+34   2.769E-01      8.674E-01   5.964E-01   9.475E-01   1.866E+00   1.606E-01   0.000E+00   1.316E-01   0.000E+00      9.830E+08   1.000E+00   1.000E+00   01000   3.692E-01   3.692E-01  3p2   N/A    N/A    N/A 
    2   3.020855E+03   3.279484E-02   5.517E+14   6.810E+34   2.737E-01      8.630E-01   5.895E-01   9.410E-01   1.860E+00   1.600E-01   0.000E+00   1.311E-01   0.000E+00      9.859E+08   1.000E+00   1.000E+00   01000   3.726E-01   3.726E-01  3p2   N/A    N/A    N/A 
    3   3.458016E+03   4.866940E-02   5.458E+14   6.610E+34   2.710E-01      8.592E-01   5.838E-01   9.357E-01   1.855E+00   1.594E-01   0.000E+00   1.307E-01   0.000E+00      9.881E+08   1.000E+00   1.000E+00   01000   3.756E-01   3.756E-01  3p2   N/A    N/A    N/A 
    4   3.806039E+03   6.484396E-02   5.403E+14   6.431E+34   2.685E-01      8.556E-01   5.785E-01   9.307E-01   1.850E+00   1.589E-01   0.000E+00   1.303E-01   0.000E+00      9.900E+08   1.000E+00   1.000E+00   01000   3.783E-01   3.783E-01  3p2   N/A    N/A    N/A 
    5   4.099931E+03   8.070044E-02   5.354E+14   6.270E+34   2.662E-01      8.523E-01   5.737E-01   9.261E-01   1.846E+00   1.585E-01   0.000E+00   1.299E-01   0.000E+00      9.916E+08   1.000E+00   1.000E+00   01000   3.808E-01   3.808E-01  3p2   N/A    N/A    N/A 
    6   4.356827E+03   9.633274E-02   5.307E+14   6.121E+34   2.641E-01      8.492E-01   5.693E-01   9.217E-01   1.842E+00   1.581E-01   0.000E+00   1.296E-01   0.000E+00      9.930E+08   1.000E+00   1.000E+00   01000   3.831E-01   3.831E-01  3p2   N/A    N/A    N/A 
    7   4.586548E+03   1.109408E-01   5.265E+14   5.986E+34   2.622E-01      8.462E-01   5.652E-01   9.177E-01   1.838E+00   1.577E-01   0.000E+00   1.293E-01   0.000E+00      9.942E+08   1.000E+00   1.000E+00   01000   3.853E-01   3.853E-01  3p2   N/A    N/A    N/A 
    8   4.795309E+03   1.273603E-01   5.221E+14   5.852E+34   2.602E-01      8.432E-01   5.610E-01   9.136E-01   1.834E+00   1.573E-01   0.000E+00   1.289E-01   0.000E+00      9.953E+08   1.000E+00   1.000E+00   01000   3.876E-01   3.876E-01  3p2   N/A    N/A    N/A 
    9   4.987322E+03   1.424626E-01   5.181E+14   5.729E+34   2.584E-01      8.403E-01   5.571E-01   9.097E-01   1.831E+00   1.569E-01   0.000E+00   1.286E-01   0.000E+00      9.962E+08   1.000E+00   1.000E+00   01000   3.897E-01   3.897E-01  3p2   N/A    N/A    N/A 
   10   5.165590E+03   1.564837E-01   5.143E+14   5.615E+34   2.566E-01      8.376E-01   5.536E-01   9.061E-01   1.828E+00   1.566E-01   0.000E+00   1.283E-01   0.000E+00      9.969E+08   1.000E+00   1.000E+00   01000   3.917E-01   3.917E-01  3p2   N/A    N/A    N/A 
   11   5.332336E+03   1.718345E-01   5.105E+14   5.501E+34   2.549E-01      8.348E-01   5.499E-01   9.024E-01   1.824E+00   1.562E-01   0.000E+00   1.280E-01   0.000E+00      9.976E+08   1.000E+00   1.000E+00   01000   3.938E-01   3.938E-01  3p2   N/A    N/A    N/A 
   12   5.489258E+03   1.875219E-01   5.066E+14   5.391E+34   2.531E-01      8.319E-01   5.463E-01   8.986E-01   1.821E+00   1.558E-01   0.000E+00   1.277E-01   0.000E+00      9.983E+08   1.000E+00   1.000E+00   01000   3.959E-01   3.959E-01  3p2   N/A    N/A    N/A 
   13   5.637688E+03   2.023603E-01   5.030E+14   5.287E+34   2.515E-01      8.292E-01   5.428E-01   8.951E-01   1.818E+00   1.555E-01   0.000E+00   1.275E-01   0.000E+00      9.987E+08   1.000E+00   1.000E+00   01000   3.978E-01   3.978E-01  3p2   N/A    N/A    N/A 
   14   5.778688E+03   2.164559E-01   4.996E+14   5.188E+34   2.499E-01      8.266E-01   5.396E-01   8.917E-01   1.815E+00   1.552E-01   0.000E+00   1.272E-01   0.000E+00      9.991E+08   1.000E+00   1.000E+00   01000   3.997E-01   3.997E-01  3p2   N/A    N/A    N/A 
   15   5.913124E+03   2.298953E-01   4.963E+14   5.094E+34   2.484E-01      8.241E-01   5.365E-01   8.884E-01   1.812E+00   1.549E-01   0.000E+00   1.269E-01   0.000E+00      9.995E+08   1.000E+00   1.000E+00   01000   4.016E-01   4.016E-01  3p2   N/A    N/A    N/A 
   16   6.041711E+03   2.443943E-01   4.928E+14   5.001E+34   2.468E-01      8.214E-01   5.334E-01   8.850E-01   1.809E+00   1.545E-01   0.000E+00   1.267E-01   0.000E+00      9.997E+08   1.000E+00   1.000E+00   01000   4.035E-01   4.035E-01  3p2   N/A    N/A    N/A 
   17   6.165044E+03   2.597316E-01   4.893E+14   4.908E+34   2.452E-01      8.186E-01   5.301E-01   8.814E-01   1.805E+00   1.542E-01   0.000E+00   1.264E-01   0.000E+00      9.999E+08   1.000E+00   1.000E+00   01000   4.055E-01   4.055E-01  3p2   N/A    N/A    N/A 
   18   6.283632E+03   2.744787E-01   4.859E+14   4.819E+34   2.436E-01      8.158E-01   5.270E-01   8.780E-01   1.802E+00   1.539E-01   0.000E+00   1.261E-01   0.000E+00      1.000E+09   1.000E+00   1.000E+00   01000   4.074E-01   4.074E-01  3p2   N/A    N/A    N/A 
   19   6.397905E+03   2.886891E-01   4.826E+14   4.733E+34   2.421E-01      8.132E-01   5.240E-01   8.746E-01   1.799E+00   1.536E-01   0.000E+00   1.259E-01   0.000E+00      1.000E+09   1.000E+00   1.000E+00   01000   4.093E-01   4.093E-01  3p2   N/A    N/A    N/A 
   20   6.508235E+03   3.024093E-01   4.795E+14   4.651E+34   2.407E-01      8.106E-01   5.211E-01   8.714E-01   1.796E+00   1.533E-01   0.000E+00   1.256E-01   0.000E+00      1.000E+09   1.000E+00   1.000E+00   01000   4.112E-01   4.112E-01  3p2   N/A    N/A    N/A 
   21   6.614947E+03   3.156795E-01   4.764E+14   4.571E+34   2.393E-01      8.080E-01   5.183E-01   8.682E-01   1.794E+00   1.530E-01   0.000E+00   1.254E-01   0.000E+00      9.998E+08   1.000E+00   1.000E+00   01000   4.130E-01   4.130E-01  3p2   N/A    N/A    N/A 
   22   6.718322E+03   3.285348E-01   4.735E+14   4.493E+34   2.379E-01      8.056E-01   5.156E-01   8.651E-01   1.791E+00   1.527E-01   0.000E+00   1.251E-01   0.000E+00      9.997E+08   1.000E+00   1.000E+00   01000   4.147E-01   4.147E-01  3p2   N/A    N/A    N/A 
