         5       653       401       557

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca        mstn        mstp  nSF   Acel   Aion   Zion

    0   0.000000E+00   0.000000E+00   9.665E+14   1.813E+35   5.173E-01      1.141E+00   1.008E+00   1.359E+00   2.340E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.121E+08   1.000E+00   1.000E+00   20000   3.831E-01   4.249E-01  3p2   N/A    N/A    N/A 
    1   1.588222E+03   8.088616E-03   9.521E+14   1.749E+35   5.109E-01      1.131E+00   9.966E-01   1.346E+00   2.332E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.217E+08   1.000E+00   1.000E+00   20000   3.877E-01   4.284E-01  3p2   N/A    N/A    N/A 
    2   2.001035E+03   1.634155E-02   9.436E+14   1.711E+35   5.071E-01      1.125E+00   9.899E-01   1.338E+00   2.328E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.276E+08   1.000E+00   1.000E+00   10000   3.905E-01   4.304E-01  3p2   N/A    N/A    N/A 
    3   2.290613E+03   2.439059E-02   9.366E+14   1.680E+35   5.040E-01      1.120E+00   9.842E-01   1.331E+00   2.325E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.325E+08   1.000E+00   1.000E+00   10000   3.929E-01   4.322E-01  3p2   N/A    N/A    N/A 
    4   2.521146E+03   3.199964E-02   9.304E+14   1.653E+35   5.012E-01      1.116E+00   9.793E-01   1.326E+00   2.321E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.370E+08   1.000E+00   1.000E+00   10000   3.949E-01   4.337E-01  3p2   N/A    N/A    N/A 
    5   2.715822E+03   4.030720E-02   9.246E+14   1.628E+35   4.986E-01      1.112E+00   9.745E-01   1.320E+00   2.318E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.413E+08   1.000E+00   1.000E+00   10000   3.969E-01   4.351E-01  3p2   N/A    N/A    N/A 
    6   2.885991E+03   4.756897E-02   9.194E+14   1.606E+35   4.963E-01      1.108E+00   9.704E-01   1.315E+00   2.316E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.451E+08   1.000E+00   1.000E+00   10000   3.987E-01   4.364E-01  3p2   N/A    N/A    N/A 
    7   3.038160E+03   5.596455E-02   9.142E+14   1.584E+35   4.939E-01      1.105E+00   9.661E-01   1.310E+00   2.313E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.490E+08   1.000E+00   1.000E+00   10000   4.006E-01   4.377E-01  3p2   N/A    N/A    N/A 
    8   3.176445E+03   6.375681E-02   9.094E+14   1.563E+35   4.917E-01      1.101E+00   9.621E-01   1.306E+00   2.310E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.527E+08   1.000E+00   1.000E+00   10000   4.023E-01   4.390E-01  3p2   N/A    N/A    N/A 
    9   3.303636E+03   7.092396E-02   9.050E+14   1.545E+35   4.897E-01      1.098E+00   9.585E-01   1.301E+00   2.308E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.561E+08   1.000E+00   1.000E+00   10000   4.038E-01   4.401E-01  3p2   N/A    N/A    N/A 
   10   3.421722E+03   7.875974E-02   9.006E+14   1.526E+35   4.877E-01      1.095E+00   9.548E-01   1.297E+00   2.306E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.596E+08   1.000E+00   1.000E+00   10000   4.055E-01   4.412E-01  3p2   N/A    N/A    N/A 
   11   3.532175E+03   8.689580E-02   8.962E+14   1.508E+35   4.857E-01      1.092E+00   9.512E-01   1.293E+00   2.303E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.631E+08   1.000E+00   1.000E+00   10000   4.071E-01   4.424E-01  3p2   N/A    N/A    N/A 
   12   3.636122E+03   9.455260E-02   8.921E+14   1.490E+35   4.838E-01      1.089E+00   9.478E-01   1.289E+00   2.301E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.664E+08   1.000E+00   1.000E+00   10000   4.086E-01   4.434E-01  3p2   N/A    N/A    N/A 
   13   3.734442E+03   1.017950E-01   8.881E+14   1.474E+35   4.820E-01      1.086E+00   9.445E-01   1.285E+00   2.299E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.696E+08   1.000E+00   1.000E+00   10000   4.100E-01   4.444E-01  3p2   N/A    N/A    N/A 
   14   3.827842E+03   1.086748E-01   8.844E+14   1.459E+35   4.803E-01      1.083E+00   9.414E-01   1.282E+00   2.297E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.726E+08   1.000E+00   1.000E+00   10000   4.114E-01   4.454E-01  3p2   N/A    N/A    N/A 
   15   3.916893E+03   1.162827E-01   8.806E+14   1.443E+35   4.786E-01      1.080E+00   9.382E-01   1.278E+00   2.295E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.757E+08   1.000E+00   1.000E+00   10000   4.128E-01   4.464E-01  3p2   N/A    N/A    N/A 
   16   4.002070E+03   1.243778E-01   8.768E+14   1.428E+35   4.768E-01      1.077E+00   9.350E-01   1.274E+00   2.293E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.790E+08   1.000E+00   1.000E+00   10000   4.143E-01   4.474E-01  3p2   N/A    N/A    N/A 
   17   4.083767E+03   1.321422E-01   8.731E+14   1.413E+35   4.751E-01      1.075E+00   9.319E-01   1.270E+00   2.290E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.821E+08   1.000E+00   1.000E+00   10000   4.157E-01   4.484E-01  3p2   N/A    N/A    N/A 
   18   4.162320E+03   1.396078E-01   8.695E+14   1.398E+35   4.734E-01      1.072E+00   9.289E-01   1.267E+00   2.288E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.851E+08   1.000E+00   1.000E+00   10000   4.171E-01   4.494E-01  3p2   N/A    N/A    N/A 
   19   4.238015E+03   1.468018E-01   8.661E+14   1.385E+35   4.719E-01      1.070E+00   9.260E-01   1.264E+00   2.286E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.881E+08   1.000E+00   1.000E+00   10000   4.184E-01   4.503E-01  3p2   N/A    N/A    N/A 
   20   4.311099E+03   1.537476E-01   8.628E+14   1.371E+35   4.703E-01      1.067E+00   9.232E-01   1.260E+00   2.285E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.909E+08   1.000E+00   1.000E+00   10000   4.197E-01   4.512E-01  3p2   N/A    N/A    N/A 
   21   4.381785E+03   1.604656E-01   8.596E+14   1.358E+35   4.688E-01      1.065E+00   9.205E-01   1.257E+00   2.283E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.937E+08   1.000E+00   1.000E+00   10000   4.210E-01   4.520E-01  3p2   N/A    N/A    N/A 
   22   4.450261E+03   1.671252E-01   8.565E+14   1.346E+35   4.674E-01      1.063E+00   9.178E-01   1.254E+00   2.281E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.965E+08   1.000E+00   1.000E+00   10000   4.222E-01   4.529E-01  3p2   N/A    N/A    N/A 
   23   4.516693E+03   1.751365E-01   8.531E+14   1.332E+35   4.658E-01      1.060E+00   9.149E-01   1.251E+00   2.279E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.996E+08   1.000E+00   1.000E+00   10000   4.236E-01   4.538E-01  3p2   N/A    N/A    N/A 
   24   4.581226E+03   1.829188E-01   8.498E+14   1.320E+35   4.643E-01      1.058E+00   9.120E-01   1.248E+00   2.277E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.025E+08   1.000E+00   1.000E+00   10000   4.249E-01   4.547E-01  3p2   N/A    N/A    N/A 
   25   4.643991E+03   1.904879E-01   8.466E+14   1.307E+35   4.628E-01      1.055E+00   9.093E-01   1.244E+00   2.275E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.055E+08   1.000E+00   1.000E+00   10000   4.262E-01   4.556E-01  3p2   N/A    N/A    N/A 
   26   4.705102E+03   1.978577E-01   8.435E+14   1.295E+35   4.613E-01      1.053E+00   9.066E-01   1.241E+00   2.273E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.083E+08   1.000E+00   1.000E+00   10000   4.275E-01   4.564E-01  3p2   N/A    N/A    N/A 
   27   4.764667E+03   2.050409E-01   8.404E+14   1.283E+35   4.599E-01      1.051E+00   9.040E-01   1.238E+00   2.271E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.111E+08   1.000E+00   1.000E+00   10000   4.287E-01   4.573E-01  3p2   N/A    N/A    N/A 
   28   4.822778E+03   2.120488E-01   8.375E+14   1.272E+35   4.585E-01      1.048E+00   9.014E-01   1.235E+00   2.270E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.139E+08   1.000E+00   1.000E+00   10000   4.300E-01   4.581E-01  3p2   N/A    N/A    N/A 
   29   4.879522E+03   2.188919E-01   8.346E+14   1.260E+35   4.571E-01      1.046E+00   8.989E-01   1.232E+00   2.268E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.166E+08   1.000E+00   1.000E+00   10000   4.312E-01   4.589E-01  3p2   N/A    N/A    N/A 
