         5       377       111       281

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca        mstn        mstp  nSF   Acel   Aion   Zion

    0   0.000000E+00   0.000000E+00   6.644E+14   1.112E+35   3.245E-01      9.043E-01   6.596E-01   1.003E+00   1.964E+00   1.584E-01   0.000E+00   2.377E-01   0.000E+00      8.984E+08   1.000E+00   1.000E+00   01000   3.245E-01   3.245E-01  3p2   N/A    N/A    N/A 
    1   2.384406E+03   1.900984E-02   6.497E+14   1.047E+35   3.179E-01      8.983E-01   6.510E-01   9.948E-01   1.951E+00   1.574E-01   0.000E+00   2.361E-01   0.000E+00      9.127E+08   1.000E+00   1.000E+00   01000   3.301E-01   3.301E-01  3p2   N/A    N/A    N/A 
    2   3.004164E+03   3.744068E-02   6.412E+14   1.011E+35   3.141E-01      8.946E-01   6.458E-01   9.896E-01   1.944E+00   1.567E-01   0.000E+00   2.351E-01   0.000E+00      9.205E+08   1.000E+00   1.000E+00   01000   3.334E-01   3.334E-01  3p2   N/A    N/A    N/A 
    3   3.438909E+03   5.553361E-02   6.341E+14   9.808E+34   3.109E-01      8.913E-01   6.413E-01   9.850E-01   1.938E+00   1.562E-01   0.000E+00   2.344E-01   0.000E+00      9.267E+08   1.000E+00   1.000E+00   01000   3.362E-01   3.362E-01  3p2   N/A    N/A    N/A 
    4   3.785009E+03   7.419408E-02   6.277E+14   9.539E+34   3.080E-01      8.881E-01   6.372E-01   9.807E-01   1.932E+00   1.557E-01   0.000E+00   2.336E-01   0.000E+00      9.322E+08   1.000E+00   1.000E+00   01000   3.389E-01   3.389E-01  3p2   N/A    N/A    N/A 
    5   4.077277E+03   9.214680E-02   6.218E+14   9.299E+34   3.054E-01      8.852E-01   6.334E-01   9.767E-01   1.928E+00   1.553E-01   0.000E+00   2.330E-01   0.000E+00      9.370E+08   1.000E+00   1.000E+00   01000   3.412E-01   3.412E-01  3p2   N/A    N/A    N/A 
    6   4.332754E+03   1.101687E-01   6.164E+14   9.076E+34   3.029E-01      8.823E-01   6.297E-01   9.729E-01   1.923E+00   1.549E-01   0.000E+00   2.323E-01   0.000E+00      9.413E+08   1.000E+00   1.000E+00   01000   3.435E-01   3.435E-01  3p2   N/A    N/A    N/A 
    7   4.561205E+03   1.265488E-01   6.114E+14   8.876E+34   3.007E-01      8.796E-01   6.264E-01   9.693E-01   1.919E+00   1.545E-01   0.000E+00   2.318E-01   0.000E+00      9.450E+08   1.000E+00   1.000E+00   01000   3.456E-01   3.456E-01  3p2   N/A    N/A    N/A 
    8   4.768812E+03   1.454653E-01   6.063E+14   8.675E+34   2.984E-01      8.768E-01   6.229E-01   9.656E-01   1.915E+00   1.541E-01   0.000E+00   2.312E-01   0.000E+00      9.488E+08   1.000E+00   1.000E+00   01000   3.478E-01   3.478E-01  3p2   N/A    N/A    N/A 
