6    241    179          Itext Imax Icore 

      Mag field EoS B32 (2104.05950) with crust from APR 

   Rho           Press        nbar          Ye          Ymu          Yn            Yp         Yla           Ysm         Ys0          Ysp          mstp          mstn        mstla        mstsm        msts0        mstsp 
  g/cm3        dyne/cm2      #/fm3       [A_cell]     [A_ion]        [Z] 

6.428966E+14 1.032608E+35 3.148471E-01 8.193018E-02 3.284801E-02 7.731585E-01 1.130291E-01 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 3.327667E-01 3.327667E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
6.332138E+14 9.914615E+34 3.104966E-01 8.172758E-02 3.207918E-02 7.751013E-01 1.120577E-01 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 3.366117E-01 3.366117E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
6.236752E+14 9.520104E+34 3.062062E-01 8.151940E-02 3.130568E-02 7.770647E-01 1.110760E-01 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 3.404830E-01 3.404830E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
6.142797E+14 9.137682E+34 3.019751E-01 8.130292E-02 3.053105E-02 7.790469E-01 1.100849E-01 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 3.443804E-01 3.443804E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
6.050255E+14 8.767473E+34 2.978025E-01 8.107554E-02 2.975861E-02 7.810466E-01 1.090851E-01 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 3.483032E-01 3.483032E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
5.959080E+14 8.414133E+34 2.936875E-01 8.083481E-02 2.899140E-02 7.830624E-01 1.080772E-01 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 3.522512E-01 3.522512E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
5.869254E+14 8.071202E+34 2.896294E-01 8.057756E-02 2.823224E-02 7.850952E-01 1.070608E-01 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 3.562239E-01 3.562239E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
5.780783E+14 7.741971E+34 2.856273E-01 8.029912E-02 2.748430E-02 7.871480E-01 1.060344E-01 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 3.602208E-01 3.602208E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
5.693651E+14 7.426568E+34 2.816806E-01 7.999961E-02 2.675015E-02 7.892153E-01 1.050007E-01 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 3.642414E-01 3.642414E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
5.607787E+14 7.120050E+34 2.777883E-01 7.967737E-02 2.603175E-02 7.912966E-01 1.039601E-01 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 3.682852E-01 3.682852E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
5.523217E+14 6.830832E+34 2.739499E-01 7.933111E-02 2.533074E-02 7.933912E-01 1.029128E-01 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 3.723516E-01 3.723516E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
5.439933E+14 6.548500E+34 2.701645E-01 7.895985E-02 2.464843E-02 7.954983E-01 1.018592E-01 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 3.764403E-01 3.764403E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
5.357877E+14 6.282494E+34 2.664314E-01 7.856299E-02 2.398583E-02 7.976172E-01 1.007998E-01 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 3.805505E-01 3.805505E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
5.277046E+14 6.023323E+34 2.627499E-01 7.813075E-02 2.334733E-02 7.997587E-01 9.972904E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 3.846817E-01 3.846817E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
5.197451E+14 5.779365E+34 2.591193E-01 7.766881E-02 2.273162E-02 8.019140E-01 9.865139E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 3.888334E-01 3.888334E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
5.119030E+14 5.541414E+34 2.555388E-01 7.717922E-02 2.213817E-02 8.040801E-01 9.756835E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 3.930048E-01 3.930048E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
5.041785E+14 5.318961E+34 2.520078E-01 7.666274E-02 2.156680E-02 8.062558E-01 9.648051E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 3.971955E-01 3.971955E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
4.965731E+14 5.099934E+34 2.485256E-01 7.611622E-02 2.101898E-02 8.084445E-01 9.538615E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 4.014047E-01 4.014047E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
4.890779E+14 4.898522E+34 2.450915E-01 7.553194E-02 2.049807E-02 8.106548E-01 9.428097E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 4.056318E-01 4.056318E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
4.816977E+14 4.700252E+34 2.417049E-01 7.492303E-02 1.999838E-02 8.128720E-01 9.317237E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 4.098761E-01 4.098761E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
4.744294E+14 4.514670E+34 2.383650E-01 7.429133E-02 1.951896E-02 8.150943E-01 9.206125E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 4.141369E-01 4.141369E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
4.672681E+14 4.336693E+34 2.350714E-01 7.363015E-02 1.906245E-02 8.173296E-01 9.094356E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 4.184136E-01 4.184136E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
4.602184E+14 4.118703E+34 2.318232E-01 7.293946E-02 1.862844E-02 8.195791E-01 8.981886E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 4.227053E-01 4.227053E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
4.532712E+14 3.630987E+34 2.286199E-01 7.223211E-02 1.821115E-02 8.218283E-01 8.869422E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 4.270115E-01 4.270115E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
4.464314E+14 3.150816E+34 2.254609E-01 7.150831E-02 1.781025E-02 8.240777E-01 8.756952E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 4.313313E-01 4.313313E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
4.396943E+14 2.690654E+34 2.223455E-01 7.075601E-02 1.742966E-02 8.263435E-01 8.643662E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 4.356640E-01 4.356640E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
4.330586E+14 2.553893E+34 2.192731E-01 6.999552E-02 1.706086E-02 8.286021E-01 8.530734E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 4.400087E-01 4.400087E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
4.265252E+14 2.419239E+34 2.162433E-01 6.922742E-02 1.670347E-02 8.308531E-01 8.418185E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 4.443649E-01 4.443649E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
4.200879E+14 2.286567E+34 2.132552E-01 6.844232E-02 1.635900E-02 8.331122E-01 8.305227E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 4.487316E-01 4.487316E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
4.137519E+14 2.169433E+34 2.103085E-01 6.765848E-02 1.602098E-02 8.353559E-01 8.193041E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 4.531080E-01 4.531080E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
4.075075E+14 2.054595E+34 2.074025E-01 6.687399E-02 1.568954E-02 8.375878E-01 8.081449E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 4.574934E-01 4.574934E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
4.013629E+14 1.941591E+34 2.045366E-01 6.609123E-02 1.536074E-02 8.398109E-01 7.970292E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 4.618869E-01 4.618869E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.953061E+14 1.836970E+34 2.017104E-01 6.531800E-02 1.503395E-02 8.420110E-01 7.860290E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 4.662878E-01 4.662878E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.893467E+14 1.740956E+34 1.989232E-01 6.455607E-02 1.470509E-02 8.441925E-01 7.751211E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 4.706951E-01 4.706951E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.834727E+14 1.646319E+34 1.961745E-01 6.381316E-02 1.437097E-02 8.463466E-01 7.643508E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 4.751080E-01 4.751080E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.776934E+14 1.553207E+34 1.934638E-01 6.308605E-02 1.403507E-02 8.484726E-01 7.537208E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 4.795258E-01 4.795258E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.719966E+14 1.468383E+34 1.907905E-01 6.239583E-02 1.368127E-02 8.505607E-01 7.432806E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 4.839475E-01 4.839475E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.663916E+14 1.391204E+34 1.881542E-01 6.172652E-02 1.332381E-02 8.526142E-01 7.330129E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 4.883723E-01 4.883723E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.608674E+14 1.315137E+34 1.855543E-01 6.110374E-02 1.294414E-02 8.546191E-01 7.229884E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 4.927993E-01 4.927993E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.554314E+14 1.240285E+34 1.829904E-01 6.051766E-02 1.255091E-02 8.565777E-01 7.131953E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 4.972278E-01 4.972278E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.500752E+14 1.166531E+34 1.804619E-01 5.997715E-02 1.213804E-02 8.584845E-01 7.036614E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 5.016568E-01 5.016568E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.448030E+14 1.104928E+34 1.779683E-01 5.949772E-02 1.169700E-02 8.603254E-01 6.944568E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 5.060854E-01 5.060854E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.396102E+14 1.045981E+34 1.755091E-01 5.905827E-02 1.124100E-02 8.621163E-01 6.855022E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 5.105129E-01 5.105129E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.344967E+14 9.879346E+33 1.730840E-01 5.870868E-02 1.074061E-02 8.638163E-01 6.770025E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 5.149384E-01 5.149384E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.294629E+14 9.307922E+33 1.706923E-01 5.839077E-02 1.023091E-02 8.654715E-01 6.687264E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 5.193609E-01 5.193609E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.245033E+14 8.744930E+33 1.683337E-01 5.819320E-02 9.660521E-03 8.670074E-01 6.610468E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 5.237798E-01 5.237798E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.196235E+14 8.213736E+33 1.660077E-01 5.801901E-02 9.085957E-03 8.685049E-01 6.535592E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 5.281940E-01 5.281940E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.148138E+14 7.789789E+33 1.637138E-01 5.799374E-02 8.436228E-03 8.698549E-01 6.468093E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 5.326028E-01 5.326028E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.100807E+14 7.372592E+33 1.614517E-01 5.798721E-02 7.785047E-03 8.711703E-01 6.402322E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 5.370053E-01 5.370053E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.054193E+14 6.961721E+33 1.592208E-01 5.815161E-02 7.048417E-03 8.723148E-01 6.345099E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 5.414008E-01 5.414008E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.008284E+14 6.557061E+33 1.570207E-01 5.833850E-02 6.308276E-03 8.734213E-01 6.289773E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 5.457883E-01 5.457883E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.963112E+14 6.158889E+33 1.548510E-01 5.870585E-02 5.479470E-03 8.743442E-01 6.243627E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 5.501671E-01 5.501671E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.918584E+14 5.766407E+33 1.527113E-01 5.911375E-02 4.637466E-03 8.752124E-01 6.200217E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 5.545363E-01 5.545363E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.874768E+14 5.380190E+33 1.506011E-01 5.924934E-02 4.357568E-03 8.755010E-01 6.185787E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 5.588952E-01 5.588952E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.831625E+14 5.099195E+33 1.485202E-01 5.924934E-02 4.357568E-03 8.755010E-01 6.185787E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 5.632429E-01 5.632429E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.789123E+14 4.842346E+33 1.464679E-01 5.924934E-02 4.357568E-03 8.755010E-01 6.185787E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 5.675787E-01 5.675787E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.747301E+14 4.589606E+33 1.444441E-01 5.924934E-02 4.357568E-03 8.755010E-01 6.185787E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 5.719018E-01 5.719018E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.706100E+14 4.340620E+33 1.424482E-01 5.924934E-02 4.357568E-03 8.755010E-01 6.185787E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 5.762115E-01 5.762115E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.665531E+14 4.095455E+33 1.404798E-01 5.924934E-02 4.357568E-03 8.755010E-01 6.185787E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 5.805069E-01 5.805069E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.625611E+14 3.854204E+33 1.385387E-01 5.924934E-02 4.357568E-03 8.755010E-01 6.185787E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 5.847875E-01 5.847875E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.586269E+14 3.616457E+33 1.366244E-01 5.924934E-02 4.357568E-03 8.755010E-01 6.185787E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 5.890524E-01 5.890524E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.547543E+14 3.382428E+33 1.347365E-01 5.924934E-02 4.357568E-03 8.755010E-01 6.185787E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 5.933009E-01 5.933009E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.509435E+14 3.152129E+33 1.328748E-01 5.924934E-02 4.357568E-03 8.755010E-01 6.185787E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 5.975324E-01 5.975324E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.471875E+14 2.925146E+33 1.310387E-01 5.924934E-02 4.357568E-03 8.755010E-01 6.185787E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 6.017461E-01 6.017461E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.434906E+14 2.702181E+33 1.292281E-01 5.924934E-02 4.357568E-03 8.755010E-01 6.185787E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 6.059415E-01 6.059415E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.398525E+14 2.609837E+33 1.274424E-01 5.924934E-02 4.357568E-03 8.755010E-01 6.185787E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 6.101179E-01 6.101179E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.362671E+14 2.518831E+33 1.256814E-01 5.924934E-02 4.357568E-03 8.755010E-01 6.185787E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 6.142746E-01 6.142746E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.327376E+14 2.429244E+33 1.239448E-01 5.924934E-02 4.357568E-03 8.755010E-01 6.185787E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 6.184110E-01 6.184110E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.292642E+14 2.341080E+33 1.222321E-01 5.924934E-02 4.357568E-03 8.755010E-01 6.185787E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 6.225266E-01 6.225266E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.258422E+14 2.254221E+33 1.205431E-01 5.924934E-02 4.357568E-03 8.755010E-01 6.185787E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 6.266207E-01 6.266207E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.224724E+14 2.168687E+33 1.188775E-01 5.924934E-02 4.357568E-03 8.755010E-01 6.185787E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 6.306928E-01 6.306928E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.191560E+14 2.084508E+33 1.172349E-01 5.924934E-02 4.357568E-03 8.755010E-01 6.185787E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 6.347423E-01 6.347423E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.158905E+14 2.001622E+33 1.156149E-01 5.924934E-02 4.357568E-03 8.755010E-01 6.185787E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 6.387688E-01 6.387688E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.126729E+14 1.919951E+33 1.140174E-01 5.924934E-02 4.357568E-03 8.755010E-01 6.185787E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 6.427717E-01 6.427717E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.095062E+14 1.839571E+33 1.124419E-01 5.924934E-02 4.357568E-03 8.755010E-01 6.185787E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 6.467505E-01 6.467505E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.063895E+14 1.760462E+33 1.108882E-01 5.924934E-02 4.357568E-03 8.755010E-01 6.185787E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 6.507048E-01 6.507048E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.033181E+14 1.682501E+33 1.093560E-01 5.924934E-02 4.357568E-03 8.755010E-01 6.185787E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 6.546340E-01 6.546340E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.002941E+14 1.605743E+33 1.078449E-01 5.924934E-02 4.357568E-03 8.755010E-01 6.185787E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 6.585378E-01 6.585378E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.973177E+14 1.530196E+33 1.063547E-01 5.924934E-02 4.357568E-03 8.755010E-01 6.185787E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 6.624158E-01 6.624158E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.943878E+14 1.455827E+33 1.048851E-01 5.924934E-02 4.357568E-03 8.755010E-01 6.185787E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 6.662675E-01 6.662675E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.914998E+14 1.382523E+33 1.034359E-01 5.924934E-02 4.357568E-03 8.755010E-01 6.185787E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 6.700925E-01 6.700925E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.886573E+14 1.310372E+33 1.020066E-01 5.924934E-02 4.357568E-03 8.755010E-01 6.185787E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 6.738905E-01 6.738905E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.858594E+14 1.239355E+33 1.005971E-01 5.924934E-02 4.357568E-03 8.755010E-01 6.185787E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 6.776612E-01 6.776612E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.831046E+14 1.169431E+33 9.920705E-02 5.924934E-02 4.357568E-03 8.755010E-01 6.185787E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 6.814042E-01 6.814042E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.803896E+14 1.100519E+33 9.783622E-02 5.924934E-02 4.357568E-03 8.755010E-01 6.185787E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 6.851192E-01 6.851192E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.777173E+14 1.032687E+33 9.648433E-02 5.924934E-02 4.357568E-03 8.755010E-01 6.185787E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 6.888059E-01 6.888059E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.750868E+14 9.659189E+32 9.515113E-02 5.924934E-02 4.357568E-03 8.755010E-01 6.185787E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 6.924641E-01 6.924641E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.724971E+14 9.001847E+32 9.383635E-02 5.924934E-02 4.357568E-03 8.755010E-01 6.185787E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 6.960934E-01 6.960934E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.699444E+14 8.353910E+32 9.253973E-02 5.924934E-02 4.357568E-03 8.755010E-01 6.185787E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 6.996937E-01 6.996937E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.674316E+14 7.716105E+32 9.126103E-02 5.924934E-02 4.357568E-03 8.755010E-01 6.185787E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 7.032646E-01 7.032646E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.649581E+14 7.088259E+32 9.000000E-02 5.924934E-02 4.357568E-03 8.755010E-01 6.185787E-02 5.050610E-04 -1.749042E-03 2.781712E-04 0.000000E+00 7.068061E-01 7.068061E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
   1.334E+14        6.349E+32        7.890E-02	     982     232     32
   8.011E+13        2.745E+32        4.750E-02	    1500     183     40
   3.432E+13        7.426E+31        2.040E-02	    1800     193     50
   1.496E+13        2.096E+31        8.910E-03	    1350     164     50 
   9.685E+12        1.107E+31        5.770E-03	    1100     161     50 
   6.257E+12        6.193E+30        3.730E-03	     950     159     50 
   2.665E+12        2.637E+30        1.590E-03	     500     117     40
   1.472E+12        1.695E+30        8.790E-04       320     116     40 
   1.004E+12        1.261E+30        6.000E-04	     250     116     40 
   6.692E+11        8.740E+29        4.000E-04	     200     116     40 
   5.409E+11        7.000E+29        3.234E-04	     180     116     40   \ Phase transition to the outer crust:
   3.935e+11        6.999e+29        2.355e-04       130     130     40   / pressure continuous but density jumps
   3.285e+11        5.816e+29        1.966e-04        88      88     28
   2.635e+11        4.473e+29        1.578e-04        86      86     28
   2.044e+11        3.290e+29        1.224e-04        84      84     28
   1.855e+11        2.892e+29       1.1115e-04        84      84     28
   1.711e+11        2.597e+29        1.025e-04        84      84     28
   1.390e+11        2.033e+29        8.331e-05        82      82     28
   1.076e+11        1.495e+29        6.455e-05        80      80     28
   8.335e+10        1.100e+29       5.0014e-05        78      78     28
   6.617e+10        8.089e+28        3.971e-05        78      78     28
   5.255e+10        5.949e+28       3.1545e-05        78      78     28
   4.172e+10        4.628e+28        2.506e-05        80      80     30
   3.314e+10        3.404e+28        1.990e-05        80      80     30
   2.631e+10        2.503e+28        1.581e-05        80      80     30
  2.1175e+10        1.938e+28       1.2725e-05        78      78     30
   1.660e+10        1.425e+28        9.981e-06        72      72     28
   1.273e+10        1.048e+28        7.653e-06        84      84     34
   1.011e+10        7.702e+27        6.077e-06        84      84     34
   8.025e+09        5.662e+27        4.827e-06        84      84     34
   6.602e+09        4.362e+27        3.971e-06        84      84     34
   4.074e+09        2.356e+27        2.452e-06        68      68     28
   2.570e+09        1.272e+27        1.547e-06        68      68     28
   1.621e+09        6.860e+26        9.761e-07        68      68     28
   1.288e+09        5.036e+26        7.753e-07        68      68     28
   1.045e+09        4.129e+26        6.294e-07        64      64     28
   8.301e+08        3.029e+26        5.000e-07        64      64     28
   5.237e+08        1.629e+26        3.155e-07        64      64     28
   3.304e+08        8.738e+25        1.990e-07        64      64     28
   2.624e+08        6.676e+25        1.581e-07        64      62     28
   1.315e+08        2.604e+25        7.924e-08        62      62     28
   6.589e+07        1.006e+25        3.972e-08        62      62     28
   3.302e+07        3.833e+24        1.990e-08        62      62     28
   1.655e+07        1.435e+24        9.976e-09        62      62     28
   8.293e+06        5.259e+23        5.000e-09        62      62     28
   6.588e+06        3.911e+23        3.972e-09        56      56     26
   2.622e+06        9.755e+22        1.581e-09        56      56     26
