         5       363       111       267

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca        mstn        mstp  nSF   Acel   Aion   Zion

    0   0.000000E+00   0.000000E+00   5.174E+14   5.696E+34   2.937E-01      8.579E-01   6.703E-01   9.770E-01   1.980E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.782E+08   1.000E+00   1.000E+00   00000   8.464E-01   8.464E-01  3p2   N/A    N/A    N/A 
    1   2.539823E+03   1.773782E-02   5.075E+14   5.328E+34   2.887E-01      8.504E-01   6.606E-01   9.667E-01   1.970E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.910E+08   1.000E+00   1.000E+00   00000   8.489E-01   8.489E-01  3p2   N/A    N/A    N/A 
    2   3.199976E+03   3.554522E-02   5.017E+14   5.115E+34   2.857E-01      8.461E-01   6.550E-01   9.607E-01   1.964E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      8.982E+08   1.000E+00   1.000E+00   00000   8.504E-01   8.504E-01  3p2   N/A    N/A    N/A 
    3   3.663058E+03   5.303790E-02   4.968E+14   4.941E+34   2.832E-01      8.423E-01   6.502E-01   9.556E-01   1.959E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.042E+08   1.000E+00   1.000E+00   00000   8.517E-01   8.517E-01  3p2   N/A    N/A    N/A 
    4   4.031718E+03   7.008073E-02   4.924E+14   4.788E+34   2.810E-01      8.389E-01   6.458E-01   9.508E-01   1.954E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.096E+08   1.000E+00   1.000E+00   00000   8.528E-01   8.528E-01  3p2   N/A    N/A    N/A 
    5   4.343036E+03   8.711623E-02   4.884E+14   4.649E+34   2.789E-01      8.356E-01   6.415E-01   9.464E-01   1.950E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.145E+08   1.000E+00   1.000E+00   00000   8.539E-01   8.539E-01  3p2   N/A    N/A    N/A 
    6   4.615165E+03   1.039264E-01   4.846E+14   4.521E+34   2.769E-01      8.326E-01   6.376E-01   9.422E-01   1.945E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.189E+08   1.000E+00   1.000E+00   00000   8.549E-01   8.549E-01  3p2   N/A    N/A    N/A 
    7   4.858507E+03   1.212102E-01   4.810E+14   4.400E+34   2.751E-01      8.298E-01   6.339E-01   9.383E-01   1.941E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.231E+08   1.000E+00   1.000E+00   00000   8.558E-01   8.558E-01  3p2   N/A    N/A    N/A 
    8   5.079646E+03   1.369170E-01   4.777E+14   4.289E+34   2.734E-01      8.272E-01   6.305E-01   9.347E-01   1.938E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.268E+08   1.000E+00   1.000E+00   00000   8.567E-01   8.567E-01  3p2   N/A    N/A    N/A 
