         5       377       111       281

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca        mstn        mstp  nSF   Acel   Aion   Zion

    0   0.000000E+00   0.000000E+00   5.223E+14   5.706E+34   2.603E-01      8.200E-01   5.597E-01   8.935E-01   1.844E+00   1.472E-01   0.000E+00   2.209E-01   0.000E+00      9.924E+08   1.000E+00   1.000E+00   01000   3.875E-01   3.875E-01  3p2   N/A    N/A    N/A 
    1   2.110409E+03   1.034896E-02   5.140E+14   5.446E+34   2.565E-01      8.136E-01   5.529E-01   8.855E-01   1.836E+00   1.465E-01   0.000E+00   2.198E-01   0.000E+00      9.947E+08   1.000E+00   1.000E+00   01000   3.919E-01   3.919E-01  3p2   N/A    N/A    N/A 
    2   2.658949E+03   2.066843E-02   5.097E+14   5.297E+34   2.545E-01      8.103E-01   5.494E-01   8.813E-01   1.833E+00   1.461E-01   0.000E+00   2.192E-01   0.000E+00      9.958E+08   1.000E+00   1.000E+00   01000   3.942E-01   3.942E-01  3p2   N/A    N/A    N/A 
    3   3.043737E+03   3.078619E-02   5.065E+14   5.173E+34   2.531E-01      8.077E-01   5.467E-01   8.782E-01   1.830E+00   1.458E-01   0.000E+00   2.188E-01   0.000E+00      9.965E+08   1.000E+00   1.000E+00   01000   3.959E-01   3.959E-01  3p2   N/A    N/A    N/A 
    4   3.350066E+03   4.066460E-02   5.037E+14   5.065E+34   2.518E-01      8.055E-01   5.444E-01   8.754E-01   1.827E+00   1.456E-01   0.000E+00   2.184E-01   0.000E+00      9.971E+08   1.000E+00   1.000E+00   01000   3.975E-01   3.975E-01  3p2   N/A    N/A    N/A 
    5   3.608749E+03   5.110373E-02   5.010E+14   4.963E+34   2.506E-01      8.034E-01   5.422E-01   8.728E-01   1.825E+00   1.454E-01   0.000E+00   2.181E-01   0.000E+00      9.976E+08   1.000E+00   1.000E+00   01000   3.989E-01   3.989E-01  3p2   N/A    N/A    N/A 
    6   3.834869E+03   6.076757E-02   4.986E+14   4.872E+34   2.495E-01      8.015E-01   5.402E-01   8.704E-01   1.823E+00   1.452E-01   0.000E+00   2.178E-01   0.000E+00      9.980E+08   1.000E+00   1.000E+00   01000   4.003E-01   4.003E-01  3p2   N/A    N/A    N/A 
    7   4.037068E+03   7.070817E-02   4.960E+14   4.785E+34   2.483E-01      7.993E-01   5.379E-01   8.678E-01   1.820E+00   1.449E-01   0.000E+00   2.174E-01   0.000E+00      9.984E+08   1.000E+00   1.000E+00   01000   4.017E-01   4.017E-01  3p2   N/A    N/A    N/A 
    8   4.220819E+03   8.099986E-02   4.930E+14   4.702E+34   2.469E-01      7.970E-01   5.354E-01   8.649E-01   1.817E+00   1.447E-01   0.000E+00   2.170E-01   0.000E+00      9.988E+08   1.000E+00   1.000E+00   01000   4.034E-01   4.034E-01  3p2   N/A    N/A    N/A 
    9   4.389829E+03   9.046592E-02   4.903E+14   4.625E+34   2.457E-01      7.948E-01   5.331E-01   8.622E-01   1.815E+00   1.444E-01   0.000E+00   2.167E-01   0.000E+00      9.991E+08   1.000E+00   1.000E+00   01000   4.049E-01   4.049E-01  3p2   N/A    N/A    N/A 
   10   4.546739E+03   9.941548E-02   4.878E+14   4.553E+34   2.445E-01      7.927E-01   5.310E-01   8.596E-01   1.813E+00   1.442E-01   0.000E+00   2.163E-01   0.000E+00      9.994E+08   1.000E+00   1.000E+00   01000   4.064E-01   4.064E-01  3p2   N/A    N/A    N/A 
   11   4.693509E+03   1.100237E-01   4.850E+14   4.478E+34   2.432E-01      7.904E-01   5.286E-01   8.568E-01   1.810E+00   1.439E-01   0.000E+00   2.159E-01   0.000E+00      9.996E+08   1.000E+00   1.000E+00   01000   4.080E-01   4.080E-01  3p2   N/A    N/A    N/A 
   12   4.831632E+03   1.200070E-01   4.823E+14   4.409E+34   2.420E-01      7.882E-01   5.263E-01   8.541E-01   1.808E+00   1.437E-01   0.000E+00   2.156E-01   0.000E+00      9.998E+08   1.000E+00   1.000E+00   01000   4.095E-01   4.095E-01  3p2   N/A    N/A    N/A 
   13   4.962279E+03   1.294500E-01   4.798E+14   4.342E+34   2.408E-01      7.862E-01   5.241E-01   8.515E-01   1.805E+00   1.435E-01   0.000E+00   2.152E-01   0.000E+00      9.999E+08   1.000E+00   1.000E+00   01000   4.110E-01   4.110E-01  3p2   N/A    N/A    N/A 
   14   5.086387E+03   1.384203E-01   4.774E+14   4.280E+34   2.397E-01      7.842E-01   5.220E-01   8.491E-01   1.803E+00   1.432E-01   0.000E+00   2.149E-01   0.000E+00      1.000E+09   1.000E+00   1.000E+00   01000   4.124E-01   4.124E-01  3p2   N/A    N/A    N/A 
   15   5.204717E+03   1.469730E-01   4.751E+14   4.220E+34   2.387E-01      7.824E-01   5.200E-01   8.468E-01   1.801E+00   1.430E-01   0.000E+00   2.146E-01   0.000E+00      1.000E+09   1.000E+00   1.000E+00   01000   4.137E-01   4.137E-01  3p2   N/A    N/A    N/A 
