         5       377       111       281

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca        mstn        mstp  nSF   Acel   Aion   Zion

    0   0.000000E+00   0.000000E+00   6.210E+14   8.443E+34   3.050E-01      8.687E-01   6.359E-01   9.738E-01   1.928E+00   1.552E-01   2.209E-01   2.329E-01   0.000E+00      9.365E+08   1.000E+00   1.000E+00   01000   3.416E-01   3.416E-01  3p2   N/A    N/A    N/A 
    1   2.371505E+03   1.750890E-02   6.085E+14   7.938E+34   2.994E-01      8.642E-01   6.278E-01   9.667E-01   1.917E+00   1.542E-01   2.196E-01   2.314E-01   0.000E+00      9.470E+08   1.000E+00   1.000E+00   01000   3.468E-01   3.468E-01  3p2   N/A    N/A    N/A 
    2   2.987910E+03   3.445035E-02   6.013E+14   7.651E+34   2.961E-01      8.613E-01   6.229E-01   9.623E-01   1.910E+00   1.537E-01   2.188E-01   2.306E-01   0.000E+00      9.526E+08   1.000E+00   1.000E+00   01000   3.499E-01   3.499E-01  3p2   N/A    N/A    N/A 
    3   3.420303E+03   5.112299E-02   5.952E+14   7.414E+34   2.934E-01      8.588E-01   6.186E-01   9.585E-01   1.905E+00   1.532E-01   2.181E-01   2.299E-01   0.000E+00      9.572E+08   1.000E+00   1.000E+00   01000   3.526E-01   3.526E-01  3p2   N/A    N/A    N/A 
    4   3.764530E+03   6.846519E-02   5.896E+14   7.202E+34   2.909E-01      8.564E-01   6.147E-01   9.549E-01   1.900E+00   1.528E-01   2.175E-01   2.292E-01   0.000E+00      9.611E+08   1.000E+00   1.000E+00   01000   3.550E-01   3.550E-01  3p2   N/A    N/A    N/A 
    5   4.055217E+03   8.498310E-02   5.847E+14   7.013E+34   2.886E-01      8.541E-01   6.111E-01   9.515E-01   1.895E+00   1.524E-01   2.169E-01   2.286E-01   0.000E+00      9.644E+08   1.000E+00   1.000E+00   01000   3.572E-01   3.572E-01  3p2   N/A    N/A    N/A 
    6   4.309311E+03   1.017303E-01   5.799E+14   6.837E+34   2.865E-01      8.519E-01   6.076E-01   9.483E-01   1.891E+00   1.520E-01   2.164E-01   2.280E-01   0.000E+00      9.675E+08   1.000E+00   1.000E+00   01000   3.594E-01   3.594E-01  3p2   N/A    N/A    N/A 
    7   4.536527E+03   1.168000E-01   5.757E+14   6.678E+34   2.845E-01      8.499E-01   6.044E-01   9.453E-01   1.887E+00   1.517E-01   2.159E-01   2.275E-01   0.000E+00      9.701E+08   1.000E+00   1.000E+00   01000   3.613E-01   3.613E-01  3p2   N/A    N/A    N/A 
    8   4.743011E+03   1.343752E-01   5.712E+14   6.519E+34   2.825E-01      8.477E-01   6.010E-01   9.421E-01   1.883E+00   1.513E-01   2.154E-01   2.270E-01   0.000E+00      9.727E+08   1.000E+00   1.000E+00   01000   3.634E-01   3.634E-01  3p2   N/A    N/A    N/A 
    9   4.932930E+03   1.505405E-01   5.672E+14   6.373E+34   2.807E-01      8.456E-01   5.978E-01   9.391E-01   1.880E+00   1.510E-01   2.149E-01   2.265E-01   0.000E+00      9.750E+08   1.000E+00   1.000E+00   01000   3.653E-01   3.653E-01  3p2   N/A    N/A    N/A 
   10   5.109253E+03   1.655485E-01   5.634E+14   6.237E+34   2.790E-01      8.436E-01   5.949E-01   9.363E-01   1.876E+00   1.507E-01   2.145E-01   2.260E-01   0.000E+00      9.771E+08   1.000E+00   1.000E+00   01000   3.670E-01   3.670E-01  3p2   N/A    N/A    N/A 
   11   5.274181E+03   1.813615E-01   5.596E+14   6.104E+34   2.773E-01      8.416E-01   5.919E-01   9.335E-01   1.873E+00   1.504E-01   2.140E-01   2.256E-01   0.000E+00      9.791E+08   1.000E+00   1.000E+00   01000   3.688E-01   3.688E-01  3p2   N/A    N/A    N/A 
   12   5.429392E+03   1.981419E-01   5.558E+14   5.973E+34   2.755E-01      8.396E-01   5.889E-01   9.305E-01   1.869E+00   1.500E-01   2.136E-01   2.251E-01   0.000E+00      9.809E+08   1.000E+00   1.000E+00   01000   3.707E-01   3.707E-01  3p2   N/A    N/A    N/A 
   13   5.576203E+03   2.140141E-01   5.522E+14   5.849E+34   2.739E-01      8.376E-01   5.860E-01   9.277E-01   1.866E+00   1.497E-01   2.131E-01   2.247E-01   0.000E+00      9.827E+08   1.000E+00   1.000E+00   01000   3.724E-01   3.724E-01  3p2   N/A    N/A    N/A 
   14   5.715666E+03   2.290919E-01   5.488E+14   5.731E+34   2.724E-01      8.356E-01   5.832E-01   9.250E-01   1.863E+00   1.495E-01   2.127E-01   2.242E-01   0.000E+00      9.842E+08   1.000E+00   1.000E+00   01000   3.741E-01   3.741E-01  3p2   N/A    N/A    N/A 
   15   5.848635E+03   2.434676E-01   5.455E+14   5.619E+34   2.709E-01      8.338E-01   5.805E-01   9.224E-01   1.860E+00   1.492E-01   2.124E-01   2.238E-01   0.000E+00      9.857E+08   1.000E+00   1.000E+00   01000   3.757E-01   3.757E-01  3p2   N/A    N/A    N/A 
   16   5.975819E+03   2.585030E-01   5.422E+14   5.509E+34   2.694E-01      8.318E-01   5.778E-01   9.197E-01   1.857E+00   1.489E-01   2.120E-01   2.234E-01   0.000E+00      9.870E+08   1.000E+00   1.000E+00   01000   3.773E-01   3.773E-01  3p2   N/A    N/A    N/A 
   17   6.097808E+03   2.749082E-01   5.388E+14   5.398E+34   2.678E-01      8.298E-01   5.749E-01   9.169E-01   1.854E+00   1.486E-01   2.115E-01   2.230E-01   0.000E+00      9.884E+08   1.000E+00   1.000E+00   01000   3.790E-01   3.790E-01  3p2   N/A    N/A    N/A 
   18   6.215103E+03   2.906821E-01   5.355E+14   5.292E+34   2.663E-01      8.278E-01   5.721E-01   9.141E-01   1.851E+00   1.483E-01   2.111E-01   2.226E-01   0.000E+00      9.896E+08   1.000E+00   1.000E+00   01000   3.807E-01   3.807E-01  3p2   N/A    N/A    N/A 
   19   6.328129E+03   3.058820E-01   5.323E+14   5.189E+34   2.648E-01      8.258E-01   5.694E-01   9.114E-01   1.848E+00   1.481E-01   2.108E-01   2.221E-01   0.000E+00      9.908E+08   1.000E+00   1.000E+00   01000   3.823E-01   3.823E-01  3p2   N/A    N/A    N/A 
   20   6.437256E+03   3.205575E-01   5.292E+14   5.090E+34   2.634E-01      8.239E-01   5.668E-01   9.088E-01   1.845E+00   1.478E-01   2.104E-01   2.218E-01   0.000E+00      9.918E+08   1.000E+00   1.000E+00   01000   3.839E-01   3.839E-01  3p2   N/A    N/A    N/A 
   21   6.542804E+03   3.347517E-01   5.262E+14   4.995E+34   2.621E-01      8.220E-01   5.642E-01   9.063E-01   1.843E+00   1.476E-01   2.100E-01   2.214E-01   0.000E+00      9.927E+08   1.000E+00   1.000E+00   01000   3.855E-01   3.855E-01  3p2   N/A    N/A    N/A 
   22   6.645052E+03   3.485022E-01   5.233E+14   4.902E+34   2.607E-01      8.201E-01   5.617E-01   9.037E-01   1.840E+00   1.473E-01   2.097E-01   2.210E-01   0.000E+00      9.936E+08   1.000E+00   1.000E+00   01000   3.870E-01   3.870E-01  3p2   N/A    N/A    N/A 
   23   6.744246E+03   3.627572E-01   5.204E+14   4.811E+34   2.594E-01      8.182E-01   5.592E-01   9.012E-01   1.837E+00   1.471E-01   2.093E-01   2.206E-01   0.000E+00      9.944E+08   1.000E+00   1.000E+00   01000   3.885E-01   3.885E-01  3p2   N/A    N/A    N/A 
   24   6.840605E+03   3.784656E-01   5.173E+14   4.719E+34   2.580E-01      8.162E-01   5.565E-01   8.984E-01   1.835E+00   1.468E-01   2.089E-01   2.202E-01   0.000E+00      9.952E+08   1.000E+00   1.000E+00   01000   3.902E-01   3.902E-01  3p2   N/A    N/A    N/A 
   25   6.934324E+03   3.937435E-01   5.142E+14   4.630E+34   2.566E-01      8.142E-01   5.538E-01   8.957E-01   1.832E+00   1.465E-01   2.086E-01   2.198E-01   0.000E+00      9.960E+08   1.000E+00   1.000E+00   01000   3.918E-01   3.918E-01  3p2   N/A    N/A    N/A 
   26   7.025576E+03   4.086193E-01   5.113E+14   4.543E+34   2.553E-01      8.122E-01   5.512E-01   8.931E-01   1.829E+00   1.463E-01   2.082E-01   2.194E-01   0.000E+00      9.966E+08   1.000E+00   1.000E+00   01000   3.933E-01   3.933E-01  3p2   N/A    N/A    N/A 
