         5       653       401       557

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca        mstn        mstp  nSF   Acel   Aion   Zion

    0   0.000000E+00   0.000000E+00   9.998E+14   1.905E+35   5.342E-01      1.167E+00   1.037E+00   1.394E+00   2.358E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.878E+08   1.000E+00   1.000E+00   20000   3.541E-01   5.165E-01  3p2   N/A    N/A    N/A 
    1   1.573016E+03   8.154446E-03   9.842E+14   1.836E+35   5.273E-01      1.155E+00   1.023E+00   1.377E+00   2.351E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.965E+08   1.000E+00   1.000E+00   20000   3.581E-01   5.202E-01  3p2   N/A    N/A    N/A 
    2   1.981876E+03   1.641400E-02   9.750E+14   1.797E+35   5.232E-01      1.148E+00   1.015E+00   1.368E+00   2.347E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.017E+08   1.000E+00   1.000E+00   20000   3.606E-01   5.223E-01  3p2   N/A    N/A    N/A 
    3   2.268682E+03   2.447294E-02   9.674E+14   1.764E+35   5.198E-01      1.142E+00   1.008E+00   1.360E+00   2.344E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.062E+08   1.000E+00   1.000E+00   20000   3.627E-01   5.242E-01  3p2   N/A    N/A    N/A 
    4   2.497008E+03   3.202813E-02   9.609E+14   1.736E+35   5.169E-01      1.136E+00   1.002E+00   1.353E+00   2.341E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.102E+08   1.000E+00   1.000E+00   20000   3.645E-01   5.257E-01  3p2   N/A    N/A    N/A 
    5   2.689820E+03   4.047568E-02   9.545E+14   1.709E+35   5.140E-01      1.131E+00   9.967E-01   1.346E+00   2.338E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.141E+08   1.000E+00   1.000E+00   20000   3.663E-01   5.272E-01  3p2   N/A    N/A    N/A 
    6   2.858360E+03   4.789033E-02   9.489E+14   1.685E+35   5.115E-01      1.127E+00   9.915E-01   1.340E+00   2.335E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.176E+08   1.000E+00   1.000E+00   10000   3.679E-01   5.285E-01  3p2   N/A    N/A    N/A 
    7   3.009072E+03   5.607679E-02   9.434E+14   1.662E+35   5.090E-01      1.122E+00   9.864E-01   1.334E+00   2.333E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.211E+08   1.000E+00   1.000E+00   10000   3.695E-01   5.299E-01  3p2   N/A    N/A    N/A 
    8   3.146032E+03   6.402405E-02   9.382E+14   1.641E+35   5.067E-01      1.118E+00   9.817E-01   1.328E+00   2.330E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.245E+08   1.000E+00   1.000E+00   10000   3.710E-01   5.311E-01  3p2   N/A    N/A    N/A 
    9   3.272006E+03   7.133375E-02   9.334E+14   1.621E+35   5.045E-01      1.114E+00   9.773E-01   1.323E+00   2.328E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.276E+08   1.000E+00   1.000E+00   10000   3.724E-01   5.322E-01  3p2   N/A    N/A    N/A 
   10   3.388961E+03   7.877393E-02   9.288E+14   1.602E+35   5.024E-01      1.111E+00   9.730E-01   1.318E+00   2.326E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.307E+08   1.000E+00   1.000E+00   10000   3.738E-01   5.333E-01  3p2   N/A    N/A    N/A 
   11   3.498357E+03   8.705986E-02   9.240E+14   1.582E+35   5.002E-01      1.107E+00   9.685E-01   1.313E+00   2.324E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.338E+08   1.000E+00   1.000E+00   10000   3.752E-01   5.345E-01  3p2   N/A    N/A    N/A 
   12   3.601308E+03   9.485770E-02   9.196E+14   1.564E+35   4.982E-01      1.103E+00   9.643E-01   1.308E+00   2.322E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.369E+08   1.000E+00   1.000E+00   10000   3.766E-01   5.355E-01  3p2   N/A    N/A    N/A 
   13   3.698688E+03   1.022335E-01   9.154E+14   1.547E+35   4.963E-01      1.100E+00   9.604E-01   1.304E+00   2.319E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.398E+08   1.000E+00   1.000E+00   10000   3.779E-01   5.365E-01  3p2   N/A    N/A    N/A 
