         5       363       111       267

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca        mstn        mstp  nSF   Acel   Aion   Zion

    0   0.000000E+00   0.000000E+00   4.452E+14   3.311E+34   2.563E-01      7.998E-01   5.942E-01   8.969E-01   1.901E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.603E+08   1.000E+00   1.000E+00   00000   8.653E-01   8.653E-01  3p2   N/A    N/A    N/A 
    1   2.340519E+03   1.209611E-02   4.379E+14   3.106E+34   2.523E-01      7.934E-01   5.855E-01   8.880E-01   1.892E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.668E+08   1.000E+00   1.000E+00   00000   8.673E-01   8.673E-01  3p2   N/A    N/A    N/A 
    2   2.948869E+03   2.380911E-02   4.333E+14   2.990E+34   2.499E-01      7.894E-01   5.800E-01   8.824E-01   1.886E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.706E+08   1.000E+00   1.000E+00   00000   8.686E-01   8.686E-01  3p2   N/A    N/A    N/A 
    3   3.375612E+03   3.536611E-02   4.295E+14   2.893E+34   2.479E-01      7.860E-01   5.754E-01   8.777E-01   1.882E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.736E+08   1.000E+00   1.000E+00   00000   8.696E-01   8.696E-01  3p2   N/A    N/A    N/A 
    4   3.715342E+03   4.742192E-02   4.261E+14   2.806E+34   2.460E-01      7.830E-01   5.712E-01   8.735E-01   1.878E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.762E+08   1.000E+00   1.000E+00   00000   8.706E-01   8.706E-01  3p2   N/A    N/A    N/A 
    5   4.002230E+03   5.890001E-02   4.230E+14   2.729E+34   2.444E-01      7.802E-01   5.674E-01   8.696E-01   1.874E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.785E+08   1.000E+00   1.000E+00   00000   8.714E-01   8.714E-01  3p2   N/A    N/A    N/A 
    6   4.253005E+03   7.054892E-02   4.200E+14   2.656E+34   2.428E-01      7.775E-01   5.637E-01   8.659E-01   1.870E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.806E+08   1.000E+00   1.000E+00   00000   8.722E-01   8.722E-01  3p2   N/A    N/A    N/A 
    7   4.477251E+03   8.108930E-02   4.173E+14   2.591E+34   2.413E-01      7.750E-01   5.603E-01   8.624E-01   1.867E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.824E+08   1.000E+00   1.000E+00   00000   8.730E-01   8.730E-01  3p2   N/A    N/A    N/A 
    8   4.681037E+03   9.331217E-02   4.144E+14   2.526E+34   2.397E-01      7.724E-01   5.567E-01   8.588E-01   1.863E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.843E+08   1.000E+00   1.000E+00   00000   8.738E-01   8.738E-01  3p2   N/A    N/A    N/A 
    9   4.868475E+03   1.045545E-01   4.118E+14   2.465E+34   2.383E-01      7.700E-01   5.533E-01   8.554E-01   1.860E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.859E+08   1.000E+00   1.000E+00   00000   8.745E-01   8.745E-01  3p2   N/A    N/A    N/A 
   10   5.042494E+03   1.149920E-01   4.094E+14   2.409E+34   2.370E-01      7.678E-01   5.502E-01   8.523E-01   1.856E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.873E+08   1.000E+00   1.000E+00   00000   8.752E-01   8.752E-01  3p2   N/A    N/A    N/A 
   11   5.205267E+03   1.261974E-01   4.069E+14   2.354E+34   2.356E-01      7.655E-01   5.470E-01   8.491E-01   1.853E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.887E+08   1.000E+00   1.000E+00   00000   8.759E-01   8.759E-01  3p2   N/A    N/A    N/A 
   12   5.358450E+03   1.378679E-01   4.043E+14   2.300E+34   2.343E-01      7.631E-01   5.438E-01   8.459E-01   1.850E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.901E+08   1.000E+00   1.000E+00   00000   8.766E-01   8.766E-01  3p2   N/A    N/A    N/A 
   13   5.503343E+03   1.489068E-01   4.020E+14   2.248E+34   2.330E-01      7.609E-01   5.406E-01   8.428E-01   1.847E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.913E+08   1.000E+00   1.000E+00   00000   8.773E-01   8.773E-01  3p2   N/A    N/A    N/A 
   14   5.640983E+03   1.593932E-01   3.997E+14   2.200E+34   2.317E-01      7.588E-01   5.376E-01   8.398E-01   1.844E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.923E+08   1.000E+00   1.000E+00   00000   8.779E-01   8.779E-01  3p2   N/A    N/A    N/A 
   15   5.772215E+03   1.693913E-01   3.975E+14   2.153E+34   2.305E-01      7.568E-01   5.348E-01   8.370E-01   1.841E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.933E+08   1.000E+00   1.000E+00   00000   8.785E-01   8.785E-01  3p2   N/A    N/A    N/A 
   16   5.897737E+03   1.803327E-01   3.952E+14   2.107E+34   2.293E-01      7.546E-01   5.317E-01   8.340E-01   1.838E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.943E+08   1.000E+00   1.000E+00   00000   8.792E-01   8.792E-01  3p2   N/A    N/A    N/A 
   17   6.018132E+03   1.917320E-01   3.929E+14   2.061E+34   2.280E-01      7.524E-01   5.286E-01   8.309E-01   1.835E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.952E+08   1.000E+00   1.000E+00   00000   8.798E-01   8.798E-01  3p2   N/A    N/A    N/A 
   18   6.133894E+03   2.026926E-01   3.906E+14   2.017E+34   2.268E-01      7.503E-01   5.256E-01   8.280E-01   1.832E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.960E+08   1.000E+00   1.000E+00   00000   8.805E-01   8.805E-01  3p2   N/A    N/A    N/A 
   19   6.245443E+03   2.132544E-01   3.885E+14   1.974E+34   2.256E-01      7.483E-01   5.227E-01   8.251E-01   1.829E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.967E+08   1.000E+00   1.000E+00   00000   8.811E-01   8.811E-01  3p2   N/A    N/A    N/A 
   20   6.353144E+03   2.234518E-01   3.864E+14   1.933E+34   2.244E-01      7.463E-01   5.198E-01   8.224E-01   1.826E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.973E+08   1.000E+00   1.000E+00   00000   8.817E-01   8.817E-01  3p2   N/A    N/A    N/A 
   21   6.457313E+03   2.333148E-01   3.844E+14   1.893E+34   2.233E-01      7.444E-01   5.171E-01   8.197E-01   1.823E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.978E+08   1.000E+00   1.000E+00   00000   8.822E-01   8.822E-01  3p2   N/A    N/A    N/A 
   22   6.558225E+03   2.428694E-01   3.824E+14   1.855E+34   2.222E-01      7.425E-01   5.144E-01   8.171E-01   1.821E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.983E+08   1.000E+00   1.000E+00   00000   8.828E-01   8.828E-01  3p2   N/A    N/A    N/A 
   23   6.656124E+03   2.537045E-01   3.802E+14   1.816E+34   2.210E-01      7.404E-01   5.114E-01   8.142E-01   1.818E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.988E+08   1.000E+00   1.000E+00   00000   8.834E-01   8.834E-01  3p2   N/A    N/A    N/A 
   24   6.751224E+03   2.645992E-01   3.780E+14   1.777E+34   2.198E-01      7.383E-01   5.084E-01   8.112E-01   1.815E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.992E+08   1.000E+00   1.000E+00   00000   8.840E-01   8.840E-01  3p2   N/A    N/A    N/A 
   25   6.843718E+03   2.751954E-01   3.759E+14   1.740E+34   2.186E-01      7.363E-01   5.054E-01   8.084E-01   1.812E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.995E+08   1.000E+00   1.000E+00   00000   8.846E-01   8.846E-01  3p2   N/A    N/A    N/A 
   26   6.933777E+03   2.855127E-01   3.738E+14   1.704E+34   2.175E-01      7.343E-01   5.025E-01   8.056E-01   1.809E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.997E+08   1.000E+00   1.000E+00   00000   8.852E-01   8.852E-01  3p2   N/A    N/A    N/A 
   27   7.021556E+03   2.955687E-01   3.718E+14   1.669E+34   2.164E-01      7.323E-01   4.997E-01   8.029E-01   1.806E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      9.999E+08   6.638E+06   1.000E+00   00000   8.858E-01   8.858E-01  3p2   N/A    N/A    N/A 
   28   7.107192E+03   3.053793E-01   3.698E+14   1.634E+34   2.153E-01      7.304E-01   4.969E-01   8.002E-01   1.803E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      1.000E+09   3.085E+07   1.000E+00   00000   8.864E-01   8.864E-01  3p2   N/A    N/A    N/A 
