         5       377       111       281

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca        mstn        mstp  nSF   Acel   Aion   Zion

    0   0.000000E+00   0.000000E+00   7.510E+14   1.453E+35   3.631E-01      9.153E-01   6.992E-01   1.034E+00   2.016E+00   6.936E-01   0.000E+00   2.468E-01   0.000E+00      8.297E+08   1.000E+00   1.000E+00   02000   2.949E-01   2.949E-01  3p2   N/A    N/A    N/A 
    1   2.511333E+03   2.473612E-02   7.313E+14   1.355E+35   3.544E-01      9.132E-01   6.924E-01   1.029E+00   2.011E+00   5.543E-01   0.000E+00   2.448E-01   0.000E+00      8.374E+08   1.000E+00   1.000E+00   02000   3.012E-01   3.012E-01  3p2   N/A    N/A    N/A 
    2   3.164081E+03   4.959866E-02   7.197E+14   1.299E+35   3.492E-01      9.115E-01   6.879E-01   1.026E+00   2.009E+00   3.962E-01   0.000E+00   2.436E-01   0.000E+00      8.401E+08   1.000E+00   1.000E+00   02000   3.050E-01   3.050E-01  3p2   N/A    N/A    N/A 
    3   3.621969E+03   7.374831E-02   7.102E+14   1.253E+35   3.450E-01      9.098E-01   6.839E-01   1.023E+00   2.004E+00   2.184E-01   0.000E+00   2.426E-01   0.000E+00      8.463E+08   1.000E+00   1.000E+00   01000   3.082E-01   3.082E-01  3p2   N/A    N/A    N/A 
    4   3.986493E+03   9.669997E-02   7.019E+14   1.214E+35   3.413E-01      9.081E-01   6.803E-01   1.020E+00   1.997E+00   1.611E-01   0.000E+00   2.417E-01   0.000E+00      8.559E+08   1.000E+00   1.000E+00   01000   3.110E-01   3.110E-01  3p2   N/A    N/A    N/A 
    5   4.294319E+03   1.210319E-01   6.941E+14   1.177E+35   3.378E-01      9.063E-01   6.767E-01   1.017E+00   1.990E+00   1.606E-01   0.000E+00   2.409E-01   0.000E+00      8.654E+08   1.000E+00   1.000E+00   01000   3.138E-01   3.138E-01  3p2   N/A    N/A    N/A 
    6   4.563395E+03   1.428789E-01   6.872E+14   1.145E+35   3.347E-01      9.045E-01   6.733E-01   1.014E+00   1.984E+00   1.601E-01   0.000E+00   2.402E-01   0.000E+00      8.735E+08   1.000E+00   1.000E+00   01000   3.162E-01   3.162E-01  3p2   N/A    N/A    N/A 
    7   4.804007E+03   1.673878E-01   6.802E+14   1.113E+35   3.316E-01      9.026E-01   6.698E-01   1.011E+00   1.978E+00   1.596E-01   0.000E+00   2.394E-01   0.000E+00      8.813E+08   1.000E+00   1.000E+00   01000   3.187E-01   3.187E-01  3p2   N/A    N/A    N/A 
    8   5.022666E+03   1.896605E-01   6.739E+14   1.084E+35   3.288E-01      9.008E-01   6.665E-01   1.008E+00   1.972E+00   1.591E-01   0.000E+00   2.388E-01   0.000E+00      8.883E+08   1.000E+00   1.000E+00   01000   3.210E-01   3.210E-01  3p2   N/A    N/A    N/A 
    9   5.223783E+03   2.105996E-01   6.680E+14   1.057E+35   3.261E-01      8.989E-01   6.634E-01   1.005E+00   1.967E+00   1.587E-01   0.000E+00   2.381E-01   0.000E+00      8.945E+08   1.000E+00   1.000E+00   01000   3.232E-01   3.232E-01  3p2   N/A    N/A    N/A 
