         5       653       401       557

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca        mstn        mstp  nSF   Acel   Aion   Zion

    0   0.000000E+00   0.000000E+00   8.797E+14   1.014E+35   4.902E-01      9.758E-01   8.146E-01   1.137E+00   2.354E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      2.930E+08   1.000E+00   1.000E+00   00000   5.856E-01   3.889E-01  3p2   N/A    N/A    N/A 
    1   1.408820E+03   5.193545E-03   8.700E+14   9.809E+34   4.854E-01      9.708E-01   8.087E-01   1.130E+00   2.347E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.021E+08   1.000E+00   1.000E+00   00000   5.878E-01   3.906E-01  3p2   N/A    N/A    N/A 
    2   1.775002E+03   1.039711E-02   8.643E+14   9.614E+34   4.825E-01      9.678E-01   8.051E-01   1.126E+00   2.343E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.077E+08   1.000E+00   1.000E+00   00000   5.892E-01   3.916E-01  3p2   N/A    N/A    N/A 
    3   2.031870E+03   1.556821E-02   8.595E+14   9.452E+34   4.801E-01      9.653E-01   8.020E-01   1.123E+00   2.339E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.125E+08   1.000E+00   1.000E+00   00000   5.903E-01   3.924E-01  3p2   N/A    N/A    N/A 
    4   2.236362E+03   2.060921E-02   8.552E+14   9.310E+34   4.780E-01      9.631E-01   7.993E-01   1.120E+00   2.336E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.167E+08   1.000E+00   1.000E+00   00000   5.913E-01   3.931E-01  3p2   N/A    N/A    N/A 
    5   2.409048E+03   2.571009E-02   8.512E+14   9.179E+34   4.760E-01      9.610E-01   7.968E-01   1.117E+00   2.333E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.207E+08   1.000E+00   1.000E+00   00000   5.923E-01   3.939E-01  3p2   N/A    N/A    N/A 
    6   2.559995E+03   3.062938E-02   8.476E+14   9.059E+34   4.742E-01      9.591E-01   7.945E-01   1.114E+00   2.331E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.244E+08   1.000E+00   1.000E+00   00000   5.931E-01   3.945E-01  3p2   N/A    N/A    N/A 
    7   2.694975E+03   3.592062E-02   8.440E+14   8.942E+34   4.724E-01      9.572E-01   7.922E-01   1.112E+00   2.328E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.282E+08   1.000E+00   1.000E+00   00000   5.940E-01   3.952E-01  3p2   N/A    N/A    N/A 
    8   2.817639E+03   4.072910E-02   8.407E+14   8.836E+34   4.708E-01      9.554E-01   7.901E-01   1.109E+00   2.325E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.316E+08   1.000E+00   1.000E+00   00000   5.948E-01   3.957E-01  3p2   N/A    N/A    N/A 
    9   2.930463E+03   4.543839E-02   8.376E+14   8.736E+34   4.692E-01      9.537E-01   7.881E-01   1.107E+00   2.323E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.349E+08   1.000E+00   1.000E+00   00000   5.956E-01   3.963E-01  3p2   N/A    N/A    N/A 
   10   3.035210E+03   5.084071E-02   8.343E+14   8.634E+34   4.676E-01      9.520E-01   7.860E-01   1.105E+00   2.321E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.383E+08   1.000E+00   1.000E+00   00000   5.964E-01   3.969E-01  3p2   N/A    N/A    N/A 
   11   3.133187E+03   5.589386E-02   8.313E+14   8.538E+34   4.660E-01      9.504E-01   7.840E-01   1.103E+00   2.318E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.415E+08   1.000E+00   1.000E+00   00000   5.971E-01   3.975E-01  3p2   N/A    N/A    N/A 
   12   3.225392E+03   6.064934E-02   8.285E+14   8.448E+34   4.646E-01      9.488E-01   7.821E-01   1.100E+00   2.316E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.446E+08   1.000E+00   1.000E+00   00000   5.978E-01   3.980E-01  3p2   N/A    N/A    N/A 
   13   3.312606E+03   6.514743E-02   8.257E+14   8.362E+34   4.632E-01      9.474E-01   7.803E-01   1.098E+00   2.314E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.476E+08   1.000E+00   1.000E+00   00000   5.985E-01   3.985E-01  3p2   N/A    N/A    N/A 
   14   3.395456E+03   7.004751E-02   8.230E+14   8.277E+34   4.618E-01      9.459E-01   7.785E-01   1.096E+00   2.312E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.506E+08   1.000E+00   1.000E+00   00000   5.992E-01   3.990E-01  3p2   N/A    N/A    N/A 
   15   3.474448E+03   7.534704E-02   8.201E+14   8.190E+34   4.604E-01      9.443E-01   7.766E-01   1.094E+00   2.310E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      3.538E+08   1.000E+00   1.000E+00   00000   5.999E-01   3.996E-01  3p2   N/A    N/A    N/A 
