         5       377       111       281

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca        mstn        mstp  nSF   Acel   Aion   Zion

    0   0.000000E+00   0.000000E+00   3.836E+14   2.355E+34   1.962E-01      7.084E-01   4.335E-01   7.529E-01   1.704E+00   1.340E-01   0.000E+00   2.010E-01   0.000E+00      9.637E+08   9.903E+08   1.000E+00   01000   4.750E-01   4.750E-01  3p2   N/A    N/A    N/A 
    1   1.425351E+03   2.355523E-03   3.803E+14   2.301E+34   1.947E-01      7.058E-01   4.299E-01   7.495E-01   1.700E+00   1.336E-01   0.000E+00   2.005E-01   0.000E+00      9.607E+08   1.054E+09   1.000E+00   01000   4.775E-01   4.775E-01  3p2   N/A    N/A    N/A 
    2   1.795829E+03   4.700492E-03   3.783E+14   2.269E+34   1.938E-01      7.043E-01   4.278E-01   7.474E-01   1.698E+00   1.334E-01   0.000E+00   2.002E-01   0.000E+00      9.589E+08   1.090E+09   1.000E+00   01000   4.790E-01   4.790E-01  3p2   N/A    N/A    N/A 
    3   2.055711E+03   7.049361E-03   3.766E+14   2.243E+34   1.929E-01      7.029E-01   4.258E-01   7.456E-01   1.695E+00   1.332E-01   0.000E+00   1.999E-01   0.000E+00      9.572E+08   1.122E+09   1.000E+00   01000   4.804E-01   4.804E-01  3p2   N/A    N/A    N/A 
    4   2.262603E+03   9.354483E-03   3.749E+14   2.220E+34   1.922E-01      7.017E-01   4.240E-01   7.440E-01   1.693E+00   1.331E-01   0.000E+00   1.996E-01   0.000E+00      9.556E+08   1.150E+09   1.000E+00   01000   4.817E-01   4.817E-01  3p2   N/A    N/A    N/A 
    5   2.437315E+03   1.165072E-02   3.734E+14   2.199E+34   1.915E-01      7.005E-01   4.224E-01   7.424E-01   1.692E+00   1.329E-01   0.000E+00   1.994E-01   0.000E+00      9.541E+08   1.176E+09   1.000E+00   01000   4.828E-01   4.828E-01  3p2   N/A    N/A    N/A 
    6   2.590034E+03   1.391136E-02   3.720E+14   2.179E+34   1.908E-01      6.994E-01   4.208E-01   7.410E-01   1.690E+00   1.327E-01   0.000E+00   1.992E-01   0.000E+00      9.527E+08   1.199E+09   1.000E+00   01000   4.839E-01   4.839E-01  3p2   N/A    N/A    N/A 
    7   2.726598E+03   1.630884E-02   3.707E+14   2.161E+34   1.902E-01      6.984E-01   4.193E-01   7.396E-01   1.688E+00   1.326E-01   0.000E+00   1.989E-01   0.000E+00      9.512E+08   1.221E+09   1.000E+00   01000   4.850E-01   4.850E-01  3p2   N/A    N/A    N/A 
    8   2.850701E+03   1.848756E-02   3.694E+14   2.143E+34   1.896E-01      6.974E-01   4.179E-01   7.383E-01   1.687E+00   1.325E-01   0.000E+00   1.987E-01   0.000E+00      9.499E+08   1.241E+09   1.000E+00   01000   4.860E-01   4.860E-01  3p2   N/A    N/A    N/A 
    9   2.964849E+03   2.063812E-02   3.683E+14   2.127E+34   1.890E-01      6.965E-01   4.166E-01   7.371E-01   1.685E+00   1.323E-01   0.000E+00   1.985E-01   0.000E+00      9.487E+08   1.260E+09   1.000E+00   01000   4.869E-01   4.869E-01  3p2   N/A    N/A    N/A 
   10   3.070825E+03   2.310738E-02   3.670E+14   2.110E+34   1.885E-01      6.956E-01   4.152E-01   7.358E-01   1.684E+00   1.322E-01   0.000E+00   1.983E-01   0.000E+00      9.474E+08   1.279E+09   1.000E+00   01000   4.879E-01   4.879E-01  3p2   N/A    N/A    N/A 
   11   3.169951E+03   2.541704E-02   3.659E+14   2.095E+34   1.879E-01      6.947E-01   4.139E-01   7.347E-01   1.682E+00   1.321E-01   0.000E+00   1.981E-01   0.000E+00      9.461E+08   1.296E+09   1.000E+00   01000   4.888E-01   4.888E-01  3p2   N/A    N/A    N/A 
   12   3.263238E+03   2.759064E-02   3.648E+14   2.080E+34   1.874E-01      6.939E-01   4.126E-01   7.336E-01   1.681E+00   1.320E-01   0.000E+00   1.980E-01   0.000E+00      9.449E+08   1.313E+09   1.000E+00   01000   4.896E-01   4.896E-01  3p2   N/A    N/A    N/A 
   13   3.351476E+03   2.964659E-02   3.638E+14   2.066E+34   1.870E-01      6.932E-01   4.115E-01   7.325E-01   1.680E+00   1.318E-01   0.000E+00   1.978E-01   0.000E+00      9.438E+08   1.328E+09   1.000E+00   01000   4.904E-01   4.904E-01  3p2   N/A    N/A    N/A 
   14   3.435298E+03   3.182043E-02   3.628E+14   2.052E+34   1.865E-01      6.924E-01   4.103E-01   7.315E-01   1.678E+00   1.317E-01   0.000E+00   1.976E-01   0.000E+00      9.426E+08   1.343E+09   1.000E+00   01000   4.912E-01   4.912E-01  3p2   N/A    N/A    N/A 
   15   3.515217E+03   3.427165E-02   3.618E+14   2.038E+34   1.860E-01      6.916E-01   4.091E-01   7.304E-01   1.677E+00   1.316E-01   0.000E+00   1.975E-01   0.000E+00      9.414E+08   1.358E+09   1.000E+00   01000   4.920E-01   4.920E-01  3p2   N/A    N/A    N/A 
   16   3.591658E+03   3.661623E-02   3.608E+14   2.025E+34   1.855E-01      6.909E-01   4.079E-01   7.294E-01   1.676E+00   1.315E-01   0.000E+00   1.973E-01   0.000E+00      9.403E+08   1.372E+09   1.000E+00   01000   4.928E-01   4.928E-01  3p2   N/A    N/A    N/A 
   17   3.664977E+03   3.886503E-02   3.599E+14   2.012E+34   1.851E-01      6.902E-01   4.068E-01   7.284E-01   1.675E+00   1.314E-01   0.000E+00   1.971E-01   0.000E+00      9.392E+08   1.386E+09   1.000E+00   01000   4.936E-01   4.936E-01  3p2   N/A    N/A    N/A 
   18   3.735475E+03   4.102729E-02   3.590E+14   1.999E+34   1.847E-01      6.895E-01   4.057E-01   7.275E-01   1.674E+00   1.313E-01   0.000E+00   1.970E-01   0.000E+00      9.381E+08   1.399E+09   1.000E+00   01000   4.944E-01   4.944E-01  3p2   N/A    N/A    N/A 
   19   3.803408E+03   4.311087E-02   3.581E+14   1.987E+34   1.842E-01      6.888E-01   4.047E-01   7.266E-01   1.672E+00   1.312E-01   0.000E+00   1.968E-01   0.000E+00      9.370E+08   1.412E+09   1.000E+00   01000   4.951E-01   4.951E-01  3p2   N/A    N/A    N/A 
   20   3.868996E+03   4.512257E-02   3.572E+14   1.975E+34   1.838E-01      6.882E-01   4.036E-01   7.257E-01   1.671E+00   1.311E-01   0.000E+00   1.967E-01   0.000E+00      9.360E+08   1.424E+09   1.000E+00   01000   4.958E-01   4.958E-01  3p2   N/A    N/A    N/A 
   21   3.932434E+03   4.706828E-02   3.564E+14   1.964E+34   1.835E-01      6.875E-01   4.027E-01   7.248E-01   1.670E+00   1.310E-01   0.000E+00   1.966E-01   0.000E+00      9.350E+08   1.436E+09   1.000E+00   01000   4.964E-01   4.964E-01  3p2   N/A    N/A    N/A 
   22   3.993888E+03   4.948989E-02   3.555E+14   1.952E+34   1.830E-01      6.868E-01   4.015E-01   7.238E-01   1.669E+00   1.309E-01   0.000E+00   1.964E-01   0.000E+00      9.338E+08   1.449E+09   1.000E+00   01000   4.972E-01   4.972E-01  3p2   N/A    N/A    N/A 
   23   4.053507E+03   5.187006E-02   3.545E+14   1.940E+34   1.826E-01      6.861E-01   4.004E-01   7.229E-01   1.668E+00   1.308E-01   0.000E+00   1.962E-01   0.000E+00      9.326E+08   1.462E+09   1.000E+00   01000   4.980E-01   4.980E-01  3p2   N/A    N/A    N/A 
   24   4.111422E+03   5.418220E-02   3.536E+14   1.929E+34   1.821E-01      6.854E-01   3.992E-01   7.219E-01   1.667E+00   1.307E-01   0.000E+00   1.961E-01   0.000E+00      9.315E+08   1.475E+09   1.000E+00   01000   4.987E-01   4.987E-01  3p2   N/A    N/A    N/A 
   25   4.167750E+03   5.643097E-02   3.527E+14   1.917E+34   1.817E-01      6.848E-01   3.982E-01   7.210E-01   1.666E+00   1.306E-01   0.000E+00   1.959E-01   0.000E+00      9.304E+08   1.487E+09   1.000E+00   01000   4.994E-01   4.994E-01  3p2   N/A    N/A    N/A 
   26   4.222595E+03   5.862056E-02   3.519E+14   1.907E+34   1.813E-01      6.841E-01   3.971E-01   7.201E-01   1.665E+00   1.305E-01   0.000E+00   1.958E-01   0.000E+00      9.292E+08   1.499E+09   1.000E+00   01000   5.002E-01   5.002E-01  3p2   N/A    N/A    N/A 
   27   4.276052E+03   6.075470E-02   3.510E+14   1.896E+34   1.809E-01      6.835E-01   3.961E-01   7.192E-01   1.663E+00   1.304E-01   0.000E+00   1.957E-01   0.000E+00      9.282E+08   1.510E+09   1.000E+00   01000   5.008E-01   5.008E-01  3p2   N/A    N/A    N/A 
   28   4.328204E+03   6.283675E-02   3.502E+14   1.886E+34   1.805E-01      6.829E-01   3.950E-01   7.184E-01   1.662E+00   1.303E-01   0.000E+00   1.955E-01   0.000E+00      9.271E+08   1.521E+09   1.000E+00   01000   5.015E-01   5.015E-01  3p2   N/A    N/A    N/A 
   29   4.379128E+03   6.486983E-02   3.494E+14   1.875E+34   1.802E-01      6.823E-01   3.940E-01   7.175E-01   1.661E+00   1.302E-01   0.000E+00   1.954E-01   0.000E+00      9.260E+08   1.532E+09   1.000E+00   01000   5.022E-01   5.022E-01  3p2   N/A    N/A    N/A 
   30   4.428895E+03   6.685667E-02   3.487E+14   1.866E+34   1.798E-01      6.817E-01   3.930E-01   7.167E-01   1.660E+00   1.301E-01   0.000E+00   1.952E-01   0.000E+00      9.250E+08   1.543E+09   1.000E+00   01000   5.028E-01   5.028E-01  3p2   N/A    N/A    N/A 
   31   4.477569E+03   6.879986E-02   3.479E+14   1.856E+34   1.794E-01      6.811E-01   3.921E-01   7.159E-01   1.659E+00   1.301E-01   0.000E+00   1.951E-01   0.000E+00      9.240E+08   1.553E+09   1.000E+00   01000   5.035E-01   5.035E-01  3p2   N/A    N/A    N/A 
