         5       653       401       557

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca        mstn        mstp  nSF   Acel   Aion   Zion

    0   0.000000E+00   0.000000E+00   7.528E+14   9.426E+34   4.194E-01      9.615E-01   7.987E-01   1.118E+00   2.225E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.850E+08   1.000E+00   1.000E+00   00000   4.391E-01   5.760E-01  3p2   N/A    N/A    N/A 
    1   1.537674E+03   5.786566E-03   7.436E+14   9.123E+34   4.149E-01      9.536E-01   7.891E-01   1.108E+00   2.219E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      4.954E+08   1.000E+00   1.000E+00   00000   4.434E-01   5.783E-01  3p2   N/A    N/A    N/A 
    2   1.937348E+03   1.156092E-02   7.383E+14   8.948E+34   4.123E-01      9.490E-01   7.835E-01   1.101E+00   2.215E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.016E+08   1.000E+00   1.000E+00   00000   4.459E-01   5.796E-01  3p2   N/A    N/A    N/A 
    3   2.217709E+03   1.721718E-02   7.338E+14   8.803E+34   4.101E-01      9.451E-01   7.788E-01   1.096E+00   2.212E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.068E+08   1.000E+00   1.000E+00   00000   4.480E-01   5.807E-01  3p2   N/A    N/A    N/A 
    4   2.440905E+03   2.281775E-02   7.298E+14   8.675E+34   4.081E-01      9.417E-01   7.746E-01   1.091E+00   2.209E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.115E+08   1.000E+00   1.000E+00   00000   4.499E-01   5.817E-01  3p2   N/A    N/A    N/A 
    5   2.629385E+03   2.861764E-02   7.261E+14   8.556E+34   4.063E-01      9.385E-01   7.707E-01   1.087E+00   2.207E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.160E+08   1.000E+00   1.000E+00   00000   4.517E-01   5.826E-01  3p2   N/A    N/A    N/A 
    6   2.794139E+03   3.412726E-02   7.227E+14   8.448E+34   4.046E-01      9.355E-01   7.672E-01   1.083E+00   2.204E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.201E+08   1.000E+00   1.000E+00   00000   4.534E-01   5.835E-01  3p2   N/A    N/A    N/A 
    7   2.941464E+03   3.950603E-02   7.196E+14   8.347E+34   4.031E-01      9.328E-01   7.638E-01   1.079E+00   2.202E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.240E+08   1.000E+00   1.000E+00   00000   4.549E-01   5.843E-01  3p2   N/A    N/A    N/A 
    8   3.075347E+03   4.542992E-02   7.164E+14   8.248E+34   4.015E-01      9.300E-01   7.604E-01   1.076E+00   2.200E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.279E+08   1.000E+00   1.000E+00   00000   4.565E-01   5.851E-01  3p2   N/A    N/A    N/A 
    9   3.198491E+03   5.087857E-02   7.134E+14   8.156E+34   4.000E-01      9.275E-01   7.573E-01   1.072E+00   2.198E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.315E+08   1.000E+00   1.000E+00   00000   4.580E-01   5.858E-01  3p2   N/A    N/A    N/A 
   10   3.312818E+03   5.593717E-02   7.107E+14   8.071E+34   3.987E-01      9.252E-01   7.545E-01   1.069E+00   2.195E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.349E+08   1.000E+00   1.000E+00   00000   4.594E-01   5.865E-01  3p2   N/A    N/A    N/A 
   11   3.419756E+03   6.156954E-02   7.080E+14   7.985E+34   3.973E-01      9.228E-01   7.516E-01   1.066E+00   2.193E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.384E+08   1.000E+00   1.000E+00   00000   4.608E-01   5.872E-01  3p2   N/A    N/A    N/A 
   12   3.520394E+03   6.740564E-02   7.052E+14   7.901E+34   3.959E-01      9.204E-01   7.486E-01   1.062E+00   2.191E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.419E+08   1.000E+00   1.000E+00   00000   4.622E-01   5.879E-01  3p2   N/A    N/A    N/A 
   13   3.615586E+03   7.292585E-02   7.026E+14   7.821E+34   3.946E-01      9.181E-01   7.459E-01   1.059E+00   2.189E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.452E+08   1.000E+00   1.000E+00   00000   4.635E-01   5.886E-01  3p2   N/A    N/A    N/A 
   14   3.706012E+03   7.816976E-02   7.001E+14   7.745E+34   3.934E-01      9.160E-01   7.432E-01   1.056E+00   2.188E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.484E+08   1.000E+00   1.000E+00   00000   4.648E-01   5.892E-01  3p2   N/A    N/A    N/A 
   15   3.792230E+03   8.316956E-02   6.978E+14   7.673E+34   3.922E-01      9.140E-01   7.407E-01   1.054E+00   2.186E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.514E+08   1.000E+00   1.000E+00   00000   4.660E-01   5.898E-01  3p2   N/A    N/A    N/A 
   16   3.874695E+03   8.805210E-02   6.955E+14   7.603E+34   3.911E-01      9.120E-01   7.383E-01   1.051E+00   2.184E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.544E+08   1.000E+00   1.000E+00   00000   4.672E-01   5.904E-01  3p2   N/A    N/A    N/A 
   17   3.953793E+03   9.398989E-02   6.930E+14   7.529E+34   3.898E-01      9.099E-01   7.357E-01   1.048E+00   2.182E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.576E+08   1.000E+00   1.000E+00   00000   4.685E-01   5.910E-01  3p2   N/A    N/A    N/A 
   18   4.029845E+03   9.969913E-02   6.907E+14   7.458E+34   3.886E-01      9.079E-01   7.332E-01   1.045E+00   2.180E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.607E+08   1.000E+00   1.000E+00   00000   4.698E-01   5.916E-01  3p2   N/A    N/A    N/A 
   19   4.103131E+03   1.052007E-01   6.884E+14   7.390E+34   3.875E-01      9.059E-01   7.307E-01   1.043E+00   2.179E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.638E+08   1.000E+00   1.000E+00   00000   4.710E-01   5.922E-01  3p2   N/A    N/A    N/A 
   20   4.173889E+03   1.105124E-01   6.862E+14   7.324E+34   3.864E-01      9.040E-01   7.283E-01   1.040E+00   2.177E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.667E+08   1.000E+00   1.000E+00   00000   4.722E-01   5.928E-01  3p2   N/A    N/A    N/A 
   21   4.242325E+03   1.156499E-01   6.840E+14   7.260E+34   3.853E-01      9.021E-01   7.260E-01   1.038E+00   2.175E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00      5.696E+08   1.000E+00   1.000E+00   00000   4.734E-01   5.933E-01  3p2   N/A    N/A    N/A 
